"","genes","logFC","logCPM","LR","PValue","FDR"
"8251","ENSGMOG00000008498",0.535021149270329,9.30228371994403,29.7376787313455,4.9464012902741e-08,8.36818395500168e-06
"9902","ENSGMOG00000010200",-1.03689053797236,5.96884415804046,29.682827086268,5.08835987960023e-08,8.42624021064999e-06
"3597","ENSGMOG00000003716",-1.07671957357442,5.37963372949114,29.6758100949182,5.10681224887878e-08,8.42624021064999e-06
"9269","ENSGMOG00000009546",-1.30365078405624,4.44152163228834,29.5486494811214,5.45306359286591e-08,8.8878286486162e-06
"1396","ENSGMOG00000001450",-0.93827675193761,6.31306792858468,29.4547989145408,5.72361384092321e-08,9.21639746794442e-06
"16521","ENSGMOG00000016969",-0.658611767144343,7.12264494639047,29.1699725155864,6.62987693907623e-08,1.04535031754637e-05
"13430","ENSGMOG00000013810",-0.91872661170478,5.13909449417719,29.1645906779129,6.64831851787818e-08,1.04535031754637e-05
"17568","ENSGMOG00000018038",-0.989247969596633,5.50397819504086,28.9617896181188,7.38201527121542e-08,1.147216675579e-05
"12000","ENSGMOG00000012351",-1.14251421281074,7.43487703148395,28.9272434425889,7.51484973818907e-08,1.15291426236203e-05
"15944","ENSGMOG00000016376",-1.37493641681997,4.33059383119846,28.9076616607142,7.59120501966771e-08,1.15291426236203e-05
"12557","ENSGMOG00000012919",-0.840303402838572,6.2556864393799,28.8643426018782,7.7628925689352e-08,1.16574223802044e-05
"7359","ENSGMOG00000007592",2.50290090404052,-0.172825130500953,28.8291753152941,7.90512947543117e-08,1.17391172710153e-05
"5005","ENSGMOG00000005168",-0.772898898545756,6.57870086189143,28.6196109084975,8.80855562590832e-08,1.29369610923368e-05
"14493","ENSGMOG00000014901",-1.09275781149927,5.46245446284926,28.5016315400223,9.36195646998437e-08,1.36002769805806e-05
"2604","ENSGMOG00000002695",-1.16517100570979,5.28072870131341,28.3507524888496,1.01207456118113e-07,1.45444908711675e-05
"12503","ENSGMOG00000012865",-1.07302825944902,5.86139291561774,28.3161841315026,1.03030975048678e-07,1.46270413853246e-05
"3180","ENSGMOG00000003282",3.13041101311903,-0.543502719327838,28.2986077178063,1.03970739364447e-07,1.46270413853246e-05
"10833","ENSGMOG00000011154",-0.951859964030729,6.25583754961402,28.0156242862619,1.20339893686751e-07,1.67484196170141e-05
"9987","ENSGMOG00000010285",-0.886023583523712,5.81658931027024,27.9961658653516,1.21556057078217e-07,1.67484196170141e-05
"1010","ENSGMOG00000001048",-1.1174078009989,4.77102650795002,27.8510758991046,1.31021190991288e-07,1.7868349159169e-05
"15585","ENSGMOG00000016013",-1.18606764342345,5.41561256543382,27.82182630769,1.33016998008106e-07,1.79572947310943e-05
"5830","ENSGMOG00000006016",-1.00050252616511,6.4272292543162,27.7735369709501,1.36378849261436e-07,1.8227033203791e-05
"594","ENSGMOG00000000623",-0.74211654364033,7.2825547256911,27.7070969093521,1.4114395545258e-07,1.8581228916652e-05
"15517","ENSGMOG00000015945",-0.663415279612775,6.81383509080844,27.697995148695,1.41809603404303e-07,1.8581228916652e-05
"8289","ENSGMOG00000008538",-1.09555986435703,4.12341914703783,27.6341009392254,1.46571849987359e-07,1.90187648066121e-05
"12062","ENSGMOG00000012416",-0.880186560149199,6.47167297037375,27.5839260343655,1.50423637614528e-07,1.93308838145977e-05
"14239","ENSGMOG00000014639",-1.31856147375108,6.98955005729486,27.5558486587926,1.52623157789432e-07,1.94267476557692e-05
"6679","ENSGMOG00000006887",-1.17766161064091,4.27070594435654,27.4235299830355,1.63430561737561e-07,2.06061269587028e-05
"4686","ENSGMOG00000004834",-0.809109002845983,6.02227764871115,27.3908327413842,1.66217327008826e-07,2.07389037751545e-05
"15501","ENSGMOG00000015928",0.615334229070123,11.4258470642947,27.3627413098047,1.68649546561343e-07,2.07389037751545e-05
"13373","ENSGMOG00000013751",-0.729543336018726,5.47309581563691,27.3571392642057,1.69138833632012e-07,2.07389037751545e-05
"4248","ENSGMOG00000004388",-0.666749323939125,7.28400760035699,27.2153575616328,1.82007180158767e-07,2.21138723892902e-05
"14388","ENSGMOG00000014792",-0.884302169570365,5.93110541995916,27.1108023901572,1.92121379319489e-07,2.3128860688478e-05
"11370","ENSGMOG00000011700",2.60806663560769,-0.649017724103663,27.0937646836812,1.93822102290276e-07,2.3128860688478e-05
"3791","ENSGMOG00000003918",0.637606972238113,6.60210482274343,27.0382194195558,1.99472183308821e-07,2.35924400878088e-05
"13984","ENSGMOG00000014377",-0.981533564681992,6.4645505892959,26.98943419293,2.04570642960686e-07,2.3922236991232e-05
"18103","ENSGMOG00000018593",-0.836010746908266,6.8092666539894,26.9629147378165,2.07396733397598e-07,2.3922236991232e-05
"1833","ENSGMOG00000001899",0.537189986127144,7.27907828248156,26.9607388547739,2.07630339766772e-07,2.3922236991232e-05
"170","ENSGMOG00000000174",-0.947660177308127,5.77550930036192,26.9235426949094,2.11664817620413e-07,2.41786349358703e-05
"16143","ENSGMOG00000016582",-0.674269493250414,6.17422284703732,26.7622789117531,2.30085044811134e-07,2.58735897073007e-05
"15296","ENSGMOG00000015715",2.23779175576305,1.12245964033716,26.7598481826241,2.30374648347833e-07,2.58735897073007e-05
