"","sample_1","sample_6","sample_12","sample_18","sample_25","sample_31","sample_38","sample_44","sample_11","sample_17","sample_24","sample_30","sample_37","sample_50"
"ENSGMOG00000004001",1.25889629902985,1.0728030620642,1.44371445329871,3.08413216074217,2.50403838540317,0.243594722557917,9.39251901916683,9.78005190379245,0.848448524376486,1.47176200771531,2.28914497271456,1.21069244750077,0.0627171180562379,8.8763294228018
"ENSGMOG00000004050",20.1073714428379,19.3462152192243,17.0152060567348,26.986156406494,17.559182751963,16.2903970710607,18.9680091880577,18.0878379295946,18.1746604958542,15.5352656369949,23.254806072021,19.2610162102395,18.4074741495058,20.3521553194241
"ENSGMOG00000004066",5.17546256267828,3.71905061515588,2.5780615237477,4.62619824111325,5.84275623260741,5.75492532043078,4.5336184876065,2.37665777446999,4.28689780737593,2.8454065482496,6.90377055263123,7.19077938515607,4.39019826393665,2.85310588590058
"ENSGMOG00000004095",17.3447934533002,8.2605835778943,14.2566802263248,12.7648803319606,13.5403557136616,11.7534453634195,14.393730444957,14.3651084952478,15.4506941807507,14.5540909651847,15.0792883123261,11.8134232756135,10.1288145660824,7.67168471542156
"ENSGMOG00000004160",2.79754733117745,1.28736367447703,3.99599536180894,0.685362702387149,2.78226487267019,3.47122479645031,0.508253193677859,0.441679763397078,2.43370760939571,5.78893056368022,1.01739776565092,1.90775779606181,4.57834961810537,0.126804706040026
"ENSGMOG00000004229",31.7871315505038,43.9134053404944,11.3176900892524,25.4869254950221,9.552442729501,26.6736221200919,2.82588775684889,2.58698147132575,26.6368181468723,11.7740960617225,20.3116196785308,8.03459533341418,34.4316978128746,1.58505882550032
"ENSGMOG00000004238",5.52515597907546,2.32440663447242,15.6230528339111,4.06934104542369,9.42878651293788,4.14111028348458,5.91606717441027,7.78197678366281,9.28827858264784,7.81669155208798,4.79630375235433,6.49371403659502,3.85710276045863,2.09227764966042
"ENSGMOG00000004290",1.11901893247098,1.50192428688987,3.76396982467165,1.3278902358751,1.79301514016524,1.06572691119089,1.76872111399895,1.17781270239221,2.50069038763596,1.92964352122674,0.944726496675852,1.24738009742503,0.783963975702974,1.71186353154035
"ENSGMOG00000004361",200.059603520827,307.358077281392,136.508357682441,295.219984053264,91.9074829605387,165.492164637785,110.900846860509,167.733148242462,104.515461647535,143.382325373865,257.219956537245,105.770494731658,147.761530140497,302.936442729621
"ENSGMOG00000004455",118.546068158644,99.1627630368005,72.2115032801731,93.4663385380474,158.496355579779,149.902102394078,74.9571810036106,70.3953413376201,110.811842802118,76.8913884475265,73.8703449131541,170.927760997154,146.758056251597,68.918357732754
"ENSGMOG00000004496",45.530082814913,66.9786711748746,42.3317702199373,40.3507291030434,54.501477450195,60.563737895962,37.3057844159548,41.1603474746706,51.3757909102709,36.270757034584,38.261423115372,53.9675330385948,54.563892708927,88.0024659917779
"ENSGMOG00000004513",15.876081104432,5.11369459583933,14.7722925310743,6.59661601047631,17.7446670768077,11.814344044059,17.4025893515299,18.319193996136,13.7984523174913,12.1011542856592,7.19445562853149,13.5744304719783,13.0451605556975,5.26239530066107
"ENSGMOG00000004557",1.04908024919154,3.46872990067423,0.95388276378665,1.3278902358751,1.45296054461666,0.974378890231666,1.36211855905666,0.925424266165307,0.893103709869985,0.523293158298777,1.38075411052625,0.84381594825811,1.34841803820912,3.10671529798063
"ENSGMOG00000004827",7.37853108598052,13.302757969596,5.46549043034513,11.6940011094807,29.5847498127264,7.82548046217307,11.6085029436023,8.56017446202909,15.3837114025105,6.34492954437267,7.52147633891928,10.9696073273554,5.08008656255527,10.1443764832021
"ENSGMOG00000004853",4.09141297184702,0.607921735169711,6.65139873126907,4.75470374781084,7.17206056066094,5.72447598011104,7.52214726643231,9.71695479473573,5.87215689239515,7.84939737448165,5.92270842146784,5.8700239878825,7.18111001743924,1.07784000134022
"ENSGMOG00000004892",6.81902161974504,13.4457983778712,12.916088233976,10.5374515492024,22.0417206023761,8.25177122664943,13.8244868680378,8.41294787423007,21.2112131094121,12.0684484632655,15.1882952157887,12.8039898235687,10.9754956598416,9.70056001206197
"ENSGMOG00000004907",3.14724074757463,2.43168694067884,4.89831689512063,3.89800036982691,3.52420217204891,3.19718073357266,5.93639730215739,6.37280801472927,4.82276003329792,3.82658122005981,3.48822091080315,3.92557854189642,2.16374057294021,1.52165647248031
"ENSGMOG00000004949",29.9687257852384,72.7718077100212,34.5202438029817,46.4333230867293,33.2635222554792,39.1578516511851,47.2065566287995,53.8218340253868,32.8662165232154,30.5145322932974,43.8207751919645,38.6320953702517,32.2052401218782,162.500230790293
"ENSGMOG00000004974",0.0349693416397181,0,2.96477075230986,1.24221989807671,0.340054595548579,0.182696041918437,0.0203301277471143,0.0210323696855752,0.0446551854934992,1.96234934362041,0.472363248337926,0.220125899545594,0.282227031253071,0
"ENSGMOG00000005030",2.6926393062583,1.75224500137152,1.52105629901114,0.257011013395181,1.0819918949273,0.73078416767375,4.1066858049171,1.99807512012964,1.27267278656473,1.96234934362041,0.908390862188319,1.24738009742503,0.972115329871688,2.91650823892059
"ENSGMOG00000005111",15.3165716381965,24.0665486923068,12.5293790054138,31.569519478708,28.9046406216292,32.0936046970055,13.9871278900147,13.5027813381393,23.3993171985936,12.1992717528402,21.2200105407191,24.4706624994852,32.2679572399344,10.2711811892421
"ENSGMOG00000005121",101.166305363705,161.778701759281,77.3676263276686,209.463975917072,151.726177722948,75.2098705897568,97.7065939526315,82.1945007312277,136.868143537575,67.0796417294245,197.302495267303,138.532566114027,55.5046494797706,111.968555433343
"ENSGMOG00000005145",35.0742496646373,65.8701080107416,40.965397612351,46.1334769044349,36.2621855071349,45.0954730135343,56.3754442427481,54.410740376583,38.0238904477146,42.2232167102325,40.7685818950118,40.5765408162378,44.0587754345071,171.566767272155
"ENSGMOG00000005183",6.46932820334785,4.29121224825678,4.30536274465866,3.21263766743976,7.41937299378718,11.570749321501,6.60729151781216,4.60608896114096,5.47026022295366,9.38657102698431,2.2164737037395,6.82390288591341,10.7246271876167,2.28248470872046
"ENSGMOG00000005212",46.6840710890237,59.8266507611133,50.5042252502175,173.439598872848,52.8012044724521,42.1418870025196,43.8724156782728,42.1909335892638,55.5957059394066,69.0419910730449,170.050769401653,73.6321133980012,45.8462132991099,96.0545648253195
"ENSGMOG00000005225",140.22705997527,203.796821690128,89.0462450302457,175.881203500102,96.7300754065004,125.786224860844,59.7095851932748,49.2788421733026,112.17382595967,93.0480647100012,155.734529413565,108.778882025448,131.611872241015,94.1524942347191
"ENSGMOG00000005238",1.81840576526534,2.78928796136691,4.58894951227091,1.75624192486707,1.97849946500992,1.3093216337488,0.508253193677859,1.68258957484601,2.76862150059695,4.21905108878389,1.9984598968143,0.953878898030907,2.63411895836199,2.02887529664041
"ENSGMOG00000005253",3.63681153053068,5.82889663721546,2.50071967803527,2.74145080954859,4.76076433768011,3.10583271261344,3.57810248349212,2.58698147132575,4.06362187990843,3.40140552894205,3.23387146939042,6.60377698636782,2.54004328127764,3.04331294496062
"ENSGMOG00000005283",7.02883766958334,7.25930071996772,6.75452119221898,6.46811050377871,11.2527157072439,9.04345407496265,6.93257356176599,5.55254559699184,8.48448524376486,6.05057714282961,3.74257035221588,12.6205515739474,8.52952805564836,2.15568000268044
"ENSGMOG00000005306",22.2405012828607,24.7459906316141,19.4643645042952,16.5772103639892,21.0215568157303,15.2246701598698,31.1660858363263,20.2121072678377,16.3437978906207,12.3300950424149,13.8802123742375,13.7945563715239,12.4493479341632,27.0728047395455
"ENSGMOG00000005338",0.839264199353235,2.50320714481646,2.68118398469761,2.52727496505261,1.0819918949273,0.883030869272448,0.752214726643231,0.0630971090567255,1.67456945600622,2.91081819303695,2.65250131758989,1.1740047975765,0.815322534731093,0
"ENSGMOG00000005366",17.7294562113371,4.86337388135769,19.0003134300206,14.3926167501301,21.1452130322935,16.5948904742581,25.9005827498237,23.913804332499,22.4838858959769,22.0110184709423,17.9134678023537,19.7012680093307,18.4074741495058,4.69177412348095
"ENSGMOG00000005434",9.82638500076079,13.123957459252,7.39903657315591,15.5920014793076,18.8575730258758,11.5402999811813,4.57427874310073,2.33459303509884,8.9980198769401,7.7839857296943,16.1330217124646,23.1132194522874,8.99990644107014,10.017571777162
"ENSGMOG00000020191",31.9619782587024,56.1076001459574,29.4156819859613,39.4940257250594,27.6371644018573,23.9940801719548,43.4048227400891,52.2654386686543,33.2011304144167,27.6364199226541,44.4021453437651,32.2484442834295,23.205333680808,95.6741507071994
"ENSGMOG00000005450",38.7809998784474,66.5137898479801,44.8840511284475,56.3282471024438,37.8697163224554,33.2506796291556,36.0453164956337,37.227294343468,43.8513921546163,42.3213341774136,54.830472441687,40.7966667157834,31.0449734378378,179.682268458716
"ENSGMOG00000005594",85.60494833403,203.081619648752,40.7075914599762,79.0737217879173,55.9853520489524,65.7401257503177,42.5712875024574,51.1086583359477,62.6958804328729,38.6582820693221,65.1861282706338,69.2662830570136,61.6195684902538,310.861736857123
"ENSGMOG00000005602",269.613624042227,363.7517582439,275.852583041004,319.678865494706,324.2265998285,333.968364626904,246.767090594474,237.434421380458,303.052416351633,297.98274782876,361.466891881976,335.765372106879,329.986116652896,468.606791170915
"ENSGMOG00000005643",24.5834471727218,30.1815261460727,22.5064771023174,29.3420906959498,25.4113525037211,20.461956694865,20.7367303020566,22.1050205395395,20.8986268109576,18.1844372508825,28.777822514126,24.6174130991823,18.8151354168714,35.9491341623473
"ENSGMOG00000005668",11.4000053745481,2.03832581792197,9.48726640739155,8.39569310424257,8.68684921355916,4.81099577051885,13.336563802107,15.3746622401554,8.14957135256361,8.63433711192982,7.15811999404396,8.18134593311124,8.99990644107014,1.26804706040026
"ENSGMOG00000005701",19.3730152684038,46.0947715666916,28.1524318393249,41.8927951834145,29.7393200834303,44.2124421442619,19.6795636592067,44.2731381881357,25.5874212877751,29.1081819303695,45.8192350887788,26.0849190961529,52.4315106950149,96.8153930615596
"ENSGMOG00000005722",17.7644255529768,17.4151697075088,17.8401857443341,30.6699809318249,16.6317611277396,22.9892519414034,45.3768451315592,54.9786143580935,21.9703512628016,15.6987947489633,32.3750503283917,15.885752417207,20.822083194671,34.490880042887
"ENSGMOG00000005751",106.586553317861,35.6170616605313,77.4707487886185,72.9482926353321,83.1278915845572,88.4553336288435,111.612401331658,103.226870416803,84.7778696594083,89.2214834899414,89.4219964738182,86.9130426705853,106.681817813661,35.8857318093273
"ENSGMOG00000005836",2.41288457314055,1.00128285792658,3.89287290085903,4.0265058765245,3.30780379306345,2.10100448206203,5.46880436397376,5.69977218479087,2.85793187158395,2.97622983782429,4.3239405040164,4.14570444144202,3.41808293406497,3.9309458872408
"ENSGMOG00000005875",53.5730313920482,62.472898314205,44.4973418998853,60.9116101746578,45.1345190455387,55.3569007012865,37.1431433939779,34.7244423508846,46.5083756914795,42.0596875982642,52.5776631034599,42.5576739121482,52.1492836637618,60.4858447810923
"ENSGMOG00000005895",66.5816264820233,29.394803900559,35.2163204143936,27.5001784332843,36.6331541568242,43.8774994007447,30.3325505986946,38.6785278517727,37.8899248912341,41.078512926454,28.6688156106634,32.8354466822178,46.1911574484192,19.3377176711039
"ENSGMOG00000005939",14.8619701968802,6.18649765790353,14.3598026872747,15.4206608037108,16.6935892360212,15.1028727985908,16.1217913034617,18.2350645173937,14.9594871403222,14.1943269188543,16.7870631332401,16.3626918662225,18.9405696529839,3.80414118120077
"ENSGMOG00000005960",4.8257691462811,10.9783513351236,4.92409751035811,7.36764905066185,5.31721731221415,4.99369181243729,5.06220180903147,3.59653521623335,4.82276003329792,5.23293158298777,7.30346253199409,6.64046463629208,6.67937307298934,15.2165647248031
"ENSGMOG00000006012",2.3079765482214,1.21584347033942,1.67573999043601,2.78428597844779,0.309140541407799,4.29335698508328,1.17914740933263,0.69406819962398,3.77336317420069,0.686822270267144,2.47082314515223,0.84381594825811,5.20552079866775,1.52165647248031
"ENSGMOG00000006030",51.8245643100623,18.7382934840546,25.6774927765271,49.7744662608667,20.7433303284633,101.974840730808,11.6491631990965,16.9520899665736,13.106296942342,8.76516040150451,46.509612144042,32.321819583278,95.3613780045098,96.3715765904196
"ENSGMOG00000006039",2.65766996461858,0.429121224825678,0.206244921899816,0.171340675596787,0,0.487189445115833,0,0.588906351196105,2.27741446016846,0.392469868724083,0,0,0.407661267365546,1.33144941342027
"ENSGMOG00000006056",18.4638123857712,29.0729629819397,11.9622054701893,38.7229926848739,2.44221027712161,30.053498895583,1.03683651510283,15.0591766948718,13.1732797205823,7.2933983937892,41.4952945847624,4.65933154038174,19.3795894793775,111.397934256163
"ENSGMOG00000006089",78.15647856477,71.4129238314066,60.7649101147334,76.9747985118566,41.579402819349,42.8422218298736,59.8518960875046,67.429777211954,54.7472574150301,61.0944762313822,72.5259264371154,43.915116959346,45.877571858138,95.5473460011594
"ENSGMOG00000020193",0.664417491154644,1.43040408275226,0.489831689512064,1.67057158706867,1.88575730258758,1.00482823055141,0.975846131861488,1.57742772641814,0.937758895363484,1.04658631659755,0.617705786288057,1.57756894674342,1.12890812501228,0.697425883220141
"ENSGMOG00000006110",2.55276193969942,3.07536877791736,5.36236796939522,5.22589060570201,6.05915461159287,6.66840553002297,4.28965695464113,4.05924734931601,6.31870874733014,4.54610931272062,4.2149336005538,5.8700239878825,5.36231359380834,2.28248470872046
"ENSGMOG00000006134",6.04969610367124,2.43168694067884,8.14667441504274,6.12542915258514,5.81184217846663,5.02414115275703,11.1002497499244,12.5352923326028,6.40801911831714,8.56892546714247,6.39507166980577,4.95283273977586,6.33442892368003,3.74073882818076
"ENSGMOG00000006151",1.01411090755183,0.71520204137613,0.541392919987018,0.642527533487952,1.94758541086914,1.03527757087115,0.548913449172087,0.883359526794157,0.870776117123235,0.621410625479797,0.399691979362861,0.917191248106641,0.376302708337428,0.824230589260167
"ENSGMOG00000006166",13.7429512644092,14.6258817461419,12.4004759292265,19.0616501601426,12.4892778728751,16.7471371758568,10.6936471949821,11.7150299148654,14.8255215838417,14.4559734980037,21.619702520082,14.7117476196305,16.9963389932405,4.4381647114009
"ENSGMOG00000006173",176.455297914018,108.567669880897,129.856958951172,156.048520299774,132.652206318087,155.291635630672,86.9722865021552,78.7031273634223,143.812024881814,150.64301794526,127.174720706365,126.058765139777,145.629148126584,51.3559059462104
"ENSGMOG00000006212",26.7165770127446,32.3986524743387,28.7711666050244,27.4573432643851,23.3710249304296,23.38509336556,26.0835538995477,31.2751337224503,21.6577649643471,20.735491397589,23.9451831272841,25.1677278480462,19.0973624481244,42.0357600522685
"ENSGMOG00000006286",6.53926688662729,15.6271646040684,12.9676494644509,12.850550669759,10.2634659747389,11.7229960230997,14.1497689119916,16.5735073122332,8.6407783929921,13.3112697142251,11.6274030360105,11.7033603258407,11.3204398091509,41.7187482871685
"ENSGMOG00000006320",1.71349774034619,2.71776775722929,1.72730122091096,2.91279148514538,1.79301514016524,1.88785909982385,1.80938136949318,1.68258957484601,1.80853501248672,2.2239959227698,2.79784385554002,1.57756894674342,2.03830633682773,2.91650823892059
"ENSGMOG00000006349",4.75583046300167,2.50320714481646,2.06244921899816,2.91279148514538,4.23522541728685,5.72447598011104,2.13466341344701,3.78582654340353,2.72396631510345,1.04658631659755,3.27020710387795,3.44863909288097,5.04872800352715,1.77526588456036
"ENSGMOG00000006358",87.1086300245379,124.659715811859,29.6734881383361,90.767722897398,81.334876444392,112.479863141118,56.2331333485183,153.347007377529,69.6620893698588,33.9813494670268,80.6287729278352,86.6562291211155,123.207778421479,245.81092265859
"ENSGMOG00000006377",18.7785364605286,21.7779021599032,9.66773071405389,15.9346828305012,16.5390189653173,10.170079666793,24.9044064902151,19.8755893528685,13.1286245350888,9.45198267177165,13.9892192777001,23.8836601006969,11.9476109897133,40.1970918146882
"ENSGMOG00000006389",4.26625968004561,4.07665163584394,6.13578642651953,6.16826432148434,5.16264704151025,4.41515434636224,9.22987799718991,12.3039362660615,5.04603596076541,5.59269562931818,5.81370151800524,3.48532674280524,4.51563250004913,5.57940706576113
"ENSGMOG00000020194",0.489570782956054,0.321840918619259,1.18590830092394,1.92758260046386,1.63844486946134,2.16190316270151,1.11815702609129,1.61949246578929,1.11637963733748,1.17740960617225,2.39815187617716,1.2840677473493,2.10102345488397,0.507218824160103
"ENSGMOG00000006482",0.594478807875208,0.82248234758255,0.438270459037109,2.01325293826225,1.91667135672836,2.923136670695,6.07870819638719,2.43975488352672,0.312586298454495,0.817645559841839,1.45342537950131,1.76100719636475,2.22645769099645,8.05209883354163
"ENSGMOG00000006498",0.244785391478027,0.286080816550452,0.335147998087201,0.514022026790361,0.958335678364178,0.669885487034271,0.243961532965372,0.105161848427876,0.401896669441493,0.588704803086124,0.472363248337926,0.25681354946986,1.25434236112476,0
"ENSGMOG00000006517",7.44846976925996,15.7344449102749,11.2145676283025,10.8372977314968,9.98523948747192,6.91200025258088,12.6046792032109,9.86418138253475,9.39991654638159,9.0268069806539,9.84695694612138,9.79560252977893,6.71073163201746,24.0928941476049
"ENSGMOG00000006535",4.93067717120026,7.79570225099982,6.0584445808071,6.16826432148434,11.376371923807,8.86075803304422,2.43961532965372,3.217952561893,10.4493134054788,5.0694024710194,8.24818902866994,12.1436121249319,7.74556407994538,3.9309458872408
"ENSGMOG00000006558",299.617319169105,334.178153832997,226.714730398373,357.630825139394,384.292607024035,281.80864465919,231.560155039632,173.958729669392,592.596639091482,348.873007473316,493.183566899282,450.450965770134,331.365893250133,177.209576690936
"ENSGMOG00000006566",20.3871261759557,21.5275814454215,21.346349416631,42.2783117035072,23.0000562807403,16.3512957517002,18.5614066331154,15.7953096338669,24.6719899851583,16.8107927103482,38.9518001706351,19.4811421097851,13.1392362327818,7.98869648052162
"ENSGMOG00000006586",8.95215145976784,4.89913398342649,6.6256181160316,10.1947701980088,7.41937299378718,8.79985935240474,7.48148701093808,5.04776872453804,9.95810636505033,9.38657102698431,9.62894313919619,7.08071643538327,11.8221767536008,7.03766118522143
"ENSGMOG00000006623",0.384662758036899,1.39464398068345,3.60928613324678,12.1223527984727,3.06049135993721,4.35425566572276,1.46376919779223,1.24090981144893,1.00474167360373,3.00893566021797,10.6100052703596,4.73270684023027,5.39367215283646,0.951035295300193
"ENSGMOG00000006638",54.4472649330411,60.3630522921454,47.5136738826702,78.3455239166309,33.9745455007171,35.2298867499387,47.4098579062706,46.8390872897759,39.3412184197728,45.5592105943873,80.5924372933477,40.7232914159349,33.1459968927217,83.817910692457
"ENSGMOG00000006654",6.39938952006842,7.61690174065579,8.19823564551769,5.86841813918996,7.29571677722406,7.3078416767375,13.3975541853484,12.6614865507162,7.25646764269363,7.62045661772594,7.52147633891928,8.14465828318697,8.40409381953588,12.8706776630626
"ENSGMOG00000006670",30.8779286678711,44.8074078922146,32.7413813515958,38.7658278537731,27.8844768349835,22.9892519414034,47.125236117811,44.5255266243626,32.2187163335597,33.0001747952166,42.4763567159258,32.4318825330508,24.522393159989,84.7055436347372
"ENSGMOG00000006720",31.1926527426286,35.1879404357056,69.1178294516759,37.2665969423012,57.5619688101322,29.809904173025,185.207463776212,53.5273808497888,84.7332144739148,122.156246640371,60.1354750768667,54.5912230873073,31.640786059372,37.9780094589877
"ENSGMOG00000006742",43.8165850745668,49.7780620797787,34.5975856486942,40.0937180896482,33.4490065803239,34.2859572000268,65.8492837729034,59.9422536038892,42.9136332592528,59.1975385325491,48.7987571167565,49.0147002988189,41.926393420595,71.2008424414744
"ENSGMOG00000006755",23.2196428487728,53.1395116742465,17.1183285176847,31.4410139720104,23.7110795259782,29.9926002149435,15.6338682375309,15.7742772641814,19.6706092098864,14.8811491891215,27.5787465760374,30.5608123869133,35.2783789066338,77.6044800964957
"ENSGMOG00000006761",121.343615489822,26.0333543060911,83.2971678322883,93.594844044745,107.920963005463,128.770260212179,93.884529936174,89.0931179880964,125.771329942441,114.077908509133,86.2607962734028,99.8270954439268,170.778712467136,12.7438729570226
"ENSGMOG00000006782",57.4895976556966,55.1778374921684,53.0822867739652,77.5744908764454,67.423552081041,73.9309982963277,33.7276819324627,22.5467003029366,63.5443289572494,48.6662637217862,82.6635684591371,60.9748741741295,81.9399147404748,24.0294917945849
"ENSGMOG00000006799",18.1490883110137,15.3768438895868,20.4182472680818,26.1722881974092,19.4140260004098,17.9651107886463,25.7582718555939,25.4071025801748,21.0102647746914,19.8524341929598,26.052649927561,18.9675150108453,17.7175858508872,32.9692235704067
