"","sample_1","sample_6","sample_12","sample_18","sample_25","sample_31","sample_38","sample_44","sample_3","sample_8","sample_14","sample_20","sample_27","sample_33","sample_39"
"ENSGMOG00000002534",10.3183800961022,16.9683878131985,16.7440205293782,9.11231694619495,13.6094041176149,10.5080744055873,15.6247489417583,19.0223659275098,9.68360947852443,12.8625381940284,17.2652782904576,7.98880126464251,15.2933592126179,13.676712472355,10.3663365207431
"ENSGMOG00000002780",21.1281116253521,22.170113464179,14.8548188313185,25.9615067712347,18.7555569274647,20.4663077085566,14.9117551830079,14.1980061594651,17.5134994283028,18.9387065433547,18.1384000310843,33.8655705783759,19.7072962211377,26.0070128360325,24.9172492516943
"ENSGMOG00000002820",2.10579185634738,1.21971498022991,3.72664444548757,4.04036694784116,5.0841509687673,7.1479343340332,1.26301751550067,1.3118873053455,1.38337278264635,2.73559094515123,3.49248696250691,1.91036551980582,4.39321429955961,9.49574855593558,0
"ENSGMOG00000002838",34.4647933822188,19.6589355637056,20.4447854995499,21.8351745691841,18.4145468015108,12.707438816059,22.4287465252619,25.6875998175716,23.9600165954347,19.4384779660265,15.2373826348084,26.5714476845718,12.7030205925945,12.1177089780969,52.0218906132702
"ENSGMOG00000002848",14.1088054375275,14.9953194628265,7.14273518718451,8.08073389568231,6.13818226717027,7.75886889249758,6.25397382675331,6.47479863606007,11.8416710194527,8.96958184900547,5.63304348791438,10.9064504221641,7.50162064358764,5.17305704912909,24.631937237362
"ENSGMOG00000002858",5.15919004805108,2.90579157054773,5.92639984733787,4.77107160862094,7.25421540665578,7.51449506911183,4.23722005200225,7.49045332406949,3.56910177922758,5.70791572209439,5.49221740071652,5.48795912962399,9.01437839768128,7.68872177850008,4.59669356424387
"ENSGMOG00000002885",43.5547948954517,7.7487775214606,17.7533200666977,64.860784300982,41.1692224787986,46.2477460757533,12.4468339027566,14.3249629954662,31.430229621725,29.9336778421355,21.4055652540746,64.7787580806882,34.4204195828704,40.3214994651295,2.91652281317542
"ENSGMOG00000002906",0.596641025965091,0.322865730060859,0.621107407581262,0.343861016837545,1.02303037786171,1.55788312408416,0.570395007000302,0.507827344004711,0.470346746099758,1.15736539987167,0.535139131351866,0.208403511251544,0.580235850885232,1.06295692790324,0.760832038219674
"ENSGMOG00000003254",5.3346727027467,3.04928745057478,5.66760509417901,5.45879364229603,6.2931868698766,4.64310264432926,7.39476384075392,8.78118115674813,3.98411361402148,4.73467663583866,6.47800001110153,5.62689480379168,6.94210750166259,3.40146216929036,2.47270412421394
"ENSGMOG00000003271",2.38656410386037,2.40355599045306,2.43267067969328,2.02018347392058,2.54207548438365,2.01608404293244,16.4599702020087,6.47479863606007,1.35570532699342,2.31473079974335,2.73202609163847,1.77142984563812,2.07227089601868,0.992093132709688,18.5452809316046
"ENSGMOG00000003294",584.041371357946,570.288501197497,488.190422358872,561.78293625834,462.378729872953,426.951616182829,703.826696137873,657.445975232099,626.80620781706,546.250164980342,488.948174750968,740.700812906528,539.805845703907,410.017918989875,2134.41917922052
"ENSGMOG00000003308",39.0273424043048,27.0130994150918,45.2373228521686,54.4160059145416,36.519084397609,24.9261299853466,46.1205105660244,50.803893873138,43.5762426533599,36.4570100959577,42.4449826814348,60.9927609596185,35.8917319190436,25.1566472937099,75.1321637741929
"ENSGMOG00000003356",47.1697375821813,61.7032284116307,51.1119637488747,84.6757753962455,55.6466523715689,61.6432969490556,33.938502916518,41.8111179897212,43.935919576848,47.0574250084187,59.935582711409,81.5205068178955,56.9252815136333,65.8324657348072,28.2141880839796
"ENSGMOG00000003382",724.848653485708,705.927981793064,381.774019859949,739.344168827827,634.805849923463,643.222449879219,291.288507324904,252.495987333676,703.389725064362,979.525684677755,670.585662018767,815.795544794168,663.872704248546,687.095358196652,89.0173484717019
"ENSGMOG00000020188",2.07069532540826,2.04481629038544,2.30327330311385,3.05176652443321,4.58813624010707,3.17685970401476,2.15935252650114,1.46000361401355,1.63237988352269,3.26166612691108,2.39404348236361,3.12605266877316,2.98407009026691,2.33850524138712,1.58506674629099
"ENSGMOG00000003406",31.1306229430021,48.0711198090612,28.4156638968427,39.5869995634224,31.1249242234291,22.9711393982606,33.5514491617678,32.585587906969,32.7306000374126,34.7209619961502,30.5029304870564,39.5271993007095,28.3693885664958,26.5030594023874,40.2923966907169
"ENSGMOG00000003429",22.251200615404,16.0356645930226,34.9114122011301,8.1666991498917,10.7883203483599,19.7942796942458,9.30966136425493,17.7316380948312,24.9283775432872,18.6230614342987,23.7996087364382,13.4072925571826,10.9001449130583,12.7909150324356,8.90807511415536
"ENSGMOG00000003455",0.421158371269476,0.0358739700067621,0.0517589506317718,0.214913135523466,0.248007364330112,0.244373823385751,1.10004751350058,0.99449521534256,0.193672189570489,1.02584660443171,0.0844956523187157,0.104201755625772,0.373008761283363,0.106295692790324,0
"ENSGMOG00000003497",1.08799245911281,1.11209307020962,1.00929953731955,0.859652542093863,1.05403129840298,1.00804202146622,0.387053754750205,0.507827344004711,0.498014201752685,1.34149171348762,0.394313044154006,0.972549719173871,0.870353776327847,0.566910361548393,0.475520023887297
"ENSGMOG00000003507",1.78992307789527,1.50670674028401,1.70804537084847,1.03158305051264,1.73605155031078,1.6189765799306,0.875963760750464,1.03681416067629,1.13436568177,1.86756689524747,1.0984434801433,1.31988890459311,2.09299360497887,1.91332247022583,1.39485873673607
"ENSGMOG00000003523",0.491351433147722,0.466361610087907,0.621107407581262,1.03158305051264,1.17803498056803,0.672028014310814,0.468538755750248,0.507827344004711,0.7193538469761,0.92063156807974,0.873121740626728,0.382073103961164,1.2640852465714,1.62986728945163,0.412117354035657
"ENSGMOG00000003530",8.10729864693742,39.1385012773774,29.036771304424,114.419753352693,21.7626462199673,27.8586158659756,9.30966136425493,9.62756006342265,6.94453136888466,19.7541230750824,32.3900000555077,124.9379049953,28.8874562905005,25.8298533480487,42.1627754513403
"ENSGMOG00000003670",9.86212519389357,8.35863501157556,9.23897268777127,17.8807728755524,4.6501380811896,8.03378944380655,4.66501630725247,6.47479863606007,6.00383787668515,4.99771422671859,10.8717739316747,15.8734007736592,3.91659199347531,9.85006753190333,8.14724307593568
"ENSGMOG00000003683",106.096813028969,52.3401222398658,62.0331023321785,82.655591922325,76.1072599288032,107.219015010498,66.5528745667853,74.6506195686926,94.7887030669277,85.3556982405359,71.511487079073,89.4398402454542,78.3940079963868,118.555129358808,77.3829585539261
"ENSGMOG00000003714",2.7375294132516,3.4080271506424,2.95026018601099,3.09474915153791,3.16209389520893,2.68811205724326,3.56496879375189,3.06812353669513,3.43076450096294,2.78819846332721,2.84468696139676,3.54285969127624,2.54889320210298,2.33850524138712,3.32864016721108
"ENSGMOG00000003756",62.2261493550651,10.546947181988,44.5644564939555,68.643255486195,96.6298693271199,53.4567738656329,89.7353573512976,53.0044790304918,61.8920982955976,95.4037342121491,53.2322609607909,41.2638952278057,95.9461424856651,77.3124005561621,7.03769635353199
"ENSGMOG00000003844",2.80772247512984,5.02235580094669,0.646986882897148,1.16053093182672,0.806023934072864,0.549841102617939,0.835221260250443,1.20608994201119,2.57307337572221,1.68344058163152,0.59146956623101,2.29243862376698,0.7874629404871,0.637774156741942,2.02888543525247
"ENSGMOG00000003917",13.5121644115624,29.4884033455584,6.41810987833971,13.2816317753502,9.79629089103943,6.35371940802951,15.135838935758,12.9284377994533,12.5610248664288,14.256637425692,6.42166957622239,12.782082023428,8.22691545719418,6.44860536261297,11.4758832431468
"ENSGMOG00000003948",110.238203679785,81.9002735254378,54.217500786781,79.9047037876246,80.1373795991675,59.6883063619696,85.9055623042955,73.4022106813477,94.4290261434396,93.7202936305175,52.2183131329663,69.1899657355125,70.0013108675112,56.7973318476296,73.5470970279019
"ENSGMOG00000004001",1.26347511380843,1.07621910020286,1.44925061768961,3.09474915153791,2.51107456384239,0.244373823385751,9.41151761550499,9.83915479009128,3.04342012182196,2.1306044861274,1.40826087197859,2.25770470522506,1.67853942577513,0.106295692790324,7.7034243869742
"ENSGMOG00000004050",20.1805052899957,19.4078177736583,17.0804537084847,27.0790550759567,17.608522867438,16.3424994389221,19.0063764832601,18.1971464935022,18.8415372996432,18.3863276025068,15.3218782871271,30.5311143983512,18.629715355208,18.6017462383066,43.7161408627055
"ENSGMOG00000004066",5.19428657899021,3.73089288070325,2.58794753158859,4.64212372730686,5.8591739822989,5.77333157748836,4.54278880575241,2.39102041135552,4.924807106221,6.99679991740602,3.07000870091334,6.00896790775284,6.73488041206072,3.64948545246778,7.89363239652912
"ENSGMOG00000004095",17.407879345805,8.28688707156204,14.3113498496849,12.8088228771986,13.5784031970736,11.7910369783625,14.4228451770076,14.4519198314674,19.2565491344372,15.3613953073877,14.1107739372255,14.2409066021888,12.537238920913,12.5428917492582,5.6111362818701
"ENSGMOG00000004160",2.80772247512984,1.29146292024343,4.01131867396232,0.687722033675091,2.79008284871376,3.48232698324695,0.50928125625027,0.444348926004122,1.88138698439903,1.68344058163152,5.9146956623101,1.07675147479964,2.81828841858541,4.4644190971936,0.253610679406558
