"genes","logFC","logCPM","LR","PValue","FDR"
"ENSGMOG00000001997",2.6250127133537,0.984012866940092,29.507891235353,5.56894990888206e-08,2.10035087717298e-05
"ENSGMOG00000005292",1.46655327299307,1.6487034956697,29.1320554588875,6.76090447257634e-08,2.48615359717813e-05
"ENSGMOG00000016259",0.567492837660461,4.30602517664669,28.0298443403639,1.1945884967561e-07,4.2856590728745e-05
"ENSGMOG00000012449",1.16020223756048,4.48691263652916,26.9284590194157,2.1112709537776e-07,7.3939724902654e-05
"ENSGMOG00000003971",0.925062011068219,7.11146700389561,26.3657975205215,2.82498846841933e-07,9.51564312811156e-05
"ENSGMOG00000015073",1.58357640314375,0.976839452708086,26.3511613890325,2.84647697081317e-07,9.51564312811156e-05
"ENSGMOG00000019929",2.61240550002355,3.17886766608857,26.1954941345181,3.08541627533878e-07,0.000100851973319907
"ENSGMOG00000013035",0.640954779200099,4.81093335116019,25.6547419917271,4.08290952160283e-07,0.000130555469898383
"ENSGMOG00000009781",0.809190258034996,2.67660853962501,25.3252701425252,4.84321946169367e-07,0.000151572159706494
"ENSGMOG00000009714",0.763004447698633,5.74293984949979,24.9986368934252,5.73708598867015e-07,0.000175805828765311
"ENSGMOG00000014294",1.75261295413184,0.306515713677107,24.8531788186223,6.1866941061409e-07,0.000185714456341279
"ENSGMOG00000004684",0.90699798221232,4.37720183459546,24.5185480208596,7.35979308625657e-07,0.000216510393011496
"ENSGMOG00000012239",5.43948832814547,7.34745675410096,24.005996698403,9.60361263690741e-07,0.000276979486816218
"ENSGMOG00000012483",0.59739262368678,8.47453077979625,23.7590099531913,1.09183063183734e-06,0.000308841091609528
"ENSGMOG00000003279",0.826337019274481,6.11828538603388,23.6648637075264,1.14656896766104e-06,0.000318205338591061
"ENSGMOG00000007683",1.84326629346694,0.747711374182997,23.5736541510927,1.20222360917593e-06,0.000327472353099423
"ENSGMOG00000010051",0.56768845446531,3.81021525244481,23.3977675164506,1.31731328367581e-06,0.000352297474356136
"ENSGMOG00000000887",1.96852545877886,-1.07843868522552,22.7498631469262,1.8451727946163e-06,0.000484654404214486
"ENSGMOG00000011560",1.15996415865418,1.77298594919352,22.3407789225754,2.28306651955608e-06,0.000589151323441234
"ENSGMOG00000005198",0.758368183187805,5.20049634673186,22.1907315905586,2.46862632898595e-06,0.000626052149535419
"ENSGMOG00000006837",0.864454252881651,2.98990665745312,21.9311190316851,2.82613716838353e-06,0.000704570366267006
"ENSGMOG00000010231",-0.819167860257,3.40562546710086,21.6116214755709,3.3382300817023e-06,0.000818367104529319
"ENSGMOG00000004610",0.727574400575481,6.03263787315851,21.2509213183075,4.02916658867835e-06,0.000971557563161801
"ENSGMOG00000014528",1.49108657373245,0.814591765560569,20.9627253014257,4.68306751802307e-06,0.00111102000197744
"ENSGMOG00000002650",1.03008663435383,3.01718843526589,20.7834489730343,5.14254762072469e-06,0.0012006624278292
"ENSGMOG00000007652",0.815023774774347,4.19861006231561,20.2049304297808,6.95733865451993e-06,0.00159899209795834
"ENSGMOG00000015089",1.51684633533912,0.840663402729759,19.9767196749563,7.83907925559245e-06,0.00177392333493091
"ENSGMOG00000016050",-1.19295198146394,1.33330239433468,19.8096023932859,8.55518060618931e-06,0.00190663865964301
"ENSGMOG00000013259",1.27387510200261,3.25072293379158,19.6596893064698,9.25329050729347e-06,0.00203144253838477
"ENSGMOG00000004862",-0.517617394965741,2.87889920386348,19.5366794951278,9.86864616633498e-06,0.00213467524206796
"ENSGMOG00000002220",7.70366797905351,0.626715727275672,19.3497877883013,1.08831339352103e-05,0.00232000024714505
"ENSGMOG00000000575",0.769180014516074,6.2069870062654,19.3173870128456,1.10693766802532e-05,0.00232599230842635
"ENSGMOG00000016366",4.22656782732926,8.32062077020808,19.0934874308485,1.24468898716442e-05,0.00257128275593111
"ENSGMOG00000011179",-1.10099469261026,1.53032146669725,19.0722259623869,1.25863320706397e-05,0.00257128275593111
