"","sample_1","sample_2","sample_3","sample_13","sample_14","sample_15"
"ENSGMOG00000011473",0.112268704322746,0.218057453891713,0.18933164674685,0.372917211963698,0.603989087526453,0.346792807129773
"ENSGMOG00000011474",152.932429028444,145.365028126176,162.09493699341,154.319922623523,155.144663615962,161.701779457788
"ENSGMOG00000011475",58.4919949521506,48.7061058374491,54.892653867533,56.6325638713961,52.4061198277119,53.4253585650478
"ENSGMOG00000011476",0,0,0,0.0339015647239725,0.0402659391684302,0
"ENSGMOG00000011477",41.9211341941133,55.8425316011779,44.2765579606561,55.2086981529893,55.0435388432441,60.3419484405804
"ENSGMOG00000011478",1.54930811965389,1.7841064409322,1.43351103965472,1.64422588911267,1.61063756673721,1.52203509795845
"ENSGMOG00000011479",16.7953981666828,16.8895409741582,15.5116713441883,17.340650356312,15.7842481540246,15.2974160478355
"ENSGMOG00000011480",16.3463233493918,16.156074992886,15.2141501850147,16.2558002851448,15.1198601577455,14.9698895077685
"ENSGMOG00000011481",0,0,0,0.0339015647239725,0,0
"ENSGMOG00000011482",0.26944489037459,0.396468097984934,0.365139604440353,0.355966429601712,0.342260482931657,0.250461471815947
"ENSGMOG00000011483",16.1891471633399,14.0746174784651,16.6611849137228,13.9165923191907,15.2607909448351,14.7001617688898
"ENSGMOG00000011484",41.3822444133641,44.8603652869952,38.8129875831042,43.7160677115626,39.682083050488,37.7233509088942
"ENSGMOG00000011485",45.3341028055248,45.2370099800809,44.2630342716027,47.3604859193896,42.1584383093464,43.5802960959748
"ENSGMOG00000011486",311.590561977349,279.827183557766,300.482847076304,277.687716654059,292.733377754488,291.556419460825
"ENSGMOG00000011487",3.74977472437971,4.00432778964783,4.05710671600392,3.52576273129314,3.50313670765343,3.83398714549026
"ENSGMOG00000011488",19.0856797348668,19.526053825758,16.904611316683,20.2561849225736,20.3544322496415,19.6130598698949
"ENSGMOG00000011489",0,0,0,0.0169507823619863,0.0201329695842151,0
"ENSGMOG00000011490",10.8227030967127,15.1450813430245,10.9406644441572,11.068860882377,8.97930443455994,8.76615151355814
"ENSGMOG00000011491",0.404167335561885,0.555055337178907,0.446281738760431,0.288163300153767,0.543590178773808,0.115597602376591
"ENSGMOG00000011492",227.231857549238,237.226686429285,231.255082812223,236.395610820261,238.334093937938,224.182283542335
"ENSGMOG00000011493",2.11065164126762,2.47792561240583,2.28550345001554,2.13579857761027,2.69781792428482,3.02480392885413
"ENSGMOG00000011494",11.2268704322746,11.8543961297495,11.0623776456374,11.7299413944945,13.3078928951662,12.7542687955505
"ENSGMOG00000011495",15.1338213427061,12.8257429698126,15.187102806908,13.3911180659692,12.3415103551239,13.8139134840026
"ENSGMOG00000011496",211.89595253875,209.19639190175,218.488720345864,187.611259182464,192.833582677612,213.354641453061
"ENSGMOG00000011497",3.83958968783791,5.17390867870338,5.78813891483226,5.59375817945547,3.92592906892195,4.29637755499663
"ENSGMOG00000011498",84.2913432055176,97.2139776259057,82.1699346881327,94.0937928913858,84.4376744361982,83.0761435746433
"ENSGMOG00000011499",5.86042636564733,4.97567462971092,5.47709406660529,6.35654338574485,5.95935899692767,6.3578681307125
"ENSGMOG00000011500",0.246991149510041,0.277527668589453,0.500376494973817,0.372917211963698,0.483191270021163,0.346792807129773
"ENSGMOG00000011501",39.2266852903674,35.999303297032,41.0173488987996,43.1227903288931,39.4203544458932,45.1023311939332
"ENSGMOG00000011502",0.583797262478278,0.872229815566854,0.892563477520862,1.38996415368287,1.04691441837919,1.3293724273308
"ENSGMOG00000011503",0,0,0.0405710671600392,0.0339015647239725,0.0603989087526453,0.0577988011882954
