#Position (bp)	mapping quality
12500.5	8.11157787629915
37500.5	6.4436024942773695
62500.5	21.323471400394478
87500.5	48.21988077083044
112500.5	1.0
137500.5	6.893704850361197
162500.5	2.16
187500.5	9.537839313185449
212500.5	14.34412955465587
237500.5	0.0
262500.5	47.28793332070468
287500.5	1.0
312500.5	0.0
337500.5	16.86483390607102
362500.5	2.0351925630810093
387500.5	1.0
412500.5	1.0
437500.5	6.755357142857143
462500.5	1.0
487500.5	0.9038083723741877
512500.5	0.23257237505401124
537500.5	0.002501091746397237
562500.5	0.0
587500.5	0.15256659653023144
612500.5	0.005014725782058425
637500.5	59.59308752585362
662500.5	0.04136090727151434
687500.5	13.51595744680851
712500.5	0.7736777367773677
737500.5	4.389359698681733
762500.5	2.348849797023004
787500.5	59.94106090373281
812500.5	10.663355799929052
837500.5	15.831485587583149
862500.5	34.15547832449241
887500.5	4.27385679518381
912500.5	60.0
937500.5	11.931718745589523
962500.5	14.960900077977053
987500.5	5.4664179104477615
1012500.5	23.033683129081968
1037500.5	12.60556813640602
1062500.5	19.965475447166416
1087500.5	13.115980758952432
1112500.5	0.3999108337048596
1137500.5	0.07817907895272609
1162500.5	0.10614541341608422
1187500.5	0.2699796917930952
1212500.5	6.270652300541568
1237500.5	5.360973404712361
1262500.5	2.562617640907665
1287500.5	8.392652404068988
1312500.5	9.901443717215258
1337500.5	12.281521094723598
1362500.5	20.95199176956887
1387500.5	14.021494234550188
1412500.5	6.1496347180467525
1437500.5	1.5824594852240228
1462500.5	0.27586828438496286
1487500.5	1.0564981027437244
1512500.5	0.8606837888628796
1537500.5	2.96580078125
1562500.5	0.5217240582389646
1587500.5	2.0913440109351322
1612500.5	2.7669736858775384
1637500.5	5.842110314380904
1662500.5	3.799384419121481
1687500.5	1.299795064999586
1712500.5	1.9568370447976342
1737500.5	4.595262168009306
1762500.5	4.839521490578022
1787500.5	7.077048921295832
1812500.5	0.7442746126144477
1837500.5	0.39795439584898074
1862500.5	0.06094507461912031
1887500.5	0.12471733433171096
1912500.5	0.33070956930811035
1937500.5	0.13653452938460522
1962500.5	0.12702940619324068
1987500.5	0.21682500766166105
2012500.5	0.170282075960613
2037500.5	0.23719701794477954
2062500.5	0.30088354692350555
2087500.5	0.3612116593636883
2112500.5	0.19310743861425522
2137500.5	0.1085372054918357
2162500.5	0.41601640879297275
2187500.5	6.362479444450264
2212500.5	1.3574660633484164
2237500.5	1.125360824742268
2262500.5	0.0
2287500.5	0.17196287242953112
2312500.5	22.701204682993044
2337500.5	59.88095238095238
2362500.5	6.134550277477226
2387500.5	5.434583323622408
2412500.5	17.49134838049236
2437500.5	0.0
2462500.5	0.0
2487500.5	0.0
2512500.5	8.050831877929957
2537500.5	3.2823605427525306
2562500.5	17.794616502929646
2587500.5	43.582417582417584
2612500.5	60.0
2637500.5	30.5
2662500.5	0.0
2687500.5	0.0
2712500.5	0.0
2737500.5	0.0
2762500.5	0.0
2787500.5	0.0
2812500.5	0.0
2837500.5	60.0
2862500.5	0.0
2887500.5	0.0
2912500.5	0.0
2937500.5	0.0
2962500.5	60.0
2987500.5	20.77127659574468
3012500.5	60.0
3037500.5	60.0
3062500.5	60.0
3087500.5	0.0
3112500.5	0.0
3137500.5	60.0
3162500.5	0.0
3187500.5	60.0
3212500.5	0.0
3237500.5	0.0
3262500.5	29.194444444444443
3287500.5	0.0
3312500.5	0.0
3337500.5	0.0
3362500.5	0.0
3387500.5	0.0
3412500.5	60.0
3437500.5	60.0
3462500.5	0.0
3487500.5	18.640331732867743
3512500.5	5.304878048780488
3537500.5	60.0
3562500.5	0.0
3587500.5	60.0
3612500.5	60.0
3637500.5	15.71738845240004
3662500.5	0.0
3687500.5	0.0
3712500.5	0.0
3737500.5	13.352924229328723
3762500.5	0.1441708370219147
3787500.5	5.802146377987147
3812500.5	2.455193195015537
3837500.5	2.8468882348718685
3862500.5	1.7605087637660928
3887500.5	8.982212528032933
3912500.5	0.0893274915989621
3937500.5	1.40892743812143
3962500.5	0.5905788610264823
3987500.5	0.0
4012500.5	0.6324242931236406
4037500.5	57.28601252609603
4062500.5	48.16242038216561
4087500.5	0.6019108280254777
4112500.5	7.438812740360911
4137500.5	0.5502211673319668
4162500.5	0.4896120150187735
4187500.5	54.56140350877193
4212500.5	60.0
4237500.5	43.81683168316832
4262500.5	0.0
4287500.5	0.0
4312500.5	60.0
4337500.5	60.0
4362500.5	50.86548223350254
4387500.5	60.0
4412500.5	0.0
4437500.5	0.0
4462500.5	0.0
4487500.5	0.0
4512500.5	0.0
4537500.5	1.0
4562500.5	60.0
4587500.5	60.0
4612500.5	59.01639344262295
4637500.5	0.0
4662500.5	0.0
4687500.5	60.0
4712500.5	0.9646252232528663
4737500.5	0.0
4762500.5	1.5166365746711374
4787500.5	0.0
4812500.5	0.0
4837500.5	60.0
4862500.5	7.0087408158094755
4887500.5	1.8827530239208563
4912500.5	0.5822935234699941
4937500.5	0.019492649646695726
4962500.5	0.0
4987500.5	0.1891017666086091
5012500.5	0.0
5037500.5	0.7395701643489254
5062500.5	0.7465929290934229
5087500.5	0.30088354692350555
5112500.5	0.5681458003169572
5137500.5	0.1508199337669074
5162500.5	0.4383735705209657
5187500.5	2.6558271745309834
5212500.5	60.0
5237500.5	0.0
5262500.5	0.0
5287500.5	1.2207792207792207
5312500.5	0.4336399474375821
5337500.5	60.0
5362500.5	0.0
5387500.5	0.0
5412500.5	0.0
5437500.5	0.0
5462500.5	42.6492027334852
5487500.5	0.0
5512500.5	0.0
5537500.5	0.0
5562500.5	60.0
5587500.5	1.6392156862745098
5612500.5	1.079555477156465
5637500.5	60.0
5662500.5	30.5
5687500.5	0.0
5712500.5	60.0
5737500.5	41.58353808353808
5762500.5	0.0
5787500.5	60.0
5812500.5	43.10746268656717
5837500.5	0.7735969898326795
5862500.5	1.4724677090414684
5887500.5	0.8705033928622129
5912500.5	0.3478059817344057
5937500.5	0.9417416626906434
5962500.5	0.2500953107129241
5987500.5	0.7946513849092646
6012500.5	0.09770667653042353
6037500.5	0.32607705619819655
6062500.5	0.1269028469651852
6087500.5	1.1505937489387232
6112500.5	0.6747945030904187
6137500.5	0.031257399952640305
6162500.5	0.1506306162704975
6187500.5	2.696703767952704
6212500.5	0.14110713047497978
6237500.5	0.33577941257407035
6262500.5	0.01976047904191617
6287500.5	0.09164610504053577
6312500.5	0.2001276534414956
6337500.5	0.18839297003413832
6362500.5	0.277290716897951
6387500.5	0.3125961848851787
6412500.5	0.11093973041070693
6437500.5	0.07550486387152189
6462500.5	0.037176950290819695
6487500.5	0.03657768761055756
6512500.5	0.1747737025088483
6537500.5	0.2640418717287712
6562500.5	0.0444270462633452
6587500.5	0.05650842043429925
6612500.5	0.1556890993751741
6637500.5	0.06049512025607643
6662500.5	0.1546556826714961
6687500.5	0.10077420180433809
6712500.5	0.4226467106076938
6737500.5	3.604686091919495
6762500.5	0.700653792373682
6787500.5	0.0
6812500.5	0.8696219035202086
6837500.5	0.6021177936189356
6862500.5	0.0
6887500.5	0.0
6912500.5	60.0
6937500.5	0.0
6962500.5	60.0
6987500.5	0.0
7012500.5	60.0
7037500.5	60.0
7062500.5	0.0
7087500.5	0.0
7112500.5	0.9841269841269841
7137500.5	0.20290333223358628
7162500.5	0.1593068753493572
7187500.5	0.0
7212500.5	0.04779533284854895
7237500.5	1.4496927061188203
7262500.5	0.0
7287500.5	0.0
7312500.5	0.0
7337500.5	0.0
7362500.5	0.0
7387500.5	0.3029155770656883
7412500.5	3.958684246859036
7437500.5	0.0
7462500.5	0.0
7487500.5	0.49782202862476665
7512500.5	0.0
7537500.5	2.448186528497409
7562500.5	0.0
7587500.5	36.11464968152866
7612500.5	41.607142857142854
7637500.5	60.0
7662500.5	0.19162995594713655
7687500.5	0.0
7712500.5	0.04762444721623767
7737500.5	0.1995109149469164
7762500.5	0.137484836231298
7787500.5	0.0
7812500.5	60.0
7837500.5	0.0
7862500.5	59.04761904761905
7887500.5	0.8349487418452936
7912500.5	0.3686952539073682
7937500.5	0.04059457931090197
7962500.5	0.05841939436373184
7987500.5	0.22125015028067807
8012500.5	0.049543653284082556
8037500.5	0.7358802157877353
8062500.5	0.15681797698801334
8087500.5	0.24978667287254674
8112500.5	0.12381238338301842
8137500.5	0.04822124289455196
8162500.5	0.0786190394804307
8187500.5	0.13573764928784865
8212500.5	0.051333345915035765
8237500.5	0.2283641807724951
8262500.5	0.050090824021577586
8287500.5	0.17655409002188444
8312500.5	0.16174250593055856
8337500.5	0.2948257655755016
8362500.5	0.0
8387500.5	0.06699557198145113
8412500.5	0.03188904636566107
8437500.5	0.5915966386554622
8462500.5	60.0
8487500.5	60.0
8512500.5	0.75
8537500.5	0.3821029082774049
8562500.5	0.0
8587500.5	0.0
8612500.5	60.0
8637500.5	60.0
8662500.5	0.7528641571194763
8687500.5	0.1452581591321756
8712500.5	18.88888888888889
8737500.5	29.516129032258064
8762500.5	0.7345204370700121
8787500.5	0.43695084303015913
8812500.5	0.16371294603830566
8837500.5	19.871382636655948
8862500.5	0.8801591248135257
8887500.5	0.7275509903758425
8912500.5	0.26785714285714285
8937500.5	0.4016816433879934
8962500.5	0.3636967533006726
8987500.5	0.0972397557064383
9012500.5	0.060883290919047775
9037500.5	0.05035769953239279
9062500.5	0.0745868885671139
9087500.5	0.15758272145865032
9112500.5	0.13089594784005543
9137500.5	0.07977652813525415
9162500.5	0.013713179440986274
9187500.5	0.014826822710738574
9212500.5	0.0945425121904478
9237500.5	0.040608079966680546
9262500.5	0.06832211279141778
9287500.5	0.06712482020137446
9312500.5	0.11898466419883659
9337500.5	1.12417943107221
9362500.5	0.4846215565659267
9387500.5	0.0
9412500.5	0.1677012577594332
9437500.5	0.13232081556225944
9462500.5	0.14633841279106127
9487500.5	0.059846684897117496
9512500.5	0.5204021398266002
9537500.5	0.11649531562510965
9562500.5	0.06717597471022128
9587500.5	0.06865810301395316
9612500.5	0.17180775466901535
9637500.5	0.2468677312796857
9662500.5	0.12290694754648658
9687500.5	0.3219767877199551
9712500.5	0.18704252843361735
9737500.5	0.33844349501549803
9762500.5	0.22295331453381675
9787500.5	0.7602727327581005
9812500.5	0.4103852596314908
9837500.5	1.2091634609863926
9862500.5	0.995162404975812
9887500.5	0.3366701081833281
9912500.5	0.2219873150105708
9937500.5	0.15955904223676384
9962500.5	0.607739810621655
9987500.5	0.7425527843337373
