"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGMOG00000000001",7603.05129853825,0.0181945416666708,0.102150997764047,0.178114184539807,0.858633302500609,0.999346091172966
"ENSGMOG00000000002",364.513352446969,-0.140299610719061,0.168549144013816,-0.832395866143114,0.405185534635028,0.973469206424456
"ENSGMOG00000000003",3243.14724121735,0.294322187903634,0.220297791846075,1.33601969151503,0.181542837123658,0.894172327309511
"ENSGMOG00000000004",21.4230796562539,0.00857393384788717,0.262652626932371,0.0326436249582793,0.973958780666948,0.999346091172966
"ENSGMOG00000000005",6.90980935645697,-0.288393744348947,0.200072198759651,-1.44144836782344,0.149458054111446,NA
"ENSGMOG00000000006",6571.85978892315,0.00655861315355395,0.103960453005454,0.0630875776696537,0.949696766177786,0.999346091172966
"ENSGMOG00000000007",59.0689003667408,-0.970704957782355,0.263368748854582,-3.68572566792398,0.000228051902385012,0.0612246809403227
"ENSGMOG00000000008",7.38886906920132,-0.00988140744444354,0.233121898607349,-0.042387298248145,0.966189953779529,NA
"ENSGMOG00000000009",3010.77612200725,0.173370054347564,0.0815970957849284,2.12470863919628,0.0336109321438993,0.603740186852811
"ENSGMOG00000000010",404.797717882094,0.204828303255179,0.257589684367226,0.795172771605133,0.426513008155321,0.973469206424456
"ENSGMOG00000000012",117.065797377942,-0.34125020793447,0.255285657353935,-1.33673866159019,0.181307957357629,0.894102257038828
"ENSGMOG00000000013",3.02595791490418,-0.262996616289665,0.200806975246071,-1.30969860965928,0.190297814119059,NA
"ENSGMOG00000000014",87405.7598210578,0.140286659873171,0.119672644782865,1.17225335938475,0.241095351082912,0.935732368179249
"ENSGMOG00000000015",2047.81629844225,-0.353033654774217,0.164620065201527,-2.14453599166077,0.0319899647779669,0.599685166676954
"ENSGMOG00000000016",1744.79670846534,0.127941934581933,0.18003172654901,0.710663264939048,0.477292928808382,0.976435371925143
"ENSGMOG00000000017",15.1924056820585,-0.0668545902064784,0.261255028244435,-0.25589781240087,0.798029743850345,0.998836000625798
"ENSGMOG00000000018",1750.18161637186,0.0366062460752945,0.108879080896962,0.336210094480288,0.736712441253319,0.996069438843682
"ENSGMOG00000000019",2032.90210420455,-0.0958416589877632,0.175548509737303,-0.545955412160342,0.585096586943051,0.985967265140132
"ENSGMOG00000000020",2122.39922920604,-0.293041997554739,0.168988258833695,-1.73409679215127,0.0829009106104248,0.756555350859494
"ENSGMOG00000000021",9290.89614579534,-0.249315082499959,0.15985786855342,-1.55960469607191,0.118853326082455,0.826147591153767
"ENSGMOG00000000022",64.4196942838323,-0.510211241643334,0.24970008645485,-2.04329621542036,0.0410231240221513,0.636309271672651
"ENSGMOG00000000023",2426.72090362554,0.0999462054531665,0.168368214414677,0.593616828453185,0.552768422863956,0.984249586858921
"ENSGMOG00000000024",77.7137956380047,-0.0189010960123875,0.220398975373095,-0.0857585475630789,0.931658359281432,0.999346091172966
"ENSGMOG00000000025",1050.55505403175,0.129860065354783,0.180487881155565,0.719494652623548,0.47183619581058,0.975950939739439
"ENSGMOG00000000026",118.191761600477,0.0690757118083519,0.211330977513041,0.326860324128721,0.743773530963359,0.996069438843682
"ENSGMOG00000000027",3.00773543576988,-0.168157381558582,0.189873243186352,-0.88562969029577,0.375817107047584,NA
"ENSGMOG00000000028",1180.03726894106,-0.0539286939330849,0.132844461481166,-0.405953649341493,0.6847766574122,0.993797338502942
"ENSGMOG00000000029",8.30021252821744,-0.407103788798492,0.257935528318441,-1.57831606778842,0.114493016406158,NA
"ENSGMOG00000000031",18724.0361375022,-0.13197266597099,0.173501669176245,-0.760642053748375,0.446870894225356,0.97585603179994
"ENSGMOG00000000032",1916.04695823055,0.102870154606418,0.168518585370013,0.610438037920556,0.541571677159356,0.983099094465012
"ENSGMOG00000000033",549.318062193033,-0.216173773338837,0.215043944851428,-1.00525394234276,0.314774586699835,0.950549540341325
"ENSGMOG00000000034",171.139345389655,-0.356643911498137,0.199712149708461,-1.78578975800303,0.0741333056710168,0.733873964843269
"ENSGMOG00000000036",308.174817138212,0.138983053393362,0.20022892532597,0.694120757863027,0.487606481815736,0.976435371925143
"ENSGMOG00000000037",122.148708191462,1.00442301901085,0.251371342704489,3.99577377518185,6.44832889592839e-05,0.0265158591035907
"ENSGMOG00000000038",1189.5970025785,0.0435164021409081,0.13778341924996,0.315831922141246,0.752130086972091,0.996746273439393
"ENSGMOG00000000039",8.82642802343582,0.108463572476042,0.222554534622302,0.487357279239968,0.626005162569941,0.991996187975811
"ENSGMOG00000000041",10.3270782388748,0.24484202760999,0.229496174411575,1.06686757736926,0.286031637596998,0.943323774694463
"ENSGMOG00000000042",2128.84151276561,-0.00541463173632581,0.166708436440166,-0.0324796504121086,0.974089544085551,0.999346091172966
"ENSGMOG00000000044",3920.47037033153,0.149793305297051,0.11621410824705,1.2889425178793,0.19741807112232,0.907862674017833
"ENSGMOG00000000045",1853.41601819063,0.00289274669346799,0.160473012908295,0.018026374909039,0.985617812692807,0.999346091172966
"ENSGMOG00000000046",3018.66461786338,0.0719270496173429,0.166385194379571,0.432292367632527,0.665528933667831,0.993797338502942
"ENSGMOG00000000047",964.794399992834,-0.235842594562943,0.222982303617237,-1.05767404290424,0.290204073121794,0.943323774694463
"ENSGMOG00000000048",1100.44773439771,0.242128744006103,0.134746226293868,1.79692411925545,0.0723476669964135,0.728600770055418
"ENSGMOG00000000049",1.12720839831033,-0.0973720028367545,0.134848234526031,-0.722085855843799,0.470241693671061,NA
