"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGMOG00000000037",122.148708191462,1.00442301901085,0.251371342704489,3.99577377518185,6.44832889592839e-05,0.0265158591035907
"ENSGMOG00000000445",55.7120329247149,-1.17658492024036,0.257488754338889,-4.56946138584297,4.88979244453412e-06,0.00520174842513774
"ENSGMOG00000001003",30.1762406008145,-1.11069147854995,0.258878677344822,-4.2903938244034,1.78356543474324e-05,0.0111863239442096
"ENSGMOG00000001504",321.327209027041,-0.904922569696848,0.216935476050562,-4.17139043448078,3.02746617891676e-05,0.0158703674469466
"ENSGMOG00000001750",204.779181491369,0.896509152125119,0.235048641791611,3.81414308668904,0.00013665627786318,0.0466288665551451
"ENSGMOG00000002178",51.2710569776868,-1.16015099007984,0.262995334213528,-4.41129875383228,1.02752428530723e-05,0.00823920348173604
"ENSGMOG00000002729",132.21391107964,1.52484465022344,0.255569847209747,5.96644974699222,2.42471369066847e-09,7.77702669145005e-06
"ENSGMOG00000003217",216.950127560816,1.1387068958669,0.260390258437134,4.37307794347391,1.22506960637535e-05,0.00854193099019192
"ENSGMOG00000004421",189.787671363403,-0.924899344911454,0.18155263133097,-5.09438689007688,3.49871640227252e-07,0.000801555927760635
"ENSGMOG00000005247",388.764103281996,-1.10874881003148,0.243398689270358,-4.55527847481514,5.23162239038577e-06,0.00520174842513774
"ENSGMOG00000005884",1058.95826060387,-1.08416330417441,0.238446699062846,-4.54677422013152,5.44743808682952e-06,0.00520174842513774
"ENSGMOG00000006500",270.352381746718,-1.08273637826714,0.26357297574924,-4.10791878488044,3.99240432742029e-05,0.0187828280780587
"ENSGMOG00000006538",39.2973685073493,1.05691902420396,0.261398379869951,4.04332660642271,5.26981316987232e-05,0.0234755538347895
"ENSGMOG00000007811",30.0684071027029,-1.23916196855457,0.249199805305801,-4.97256395138011,6.60731644585485e-07,0.00132451917302718
"ENSGMOG00000008268",46.3733400863784,0.826345410938967,0.215191646121717,3.84004409944227,0.000123012211498372,0.0428858007782477
"ENSGMOG00000008403",438.678061304364,0.907996042227799,0.21672573478519,4.18960878424414,2.79435796479712e-05,0.0154527995453281
"ENSGMOG00000008404",403.028156469947,-1.04238609677525,0.259813542488551,-4.01205451721663,6.01925943961893e-05,0.0260894226035591
"ENSGMOG00000008967",564.648274258643,-0.966760110158418,0.243581234394975,-3.96894330780336,7.21920530498102e-05,0.028237657433166
"ENSGMOG00000009165",2186.51655956834,-1.09218662659376,0.262017364193629,-4.16837498520382,3.06778942978952e-05,0.0158703674469466
"ENSGMOG00000009202",63.2134465205648,-1.17232889621736,0.258083106089834,-4.54244725266635,5.560491241863e-06,0.00520174842513774
"ENSGMOG00000009572",47.7782256209415,1.10812167923753,0.249357134101743,4.44391408021796,8.8336893648971e-06,0.00745609875499236
"ENSGMOG00000010687",869.628000673489,-0.928857988472246,0.24080691047469,-3.85727297709703,0.000114659089296129,0.0408619514453784
"ENSGMOG00000011304",26.3423042598976,1.76108493423045,0.262014120585743,6.72133597339514,1.80065861998982e-11,9.62572076292557e-08
"ENSGMOG00000012453",112.33640688559,-1.16675125566222,0.251674591815898,-4.63595171544256,3.55298904060191e-06,0.0051799350221939
"ENSGMOG00000013115",85.7894263773298,-0.894771746455691,0.227018777130866,-3.9413997280934,8.10074984919246e-05,0.0309313631741665
"ENSGMOG00000014040",672.269898170728,-0.956808042974538,0.207412450853253,-4.6130694615411,3.96765633077541e-06,0.00520174842513774
"ENSGMOG00000014423",1144.84543450878,0.8172848929597,0.171441373687409,4.76713919972353,1.86860212441633e-06,0.00332964136325164
"ENSGMOG00000015061",45.113074942969,0.999500600072329,0.233539308006256,4.27979601637577,1.87064683459571e-05,0.0111863239442096
"ENSGMOG00000015116",49.3566967669369,1.46817867253996,0.258655116163433,5.67620194147748,1.37718189661426e-08,3.68097767933383e-05
"ENSGMOG00000015775",390.78139748874,-1.0427060828032,0.261611815368616,-3.98569950418337,6.72816176089267e-05,0.0269748825398589
"ENSGMOG00000015897",113.967944296818,-1.01969594895486,0.261069220973628,-3.90584514387419,9.3896631512863e-05,0.0350190762691113
"ENSGMOG00000015911",705.642667636364,-1.15595504623753,0.263562061688322,-4.38589317002885,1.15510806519541e-05,0.00842021274615399
"ENSGMOG00000016099",53.2591117971424,1.24291550506659,0.207243332390994,5.99737270544201,2.00535448741898e-09,7.77702669145005e-06
"ENSGMOG00000016491",14321.535381678,-0.642095817624442,0.160385401282831,-4.00345550460756,6.2423946221433e-05,0.0263445480408716
"ENSGMOG00000016557",38.1082473063623,1.06884969789463,0.24351211485084,4.38930809889823,1.13711871403295e-05,0.00842021274615399
"ENSGMOG00000016765",43.1328106937331,-1.11251230470978,0.259838083100062,-4.28155985233835,1.85587790635371e-05,0.0111863239442096
"ENSGMOG00000016828",172.767862916125,-0.958749364077258,0.227713818689193,-4.21032579224302,2.55002691867819e-05,0.0146052791767294
"ENSGMOG00000016966",309.852131416227,-1.08065124906095,0.227941841375068,-4.74090777955412,2.12762766575338e-06,0.0034120764875687
"ENSGMOG00000017195",231.230416436727,0.941166871241009,0.205140870647119,4.58790521982326,4.47715808314583e-06,0.00520174842513774
"ENSGMOG00000017229",34.025813252818,1.03961597602959,0.250560854217524,4.14915561840739,3.33703905838548e-05,0.01672377980604
"ENSGMOG00000017402",224.641750717317,-1.12665221832484,0.263341650800852,-4.27829101434794,1.88333694889105e-05,0.0111863239442096
"ENSGMOG00000017450",344.315137038033,-2.70026796816038,0.261253955954388,-10.335797436238,4.85358249427095e-25,3.89184512303116e-21
"ENSGMOG00000017527",214.828923009562,5.01051317641037,0.216026934194896,23.1939280862542,5.24326205776541e-119,8.40861936203839e-115
"ENSGMOG00000017586",594.52383114044,0.920257663006073,0.203050739134989,4.53215618385058,5.83846552674935e-06,0.00520174842513774
"ENSGMOG00000017771",1422.01731908716,-1.06302302520217,0.259159341600457,-4.10181249357013,4.0992640938583e-05,0.0187828280780587
"ENSGMOG00000018316",56.4033751271412,-1.02631716257841,0.263503950308807,-3.8948834026042,9.82459775418134e-05,0.035808425950865
"ENSGMOG00000018517",1856.5651050459,0.726966345166683,0.1766264441354,4.11584091343308,3.8577033028638e-05,0.0187472690509172
