"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGMOG00000000010",99.8447898561206,0.686215031954431,0.226052077040161,3.0356501959171,0.00240017646389004,0.0170344949035756
"ENSGMOG00000000014",35877.0598636934,0.383749275161053,0.110872112169388,3.46118845986056,0.000537796182460753,0.00554247367204243
"ENSGMOG00000000019",635.533882375328,-0.409564893890153,0.126662178953321,-3.23352161848636,0.00122274081413687,0.0103853225235495
"ENSGMOG00000000020",651.515454908272,-0.417256543349009,0.122068309292014,-3.41822169708963,0.000630317422889309,0.00623639197012417
"ENSGMOG00000000021",2429.16767887117,-0.277934511227302,0.0949705660057481,-2.92653316618625,0.00342762956638479,0.0220985952407019
"ENSGMOG00000000023",1111.40332261112,0.548427562914408,0.118868144896588,4.61374713462151,3.95473523584853e-06,0.000128759588053835
"ENSGMOG00000000032",709.667198003978,-0.642230436744878,0.169127771548051,-3.797309163755,0.000146275308836569,0.00203199157910925
"ENSGMOG00000000033",131.127369212452,-1.36410405446594,0.281114224983007,-4.85249031616381,1.21920739025967e-06,5.12198201477905e-05
"ENSGMOG00000000034",37.4980851591918,-1.19301003537169,0.3042400862315,-3.92127825806594,8.80804795133094e-05,0.00138343892847638
"ENSGMOG00000000038",236.565683698605,-0.604267957072809,0.185647524973298,-3.25492061992058,0.00113424063514215,0.00979873556992901
"ENSGMOG00000000042",802.809215914853,-0.561083017905821,0.154832484299033,-3.62380685452404,0.000290298424118005,0.00350330793213605
"ENSGMOG00000000051",226.98321648666,0.775257882560296,0.280687783393281,2.76199367563517,0.00574495912494635,0.0322377814020329
"ENSGMOG00000000064",24.4952509787894,-1.71286738309907,0.366966974099244,-4.66763361281616,3.04688606477241e-06,0.000104882677137144
"ENSGMOG00000000065",452.075308115701,-0.462052917685952,0.140483569598925,-3.2890174915479,0.00100537775371277,0.00893237267482837
"ENSGMOG00000000070",486.789541499067,-0.802646373391455,0.144336671718275,-5.56093170111409,2.68338204410832e-08,2.9703769327611e-06
"ENSGMOG00000000075",3811.31686409463,-0.635379988785684,0.108282989353497,-5.86777288454279,4.41687693103507e-09,7.04356659981797e-07
"ENSGMOG00000000084",692.929582774836,-0.494902927119915,0.136326106773548,-3.63028724895666,0.000283105977345681,0.00343236240748587
"ENSGMOG00000000086",312.951895126433,-1.03451332652149,0.257601718802487,-4.01594108661477,5.92090464318889e-05,0.00101571786787877
"ENSGMOG00000000088",191.499415679277,0.784240738257771,0.282841723401209,2.77271941645374,0.00555900290830885,0.0315110980961373
"ENSGMOG00000000095",900.676508881162,-0.761611324350928,0.237855685769685,-3.20198914684929,0.00136482140107148,0.0111967980031347
"ENSGMOG00000000098",26.8094838367635,1.04316105383199,0.343369709671154,3.03801128769053,0.00238145034115086,0.0169677017263143
"ENSGMOG00000000100",1613.42126096958,-0.359353211750662,0.098896938182254,-3.63361311639822,0.000279479836317688,0.00340164398907541
"ENSGMOG00000000107",65.8754667262102,-1.60107868995419,0.324475627648269,-4.93435732464246,8.04151028073653e-07,3.65327682172531e-05
"ENSGMOG00000000114",2899.11690767816,0.776525250960924,0.231411511331442,3.35560338590389,0.00079192050305354,0.00744653045831572
"ENSGMOG00000000117",949.752635498183,1.15341483505531,0.288185010178243,4.00234153171923,6.27186746976024e-05,0.00105849616433491
"ENSGMOG00000000123",83.3336174961551,1.08656011593541,0.245527665135683,4.42540809132428,9.62601342722458e-06,0.000250725563067776
"ENSGMOG00000000125",975.716921442322,0.888125921099303,0.226689747885257,3.91780364742759,8.93594467903289e-05,0.00139790734178104
"ENSGMOG00000000126",63.8091499669568,0.979031003749946,0.273880295771367,3.57466754222886,0.000350673200739246,0.00404153449937532
"ENSGMOG00000000127",1268.01104994006,-0.57826693389028,0.19896587626519,-2.90636236094847,0.00365657728065228,0.0231738502551762
"ENSGMOG00000000130",19.4915563402731,1.24767340487113,0.356299489197841,3.50175468306196,0.000462204981524618,0.00497475168820023
"ENSGMOG00000000133",12849.9626813911,-0.88269759250354,0.207292946762055,-4.25821334633619,2.06067239322247e-05,0.000454861414707355
"ENSGMOG00000000136",244.008599564016,-0.724470338229282,0.197186341874629,-3.67403914156438,0.000238746135367498,0.002999296305083
"ENSGMOG00000000137",48.7617599275002,0.923665224125624,0.317126943302138,2.9126040648196,0.00358428748627337,0.0227982274462679
"ENSGMOG00000000143",11.7437196709534,1.05500825339195,0.347856968339335,3.03287945740616,0.00242232339479783,0.0171215136299365
"ENSGMOG00000000146",4906.33070866252,-0.462254582075653,0.174144833121853,-2.65442605323928,0.00794434497187926,0.0411242872542329
"ENSGMOG00000000164",2286.00618865482,-0.689122797535178,0.168665642503454,-4.08573309481844,4.39378644612414e-05,0.000808787922026243
"ENSGMOG00000000165",119.291301845311,-0.671515472143993,0.221324079223056,-3.03408230365763,0.00241268598943582,0.0170999803369175
"ENSGMOG00000000173",265.938348693942,0.855041066973572,0.270036778778273,3.16638744856177,0.00154345062455627,0.0122441859698301
"ENSGMOG00000000174",1425.07488383528,-0.911087583336966,0.171392914831161,-5.31578323546501,1.06199514608338e-07,8.00404755988397e-06
"ENSGMOG00000000175",321.820679696207,-0.369756693971902,0.122437314294083,-3.01996736945552,0.00252801919826135,0.0176769056064556
"ENSGMOG00000000179",2135.36597862998,-0.399541734379649,0.12299342727721,-3.24848037187497,0.00116023213275181,0.00997360743940691
"ENSGMOG00000000182",90.1662032059076,0.761711376491356,0.274312439985589,2.77680216227661,0.00548965821537709,0.0312654440925339
"ENSGMOG00000000189",637.277326606556,-0.58698427917209,0.169427877634019,-3.46450824603984,0.000531201853753295,0.00550236062131999
"ENSGMOG00000000194",3122.29802228853,0.30186622315786,0.0939091028294762,3.21445114544434,0.00130694152820024,0.0108700810019763
"ENSGMOG00000000202",555.534448851354,-0.902426414174617,0.236522733328456,-3.81538975757323,0.000135968149523318,0.00192662544081637
