"","logFC","logCPM","LR","PValue"
"ENSGMOG00000000001",0.0209079438351584,7.09043651148562,0.0221600181047279,0.881662200495603
"ENSGMOG00000000002",-0.116447396714298,2.94426619991981,0.168248460940643,0.681673170196411
"ENSGMOG00000000003",-0.747742178930458,4.53179672052838,0.294945067777206,0.587068902540158
"ENSGMOG00000000006",0.122262121524656,6.45082479725776,1.07650428606874,0.299480889330359
"ENSGMOG00000000007",1.25858869014138,0.0695774529355587,2.72543159877069,0.0987614212023626
"ENSGMOG00000000009",-0.0998638326548444,5.95222450459626,0.752830634585354,0.385581512275979
"ENSGMOG00000000010",0.40549732726574,1.77100015883292,1.66025037237614,0.197569522477057
"ENSGMOG00000000012",-0.633236764425929,0.215333239252238,0.436767440426388,0.50868681491711
"ENSGMOG00000000014",0.254438620447992,10.3567912436487,5.33430847823456,0.0209096339999542
"ENSGMOG00000000015",0.0277032253513333,4.29305664525463,0.0215941508201247,0.88317189333811
"ENSGMOG00000000016",-0.342822017140851,4.59768576991304,2.95460811620162,0.0856330639165572
"ENSGMOG00000000018",-0.015243005911443,4.92968089877219,0.00784239639109119,0.929433739838503
"ENSGMOG00000000019",-0.250435620017366,4.67700374141881,2.22006402024552,0.136227410606969
"ENSGMOG00000000020",-0.269484726970024,4.70798348489618,2.65253945929563,0.103384620660196
"ENSGMOG00000000021",-0.12015467951438,6.60848054755238,1.28178505006098,0.257567399110865
"ENSGMOG00000000023",0.251691415278137,5.25508222280717,1.98704949063861,0.15864972324067
"ENSGMOG00000000024",1.71992054128079,1.72512286670902,11.689050534581,0.000628689721803242
"ENSGMOG00000000025",-0.0256676038457313,3.97690697302079,0.0106144295018922,0.917942055227158
"ENSGMOG00000000026",0.25906910718003,2.69979472553252,0.292891765486434,0.588373350613868
"ENSGMOG00000000028",0.200991248626229,4.33341591594498,0.983138658868517,0.321425148387461
"ENSGMOG00000000031",-0.25446735428042,7.7446011440773,1.28698916921272,0.256603550674617
"ENSGMOG00000000032",-0.427947709997041,4.85586338258905,3.98373588904672,0.0459415611476525
"ENSGMOG00000000033",-0.779568927774065,2.56929699814415,6.16386961477834,0.0130385664882167
"ENSGMOG00000000034",-0.857843560176392,0.750193887541928,5.82606428661246,0.0157904118687131
"ENSGMOG00000000036",-0.313826206535298,2.87284523884312,1.3416457130242,0.246743951827257
"ENSGMOG00000000037",1.04011132309761,2.60059677739042,6.06458149046501,0.0137919432116495
"ENSGMOG00000000038",-0.317005232573559,3.30992802659385,1.41901451054002,0.233565677908717
"ENSGMOG00000000042",-0.263959175704927,5.06805109554752,2.83841429980403,0.0920349973221515
"ENSGMOG00000000044",-0.0476292439062461,5.95458381156438,0.151856510243667,0.696767486530414
"ENSGMOG00000000045",-0.301851942991915,4.94746559107126,1.30695585182124,0.252946555446328
"ENSGMOG00000000046",0.357785462408835,5.91230297634501,7.82873525139149,0.00514220684794383
"ENSGMOG00000000047",-0.388377276100899,3.17655993579315,0.479058431655208,0.488849118190194
"ENSGMOG00000000048",0.0753671804945243,4.29269468796703,0.179473881460932,0.671825768846321
"ENSGMOG00000000050",-0.0122409612777274,5.45142092429295,0.00734090964004963,0.931721510018607
"ENSGMOG00000000051",1.11859534924379,3.24926403426302,8.92877082959264,0.00280713197805659
"ENSGMOG00000000053",0.595368429566075,2.1216061177044,3.27185972342897,0.0704776863341905
"ENSGMOG00000000054",0.0828584774669472,5.35746632330863,0.320517432026701,0.571296853089855
"ENSGMOG00000000055",0.144722403436218,4.98787228407083,0.985631690260973,0.320812376364841
"ENSGMOG00000000056",-0.27369760602148,3.90849231296753,1.46781490144708,0.225690769704914
"ENSGMOG00000000057",-0.327744285034816,4.60852239601155,3.74396028267828,0.0529986902778928
"ENSGMOG00000000059",-0.337482669922849,1.51893381202272,0.975683299753248,0.323266858653046
"ENSGMOG00000000060",0.0928822252031027,0.964885485797125,0.0365295802482208,0.848425991882764
"ENSGMOG00000000061",0.06540737771779,6.50384928753738,0.354737324867358,0.551443618281874
"ENSGMOG00000000063",0.154408425107411,5.61753608382316,0.618184053916764,0.431722904354029
"ENSGMOG00000000064",-3.76551208192556,-0.0234162994866909,24.6651100502049,6.82078677485878e-07
"ENSGMOG00000000065",-0.599301729451622,4.07872526662186,10.8286313216285,0.000999424886759486
"ENSGMOG00000000066",-0.273946033461588,0.911786522416685,0.379932529943057,0.537639347388949
"ENSGMOG00000000067",-0.00896028248148041,12.4297465753338,8.66621267050505e-05,0.992572400814005
"ENSGMOG00000000068",1.63307451952404,-0.35470097147462,5.64262300397076,0.0175289634827537
"ENSGMOG00000000069",-0.297372578565673,7.1382738617014,3.63176401149433,0.0566867033479904
"ENSGMOG00000000070",-0.532101960197651,4.32739140237176,7.02056927552672,0.00805786083917772
"ENSGMOG00000000071",-0.049153794959861,6.75296639611634,0.143670932453773,0.704658541676415
"ENSGMOG00000000073",0.0238090223026139,0.880066793216501,0.00316368858040761,0.955145297783386
"ENSGMOG00000000075",-0.32963494350556,7.30726132378478,6.49040314624582,0.010845837859654
"ENSGMOG00000000077",1.26456237565318,3.22686533857117,2.23160101567503,0.135213675089804
"ENSGMOG00000000080",-0.324661805482247,2.77631124562876,0.745924773041949,0.38776954691113
"ENSGMOG00000000081",0.240037529927322,-0.0807121978910645,0.232757800233935,0.629486458223562
"ENSGMOG00000000082",-0.457871506593529,5.40975584038686,11.8019305068438,0.000591693341915887
"ENSGMOG00000000083",-0.00797014056180005,5.23981024256528,0.00289029105417882,0.957125241689263
"ENSGMOG00000000084",-0.364562014377891,4.79070875240847,5.60420703322695,0.0179174021341862
"ENSGMOG00000000085",-0.0167176983149006,6.00801484370177,0.00881159217206307,0.925212360494696
"ENSGMOG00000000086",-0.752800446675492,3.72334462073373,7.0718160063454,0.00783058479856711
"ENSGMOG00000000087",-0.0215452470377968,1.25648816789323,0.00282117206037835,0.957640513797412
"ENSGMOG00000000088",0.661484370081907,2.72645412289232,2.62757720422471,0.105021859000055
"ENSGMOG00000000089",0.842815605512591,1.63742208127798,1.30440057433631,0.25341096993541
"ENSGMOG00000000090",0.0970778672983331,6.94442707220655,0.262921471350552,0.608120131709136
"ENSGMOG00000000091",0.0169456055566074,2.1001151849644,0.00252177870121528,0.959949213782209
"ENSGMOG00000000092",0.612578859108828,0.498257014565736,1.22949822844718,0.267504642881177
"ENSGMOG00000000093",0.104087994105324,4.48201111271651,0.370421351140664,0.542774685223032
"ENSGMOG00000000094",0.411957997415307,1.71642592237133,1.36021163047649,0.243500807554118
"ENSGMOG00000000095",-0.361551460970497,5.28424309217562,2.57599559478558,0.108495820655864
"ENSGMOG00000000096",0.0800724551444867,5.54375010738287,0.356150093831522,0.550652188391027
"ENSGMOG00000000097",1.02100242874187,1.34536255929529,5.72882538888313,0.0166886415656366
"ENSGMOG00000000098",1.51056135229745,0.150947779353454,8.94188632110032,0.00278704759909631
"ENSGMOG00000000099",0.0498199403840306,4.42676246562611,0.0565864415399453,0.811974906290961
"ENSGMOG00000000100",-0.2202366689135,6.00976286666825,3.9254159540275,0.0475614231122686
"ENSGMOG00000000101",-0.0799001517681845,2.61928780962985,0.0949088219878034,0.7580269724957
"ENSGMOG00000000103",0.0223283867870754,2.92505114464459,0.00728805027302393,0.931967180337817
"ENSGMOG00000000104",-0.279650803458531,3.6569694274659,1.34001209908449,0.247031834527186
"ENSGMOG00000000107",-0.112888835298633,1.93628751590661,0.0489063631142486,0.824977328422075
"ENSGMOG00000000109",-0.723979254004272,-0.554699948574613,1.3243562835954,0.249811727966805
