ID	sample_2	sample_7	sample_13	sample_19	sample_26	sample_32	sample_45
ENSGMOG00000014973	0	6	26	12	13	1	2
ENSGMOG00000011367	209	179	191	162	152	44	272
ENSGMOG00000011436	126	106	111	107	78	21	153
ENSGMOG00000011442	1	2	0	4	3	0	1
ENSGMOG00000011455	89	110	234	183	156	69	227
ENSGMOG00000011463	26863	36892	41037	35275	42151	89797	49794
ENSGMOG00000011470	3329	3929	2597	3000	3032	908	3166
ENSGMOG00000011483	77	138	134	80	81	109	132
ENSGMOG00000011487	189	331	280	200	184	189	340
ENSGMOG00000011494	90	104	135	57	74	106	295
ENSGMOG00000021239	3	8	11	18	14	12	4
ENSGMOG00000011500	135	26	4	31	5	2	4
ENSGMOG00000011503	0	2	17	0	14	1	0
ENSGMOG00000015855	0	2	5	0	0	0	1
ENSGMOG00000015861	724	649	478	404	302	191	633
ENSGMOG00000015887	12	119	55	42	51	64	119
ENSGMOG00000015925	47	82	90	54	45	23	49
ENSGMOG00000015946	5	4	5	1	10	0	4
ENSGMOG00000009292	7	25	11	5	19	0	4
ENSGMOG00000009300	344	605	442	515	271	505	1491
ENSGMOG00000009362	2156	3010	2746	1996	1872	648	3585
ENSGMOG00000009403	6704	8221	7005	6332	5800	2959	13069
ENSGMOG00000009428	850	909	594	703	526	276	640
ENSGMOG00000009432	1114	2226	1365	1136	1547	1227	2062
ENSGMOG00000009437	907	1277	1230	1215	639	261	1247
ENSGMOG00000009451	8	15	2	4	3	0	2
ENSGMOG00000009465	51	93	14	11	25	66	5
ENSGMOG00000009477	2	3	1	3	7	5	4
ENSGMOG00000015868	1108	1293	871	1022	762	481	579
ENSGMOG00000016216	770	804	709	826	639	403	854
ENSGMOG00000016241	8	38	6	1	55	35	94
ENSGMOG00000016286	550	731	957	500	546	212	470
ENSGMOG00000021908	0	0	3	1	8	0	0
ENSGMOG00000016319	2865	3754	2704	3336	2643	1082	4252
ENSGMOG00000016342	2379	2578	2497	1771	1521	816	4212
ENSGMOG00000016375	1590	958	511	418	795	215	995
ENSGMOG00000016403	2547	1919	2035	1507	1246	1696	3498
ENSGMOG00000016420	361	787	1467	1859	1240	1304	886
ENSGMOG00000016432	0	0	0	0	0	0	0
ENSGMOG00000016455	229	368	381	328	220	246	565
ENSGMOG00000016482	50	28	12	17	14	10	27
ENSGMOG00000016502	36	18	7	11	1	4	8
ENSGMOG00000016511	0	0	0	0	0	0	0
ENSGMOG00000016523	0	1	0	0	0	0	0
ENSGMOG00000016540	28	16	15	12	7	0	37
ENSGMOG00000019377	50	0	15	14	12	0	25
ENSGMOG00000019380	6	0	3	65	22	0	94
ENSGMOG00000019383	1	5	2	0	1	0	0
ENSGMOG00000019384	1008	1789	1395	1120	790	406	1896
ENSGMOG00000019388	55	54	56	27	58	42	83
ENSGMOG00000019391	760	1102	568	893	744	903	134
ENSGMOG00000019396	1335	1738	1422	1367	1201	1325	1815
ENSGMOG00000019399	1165	1639	1490	1293	1150	222	1309
ENSGMOG00000019408	0	0	0	0	0	0	0
ENSGMOG00000019422	117	148	112	78	74	13	167
ENSGMOG00000019431	386	485	539	478	386	180	914
ENSGMOG00000019437	422	529	698	1400	612	482	514
ENSGMOG00000019439	545	451	439	364	282	12	431
ENSGMOG00000019451	800	745	451	951	537	154	363
ENSGMOG00000019453	0	3	1	0	0	0	0
ENSGMOG00000019470	5961	8550	9606	8228	7908	8766	9727
ENSGMOG00000013786	36	66	51	45	39	12	67
ENSGMOG00000013840	4682	9430	10468	6829	9822	7428	4248
ENSGMOG00000013873	502	437	722	317	433	210	625
ENSGMOG00000013920	213	792	3	14	14	0	0
ENSGMOG00000013942	2671	2585	1662	931	1314	495	3072
ENSGMOG00000013974	354	345	342	206	169	30	308
ENSGMOG00000020066	5692	6844	3690	5539	4351	6903	1462
ENSGMOG00000013995	345	754	731	433	519	490	658
ENSGMOG00000014015	6257	3752	1770	3543	1006	1659	1027
ENSGMOG00000020067	709	949	545	422	534	231	483
ENSGMOG00000014074	2710	2956	1668	1403	1311	824	2171
ENSGMOG00000014113	780	713	607	618	498	184	1462
ENSGMOG00000014132	12	14	28	9	81	13	6
ENSGMOG00000022078	0	0	0	0	0	0	0
ENSGMOG00000014172	533	926	801	416	820	389	536
ENSGMOG00000014198	301	481	970	622	576	495	522
ENSGMOG00000014214	917	1407	674	651	524	255	463
ENSGMOG00000014233	374	320	371	150	387	23	212
ENSGMOG00000014289	251	312	317	220	297	185	536
ENSGMOG00000020068	297	398	359	369	205	282	601
ENSGMOG00000014312	429	2159	1244	308	1657	463	1085
ENSGMOG00000014345	0	0	1	0	0	0	0
ENSGMOG00000014363	355	1312	573	118	859	40	79
ENSGMOG00000014403	81	60	77	57	39	1	46
ENSGMOG00000014413	1	0	0	0	0	0	0
ENSGMOG00000019948	597	864	349	662	499	704	1569
ENSGMOG00000015252	86	110	27	61	65	32	51
ENSGMOG00000015259	155	282	214	285	147	44	205
ENSGMOG00000015277	2897	2528	2249	2188	3376	1448	3237
ENSGMOG00000015307	0	0	0	0	0	0	0
ENSGMOG00000015320	1	1	1	0	0	0	0
ENSGMOG00000015333	531	1867	362	453	1465	388	399
ENSGMOG00000015364	2	1	1	1	3	6	0
ENSGMOG00000015370	0	0	0	0	0	0	0
ENSGMOG00000015386	122	258	103	117	93	58	215
ENSGMOG00000015397	1102	928	761	882	974	567	1349
ENSGMOG00000015401	26971	40820	35891	36158	34169	67591	40759
ENSGMOG00000015413	119	457	107	210	140	80	245
ENSGMOG00000015432	0	0	0	0	0	0	0
ENSGMOG00000015440	28	9	17	8	8	4	6
ENSGMOG00000015482	201	371	198	232	187	235	517
ENSGMOG00000015497	60	88	127	53	60	74	140
ENSGMOG00000015518	4145	4434	3160	2507	2306	1399	2625
ENSGMOG00000015541	16	25	19	20	9	1	3
ENSGMOG00000015572	0	0	0	2	0	0	1
ENSGMOG00000009665	7331	1499	2451	1170	1096	478	1919
ENSGMOG00000009671	40	4	30	2	4	0	26
ENSGMOG00000009675	3175	5052	5285	4494	3488	4875	5492
ENSGMOG00000009689	192	220	436	96	172	108	56
ENSGMOG00000009696	362	2336	3632	2029	2343	1653	420
ENSGMOG00000009700	3183	4048	3176	3097	2570	1303	5161
ENSGMOG00000009718	523	635	474	384	522	221	799
ENSGMOG00000009740	851	1019	847	613	761	731	719
ENSGMOG00000021446	2	2	0	0	0	0	0
ENSGMOG00000022147	3	2	0	1	2	0	0
ENSGMOG00000019895	3	5	10	2	1	0	1
ENSGMOG00000009768	232	425	626	560	743	125	833
ENSGMOG00000000010	0	0	0	0	0	0	0
ENSGMOG00000001207	399	525	616	485	355	290	741
ENSGMOG00000001228	238	400	342	321	201	23	359
ENSGMOG00000001568	296	531	507	354	370	44	867
ENSGMOG00000001608	0	0	13	0	0	0	3
ENSGMOG00000001617	10	22	11	13	18	0	24
ENSGMOG00000001663	9	2	719	23	33	6	1
ENSGMOG00000001676	2	12	40	1	12	2	2
ENSGMOG00000001680	110	130	254	117	166	34	199
ENSGMOG00000020855	0	2	0	0	0	0	0
ENSGMOG00000001791	730	878	1230	581	968	978	2282
ENSGMOG00000001814	1180	916	963	661	703	1139	1885
ENSGMOG00000001827	1070	1041	1568	613	608	180	1336
ENSGMOG00000001836	245	223	445	117	191	232	444
ENSGMOG00000008673	85	170	65	25	57	60	177
ENSGMOG00000008694	297	505	635	374	503	268	937
ENSGMOG00000008706	1252	855	646	451	489	199	427
ENSGMOG00000008728	1374	1196	1465	968	801	485	1452
ENSGMOG00000008768	39	14	32	19	34	24	41
ENSGMOG00000008810	17	8	18	12	14	16	31
ENSGMOG00000008816	13734	12835	6365	9424	6731	8650	11801
ENSGMOG00000008826	1	8	1	1	4	0	5
ENSGMOG00000008840	101	128	86	130	17	15	160
ENSGMOG00000008846	31	10	18	7	3	8	61
ENSGMOG00000008893	0	0	8	0	0	0	0
ENSGMOG00000008897	300	395	361	410	321	71	629
ENSGMOG00000008913	1215	1304	874	762	731	265	1455
ENSGMOG00000008925	20	17	26	19	25	0	14
ENSGMOG00000008934	1058	1244	1044	765	688	129	1563
ENSGMOG00000008953	438	570	488	434	342	249	877
ENSGMOG00000008969	2	8	4	0	4	0	16
ENSGMOG00000021081	0	0	0	0	0	0	0
ENSGMOG00000021761	0	0	0	0	0	0	0
ENSGMOG00000021666	0	0	0	0	0	0	0
ENSGMOG00000021684	0	0	0	0	0	0	0
ENSGMOG00000021066	5	14	12	18	10	1	3
ENSGMOG00000021520	20	33	22	63	34	6	10
ENSGMOG00000006637	1	6	18	19	20	0	22
ENSGMOG00000006648	0	0	0	0	0	0	0
ENSGMOG00000006658	78	144	253	207	149	191	421
ENSGMOG00000006665	523	717	699	460	659	328	2017
ENSGMOG00000006690	159	322	259	198	240	236	287
ENSGMOG00000006701	0	5	0	1	0	0	0
ENSGMOG00000006709	2	0	3	0	0	0	0
ENSGMOG00000006723	2	1	4	1	2	0	1
ENSGMOG00000006736	2381	3242	1390	1631	1666	900	2549
ENSGMOG00000006775	3746	3712	10546	16629	6848	6223	5070
ENSGMOG00000020239	0	3	2	0	4	2	1
ENSGMOG00000006781	5550	7499	7950	8599	4686	5038	7496
ENSGMOG00000006800	102	329	346	192	252	183	441
ENSGMOG00000006804	50261	86817	106874	158455	58490	47750	26447
ENSGMOG00000006860	28694	38273	20151	50836	17187	1406	20155
ENSGMOG00000006884	19812	36322	16126	40162	16908	11413	18345
ENSGMOG00000006898	2979	4156	4675	3588	3386	6122	3016
ENSGMOG00000006903	2856	4698	2018	2297	2754	1104	2512
ENSGMOG00000006933	5463	6586	3966	4088	3174	2262	4339
ENSGMOG00000006942	336	59	113	55	135	16	566
ENSGMOG00000006950	219	380	315	299	346	581	873
ENSGMOG00000006955	0	0	2	0	0	5	0
ENSGMOG00000006986	0	0	2	6	0	0	0
ENSGMOG00000007002	0	1	0	0	0	1	1
ENSGMOG00000015202	19	57	20	52	49	15	41
ENSGMOG00000015211	0	0	0	0	2	5	0
ENSGMOG00000015247	1435	1524	1541	1592	898	239	2184
ENSGMOG00000015293	49	74	118	47	67	16	109
ENSGMOG00000015306	46	86	85	83	29	0	95
ENSGMOG00000015321	513	619	579	622	442	167	1173
ENSGMOG00000015360	7154	6250	2804	2750	2847	1383	6474
ENSGMOG00000015412	378	441	707	525	385	205	503
ENSGMOG00000015455	1042	1360	1412	1967	1265	772	1906
ENSGMOG00000015511	13	26	28	6	12	6	67
ENSGMOG00000015530	13165	9663	4776	5548	3950	1681	6148
ENSGMOG00000015559	120400	154900	108020	151902	99177	118186	135577
ENSGMOG00000015575	2	1	16	6	8	0	11
ENSGMOG00000015590	7244	3636	3277	2099	837	887	3479
ENSGMOG00000015621	1647	2335	980	2272	1342	930	2713
ENSGMOG00000015651	667	678	1168	494	717	356	1078
ENSGMOG00000015710	59	144	144	32	54	3	215
ENSGMOG00000015751	1	4	11	2	1	0	13
ENSGMOG00000004456	604	584	540	462	440	309	764
ENSGMOG00000004471	6	14	9	15	14	16	12
ENSGMOG00000019273	221	166	158	76	76	58	339
ENSGMOG00000019277	1052	1390	1770	467	406	320	1742
ENSGMOG00000019300	1	132	50	38	120	0	59
ENSGMOG00000019318	119	210	177	126	236	11	306
ENSGMOG00000001333	48	6	8	6	5	10	3
ENSGMOG00000001477	3313	4843	4595	4190	3721	2291	6450
ENSGMOG00000001491	4191	4610	3089	2996	1555	328	4330
ENSGMOG00000019956	4	104	147	67	24	15	6
ENSGMOG00000000055	633	857	461	628	381	192	846
ENSGMOG00000000061	1974	2610	1837	1856	1857	939	2040
ENSGMOG00000000068	303	298	137	179	219	198	114
ENSGMOG00000000075	3005	4019	4005	3250	3670	1536	5321
ENSGMOG00000000077	75	1280	75	469	152	1	930
ENSGMOG00000000084	256	396	254	289	195	129	368
ENSGMOG00000000085	164	254	223	159	225	98	332
ENSGMOG00000000088	115	149	148	114	64	60	80
ENSGMOG00000000098	53	93	76	53	33	39	53
ENSGMOG00000000103	2	1	5	1	0	0	0
ENSGMOG00000000115	0	0	0	0	0	0	0
ENSGMOG00000000121	0	0	5	4	2	0	0
ENSGMOG00000000128	435	515	472	449	425	103	535
ENSGMOG00000000133	1771	2505	2726	1878	2078	712	3494
ENSGMOG00000000168	0	0	2	2	0	0	0
ENSGMOG00000000172	1377	1569	965	1070	971	544	1765
ENSGMOG00000000180	10	23	16	10	27	14	1
ENSGMOG00000000183	0	0	2	0	0	0	1
ENSGMOG00000019753	0	0	0	0	0	0	0
ENSGMOG00000000186	361	236	300	234	313	108	261
ENSGMOG00000000193	732	1027	905	736	514	489	2180
ENSGMOG00000000198	966	1042	867	820	833	367	1135
ENSGMOG00000000208	1196	1180	738	740	167	170	160
ENSGMOG00000018450	127	127	316	177	84	81	143
ENSGMOG00000018466	461	667	714	363	370	202	720
ENSGMOG00000020284	20	32	60	12	25	17	35
ENSGMOG00000018510	7	14	6	76	9	2	13
ENSGMOG00000018530	567	659	471	307	405	46	660
ENSGMOG00000018556	562	687	739	608	587	194	1411
ENSGMOG00000018570	193	245	152	149	134	100	294
ENSGMOG00000018582	0	0	0	0	0	0	0
ENSGMOG00000018610	0	0	0	0	0	0	0
ENSGMOG00000018616	0	0	0	0	0	0	0
ENSGMOG00000018619	1700	2537	2274	2674	1923	1403	1963
ENSGMOG00000018647	215	322	252	192	201	156	925
ENSGMOG00000018659	1	7	3	4	7	2	0
ENSGMOG00000018680	0	0	0	0	0	0	0
ENSGMOG00000018695	475	544	498	439	522	579	796
ENSGMOG00000018705	16	17	34	5	8	12	32
ENSGMOG00000018723	253	381	279	142	119	18	337
ENSGMOG00000018745	1892	1979	1559	1523	1123	229	1736
ENSGMOG00000018785	282	317	204	186	185	208	311
ENSGMOG00000018797	566	719	384	232	362	88	552
ENSGMOG00000018824	51	59	62	29	46	45	22
ENSGMOG00000018835	3	19	13	1	1	12	3
ENSGMOG00000018854	0	0	0	0	0	0	0
ENSGMOG00000018860	80	136	69	60	63	32	233
ENSGMOG00000018868	4296	3725	2037	2712	2613	3292	4605
ENSGMOG00000018877	12	4	48	0	3	12	9
ENSGMOG00000018880	14	9	9	5	4	1	12
ENSGMOG00000005095	274	219	314	93	55	82	183
ENSGMOG00000005196	17	49	40	43	28	0	25
ENSGMOG00000005210	2	0	2	1	2	0	0
ENSGMOG00000005244	2863	1488	1206	1009	931	355	2604
ENSGMOG00000005290	55	93	68	15	22	13	477
ENSGMOG00000005307	271	480	318	164	92	20	611
ENSGMOG00000005344	33	44	12	40	20	111	3
ENSGMOG00000010157	706	842	937	592	732	548	1825
ENSGMOG00000010166	147	392	373	219	271	86	188
ENSGMOG00000010190	627	599	409	404	231	59	1031
ENSGMOG00000010207	17	23	35	21	19	2	59
ENSGMOG00000010220	268	277	430	206	310	58	396
ENSGMOG00000010234	1327	3833	1713	2421	2035	1062	873
ENSGMOG00000010240	17944	28551	31862	23983	22530	14847	9075
ENSGMOG00000010247	22435	30859	33250	27949	30278	54401	34969
ENSGMOG00000010252	4504	5779	2213	3164	3026	1848	3721
ENSGMOG00000010268	6542	9979	4216	7601	4575	1494	5147
ENSGMOG00000010283	8390	12177	13521	10374	17446	35600	22006
ENSGMOG00000010292	0	0	0	0	0	0	0
ENSGMOG00000010301	10	13	18	7	30	4	5
ENSGMOG00000010320	1363	2173	1961	2101	2011	1565	5200
ENSGMOG00000010330	269	603	799	313	486	464	767
ENSGMOG00000010346	108	157	208	125	141	72	315
ENSGMOG00000010360	130	773	304	381	756	80	239
ENSGMOG00000010370	15	5	7	6	8	0	1
ENSGMOG00000010394	0	0	0	0	0	0	0
ENSGMOG00000010400	244	277	149	226	176	123	233
ENSGMOG00000001215	768	1113	1121	880	839	266	607
ENSGMOG00000001235	1372	1383	1122	1197	1050	372	2095
ENSGMOG00000001247	475	148	243	127	204	139	219
ENSGMOG00000001286	11	14	8	79	110	2	259
ENSGMOG00000001649	686	706	803	480	647	1517	508
ENSGMOG00000001659	241	380	455	230	275	215	340
ENSGMOG00000001716	951	1192	742	747	621	475	1530
ENSGMOG00000001744	109	116	183	126	87	21	174
ENSGMOG00000001760	0	0	2	2	2	0	0
ENSGMOG00000001784	0	1	1	0	0	0	0
ENSGMOG00000001815	0	0	0	0	0	0	0
ENSGMOG00000001821	22	131	144	82	140	7	17
ENSGMOG00000001848	2991	3515	2837	3397	2680	2318	2474
ENSGMOG00000001887	0	0	1	0	0	0	0
ENSGMOG00000002398	4927	6973	6394	6844	4280	5242	8014
ENSGMOG00000002427	665	1061	1198	1252	948	631	1226
ENSGMOG00000002449	8464	8496	4467	6235	2617	5369	10772
ENSGMOG00000009164	2556	2730	2587	2192	1801	470	4327
ENSGMOG00000009184	2665	2790	2797	3656	1799	734	3302
ENSGMOG00000009216	726	1010	1046	802	816	722	1713
ENSGMOG00000009225	154	25	171	97	37	108	4
ENSGMOG00000009232	594	576	649	515	495	336	664
ENSGMOG00000009259	1196	1146	931	1227	884	112	1239
ENSGMOG00000009272	174	304	251	174	198	94	370
ENSGMOG00000009279	524	668	788	465	371	109	551
ENSGMOG00000009287	32	51	33	21	22	0	18
ENSGMOG00000021778	0	0	0	0	0	0	0
ENSGMOG00000006837	177	228	279	361	233	88	253
ENSGMOG00000006846	198	118	90	70	40	19	141
ENSGMOG00000006852	0	0	3	1	3	0	0
ENSGMOG00000006856	1591	2380	4016	2112	2092	1040	2137
ENSGMOG00000006867	176	189	163	161	175	114	335
ENSGMOG00000006889	6817	9018	7027	6288	5418	4731	10215
ENSGMOG00000006901	2	0	6	0	1	4	0
ENSGMOG00000006917	0	9	12	0	3	12	4
ENSGMOG00000006927	5312	6956	4179	7798	8181	4293	9910
ENSGMOG00000006939	906	706	601	266	312	178	2480
ENSGMOG00000006976	4	1	0	1	0	0	2
ENSGMOG00000006981	350	466	352	196	244	109	1187
ENSGMOG00000007012	2304	3078	2279	1503	1684	218	2367
ENSGMOG00000018921	5	7	12	10	4	1	13
ENSGMOG00000018937	1684	2186	1971	1601	1548	1528	4407
ENSGMOG00000018949	812	969	658	737	648	385	1192
ENSGMOG00000018954	378	533	440	337	372	117	1750
ENSGMOG00000018965	845	1382	1022	932	792	1078	1773
ENSGMOG00000018972	573	540	645	451	383	89	678
ENSGMOG00000018984	54	70	89	54	33	2	141
ENSGMOG00000018991	546	1445	781	1358	1340	1552	10836
ENSGMOG00000019001	51	73	32	20	95	11	12
ENSGMOG00000019023	691	1091	757	678	687	176	366
ENSGMOG00000019033	1137	2197	2268	1803	1182	1077	2584
ENSGMOG00000021997	3	10	17	14	4	0	3
ENSGMOG00000019038	0	11	2	6	4	0	0
ENSGMOG00000019052	1002	1127	1037	975	798	195	1956
ENSGMOG00000019076	8	6	3	2	4	2	15
ENSGMOG00000019093	502	475	173	312	169	27	294
ENSGMOG00000019105	1374	1361	1371	1814	841	1402	1617
ENSGMOG00000019110	7	12	18	11	4	5	35
ENSGMOG00000019117	1	0	2	0	0	5	0
ENSGMOG00000019135	99	151	161	83	55	23	318
ENSGMOG00000019142	1144	1104	531	735	873	282	533
ENSGMOG00000005411	0	10	6	0	4	2	13
ENSGMOG00000005441	4	8	0	6	7	4	2
ENSGMOG00000005447	74	107	138	96	74	32	182
ENSGMOG00000005473	1729	1799	2412	1700	1114	1090	2841
ENSGMOG00000020447	15009	22233	16938	16498	9496	7203	15124
ENSGMOG00000020448	0	0	0	0	0	0	0
ENSGMOG00000005489	35	18	18	6	21	7	37
ENSGMOG00000020449	227	318	292	158	200	268	495
ENSGMOG00000005515	7	15	22	5	18	0	29
ENSGMOG00000005591	17	36	25	24	25	4	50
ENSGMOG00000005601	20	28	25	14	6	2	58
ENSGMOG00000005622	87	33	39	11	1	2	67
ENSGMOG00000005649	21	85	16	12	65	5	87
ENSGMOG00000005694	1924	2137	2392	3839	2254	1141	2852
ENSGMOG00000021153	2	4	11	3	1	0	9
ENSGMOG00000021392	0	0	1	0	0	0	0
ENSGMOG00000021476	0	0	0	1	0	0	0
ENSGMOG00000005715	4271	4497	1836	3298	2909	1766	2661
ENSGMOG00000005744	8454	8620	7908	8575	5176	4334	6775
ENSGMOG00000005764	33	20	159	10	19	25	89
ENSGMOG00000005771	43	51	105	72	130	22	125
ENSGMOG00000005807	200	255	298	178	216	106	611
ENSGMOG00000005825	279	394	468	233	295	281	1001
ENSGMOG00000005861	285	243	354	176	137	101	318
ENSGMOG00000005885	1	30	22	11	7	18	10
ENSGMOG00000005897	0	0	0	0	0	0	3
ENSGMOG00000015295	6	75	41	32	39	8	62
ENSGMOG00000015322	0	0	0	10	3	2	0
ENSGMOG00000015485	0	0	0	0	0	0	0
ENSGMOG00000019953	344	1031	731	794	669	230	866
ENSGMOG00000019958	0	0	0	0	0	0	0
ENSGMOG00000015500	1	2	4	0	0	0	0
ENSGMOG00000015547	201	226	209	158	170	38	152
ENSGMOG00000019959	66	60	49	41	30	5	26
ENSGMOG00000015789	8	4	8	2	8	3	0
ENSGMOG00000015837	745	320	273	218	194	100	634
ENSGMOG00000015845	0	0	0	0	0	0	0
ENSGMOG00000019018	11	17	32	9	78	8	13
ENSGMOG00000019058	869	1768	1105	705	3019	3094	2176
ENSGMOG00000019061	795	1236	1004	815	814	166	1112
ENSGMOG00000019070	273	672	302	340	442	218	472
ENSGMOG00000019072	5	6	11	28	112	1	4
ENSGMOG00000019078	6	4	21	1	9	0	2
ENSGMOG00000019085	5	12	61	14	8	0	5
ENSGMOG00000019111	0	0	0	0	0	1	0
ENSGMOG00000019115	3449	3985	2196	2883	1893	836	5245
ENSGMOG00000019127	2090	4022	4042	4177	3049	1913	3163
ENSGMOG00000019134	2044	5127	2042	3942	2445	1860	1211
ENSGMOG00000019140	369	686	251	529	422	734	1224
ENSGMOG00000019150	10	23	35	13	9	3	19
ENSGMOG00000019162	47	74	113	113	53	4	71
ENSGMOG00000018129	376	537	458	369	333	101	564
ENSGMOG00000018152	326	334	354	177	217	63	478
ENSGMOG00000018204	64	121	336	98	153	117	236
ENSGMOG00000018222	138	144	119	101	104	11	130
ENSGMOG00000018243	0	5	0	1	0	0	0
ENSGMOG00000018248	180	478	359	212	194	224	651
ENSGMOG00000018277	317	469	348	240	412	83	560
ENSGMOG00000018297	2722	2857	3294	2729	1872	1132	3380
ENSGMOG00000016340	4046	4441	3653	3020	3998	2860	7504
ENSGMOG00000016356	208	523	739	288	433	240	301
ENSGMOG00000016389	967	1530	2171	1672	1753	509	2097
ENSGMOG00000016404	20	8	16	8	11	7	6
ENSGMOG00000016454	931	1987	934	1402	1172	1109	805
ENSGMOG00000016466	3213	3853	1522	1352	1214	226	849
ENSGMOG00000016496	4	13	18	4	13	8	12
ENSGMOG00000016520	151	248	167	104	73	6	183
ENSGMOG00000001370	0	0	0	0	0	0	0
ENSGMOG00000001387	2	0	2	0	0	2	2
ENSGMOG00000001398	0	0	3	0	0	0	0
ENSGMOG00000001403	53	67	197	57	94	30	69
ENSGMOG00000007766	8	10	16	9	16	0	30
ENSGMOG00000007773	3	3	10	1	2	0	4
ENSGMOG00000020798	20	28	16	36	39	37	1
ENSGMOG00000021884	39	89	33	103	74	131	27
ENSGMOG00000007775	256	298	206	213	189	45	338
ENSGMOG00000007777	44	16	21	0	7	1	24
ENSGMOG00000007783	148	198	258	143	131	21	230
ENSGMOG00000007784	403	1029	462	487	618	418	1143
ENSGMOG00000007791	41	5	5	9	2	0	7
ENSGMOG00000018238	0	0	1	0	0	0	0
ENSGMOG00000020272	0	0	0	1	1	0	0
ENSGMOG00000018249	6	4	7	17	2	0	18
ENSGMOG00000018255	0	0	2	0	0	0	0
ENSGMOG00000018269	14	0	8	9	13	0	0
ENSGMOG00000012544	1893	2557	2637	3774	2926	769	4523
ENSGMOG00000012548	1	1	8	1	4	0	17
ENSGMOG00000020606	1	6	1	7	2	0	0
ENSGMOG00000012557	198	357	315	229	248	194	565
ENSGMOG00000012559	138	69	58	42	18	41	41
ENSGMOG00000012562	93	152	261	149	167	44	206
ENSGMOG00000012569	877	1671	1057	1000	1089	729	2071
ENSGMOG00000012571	564	615	439	488	434	585	694
ENSGMOG00000012573	346	459	285	257	241	166	699
ENSGMOG00000012575	0	0	5	3	0	0	2
ENSGMOG00000012577	777	1151	889	1348	1024	1052	1369
ENSGMOG00000012580	630	1036	902	445	654	228	463
ENSGMOG00000012585	755	1069	871	950	790	719	1244
ENSGMOG00000012587	177	76	119	119	74	10	92
ENSGMOG00000012591	0	0	0	0	0	0	0
ENSGMOG00000012597	37	71	72	42	46	20	172
ENSGMOG00000012600	3	0	1	0	0	0	0
ENSGMOG00000012603	1	2	3	0	7	1	0
ENSGMOG00000003444	58	149	35	51	266	0	139
ENSGMOG00000003480	0	12	5	3	23	2	6
ENSGMOG00000003496	4661	4409	2721	1789	2932	1417	2538
ENSGMOG00000003615	373	213	191	70	97	67	638
ENSGMOG00000003652	902	446	347	159	169	268	1114
ENSGMOG00000003679	1140	1514	1939	1509	1288	391	3006
ENSGMOG00000003741	8	0	92	3	0	10	19
ENSGMOG00000003753	1090	1281	1023	997	707	521	2283
ENSGMOG00000003764	57	145	284	106	133	213	83
ENSGMOG00000003773	2363	3973	5195	3247	3526	2030	3384
ENSGMOG00000003798	72	148	74	26	148	90	45
ENSGMOG00000003843	334	395	316	239	183	49	475
ENSGMOG00000004142	1910	3132	2591	2112	2377	1259	3638
ENSGMOG00000004198	7069	5296	5971	3390	3700	2818	8259
ENSGMOG00000004212	867	1069	1124	516	612	290	1945
ENSGMOG00000004267	2	1	0	0	0	0	7
ENSGMOG00000004312	473	661	549	744	567	300	1342
ENSGMOG00000004353	68	110	100	53	86	74	166
ENSGMOG00000004375	13	76	206	152	98	143	131
ENSGMOG00000004390	1	1	49	6	0	8	3
ENSGMOG00000013615	1498	2745	2632	551	684	191	460
ENSGMOG00000013638	624	870	1127	572	642	317	1034
ENSGMOG00000013676	519	398	320	314	500	65	1038
ENSGMOG00000016584	1483	1635	1259	1189	1197	751	1578
ENSGMOG00000016611	158	205	357	219	416	140	2033
ENSGMOG00000016616	153	259	228	110	163	55	118
ENSGMOG00000016642	0	1	0	0	0	0	1
ENSGMOG00000016667	290	580	627	517	508	369	793
ENSGMOG00000016703	0	0	1	0	0	0	3
ENSGMOG00000016713	0	0	0	0	0	0	0
ENSGMOG00000016720	0	0	4	2	0	0	0
ENSGMOG00000016734	697	962	881	701	996	416	1182
ENSGMOG00000016805	0	0	0	0	2	0	0
ENSGMOG00000020380	0	0	0	0	0	0	0
ENSGMOG00000016816	4	1	4	0	2	0	3
ENSGMOG00000016835	0	1	4	1	6	0	3
ENSGMOG00000016855	129	147	134	109	93	40	355
ENSGMOG00000016875	4511	5596	5029	3875	4937	2464	7682
ENSGMOG00000016907	176	322	278	225	305	235	635
ENSGMOG00000016918	5	1	8	0	0	0	0
ENSGMOG00000016936	3	0	6	0	6	0	7
ENSGMOG00000016964	334	637	529	127	257	197	35
ENSGMOG00000016982	1601	2258	5522	1310	3232	4165	2917
ENSGMOG00000016998	724	1065	1489	1176	1166	974	434
ENSGMOG00000017015	1325	2250	1821	1505	1237	1031	2497
ENSGMOG00000020386	31	64	43	79	51	53	53
ENSGMOG00000017040	116	149	167	149	150	21	186
ENSGMOG00000017071	142	227	189	219	199	245	439
ENSGMOG00000017086	812	1218	1442	1123	1097	386	2243
ENSGMOG00000017121	19	34	50	25	77	76	79
ENSGMOG00000015430	300	403	383	364	371	248	731
ENSGMOG00000015453	3	6	7	3	1	0	2
ENSGMOG00000015463	0	0	1	0	0	0	0
ENSGMOG00000015517	7	3	0	0	0	7	0
ENSGMOG00000015527	310	423	559	263	376	314	907
ENSGMOG00000015554	113	74	31	20	53	19	118
ENSGMOG00000015577	43211	25471	18821	15596	25122	10921	25726
ENSGMOG00000015588	666	546	1022	237	156	265	628
ENSGMOG00000015687	62	101	156	44	82	11	144
