ID	sample_10	sample_23	sample_29	sample_36	sample_42	sample_49
ENSGMOG00000014260	0	0	0	0	0	0
ENSGMOG00000014324	6032	2891	3023	2944	3706	3726
ENSGMOG00000002637	3132	2675	1738	2147	1264	1747
ENSGMOG00000002700	75	22	31	7	44	462
ENSGMOG00000002713	2515	1286	2022	2004	1742	2237
ENSGMOG00000002788	1024	705	910	773	1005	1079
ENSGMOG00000002816	92	24	47	31	45	56
ENSGMOG00000002867	0	0	0	0	3	3
ENSGMOG00000002896	2356	586	994	999	3678	2593
ENSGMOG00000002923	415	177	324	340	254	325
ENSGMOG00000002984	0	0	0	0	0	0
ENSGMOG00000000588	28	13	3	9	20	26
ENSGMOG00000000610	1907	945	1034	1618	784	613
ENSGMOG00000000624	1653	1732	1283	861	1190	1830
ENSGMOG00000000638	451	530	500	355	446	614
ENSGMOG00000000648	1745	730	581	464	1220	1786
ENSGMOG00000000652	618	186	291	147	602	740
ENSGMOG00000000674	0	0	0	0	0	0
ENSGMOG00000000698	0	3	0	0	0	4
ENSGMOG00000000705	3	0	0	0	0	3
ENSGMOG00000000717	368	272	291	198	409	575
ENSGMOG00000000728	46	17	38	42	25	17
ENSGMOG00000000746	0	0	0	2	0	0
ENSGMOG00000000756	1204	393	1479	617	1271	1431
ENSGMOG00000008316	343	140	233	136	344	422
ENSGMOG00000008319	1	0	0	5	3	2
ENSGMOG00000008322	1	0	1	1	0	0
ENSGMOG00000008323	1237	593	894	808	702	646
ENSGMOG00000008326	464	299	502	460	527	648
ENSGMOG00000008328	668	355	417	285	547	559
ENSGMOG00000008331	600	492	398	260	333	343
ENSGMOG00000008332	23	14	8	22	28	12
ENSGMOG00000008334	4	0	6	0	9	11
ENSGMOG00000008336	0	0	0	0	0	0
ENSGMOG00000008338	2	3	4	2	3	0
ENSGMOG00000008340	638	205	305	156	561	829
ENSGMOG00000008342	21	10	32	11	6	1
ENSGMOG00000008345	2020	1160	1761	2171	989	1584
ENSGMOG00000008347	4346	2877	3160	2817	2874	3457
ENSGMOG00000008349	242	135	214	83	140	174
ENSGMOG00000008350	228	287	264	270	240	219
ENSGMOG00000008351	3878	1793	3020	3117	3925	4778
ENSGMOG00000008352	795	356	407	279	618	837
ENSGMOG00000008353	2	0	2	0	0	0
ENSGMOG00000008354	249	89	74	41	97	79
ENSGMOG00000008355	2593	1206	1612	788	1861	2509
ENSGMOG00000008356	4	0	7	0	0	8
ENSGMOG00000008358	48	29	43	34	57	71
ENSGMOG00000008359	89235	70995	92675	90409	59532	72673
ENSGMOG00000021791	24	8	23	8	11	12
ENSGMOG00000008360	226	64	117	81	97	81
ENSGMOG00000021054	29	18	21	18	6	24
ENSGMOG00000021939	24	14	6	8	4	23
ENSGMOG00000008361	3	2	2	2	1	9
ENSGMOG00000008362	232	120	102	64	285	396
ENSGMOG00000008363	477	423	378	292	199	306
ENSGMOG00000008364	229	124	255	112	178	249
ENSGMOG00000008365	1696	833	786	576	1376	1842
ENSGMOG00000008366	57	19	24	11	16	31
ENSGMOG00000008367	51	15	22	7	16	29
ENSGMOG00000008369	0	0	0	0	0	0
ENSGMOG00000008372	1035	420	664	447	650	826
ENSGMOG00000008374	919	518	497	440	974	1277
ENSGMOG00000008375	741	417	546	411	549	948
ENSGMOG00000003000	479	149	43	87	107	29
ENSGMOG00000003112	2116	978	1939	1543	1047	870
ENSGMOG00000003122	781	1217	783	458	381	483
ENSGMOG00000003130	2100	953	1040	1051	1222	1150
ENSGMOG00000003163	615	465	474	386	438	528
ENSGMOG00000003170	637	387	385	458	462	596
ENSGMOG00000003181	2482	1371	1688	1646	1630	1722
ENSGMOG00000003196	3457	1579	2039	2079	2581	2505
ENSGMOG00000003253	378	128	229	217	465	375
ENSGMOG00000005530	2779	849	1514	2601	1068	818
ENSGMOG00000005554	168	10	84	137	5	6
ENSGMOG00000005587	4	3	15	31	3	0
ENSGMOG00000005604	614	492	354	389	580	619
ENSGMOG00000005618	3271	2771	3294	3007	2077	1526
ENSGMOG00000005630	8762	5026	4779	4704	5603	6529
ENSGMOG00000005660	770	439	510	334	793	1017
ENSGMOG00000005682	225	55	129	181	328	301
ENSGMOG00000005706	132	27	61	54	131	182
ENSGMOG00000005730	0	0	0	0	0	0
ENSGMOG00000005750	0	0	0	0	0	0
ENSGMOG00000005772	1084	583	551	435	1706	1470
ENSGMOG00000005788	1968	1000	1516	1212	1262	1288
ENSGMOG00000005799	917	559	779	635	575	961
ENSGMOG00000005840	286	69	120	74	208	232
ENSGMOG00000020455	32	20	21	20	14	23
ENSGMOG00000005860	253	56	123	100	68	218
ENSGMOG00000005892	295	115	133	150	266	343
ENSGMOG00000005900	610	725	687	467	667	770
ENSGMOG00000005916	577	417	445	371	476	705
ENSGMOG00000005936	1042	509	799	534	917	1779
ENSGMOG00000005980	1128	731	705	1225	1306	1400
ENSGMOG00000006034	299	82	159	113	318	317
ENSGMOG00000006046	268	125	161	64	309	421
ENSGMOG00000006067	185	43	26	33	25	21
ENSGMOG00000006141	354	181	236	170	342	447
ENSGMOG00000006175	0	0	0	0	2	0
ENSGMOG00000006189	2	0	0	0	0	0
ENSGMOG00000011717	208	79	196	162	223	276
ENSGMOG00000011722	187745	117955	195041	144655	133680	150583
ENSGMOG00000021080	34	13	18	15	27	16
ENSGMOG00000021332	9	9	5	5	0	0
ENSGMOG00000011732	0	0	0	0	0	0
ENSGMOG00000011735	520	1219	249	219	84	380
ENSGMOG00000011747	2	0	0	0	1	0
ENSGMOG00000011754	43	17	53	75	31	35
ENSGMOG00000011762	1215	1444	1067	1244	319	809
ENSGMOG00000011769	925	779	632	564	857	1069
ENSGMOG00000011778	433	272	320	266	384	515
ENSGMOG00000011783	42	26	46	6	7	19
ENSGMOG00000011807	2	5	1	0	1	0
ENSGMOG00000011811	2	3	2	0	4	2
ENSGMOG00000011820	2	4	4	3	0	0
ENSGMOG00000011825	0	0	0	0	0	0
ENSGMOG00000011829	670	273	431	303	639	831
ENSGMOG00000011849	5	1	3	2	4	1
ENSGMOG00000011855	15056	11732	15095	11534	9926	13693
ENSGMOG00000011861	544	182	160	110	457	605
ENSGMOG00000011866	83	67	94	38	57	58
ENSGMOG00000011873	41	22	57	14	17	144
ENSGMOG00000011884	4020	2417	3694	3305	3491	4086
ENSGMOG00000007571	836	398	672	630	517	452
ENSGMOG00000007578	384	209	458	267	233	477
ENSGMOG00000007593	1959	1229	2039	984	1629	2343
ENSGMOG00000007612	1075	1064	1115	1053	684	1207
ENSGMOG00000007618	1540	1116	926	841	1010	1211
ENSGMOG00000007622	298	233	234	239	196	177
ENSGMOG00000007626	88509	39301	51439	47553	265874	80063
ENSGMOG00000007631	303	161	241	203	230	349
ENSGMOG00000020381	251	235	239	203	186	193
ENSGMOG00000007639	584	224	368	229	465	590
ENSGMOG00000007653	266	92	109	111	181	143
ENSGMOG00000007670	528	255	735	364	251	311
ENSGMOG00000007684	615	284	316	199	519	677
ENSGMOG00000007690	451	158	285	220	415	412
ENSGMOG00000007696	35	9	166	128	8	8
ENSGMOG00000007731	2	0	0	0	0	0
ENSGMOG00000007747	5460	3224	3012	2648	3602	3529
ENSGMOG00000007752	0	2	0	3	1	0
ENSGMOG00000007758	3499	1674	2451	1449	3015	4298
ENSGMOG00000007763	10356	5222	10498	4149	8216	9888
ENSGMOG00000007769	29	10	40	17	11	24
ENSGMOG00000007771	0	0	12	7	1	0
ENSGMOG00000007781	1680	682	1414	1389	1242	1208
ENSGMOG00000007787	8666	6844	7495	4758	4249	5662
ENSGMOG00000007792	1576	1474	1465	844	662	585
ENSGMOG00000007795	3392	3010	3837	2503	2085	2755
ENSGMOG00000007797	632	280	277	202	614	575
ENSGMOG00000007802	119	49	68	52	76	159
ENSGMOG00000007808	4	5	14	4	8	15
ENSGMOG00000009072	168	133	236	97	302	585
ENSGMOG00000009124	267	79	163	135	81	324
ENSGMOG00000009129	1799	381	921	551	1015	1187
ENSGMOG00000009173	2334	1817	2678	1248	2720	1515
ENSGMOG00000009190	6131	5252	5554	5838	2362	3401
ENSGMOG00000009210	1168	491	1277	1330	643	593
ENSGMOG00000009239	2918	1359	1395	817	2957	3693
ENSGMOG00000009255	84	10	9	6	13	6
ENSGMOG00000009273	2183	1572	1653	1073	1843	2492
ENSGMOG00000009290	5704	2307	4347	3032	3087	4093
ENSGMOG00000009310	511	1302	640	305	269	155
ENSGMOG00000009317	133	49	48	52	97	58
ENSGMOG00000009329	112	54	43	49	100	82
ENSGMOG00000009337	1587	472	868	603	1379	2013
ENSGMOG00000009361	1	1	9	0	0	1
ENSGMOG00000009371	534	267	443	127	404	551
ENSGMOG00000009389	242	87	176	170	212	246
ENSGMOG00000009399	405	159	251	149	377	562
ENSGMOG00000009407	83	46	61	41	100	100
ENSGMOG00000009411	752	261	435	223	782	1138
ENSGMOG00000009418	2	0	10	22	26	41
ENSGMOG00000009439	1187	320	582	407	1530	1716
ENSGMOG00000009454	665	471	753	312	370	429
ENSGMOG00000010420	516	212	446	274	430	547
ENSGMOG00000010449	1021	1043	882	673	1093	1163
ENSGMOG00000010458	633	1275	1560	1324	513	477
ENSGMOG00000010468	150	35	76	27	66	117
ENSGMOG00000010479	0	5	0	0	0	0
ENSGMOG00000010487	3	2	2	1	1	0
ENSGMOG00000010495	1943	902	1340	962	1726	2560
ENSGMOG00000010510	162	22	33	38	57	26
ENSGMOG00000020550	37	26	24	13	58	32
ENSGMOG00000010514	44	23	24	47	177	98
ENSGMOG00000010528	35	22	37	9	31	20
ENSGMOG00000010535	143	99	136	89	135	150
ENSGMOG00000010550	1	0	0	2	1	1
ENSGMOG00000003883	61	36	67	37	41	72
ENSGMOG00000003910	92	2	29	6	0	0
ENSGMOG00000004002	20	3	7	6	0	0
ENSGMOG00000004021	296	202	178	128	243	450
ENSGMOG00000004037	130	54	212	95	87	87
ENSGMOG00000004103	1872	1352	1765	853	1429	2070
ENSGMOG00000004113	22	1	8	7	3	2
ENSGMOG00000004161	1259	256	486	283	1420	2482
ENSGMOG00000021331	0	0	1	6	0	0
ENSGMOG00000004196	10404	6066	10343	7547	5845	7096
ENSGMOG00000004230	1540	717	1195	874	925	1555
ENSGMOG00000004252	0	0	0	0	0	0
ENSGMOG00000004261	0	0	0	0	1	0
ENSGMOG00000021362	0	0	0	0	0	0
ENSGMOG00000004271	4	1	1	7	0	0
ENSGMOG00000004293	0	0	0	1	0	0
ENSGMOG00000004301	42	4	33	33	0	0
ENSGMOG00000004313	0	0	0	0	0	0
ENSGMOG00000004329	1	0	0	1	0	0
ENSGMOG00000004346	96	36	63	28	137	137
ENSGMOG00000004380	9142	3825	5694	5390	6489	9197
ENSGMOG00000004396	33	3	9	9	32	30
ENSGMOG00000020031	4	0	2	1	1	1
ENSGMOG00000004434	8	4	12	2	6	9
ENSGMOG00000004453	103	0	14	29	4	3
ENSGMOG00000004473	792	366	1107	663	778	846
ENSGMOG00000004519	2486	2506	2231	1797	2029	2273
ENSGMOG00000004548	630	308	387	228	535	767
ENSGMOG00000004590	0	0	1	1	0	0
ENSGMOG00000004605	0	0	0	0	0	0
ENSGMOG00000012127	21	1	24	5	20	11
ENSGMOG00000012128	287	160	658	274	290	699
ENSGMOG00000012132	278	101	113	101	319	416
ENSGMOG00000012135	309	164	212	224	257	458
ENSGMOG00000012138	446	214	526	901	63	64
ENSGMOG00000012139	426	282	258	493	263	381
ENSGMOG00000012144	313	130	268	280	137	193
ENSGMOG00000012151	1224	561	546	406	1261	1485
ENSGMOG00000012153	8613	4574	8968	5466	8873	10574
ENSGMOG00000012156	563	220	320	205	579	604
ENSGMOG00000012158	1359	518	1094	614	2653	1520
ENSGMOG00000012171	110	64	28	36	20	18
ENSGMOG00000012173	38	12	25	21	41	77
ENSGMOG00000012178	3759	2020	3194	2141	4598	6816
ENSGMOG00000012180	54	11	35	12	56	79
ENSGMOG00000012185	1458	720	959	759	1083	1274
ENSGMOG00000012190	271	105	158	70	148	184
ENSGMOG00000012193	3	8	14	6	5	6
ENSGMOG00000012199	1	0	0	3	0	0
ENSGMOG00000012205	185	93	384	333	473	132
ENSGMOG00000012219	1495	563	542	476	1036	1457
ENSGMOG00000012223	25	5	1	10	4	13
ENSGMOG00000012228	672	302	341	248	415	578
ENSGMOG00000012233	2207	1765	1932	1287	2383	2550
ENSGMOG00000012237	512	214	187	230	397	387
ENSGMOG00000012242	193	94	168	130	233	404
ENSGMOG00000012248	12	3	23	16	1	3
ENSGMOG00000012252	2591	1257	2684	1725	1935	2871
ENSGMOG00000012260	176	98	230	191	173	202
ENSGMOG00000012263	4609	2387	3484	2396	4014	6633
ENSGMOG00000008153	0	0	0	0	0	0
ENSGMOG00000008160	94	41	58	90	82	74
ENSGMOG00000008162	616	371	453	272	965	870
ENSGMOG00000008163	166	153	258	191	82	67
ENSGMOG00000008165	3397	1457	2569	2059	2231	3100
ENSGMOG00000021029	8	4	7	4	2	0
ENSGMOG00000008170	58	17	21	18	5	17
ENSGMOG00000008173	389	156	175	115	308	349
ENSGMOG00000008175	29	9	2	6	9	1
ENSGMOG00000008184	0	0	0	1	0	0
ENSGMOG00000008187	76	18	54	45	79	50
ENSGMOG00000008191	516	232	309	192	719	676
ENSGMOG00000008194	1063	2271	3030	1424	762	916
ENSGMOG00000008195	1	0	2	1	0	0
ENSGMOG00000008198	1288	731	1203	704	906	1145
ENSGMOG00000008200	432	307	369	201	331	367
ENSGMOG00000008202	1215	780	992	986	1288	993
ENSGMOG00000008205	746	417	474	574	849	712
ENSGMOG00000020820	0	0	0	0	0	0
ENSGMOG00000008206	965	578	739	304	826	945
ENSGMOG00000021550	0	0	0	0	0	0
ENSGMOG00000008208	436	176	308	432	76	56
ENSGMOG00000008213	1422	491	514	487	1567	1921
ENSGMOG00000008215	64	7	12	31	57	56
ENSGMOG00000008219	9103	3512	5376	5320	5021	5007
ENSGMOG00000020405	8	2	3	10	3	2
ENSGMOG00000008224	80	49	140	63	52	141
ENSGMOG00000020406	146	68	45	65	13	5
ENSGMOG00000008226	77	50	39	47	44	69
ENSGMOG00000008231	49	118	65	250	20	10
ENSGMOG00000008236	3343	1373	3408	2328	2373	3133
ENSGMOG00000008239	840	875	694	2211	899	402
ENSGMOG00000008242	4402	3326	2536	1134	2620	2759
ENSGMOG00000008248	10	6	3	0	1	1
ENSGMOG00000008250	1439	583	774	542	1323	2061
ENSGMOG00000008262	0	1	0	1	1	1
ENSGMOG00000021736	0	0	0	2	4	0
ENSGMOG00000021855	2	0	2	6	4	0
ENSGMOG00000008910	1879	619	1046	709	1275	2061
ENSGMOG00000008939	236	81	180	123	294	367
ENSGMOG00000008980	616	581	546	280	559	645
ENSGMOG00000009000	471	464	724	339	250	286
ENSGMOG00000009016	5	0	4	19	5	2
ENSGMOG00000009044	3	0	0	0	0	1
ENSGMOG00000009056	0	0	0	0	0	0
ENSGMOG00000009068	46	66	26	18	0	7
ENSGMOG00000009090	266	90	161	145	87	81
ENSGMOG00000009094	1	1	6	9	0	0
ENSGMOG00000009101	1221	492	686	391	840	981
ENSGMOG00000009110	362	171	349	178	234	350
ENSGMOG00000009121	38	8	4	6	10	0
ENSGMOG00000009177	209	63	127	38	202	215
ENSGMOG00000003804	3327	2223	2987	2705	2564	3168
ENSGMOG00000003829	443	872	499	441	868	535
ENSGMOG00000003866	1337	772	967	1170	601	558
ENSGMOG00000003932	0	0	0	0	0	0
ENSGMOG00000003950	2	0	5	11	1	1
ENSGMOG00000003966	11117	6660	9376	6561	5636	6714
ENSGMOG00000003984	1950	1297	1112	714	746	974
ENSGMOG00000004019	139	90	137	69	154	160
ENSGMOG00000004041	92	23	90	26	148	160
ENSGMOG00000004089	711	726	903	998	429	627
ENSGMOG00000004175	527	11	29	3	85	68
ENSGMOG00000004260	18	9	17	8	9	20
ENSGMOG00000004287	878	412	336	195	854	1035
ENSGMOG00000004322	2928	1314	1438	3753	715	921
ENSGMOG00000021710	4	1	1	2	5	4
ENSGMOG00000004379	16	4	9	9	17	1
ENSGMOG00000004398	3	1	4	1	3	1
ENSGMOG00000004418	42	2	0	2	5	5
ENSGMOG00000004444	456	106	250	191	454	426
ENSGMOG00000004466	415	80	225	143	326	311
ENSGMOG00000004503	146	5	14	14	192	201
ENSGMOG00000004520	564	365	529	478	1263	682
ENSGMOG00000004542	6151	2885	5019	6586	4539	5125
ENSGMOG00000004608	615	342	477	493	546	584
ENSGMOG00000004648	71	84	136	67	83	106
ENSGMOG00000004657	561	361	725	1277	146	238
ENSGMOG00000004693	415	389	497	503	373	389
ENSGMOG00000004705	262	101	188	168	167	212
ENSGMOG00000004743	12	21	13	18	13	7
ENSGMOG00000004763	867	477	615	443	476	640
ENSGMOG00000004778	529	261	329	321	558	626
ENSGMOG00000004801	33	6	21	9	8	3
ENSGMOG00000004832	268	219	300	162	274	257
ENSGMOG00000004968	1444	773	912	689	1092	1405
ENSGMOG00000004999	3590	1985	1777	1777	3216	4162
ENSGMOG00000005024	1	0	4	1	0	0
ENSGMOG00000005038	158	189	52	48	672	302
ENSGMOG00000005055	8	3	5	9	2	1
ENSGMOG00000005076	189	75	120	80	150	254
ENSGMOG00000013931	861	474	495	286	758	949
ENSGMOG00000013957	1582	909	1069	878	1616	1838
ENSGMOG00000014005	151	58	100	70	71	68
ENSGMOG00000014031	873	394	519	529	562	590
ENSGMOG00000014047	582	215	250	227	660	692
ENSGMOG00000014080	2571	919	2630	2866	814	959
ENSGMOG00000014112	794	213	417	243	392	539
ENSGMOG00000014167	4	0	0	0	0	3
ENSGMOG00000014174	946	479	166	283	397	493
ENSGMOG00000014220	0	0	0	0	0	0
ENSGMOG00000014229	1790	1169	1778	1358	1366	1950
ENSGMOG00000020932	7	0	0	2	0	0
ENSGMOG00000014298	0	0	0	3	0	0
ENSGMOG00000014320	0	0	0	0	0	0
ENSGMOG00000014361	4	3	0	1	0	0
ENSGMOG00000014377	4697	2896	2638	2339	4333	5290
ENSGMOG00000014427	38	6	17	31	38	6
ENSGMOG00000014434	11	15	32	15	3	16
ENSGMOG00000014448	69416	47723	56135	23556	73343	98950
ENSGMOG00000014466	515	201	426	246	239	197
ENSGMOG00000004792	343	92	298	40	123	73
ENSGMOG00000004951	177	76	168	71	172	169
ENSGMOG00000004969	1010	585	616	336	929	1112
ENSGMOG00000005001	975	691	618	395	1083	1354
ENSGMOG00000005020	1115	806	632	392	1396	1652
ENSGMOG00000005036	2	1	5	0	2	4
ENSGMOG00000005051	28	7	26	11	9	29
ENSGMOG00000005061	36	13	21	11	19	41
ENSGMOG00000005080	0	0	0	0	0	0
ENSGMOG00000005190	182	130	140	119	281	279
ENSGMOG00000005206	0	3	0	0	0	0
ENSGMOG00000005228	88	8	7	21	19	76
ENSGMOG00000005282	594	467	561	428	521	683
ENSGMOG00000005339	4059	1484	2863	1513	5066	6681
ENSGMOG00000020061	968	779	268	476	304	190
ENSGMOG00000017027	666	477	697	342	565	1090
ENSGMOG00000017043	2808	16908	6001	2499	2507	5658
ENSGMOG00000017064	4	6	7	19	6	11
ENSGMOG00000017070	0	0	1	0	3	0
ENSGMOG00000017091	42	11	30	20	16	42
ENSGMOG00000017132	2	0	0	3	0	0
ENSGMOG00000017145	5	4	13	1	6	0
ENSGMOG00000017154	192	70	245	130	238	231
ENSGMOG00000017179	4491	2616	3120	2175	3615	3852
ENSGMOG00000017189	1440	1099	1193	588	1200	1471
ENSGMOG00000017212	1424	792	1219	866	1272	1832
ENSGMOG00000017241	0	0	0	0	0	0
ENSGMOG00000017286	96	67	153	36	69	66
ENSGMOG00000021155	0	0	0	0	0	0
ENSGMOG00000017301	266	180	276	246	354	407
ENSGMOG00000017313	40	66	89	238	21	29
ENSGMOG00000017328	1418	594	822	481	1077	1324
ENSGMOG00000017351	10	0	2	3	2	0
ENSGMOG00000017365	0	0	0	0	0	0
ENSGMOG00000017382	59	38	53	92	34	42
ENSGMOG00000018120	12	3	6	0	1	1
ENSGMOG00000018132	1197	493	661	485	1272	1592
ENSGMOG00000018146	582	370	504	389	443	765
ENSGMOG00000018157	11426	2300	7542	4537	15459	17040
ENSGMOG00000018205	20	6	2	4	11	12
ENSGMOG00000018219	202	62	128	107	61	144
ENSGMOG00000018278	87	80	171	95	147	151
ENSGMOG00000018295	1	5	0	0	0	3
ENSGMOG00000018304	387	145	229	329	267	277
ENSGMOG00000018315	477	406	1602	1519	261	407
ENSGMOG00000018343	19	23	31	22	7	3
ENSGMOG00000018366	70	15	12	5	8	17
ENSGMOG00000018387	1329	451	658	551	572	1214
ENSGMOG00000018407	23	4	8	19	0	11
ENSGMOG00000018413	0	0	1	1	0	0
ENSGMOG00000018433	719	489	650	529	498	733
ENSGMOG00000018441	235	128	436	136	61	42
ENSGMOG00000018473	975	449	694	559	637	764
ENSGMOG00000018502	3	0	1	0	0	3
ENSGMOG00000018535	6	0	0	0	0	2
ENSGMOG00000007179	921	438	521	577	749	1332
ENSGMOG00000007191	151	125	86	42	55	77
ENSGMOG00000007286	42	14	12	6	14	1
ENSGMOG00000007394	274	116	127	93	251	92
ENSGMOG00000007411	37	17	31	8	44	48
ENSGMOG00000007417	1	2	6	4	11	19
ENSGMOG00000007424	15	0	7	10	17	17
ENSGMOG00000007430	0	0	0	0	0	0
ENSGMOG00000020360	1	0	3	1	0	5
ENSGMOG00000007431	1537	893	1915	1410	1334	1479
ENSGMOG00000007445	628	409	519	514	576	617
ENSGMOG00000007463	14	103	142	105	23	10
ENSGMOG00000020683	0	0	0	0	0	0
ENSGMOG00000007468	308	145	241	119	404	465
ENSGMOG00000007476	5	7	6	2	2	0
ENSGMOG00000007482	11	2	4	11	4	8
ENSGMOG00000007484	124	39	86	54	105	122
ENSGMOG00000007488	372	283	400	378	278	374
ENSGMOG00000007495	426	285	344	280	384	379
ENSGMOG00000007504	101	183	219	263	65	38
ENSGMOG00000007508	1	0	0	0	0	0
ENSGMOG00000007525	0	0	0	0	0	0
ENSGMOG00000007532	0	0	1	5	7	0
ENSGMOG00000007542	10624	3757	6422	8375	4552	4075
ENSGMOG00000007562	1441	1621	2270	1663	918	1576
ENSGMOG00000007579	2136	980	2068	1315	3902	4607
ENSGMOG00000007605	412	156	366	242	671	975
ENSGMOG00000007615	2806	1726	1653	1272	3041	3586
ENSGMOG00000019168	5	0	0	0	0	0
ENSGMOG00000019179	1161	344	589	382	980	1027
ENSGMOG00000019201	48	0	3	0	3	2
ENSGMOG00000019223	0	0	0	0	0	0
ENSGMOG00000019226	21	3	7	10	2	12
ENSGMOG00000019242	0	0	0	2	0	1
ENSGMOG00000019254	7	1	11	7	8	7
ENSGMOG00000019265	142	102	104	76	95	110
ENSGMOG00000019267	924	574	897	367	594	815
ENSGMOG00000019280	1043	548	1134	1149	216	268
ENSGMOG00000019285	0	2	2	3	0	1
ENSGMOG00000019293	282	187	197	127	357	434
ENSGMOG00000019297	28	6	7	10	12	9
ENSGMOG00000019311	309	178	472	263	101	273
ENSGMOG00000019315	623	238	549	274	597	790
ENSGMOG00000019332	3	2	6	0	0	2
ENSGMOG00000003479	1888	1058	1632	1117	1417	1624
ENSGMOG00000003495	0	0	0	0	0	0
ENSGMOG00000003500	377	81	171	118	330	388
ENSGMOG00000003516	664	279	502	249	485	615
ENSGMOG00000003543	327	166	182	68	148	244
ENSGMOG00000003564	62	3	1	0	19	36
ENSGMOG00000003579	760	956	723	606	369	507
ENSGMOG00000003586	688	234	397	305	510	613
ENSGMOG00000003655	0	0	0	0	1	0
ENSGMOG00000003674	119	22	18	27	27	23
ENSGMOG00000003701	3313	553	1365	290	2092	1852
ENSGMOG00000003881	69	58	91	61	33	44
ENSGMOG00000003901	69	17	32	32	59	63
ENSGMOG00000003943	492	289	692	725	146	283
ENSGMOG00000003974	0	0	0	0	1	0
ENSGMOG00000004051	0	1	1	0	0	0
ENSGMOG00000004106	13	1	10	2	3	7
ENSGMOG00000004122	80	53	62	55	55	113
ENSGMOG00000004147	246	162	174	145	181	402
ENSGMOG00000004188	4671	1627	2148	1331	4924	6099
ENSGMOG00000004251	1	1	7	4	1	0
ENSGMOG00000004262	522	244	249	253	460	628
ENSGMOG00000004286	312	97	128	107	222	304
ENSGMOG00000021682	79	92	95	102	39	52
ENSGMOG00000004294	764	711	955	744	494	634
ENSGMOG00000004317	3370	1467	1468	1080	2812	3412
ENSGMOG00000004336	1170	692	884	1515	860	847
ENSGMOG00000004388	2427	1081	1463	1435	2018	3054
ENSGMOG00000022108	8	2	3	7	7	11
ENSGMOG00000004439	426	170	363	210	276	327
ENSGMOG00000004461	370	376	1012	210	336	246
ENSGMOG00000019727	712	460	331	184	330	579
ENSGMOG00000010588	347	190	573	483	280	207
ENSGMOG00000010620	498	195	293	157	541	659
ENSGMOG00000010632	1387	1076	1654	1044	1061	1029
ENSGMOG00000010642	14	47	28	24	9	5
ENSGMOG00000010650	5	8	14	9	10	14
ENSGMOG00000010669	320	132	129	121	301	379
ENSGMOG00000010684	61	16	61	42	51	36
ENSGMOG00000010732	742	450	501	473	302	348
ENSGMOG00000010742	1	8	2	7	0	0
ENSGMOG00000010750	102	41	189	173	34	30
ENSGMOG00000010765	1001	347	2030	2226	726	324
ENSGMOG00000010781	30	3	1	3	12	6
ENSGMOG00000010801	1436	595	591	414	1521	1684
ENSGMOG00000010819	942	459	587	636	803	1071
ENSGMOG00000010844	8	8	36	20	3	5
ENSGMOG00000010866	57	44	22	26	39	21
ENSGMOG00000010878	1453	618	1553	1147	790	938
ENSGMOG00000010897	3133	1217	1943	1796	581	332
ENSGMOG00000010928	275	88	118	175	30	7
ENSGMOG00000010940	54	15	87	30	35	70
ENSGMOG00000010961	101	0	4	4	23	8
ENSGMOG00000010974	15875	7626	11347	11161	16544	20998
ENSGMOG00000010999	1054	160	220	248	879	682
ENSGMOG00000011006	1390	691	230	278	534	304
ENSGMOG00000011018	4	4	1	1	0	0
ENSGMOG00000011029	18	1	9	10	13	13
ENSGMOG00000011045	440	249	225	227	345	412
ENSGMOG00000011055	113	32	58	74	3	15
ENSGMOG00000011069	4	0	1	3	0	0
ENSGMOG00000011075	13	2	4	5	12	11
ENSGMOG00000011145	148	31	100	57	29	212
ENSGMOG00000006005	865	735	2000	506	724	1267
ENSGMOG00000006018	11781	7729	9018	7049	14278	16064
ENSGMOG00000006031	878	402	567	288	772	853
ENSGMOG00000006080	1535	519	877	440	1980	2556
ENSGMOG00000006092	827	116	59	55	246	120
ENSGMOG00000006099	1260	405	254	241	933	1034
ENSGMOG00000006111	2016	1615	674	1198	1374	1218
ENSGMOG00000006130	872	423	426	386	768	870
ENSGMOG00000006148	79	19	30	27	28	17
ENSGMOG00000006172	28103	13722	14308	1983	10258	17489
ENSGMOG00000006192	1100	741	867	548	744	1091
ENSGMOG00000006204	1640	1686	2844	1528	3220	5664
ENSGMOG00000006209	12	4	8	1	63	65
ENSGMOG00000006231	159	76	98	22	410	352
ENSGMOG00000006252	1755	747	1072	794	1549	1784
ENSGMOG00000006279	1050	425	785	404	696	904
ENSGMOG00000006314	19	7	3	2	3	4
ENSGMOG00000006327	56	15	35	19	26	27
ENSGMOG00000006351	2962	2161	2310	1360	1471	1832
ENSGMOG00000006406	241	202	410	153	210	205
ENSGMOG00000006422	214	273	370	203	74	116
ENSGMOG00000006437	0	0	1	1	0	4
ENSGMOG00000006447	256	142	336	328	286	293
ENSGMOG00000006459	68	279	264	63	126	201
ENSGMOG00000006473	1244	335	498	318	954	1085
ENSGMOG00000006504	380	86	164	326	62	2
ENSGMOG00000003903	0	0	0	0	0	0
ENSGMOG00000003933	0	0	0	0	0	0
ENSGMOG00000003940	308	286	448	189	157	362
ENSGMOG00000003971	12342	4326	5314	4977	4767	4638
ENSGMOG00000004034	75	186	166	108	4	138
ENSGMOG00000004073	1282	337	1033	476	745	1171
ENSGMOG00000004117	1351	272	192	379	340	238
