ID	sample_4	sample_9	sample_15	sample_21	sample_34	sample_40	sample_47
ENSGMOG00000001992	52	19	25	21	33	64	36
ENSGMOG00000002001	10	14	7	4	28	56	36
ENSGMOG00000002028	7596	7053	4493	2239	4126	3548	11441
ENSGMOG00000021468	2	4	2	0	0	0	0
ENSGMOG00000021124	0	0	0	0	3	0	0
ENSGMOG00000002096	537	388	348	421	295	742	541
ENSGMOG00000002114	106	189	273	130	370	487	440
ENSGMOG00000002168	9084	8921	11283	20761	5709	12397	12816
ENSGMOG00000002197	49	32	23	27	25	44	31
ENSGMOG00000002229	168	171	191	119	82	621	572
ENSGMOG00000002251	0	92	0	15	1	0	0
ENSGMOG00000002294	3	0	0	0	0	0	0
ENSGMOG00000002332	2	0	0	0	1	1	0
ENSGMOG00000002348	0	0	0	0	0	0	0
ENSGMOG00000002364	1	0	2	0	2	1	0
ENSGMOG00000002382	4090	3649	1887	2378	2524	1623	2618
ENSGMOG00000002453	435	411	282	330	345	682	629
ENSGMOG00000002480	63	4	18	7	7	5	52
ENSGMOG00000002494	0	0	12	0	1	0	0
ENSGMOG00000021284	101	32	71	30	72	101	53
ENSGMOG00000002504	434	224	225	267	154	189	200
ENSGMOG00000002518	439	386	85	223	111	82	185
ENSGMOG00000002559	94	164	197	86	18	259	126
ENSGMOG00000004815	1615	1805	443	305	476	1150	1715
ENSGMOG00000004887	26	29	8	25	32	26	5
ENSGMOG00000004926	97	301	267	193	381	171	62
ENSGMOG00000004952	282	203	216	234	310	718	332
ENSGMOG00000004958	498	460	302	481	660	838	485
ENSGMOG00000004965	689	812	1371	781	996	1328	1188
ENSGMOG00000004982	745	816	644	972	736	923	863
ENSGMOG00000004995	1177	273	137	39	174	143	178
ENSGMOG00000005028	1843	1683	695	1409	909	1240	765
ENSGMOG00000005033	867	599	698	720	698	1632	2020
ENSGMOG00000005050	235	127	219	181	162	700	697
ENSGMOG00000005097	1760	1193	1293	1505	1213	3017	2309
ENSGMOG00000020062	16	1	3	1	1	1	1
ENSGMOG00000007284	122	77	158	61	110	79	135
ENSGMOG00000007293	1965	2378	1615	2565	1296	1360	1285
ENSGMOG00000007298	7493	527	579	534	197	282	473
ENSGMOG00000007315	358	139	133	51	103	360	136
ENSGMOG00000007352	206	218	175	122	237	227	375
ENSGMOG00000007360	7	4	19	2	20	8	6
ENSGMOG00000007371	678	469	362	386	423	756	971
ENSGMOG00000007386	837	837	565	321	590	344	517
ENSGMOG00000007398	693	540	612	324	781	1112	1211
ENSGMOG00000007405	12	25	17	4	24	23	61
ENSGMOG00000007413	6537	7072	2013	6227	2873	4896	5762
ENSGMOG00000007423	445	700	309	473	469	895	764
ENSGMOG00000007432	607	584	540	626	466	555	797
ENSGMOG00000007455	585	477	495	521	502	778	1238
ENSGMOG00000007464	46	43	35	56	69	60	75
ENSGMOG00000007469	1491	1352	1041	1036	1486	789	1506
ENSGMOG00000007480	522	406	510	1192	399	475	460
ENSGMOG00000007489	4	1	5	4	1	4	9
ENSGMOG00000007493	432	190	358	281	286	497	444
ENSGMOG00000007500	130	96	110	142	93	309	235
ENSGMOG00000007505	6802	3694	7196	2472	2859	2672	3467
ENSGMOG00000007511	40	27	22	26	35	58	103
ENSGMOG00000007513	798	684	680	1151	401	2024	1625
ENSGMOG00000018561	34	17	20	22	10	30	62
ENSGMOG00000018581	443	269	378	248	157	603	578
ENSGMOG00000018602	38	24	38	40	35	199	140
ENSGMOG00000018613	1	0	0	0	1	0	1
ENSGMOG00000008599	116	45	125	59	24	13	78
ENSGMOG00000008605	0	0	1	0	0	0	0
ENSGMOG00000008611	1	0	2	0	0	0	0
ENSGMOG00000008648	302	203	90	66	118	160	296
ENSGMOG00000008691	3	0	0	0	0	0	1
ENSGMOG00000008713	297	518	293	371	472	609	479
ENSGMOG00000021455	1	0	0	0	1	0	0
ENSGMOG00000008724	10	1	19	5	9	2	7
ENSGMOG00000019849	337	77	309	84	50	64	127
ENSGMOG00000008801	765	712	712	779	462	692	836
ENSGMOG00000008745	3448	2173	2090	2616	1348	2852	3551
ENSGMOG00000008756	4	35	6	6	0	6	14
ENSGMOG00000008763	359	240	284	264	205	621	581
ENSGMOG00000008775	8642	11076	33905	16766	33660	8615	9143
ENSGMOG00000008798	375	282	649	584	418	858	628
ENSGMOG00000008803	1306	1035	951	701	1054	401	675
ENSGMOG00000008833	134	104	51	47	104	213	361
ENSGMOG00000008836	115	183	171	251	300	161	190
ENSGMOG00000008857	1122	382	672	441	284	1042	1014
ENSGMOG00000008873	458	310	451	365	240	536	623
ENSGMOG00000005512	3	0	1	0	3	3	2
ENSGMOG00000020454	965	268	480	452	174	867	633
ENSGMOG00000005523	346	549	147	269	196	452	374
ENSGMOG00000005543	173	177	148	155	195	347	451
ENSGMOG00000005574	239	530	90	205	190	313	324
ENSGMOG00000005583	0	0	0	0	1	0	0
ENSGMOG00000011584	3	4	0	0	0	2	1
ENSGMOG00000011734	0	0	0	0	0	0	0
ENSGMOG00000011736	7	2	0	2	0	2	10
ENSGMOG00000011745	9	4	1	3	0	2	36
ENSGMOG00000011758	4	1	0	1	0	2	5
ENSGMOG00000009221	2518	2026	1980	2090	1470	5214	4860
ENSGMOG00000009228	7891	10816	13696	9482	8826	10787	8407
ENSGMOG00000009242	13	23	12	9	11	28	54
ENSGMOG00000019878	196	210	61	84	118	20	63
ENSGMOG00000009248	749	1008	343	334	748	515	901
ENSGMOG00000009295	4659	945	2621	1000	688	1703	1790
ENSGMOG00000009341	2	1	1	0	2	0	0
ENSGMOG00000009354	17	2	8	15	6	0	6
ENSGMOG00000009370	32554	19768	19466	19224	14285	8617	11182
ENSGMOG00000009420	12185	9546	10250	9098	7420	4078	6223
ENSGMOG00000020795	0	0	3	9	0	0	0
ENSGMOG00000009697	20	4	4	0	0	0	0
ENSGMOG00000009702	2464	1588	1115	2437	1262	2458	2068
ENSGMOG00000009716	5	6	6	9	4	2	1
ENSGMOG00000009745	3	6	1	3	0	0	1
ENSGMOG00000009764	0	0	0	0	2	0	0
ENSGMOG00000009771	108	131	147	121	137	475	428
ENSGMOG00000009786	8	34	4	18	14	0	9
ENSGMOG00000005685	53	53	50	17	40	52	127
ENSGMOG00000005695	3631	2276	1949	1896	1285	1184	2164
ENSGMOG00000005804	407	261	71	305	51	120	137
ENSGMOG00000005834	4	3	12	1	38	4	2
ENSGMOG00000005843	64	203	72	147	1249	17	5
ENSGMOG00000005848	3	1	4	2	1	0	1
ENSGMOG00000005872	3921	148	911	316	159	290	254
ENSGMOG00000005883	0	0	0	0	0	3	0
ENSGMOG00000005933	3	1	5	4	9	0	3
ENSGMOG00000005966	2804	2820	2048	2160	2392	2356	3084
ENSGMOG00000005984	20	22	6	2	31	13	14
ENSGMOG00000006218	1286	1336	1553	1488	1834	2825	2861
ENSGMOG00000006232	1387	1251	1315	992	1227	2127	2889
ENSGMOG00000020669	0	1	0	0	0	0	0
ENSGMOG00000021369	0	0	0	0	0	0	0
ENSGMOG00000020459	13	18	2	20	54	8	13
ENSGMOG00000006253	225	167	199	239	137	620	659
ENSGMOG00000006274	726	680	867	1011	1063	1265	1299
ENSGMOG00000006284	1351	1288	1009	916	1704	1605	1466
ENSGMOG00000006313	882	769	1091	1071	758	2466	1945
ENSGMOG00000006325	3108	4045	1471	1415	2957	1751	5870
ENSGMOG00000006367	453	382	374	457	152	172	327
ENSGMOG00000017210	0	0	0	0	0	0	0
ENSGMOG00000017220	0	0	0	0	0	0	0
ENSGMOG00000017225	19	3	1	0	3	0	0
ENSGMOG00000017237	111	28	5	31	36	47	92
ENSGMOG00000017381	1989	845	1595	931	1418	1280	1314
ENSGMOG00000017473	1943	2076	2739	2499	2301	3209	2631
ENSGMOG00000017485	1	6	0	1	2	2	4
ENSGMOG00000017536	477	480	325	351	353	670	837
ENSGMOG00000017591	2	1	25	3	1	0	3
ENSGMOG00000017658	1	3	1	0	0	3	11
ENSGMOG00000017688	1229	1023	628	799	935	1894	1314
ENSGMOG00000017702	4763	4187	3750	1509	2401	3154	8054
ENSGMOG00000017801	702	475	1331	317	842	321	409
ENSGMOG00000017992	219	204	242	188	140	712	552
ENSGMOG00000017993	1	8	0	8	16	9	15
ENSGMOG00000005739	44	72	39	56	117	24	50
ENSGMOG00000005757	22	6	23	5	6	13	12
ENSGMOG00000005781	330	272	191	188	167	309	385
ENSGMOG00000005790	3	9	22	2	1	35	23
ENSGMOG00000005806	1085	831	578	782	365	769	820
ENSGMOG00000005819	1544	889	899	1798	597	2743	2229
ENSGMOG00000005826	95	94	68	90	74	155	113
ENSGMOG00000005844	644	469	282	351	196	502	712
ENSGMOG00000005865	582	1431	620	957	2107	310	521
ENSGMOG00000010276	47	64	109	49	64	125	148
ENSGMOG00000010287	666	358	277	240	156	539	907
ENSGMOG00000010306	155	121	152	82	74	187	343
ENSGMOG00000010362	178	145	103	137	109	551	420
ENSGMOG00000010375	3418	2944	3008	3079	2271	1868	2949
ENSGMOG00000010397	4	0	2	1	0	0	0
ENSGMOG00000001635	0	1	9	0	23	1	0
ENSGMOG00000001648	4404	6661	867	2305	2284	4077	1303
ENSGMOG00000001683	19	40	9	11	10	25	12
ENSGMOG00000001698	2128	2915	2640	3050	2193	685	847
ENSGMOG00000001732	0	0	4	0	0	2	4
ENSGMOG00000001738	798	475	993	842	849	1633	1411
ENSGMOG00000001751	1658	632	1049	641	786	883	1509
ENSGMOG00000001762	28	18	12	5	3	10	8
ENSGMOG00000001782	422	408	393	523	238	791	625
ENSGMOG00000001797	78	39	18	62	15	23	45
ENSGMOG00000001813	1140	1175	1155	1655	641	1984	1785
ENSGMOG00000013741	0	0	0	0	0	0	0
ENSGMOG00000013753	531	701	580	1032	528	570	651
ENSGMOG00000020512	0	2	0	2	0	0	0
ENSGMOG00000020513	0	0	0	0	0	0	0
ENSGMOG00000013849	2	2	0	0	0	0	0
ENSGMOG00000013930	240	210	39	33	26	43	37
ENSGMOG00000014002	108	100	47	74	89	112	90
ENSGMOG00000021453	1	0	0	0	0	0	0
ENSGMOG00000021972	76	43	13	27	17	66	32
ENSGMOG00000014116	296	306	268	415	203	778	710
ENSGMOG00000003805	2	1	8	0	0	1	0
ENSGMOG00000003868	7373	1292	2812	1209	677	1842	3400
ENSGMOG00000003919	29	3	9	2	14	2	16
ENSGMOG00000003959	51	72	126	82	88	151	101
ENSGMOG00000003977	2	8	1	0	9	5	1
ENSGMOG00000020021	2	0	4	0	0	0	1
ENSGMOG00000004016	9656	8552	5433	9636	9245	76648	16705
ENSGMOG00000004031	692	367	529	351	248	845	1242
ENSGMOG00000004067	54	109	86	99	86	86	88
ENSGMOG00000004100	1614544	1825627	2347762	1050801	1114063	735737	1032427
ENSGMOG00000004121	315	288	211	189	209	496	735
ENSGMOG00000004220	1281	1140	679	920	485	1013	1723
ENSGMOG00000004278	1739	1139	675	629	604	970	1710
ENSGMOG00000004327	7	0	0	0	0	0	0
ENSGMOG00000004354	35	18	7	21	23	38	22
ENSGMOG00000004401	1063	1560	1050	1719	1451	3042	2935
ENSGMOG00000004413	10	2	1	0	0	0	0
ENSGMOG00000011368	551	157	244	80	97	244	146
ENSGMOG00000011382	451	100	314	158	108	164	152
ENSGMOG00000011385	5	0	6	0	1	8	14
ENSGMOG00000011402	1080	676	318	258	416	628	735
ENSGMOG00000011413	366	130	907	209	148	787	911
ENSGMOG00000011422	528	826	731	2140	3355	379	212
ENSGMOG00000011428	735	649	862	563	513	1257	1420
ENSGMOG00000011453	18	11	26	10	9	39	79
ENSGMOG00000011465	22	21	38	10	7	19	11
ENSGMOG00000011474	136	40	38	67	22	3	34
ENSGMOG00000011479	27	41	58	35	31	89	132
ENSGMOG00000011495	438	383	536	681	402	1317	1021
ENSGMOG00000020144	953	1233	542	869	1358	1363	1195
ENSGMOG00000011513	24	10	7	0	3	11	11
ENSGMOG00000011526	97	27	74	32	3	35	61
ENSGMOG00000010769	91	87	118	66	51	75	177
ENSGMOG00000010790	2481	2245	740	3343	2315	1869	880
ENSGMOG00000010798	3452	3600	4470	5872	5318	4274	3130
ENSGMOG00000010809	2549	2233	1382	882	1388	1207	3318
ENSGMOG00000010839	11	6	3	2	1	9	27
ENSGMOG00000010849	566	365	495	654	1074	440	683
ENSGMOG00000010860	620	609	148	335	547	627	958
ENSGMOG00000010890	412	276	230	259	118	378	545
ENSGMOG00000010898	546	587	506	591	475	691	860
ENSGMOG00000010913	0	0	0	0	0	0	0
ENSGMOG00000010916	0	0	0	0	0	0	0
ENSGMOG00000010923	645	756	321	540	628	325	388
ENSGMOG00000010944	476	835	297	839	584	285	238
ENSGMOG00000010947	0	0	0	0	0	0	0
ENSGMOG00000010954	72	62	61	104	54	91	56
ENSGMOG00000020118	231	203	344	301	352	466	330
ENSGMOG00000010964	0	1	16	0	0	0	7
ENSGMOG00000010972	28526	3423	9789	8694	7154	8501	8371
ENSGMOG00000018989	116	150	913	167	340	99	69
ENSGMOG00000018996	0	1	1	0	15	0	0
ENSGMOG00000019008	34	47	403	18	80	3	8
ENSGMOG00000019080	507	307	454	342	235	868	949
ENSGMOG00000019092	437	308	356	395	200	730	625
ENSGMOG00000019103	398	311	363	368	262	953	677
ENSGMOG00000019118	2167	1722	1491	1664	1166	3584	3791
ENSGMOG00000020788	0	0	0	0	0	0	0
ENSGMOG00000019133	65	455	45	96	320	71	62
ENSGMOG00000019146	250	172	233	261	215	564	360
ENSGMOG00000019160	582	89	70	91	96	21	76
ENSGMOG00000019163	89	32	26	10	38	69	74
ENSGMOG00000019196	0	0	12	6	22	64	22
ENSGMOG00000019203	17067	10517	18023	14741	8746	13001	23099
ENSGMOG00000019212	11929	632	992	775	269	94	178
ENSGMOG00000019225	1718	1806	1759	1572	1358	3595	3393
ENSGMOG00000019232	146	74	36	50	20	112	155
ENSGMOG00000019243	133	100	142	186	94	334	299
ENSGMOG00000019249	0	2	0	0	2	0	0
ENSGMOG00000019258	440	675	318	272	271	428	717
ENSGMOG00000019279	12	2	10	1	1	2	7
ENSGMOG00000019326	3240	2319	1355	1759	1948	2272	2448
ENSGMOG00000019331	940	960	809	772	1343	882	894
ENSGMOG00000019335	25	15	65	5	16	38	33
ENSGMOG00000012901	306	213	60	79	17	120	74
ENSGMOG00000016478	290	268	227	318	380	454	461
ENSGMOG00000016490	7	4	16	1	7	11	11
ENSGMOG00000016504	2591	2888	1788	1365	1096	1263	2752
ENSGMOG00000016568	30	26	45	31	28	127	71
ENSGMOG00000016586	294	212	213	210	118	286	326
ENSGMOG00000016607	39210	34306	55608	62948	24269	58726	63472
ENSGMOG00000016621	0	0	0	1	0	0	1
ENSGMOG00000016629	7	10	25	11	20	21	7
ENSGMOG00000016637	308	181	131	232	131	353	584
ENSGMOG00000016651	489	391	439	582	354	1206	893
ENSGMOG00000016661	1505	1284	1117	728	1332	802	909
ENSGMOG00000016690	9	7	37	20	35	1	9
ENSGMOG00000016702	236	295	288	181	458	91	131
ENSGMOG00000016721	266	169	641	75	50	99	398
ENSGMOG00000016747	154	142	95	80	139	288	244
ENSGMOG00000016770	1610	1256	1327	1269	1297	3422	2982
ENSGMOG00000016777	1505	1992	1008	1306	1373	2952	4140
ENSGMOG00000016831	832	757	442	321	637	402	875
ENSGMOG00000016909	36	28	20	18	16	101	91
ENSGMOG00000016923	3372	2532	1652	2627	2588	3903	3650
ENSGMOG00000017169	1108	1021	673	1007	936	764	635
ENSGMOG00000015680	35	45	76	35	157	9	10
ENSGMOG00000015695	155	140	91	110	97	342	299
ENSGMOG00000015735	539	549	546	335	296	1325	2296
ENSGMOG00000015856	3114	4071	1083	2628	1791	1912	2081
ENSGMOG00000015905	220	187	256	146	223	478	713
ENSGMOG00000015919	443	563	788	752	871	721	635
ENSGMOG00000015940	3364	5787	646	1649	1571	3808	1401
ENSGMOG00000015968	475	1068	219	362	258	1873	543
ENSGMOG00000015979	282	451	145	81	146	100	105
ENSGMOG00000016021	76	14	30	20	7	7	44
ENSGMOG00000016033	609	588	480	270	517	709	789
ENSGMOG00000020317	1	0	0	0	0	0	0
ENSGMOG00000016041	0	0	0	0	0	0	0
ENSGMOG00000009924	61	71	39	57	30	146	140
ENSGMOG00000009930	33	21	25	28	23	52	52
ENSGMOG00000009937	251	256	240	70	220	203	394
ENSGMOG00000009944	67	58	61	23	34	58	148
ENSGMOG00000009950	4	0	0	0	0	2	2
ENSGMOG00000009960	0	3	4	0	1	0	0
ENSGMOG00000009969	46	30	11	20	39	30	32
ENSGMOG00000009987	0	0	0	0	0	0	1
ENSGMOG00000009990	204	205	206	222	151	171	373
ENSGMOG00000010002	1772	1916	1302	2154	1219	6017	4508
ENSGMOG00000010028	16697	12622	3541	6411	9399	15447	22128
ENSGMOG00000010038	1090	845	512	866	572	2803	2361
ENSGMOG00000010050	0	0	0	0	0	0	0
ENSGMOG00000010055	441	403	263	204	246	820	825
ENSGMOG00000010068	0	3	0	3	2	11	0
ENSGMOG00000010075	48	59	32	44	41	194	130
ENSGMOG00000010093	41	23	8	8	3	40	11
ENSGMOG00000010097	1489	639	375	339	124	462	522
ENSGMOG00000010205	17822	21536	10124	23908	9331	9493	9683
ENSGMOG00000010217	4961	7399	4948	7795	4158	3111	3712
ENSGMOG00000003994	8274	347	484	92	110	59	596
ENSGMOG00000004182	287	165	203	198	204	403	277
ENSGMOG00000004194	4721	3404	2628	932	2757	2333	2035
ENSGMOG00000004246	141	63	107	102	109	205	258
ENSGMOG00000004305	484	356	327	186	308	486	520
ENSGMOG00000021088	0	0	0	0	0	0	0
ENSGMOG00000004340	176	281	174	169	286	314	434
ENSGMOG00000004349	349	421	351	354	325	403	477
ENSGMOG00000004370	1225	546	352	284	236	182	592
ENSGMOG00000004494	834	1328	796	1005	804	319	409
ENSGMOG00000004517	0	2	0	0	0	0	0
ENSGMOG00000008203	349	633	1800	518	2315	144	248
ENSGMOG00000008211	0	2	6	6	4	6	1
ENSGMOG00000008214	0	1	0	0	0	0	0
ENSGMOG00000008216	1	1	6	0	4	0	0
ENSGMOG00000008222	66	44	40	22	35	64	65
ENSGMOG00000008229	4	1	7	0	0	1	1
ENSGMOG00000008230	23	68	155	61	95	37	46
ENSGMOG00000008237	6	12	3	21	2	35	3
ENSGMOG00000008241	57	20	2	5	5	23	15
ENSGMOG00000008245	1024	706	462	698	261	602	1376
ENSGMOG00000008249	524	97	282	107	115	381	514
ENSGMOG00000008252	7	0	28	3	1	2	1
ENSGMOG00000008256	0	0	0	0	0	0	0
ENSGMOG00000008259	165	56	110	42	31	75	140
ENSGMOG00000008263	12	2	16	3	4	3	18
ENSGMOG00000008266	305	183	225	125	147	260	387
ENSGMOG00000008269	569	186	515	156	76	332	626
ENSGMOG00000001099	1974	1585	1358	1230	1327	2198	2690
ENSGMOG00000001125	1022	682	804	1072	558	1775	1456
ENSGMOG00000001137	1	0	2	2	0	2	0
ENSGMOG00000001166	11	10	25	10	5	50	6
ENSGMOG00000001177	2	0	0	0	0	13	1
ENSGMOG00000001446	0	3	11	7	0	2	6
ENSGMOG00000001515	112	12	15	6	3	1	14
ENSGMOG00000001602	1604	1552	1429	2527	1574	2399	1825
ENSGMOG00000001613	717	678	782	768	750	1472	1231
ENSGMOG00000001630	223	156	179	270	203	1147	1394
ENSGMOG00000001647	16061	13871	18351	18466	20641	27336	24528
ENSGMOG00000021017	4	7	27	19	21	11	12
ENSGMOG00000021532	0	1	24	34	2	2	2
ENSGMOG00000001682	394	655	474	284	407	301	955
ENSGMOG00000005059	24	1	38	54	25	72	37
ENSGMOG00000005066	0	0	0	0	0	0	0
ENSGMOG00000005098	233	258	345	226	279	578	729
ENSGMOG00000005115	1793	1290	763	992	758	1409	1775
ENSGMOG00000005137	413	298	388	300	253	647	737
ENSGMOG00000005148	56	39	38	28	23	71	80
ENSGMOG00000005167	1523	1622	1224	1064	1467	916	2177
ENSGMOG00000005265	25	13	11	5	6	7	7
ENSGMOG00000020480	167	383	154	299	379	501	430
ENSGMOG00000013048	2110	2352	2182	2633	1653	6046	6075
ENSGMOG00000013056	2206	2151	1755	2143	1571	3096	3583
ENSGMOG00000013074	0	0	6	0	6	2	0
ENSGMOG00000013090	825	541	401	437	383	1481	1456
ENSGMOG00000013099	759	903	684	1065	739	959	868
ENSGMOG00000013102	3156	3463	1180	2563	1946	8580	5548
ENSGMOG00000013125	713	549	407	298	245	488	834
ENSGMOG00000013166	69	41	38	45	21	76	61
ENSGMOG00000013182	886	1021	994	984	1273	1483	2392
ENSGMOG00000013196	559	219	264	144	104	159	214
ENSGMOG00000013218	2927	3017	1930	2694	1844	4734	3572
ENSGMOG00000013225	42	52	45	24	42	67	60
ENSGMOG00000013233	23	39	41	40	24	20	19
ENSGMOG00000013246	48	50	62	50	47	76	61
ENSGMOG00000013257	19	14	28	1	11	8	17
ENSGMOG00000013294	29	17	56	41	34	20	52
ENSGMOG00000013297	4556	3737	1306	2019	1967	2271	3129
ENSGMOG00000013318	120	144	169	173	154	419	365
ENSGMOG00000013327	971	732	940	1369	776	1498	2599
ENSGMOG00000013351	454	348	178	176	102	337	478
ENSGMOG00000013380	441	311	298	267	222	661	640
ENSGMOG00000013414	9	3	10	3	6	5	21
ENSGMOG00000013428	142	110	195	115	120	326	434
ENSGMOG00000013440	1444	1520	997	1132	1367	754	1608
ENSGMOG00000013491	183	588	601	678	765	119	121
ENSGMOG00000013510	106	133	139	238	165	275	252
ENSGMOG00000013515	6	1	0	20	3	9	3
ENSGMOG00000013524	667	473	575	479	354	1620	1689
ENSGMOG00000013551	19	29	33	19	12	30	55
ENSGMOG00000005924	110	136	136	62	109	207	273
ENSGMOG00000005943	120	144	66	103	85	158	186
ENSGMOG00000005964	0	0	3	1	3	0	1
ENSGMOG00000005968	93	46	41	54	1	45	98
ENSGMOG00000005976	423	414	262	123	564	162	505
ENSGMOG00000006015	3	0	2	3	3	2	5
ENSGMOG00000006442	2	0	9	3	1	0	3
ENSGMOG00000001039	681	403	240	276	62	191	449
ENSGMOG00000001067	66	19	12	9	9	1	7
ENSGMOG00000001092	7401	4312	2316	5579	2008	5662	4948
ENSGMOG00000001107	0	0	0	0	0	0	0
ENSGMOG00000001134	1	0	0	0	4	0	0
ENSGMOG00000001141	45	28	42	65	16	33	104
ENSGMOG00000001154	1357	465	860	774	496	1292	955
ENSGMOG00000001169	2863	374	378	493	473	523	785
ENSGMOG00000001210	118	94	59	122	67	449	320
ENSGMOG00000001226	1524	1852	941	1147	1508	2191	1244
ENSGMOG00000001249	160	35	24	44	30	65	32
ENSGMOG00000019938	2101	5768	27748	15771	4289	11697	13752
ENSGMOG00000001282	3	16	1	9	0	4	44
ENSGMOG00000001289	36	11	1	12	1	2	25
ENSGMOG00000019941	262	240	221	253	178	314	241
ENSGMOG00000001302	0	0	2	0	0	0	0
ENSGMOG00000001322	2	0	1	2	0	3	0
ENSGMOG00000001326	58	2	93	2	23	16	18
ENSGMOG00000001344	2322	1615	1751	1562	1039	1955	2595
ENSGMOG00000001400	8570	2410	1257	1922	1013	30361	3058
ENSGMOG00000001431	2065	624	222	511	316	11611	947
ENSGMOG00000001717	6	0	10	1	9	13	5
ENSGMOG00000015957	2	1	22	7	45	3	4
ENSGMOG00000016065	1104	1823	682	910	1158	1350	1655
ENSGMOG00000016084	1842	1504	702	811	896	858	1586
ENSGMOG00000020333	31	138	16	30	5	30	36
ENSGMOG00000016136	402	384	569	433	261	1178	1106
ENSGMOG00000016168	361	263	296	246	248	411	503
ENSGMOG00000016185	82	35	29	34	28	72	217
ENSGMOG00000016221	238	106	208	104	133	158	225
ENSGMOG00000016238	235	542	344	402	540	249	201
ENSGMOG00000016257	0	0	0	0	0	0	0
ENSGMOG00000016273	3	4	2	7	21	12	12
ENSGMOG00000016288	0	0	0	0	0	1	0
ENSGMOG00000016297	1	11	5	7	4	2	6
ENSGMOG00000016303	0	0	5	2	1	0	0
ENSGMOG00000016334	104	356	93	312	346	1157	817
ENSGMOG00000016357	106	141	153	108	127	185	381
ENSGMOG00000016376	307	321	248	204	233	557	1013
ENSGMOG00000016446	6	12	1	1	0	33	26
ENSGMOG00000005712	920	526	442	680	290	381	416
ENSGMOG00000005734	1	0	0	1	2	0	1
ENSGMOG00000005761	1	7	10	2	18	1	11
ENSGMOG00000005778	1305	824	676	717	616	885	1007
ENSGMOG00000005809	1151	1458	689	1478	1105	466	906
ENSGMOG00000005845	5345	3217	3140	2901	2096	4027	5814
ENSGMOG00000005857	11	10	4	9	1	2	19
ENSGMOG00000005867	722	453	485	529	275	764	887
ENSGMOG00000005890	2	1	0	1	1	1	4
ENSGMOG00000005901	341	451	168	313	281	366	306
ENSGMOG00000005909	2397	873	843	583	505	1279	1340
ENSGMOG00000005954	9229	6373	7165	6163	5754	8780	13313
ENSGMOG00000005991	89	171	157	288	279	150	49
ENSGMOG00000006008	194	297	675	795	519	455	293
ENSGMOG00000006017	698	620	776	874	674	1007	966
ENSGMOG00000005335	18	48	2	25	101	22	192
ENSGMOG00000005353	0	0	0	0	0	0	0
ENSGMOG00000020442	111	148	68	166	93	164	143
ENSGMOG00000011728	13	30	76	41	123	117	77
ENSGMOG00000011740	0	3	2	0	0	2	0
ENSGMOG00000011746	2353	2529	1913	2243	1788	5172	5534
ENSGMOG00000011766	216	179	182	259	115	371	333
ENSGMOG00000011771	957	1450	619	651	1229	875	1277
ENSGMOG00000011785	766	644	830	1009	653	2063	1752
ENSGMOG00000011797	1	2	6	5	0	2	5
ENSGMOG00000016842	1	4	0	0	9	0	1
ENSGMOG00000021095	0	0	0	0	0	0	0
ENSGMOG00000015631	144	59	78	14	25	160	35
ENSGMOG00000015675	0	0	0	25	1	0	0
ENSGMOG00000015696	555	345	447	248	233	586	738
ENSGMOG00000015718	804	552	620	425	645	874	669
ENSGMOG00000015733	25	39	21	27	58	54	22
ENSGMOG00000015758	106	83	58	32	17	28	51
ENSGMOG00000020315	1	7	4	3	4	2	3
ENSGMOG00000015813	54	35	31	7	34	38	55
ENSGMOG00000002618	75	94	76	39	103	48	76
ENSGMOG00000002692	162	145	175	136	156	192	251
ENSGMOG00000002767	2	5	0	0	0	0	0
ENSGMOG00000020205	50	34	28	126	80	21	11
ENSGMOG00000020206	1	0	0	0	0	0	2
ENSGMOG00000017824	544	92	188	92	150	135	84
ENSGMOG00000017839	641	755	519	1329	652	735	705
ENSGMOG00000017858	0	0	1	0	0	0	0
ENSGMOG00000017864	1	0	0	0	0	0	1
ENSGMOG00000017869	0	0	0	0	0	0	0
ENSGMOG00000017875	0	0	0	0	0	0	0
ENSGMOG00000017882	1	1	5	0	1	0	3
ENSGMOG00000017889	0	0	0	0	0	0	0
ENSGMOG00000017893	5	3	1	0	15	2	1
ENSGMOG00000017901	8	3	5	0	4	1	5
ENSGMOG00000020797	0	0	0	0	0	0	0
ENSGMOG00000017915	0	11	14	2	1	6	3
ENSGMOG00000019854	1	0	10	0	0	0	0
ENSGMOG00000017920	0	0	3	0	0	1	5
ENSGMOG00000017935	0	0	0	0	0	0	0
ENSGMOG00000017941	464	448	267	470	454	578	494
ENSGMOG00000017950	5138	5170	4066	3971	3773	5489	5675
ENSGMOG00000017969	26	77	45	15	167	32	12
ENSGMOG00000017991	1038	571	755	896	510	1217	1157
ENSGMOG00000018005	183	129	99	180	117	520	365
ENSGMOG00000019856	738	624	296	668	216	1296	760
ENSGMOG00000007920	453	1032	775	977	1313	100	282
ENSGMOG00000017936	1107	830	497	793	563	456	837
ENSGMOG00000017968	2	1	1	1	1	3	0
ENSGMOG00000017987	424	572	270	397	343	519	516
ENSGMOG00000020891	0	0	0	0	0	0	0
ENSGMOG00000003746	279	353	383	119	701	197	654
ENSGMOG00000003768	363	157	200	141	69	194	439
ENSGMOG00000003822	6	5	4	1	4	1	2
ENSGMOG00000003858	223	194	156	327	160	484	372
