ID	sample_11	sample_17	sample_24	sample_30	sample_37	sample_50
ENSGMOG00000001760	0	0	0	0	3	0
ENSGMOG00000001784	0	0	0	0	1	0
ENSGMOG00000001815	0	0	0	0	0	0
ENSGMOG00000001821	216	70	51	125	50	0
ENSGMOG00000001848	3640	2206	2749	2193	4218	1090
ENSGMOG00000001887	0	0	0	0	0	0
ENSGMOG00000002398	6401	5281	6738	3987	5543	6946
ENSGMOG00000002427	1113	932	1247	794	966	500
ENSGMOG00000002449	5324	5136	5492	1928	4768	6970
ENSGMOG00000009164	2714	1823	1720	1576	1589	361
ENSGMOG00000009184	2401	2061	2660	1360	2029	298
ENSGMOG00000009216	1004	803	702	720	649	1705
ENSGMOG00000009225	19	113	68	25	83	6
ENSGMOG00000009232	774	413	386	439	799	48
ENSGMOG00000009259	1358	622	879	668	662	59
ENSGMOG00000009272	328	198	200	186	144	151
ENSGMOG00000009279	784	633	384	273	455	125
ENSGMOG00000009287	86	22	20	26	24	0
ENSGMOG00000021778	0	0	0	0	0	0
ENSGMOG00000006837	408	293	280	246	336	6
ENSGMOG00000006846	73	60	34	14	66	16
ENSGMOG00000006852	2	5	1	4	2	5
ENSGMOG00000006856	2386	2857	2168	2339	1793	483
ENSGMOG00000006867	198	95	126	138	213	34
ENSGMOG00000006889	7980	5117	6034	5892	4889	6533
ENSGMOG00000006901	0	2	0	0	8	0
ENSGMOG00000006917	3	11	0	0	5	0
ENSGMOG00000006927	6419	2345	5908	7441	4072	6227
ENSGMOG00000006939	697	301	218	197	258	469
ENSGMOG00000006976	8	1	0	0	1	0
ENSGMOG00000006981	345	306	107	170	243	229
ENSGMOG00000007012	2782	1264	1102	1418	986	157
ENSGMOG00000018921	8	9	6	1	4	14
ENSGMOG00000018937	2197	1675	1294	1489	1563	4031
ENSGMOG00000018949	812	560	663	587	559	610
ENSGMOG00000018954	409	331	387	381	280	302
ENSGMOG00000018965	1464	859	695	854	1118	1723
ENSGMOG00000018972	474	492	399	323	512	43
ENSGMOG00000018984	72	70	38	20	39	10
ENSGMOG00000018991	1197	386	859	1303	1585	4809
ENSGMOG00000019001	51	28	26	83	67	0
ENSGMOG00000019023	1565	527	670	734	909	55
ENSGMOG00000019033	2056	1893	1615	1226	1237	1882
ENSGMOG00000021997	6	21	28	7	5	0
ENSGMOG00000019038	8	0	2	3	9	0
ENSGMOG00000019052	1002	796	799	664	638	224
ENSGMOG00000019076	2	9	5	4	7	0
ENSGMOG00000019093	370	119	205	81	163	22
ENSGMOG00000019105	1865	1304	1857	875	1138	1593
ENSGMOG00000019110	10	15	13	9	12	9
ENSGMOG00000019117	0	0	0	0	5	5
ENSGMOG00000019135	128	137	73	77	81	91
ENSGMOG00000019142	646	247	586	744	452	179
ENSGMOG00000005411	8	0	1	4	3	0
ENSGMOG00000005441	4	2	2	0	1	10
ENSGMOG00000005447	92	87	97	107	58	52
ENSGMOG00000005473	1507	1882	1373	1157	1642	943
ENSGMOG00000020447	15782	11417	15989	8469	8039	12691
ENSGMOG00000020448	0	0	0	0	0	0
ENSGMOG00000005489	10	18	11	13	15	15
ENSGMOG00000020449	329	211	132	154	217	537
ENSGMOG00000005515	12	24	6	3	17	12
ENSGMOG00000005591	39	19	17	15	16	19
ENSGMOG00000005601	18	16	17	10	19	13
ENSGMOG00000005622	68	62	19	0	24	4
ENSGMOG00000005649	94	19	6	62	21	12
ENSGMOG00000005694	1887	1605	2635	2211	3575	287
ENSGMOG00000021153	2	4	1	2	0	0
ENSGMOG00000021392	0	0	0	1	0	0
ENSGMOG00000021476	0	0	0	0	0	0
ENSGMOG00000005715	3814	1417	2070	2802	3898	293
ENSGMOG00000005744	6683	5224	6602	5025	5867	2554
ENSGMOG00000005764	14	106	16	28	24	25
ENSGMOG00000005771	80	51	88	66	78	10
ENSGMOG00000005807	276	228	172	142	193	437
ENSGMOG00000005825	397	338	182	241	282	400
ENSGMOG00000005861	253	292	213	126	116	122
ENSGMOG00000005885	28	9	7	1	15	0
ENSGMOG00000005897	1	1	0	0	0	0
ENSGMOG00000015295	64	16	15	31	28	0
ENSGMOG00000015322	2	2	1	1	2	0
ENSGMOG00000015485	0	0	0	0	0	0
ENSGMOG00000019953	1188	475	731	666	407	151
ENSGMOG00000019958	0	0	0	0	0	0
ENSGMOG00000015500	0	0	0	1	3	0
ENSGMOG00000015547	264	152	91	121	189	5
ENSGMOG00000019959	75	23	38	38	48	12
ENSGMOG00000015789	5	4	0	13	5	0
ENSGMOG00000015837	316	280	172	136	196	203
ENSGMOG00000015845	0	1	0	0	0	0
ENSGMOG00000019018	26	22	12	42	30	0
ENSGMOG00000019058	1723	790	498	2998	2875	2130
ENSGMOG00000019061	1096	637	803	661	434	159
ENSGMOG00000019070	622	182	203	336	458	64
ENSGMOG00000019072	12	0	17	119	4	4
ENSGMOG00000019078	2	24	2	6	2	0
ENSGMOG00000019085	8	37	10	23	5	14
ENSGMOG00000019111	3	3	0	0	0	0
ENSGMOG00000019115	4122	1639	2378	1717	1715	927
ENSGMOG00000019127	4231	2643	2719	2551	4999	326
ENSGMOG00000019134	4512	1232	2225	2244	3719	181
ENSGMOG00000019140	668	341	464	350	655	1248
ENSGMOG00000019150	23	14	12	8	12	0
ENSGMOG00000019162	93	68	42	38	42	2
ENSGMOG00000018129	457	332	301	331	524	81
ENSGMOG00000018152	389	240	158	189	223	79
ENSGMOG00000018204	148	490	280	179	140	47
ENSGMOG00000018222	155	73	139	97	80	19
ENSGMOG00000018243	1	4	1	2	1	0
ENSGMOG00000018248	460	254	157	191	274	366
ENSGMOG00000018277	545	303	207	365	193	153
ENSGMOG00000018297	2787	2395	2582	1815	1505	888
ENSGMOG00000016340	4431	3250	2769	4012	2237	8403
ENSGMOG00000016356	541	475	336	451	565	58
ENSGMOG00000016389	1468	1677	1408	1420	1772	293
ENSGMOG00000016404	9	6	6	15	5	0
ENSGMOG00000016454	2030	697	1047	1178	1441	480
ENSGMOG00000016466	3062	859	776	1030	1132	34
ENSGMOG00000016496	18	14	7	19	26	4
ENSGMOG00000016520	271	95	105	67	96	1
ENSGMOG00000001370	0	0	0	0	0	0
ENSGMOG00000001387	0	68	0	0	9	0
ENSGMOG00000001398	0	1	0	3	0	0
ENSGMOG00000001403	60	121	68	87	65	4
ENSGMOG00000007766	8	21	10	0	7	0
ENSGMOG00000007773	3	6	0	1	1	0
ENSGMOG00000020798	29	5	38	48	57	10
ENSGMOG00000021884	86	31	129	70	87	29
ENSGMOG00000007775	369	238	170	136	103	38
ENSGMOG00000007777	11	13	7	15	14	0
ENSGMOG00000007783	235	144	69	130	222	1
ENSGMOG00000007784	994	206	521	600	568	535
ENSGMOG00000007791	6	13	1	0	4	0
ENSGMOG00000018238	0	1	0	1	0	0
ENSGMOG00000020272	1	0	0	0	0	0
ENSGMOG00000018249	17	3	10	3	4	0
ENSGMOG00000018255	0	0	0	1	0	0
ENSGMOG00000018269	1	6	11	17	0	0
ENSGMOG00000012544	2695	2140	2373	2943	2112	714
ENSGMOG00000012548	3	8	5	1	1	0
ENSGMOG00000020606	1	3	0	9	0	0
ENSGMOG00000012557	307	206	165	239	336	134
ENSGMOG00000012559	108	57	28	43	124	32
ENSGMOG00000012562	155	171	95	160	144	47
ENSGMOG00000012569	1629	831	1091	827	812	1087
ENSGMOG00000012571	578	487	526	434	454	1050
ENSGMOG00000012573	302	255	232	147	202	548
ENSGMOG00000012575	0	3	0	4	1	0
ENSGMOG00000012577	1037	620	1349	816	962	846
ENSGMOG00000012580	782	438	273	511	727	60
ENSGMOG00000012585	950	631	968	719	790	703
ENSGMOG00000012587	64	87	93	57	54	0
ENSGMOG00000012591	0	0	0	0	0	0
ENSGMOG00000012597	49	45	23	34	27	20
ENSGMOG00000012600	0	3	0	0	0	0
ENSGMOG00000012603	0	0	3	2	11	0
ENSGMOG00000003444	154	16	38	217	12	0
ENSGMOG00000003480	8	3	8	4	2	21
ENSGMOG00000003496	3537	1648	1243	2535	2681	220
ENSGMOG00000003615	203	418	72	87	189	230
ENSGMOG00000003652	419	738	171	154	373	1482
ENSGMOG00000003679	1587	1586	1214	1072	1479	412
ENSGMOG00000003741	0	72	1	0	11	12
ENSGMOG00000003753	1237	867	804	620	777	953
ENSGMOG00000003764	191	184	77	140	185	59
ENSGMOG00000003773	3544	3411	2560	3673	3893	581
ENSGMOG00000003798	70	54	16	204	166	26
ENSGMOG00000003843	405	220	203	157	303	46
ENSGMOG00000004142	2860	2079	1926	2210	2378	1640
ENSGMOG00000004198	3706	5088	3359	4274	2745	6622
ENSGMOG00000004212	905	776	409	522	544	679
ENSGMOG00000004267	0	0	0	0	0	0
ENSGMOG00000004312	728	441	636	444	548	394
ENSGMOG00000004353	105	73	38	62	72	142
ENSGMOG00000004375	113	379	109	96	268	513
ENSGMOG00000004390	360	3002	202	208	297	3543
ENSGMOG00000013615	3175	1640	822	474	353	122
ENSGMOG00000013638	997	785	437	702	927	175
ENSGMOG00000013676	429	374	231	364	270	77
ENSGMOG00000016584	1350	1045	1055	1028	1304	473
ENSGMOG00000016611	192	442	216	359	180	1149
ENSGMOG00000016616	204	231	83	152	192	8
ENSGMOG00000016642	0	4	1	4	2	0
ENSGMOG00000016667	610	448	406	378	384	767
ENSGMOG00000016703	0	0	0	0	0	0
ENSGMOG00000016713	0	0	1	2	0	0
ENSGMOG00000016720	2	3	1	2	0	0
ENSGMOG00000016734	945	573	479	749	1060	89
ENSGMOG00000016805	0	0	0	0	0	0
ENSGMOG00000020380	0	0	0	0	0	0
ENSGMOG00000016816	3	0	0	0	3	5
ENSGMOG00000016835	3	0	0	0	1	5
ENSGMOG00000016855	146	122	73	96	87	58
ENSGMOG00000016875	5688	3739	3473	3987	3591	3423
ENSGMOG00000016907	320	207	244	213	217	483
ENSGMOG00000016918	1	7	0	0	4	0
ENSGMOG00000016936	4	11	6	0	9	3
ENSGMOG00000016964	527	411	59	141	261	12
ENSGMOG00000016982	2754	3658	1309	3472	3497	2529
ENSGMOG00000016998	1076	1079	924	1267	1472	115
ENSGMOG00000017015	2013	1566	1526	1179	1148	1819
ENSGMOG00000020386	43	35	41	57	73	18
ENSGMOG00000017040	173	128	111	150	132	35
ENSGMOG00000017071	253	183	231	150	148	478
ENSGMOG00000017086	1398	1111	1066	1013	969	421
ENSGMOG00000017121	90	78	38	106	133	94
ENSGMOG00000015430	410	277	265	307	444	227
ENSGMOG00000015453	9	6	1	0	0	0
ENSGMOG00000015463	0	0	0	0	0	0
ENSGMOG00000015517	4	1	0	0	0	0
ENSGMOG00000015527	481	398	194	327	298	493
ENSGMOG00000015554	115	16	35	38	40	68
ENSGMOG00000015577	20379	15252	11697	19899	9059	29397
ENSGMOG00000015588	796	1074	407	107	521	161
ENSGMOG00000015687	95	78	19	99	74	31
ENSGMOG00000015719	866	534	791	513	542	397
ENSGMOG00000015742	274	134	103	134	184	40
ENSGMOG00000015752	3863	2400	6431	4026	4059	4074
ENSGMOG00000015761	125	103	61	124	113	141
ENSGMOG00000015785	1302	1202	1035	1050	1370	1065
ENSGMOG00000021562	0	0	0	0	0	0
ENSGMOG00000019978	23	20	4	12	29	4
ENSGMOG00000015801	903	199	383	555	596	348
ENSGMOG00000015859	167	70	59	109	72	287
ENSGMOG00000015871	1040	623	698	502	460	87
ENSGMOG00000015909	1471	772	691	865	975	151
ENSGMOG00000002127	944	1248	342	343	635	287
ENSGMOG00000002172	1802	1545	1188	1279	1012	750
ENSGMOG00000002185	1221	1054	1290	1122	1273	1241
ENSGMOG00000002200	61	121	78	27	52	324
ENSGMOG00000002223	95	22	35	37	27	0
ENSGMOG00000002263	38	30	27	19	24	40
ENSGMOG00000002271	2832	2239	3456	1428	1812	863
ENSGMOG00000002286	3	1	1	0	0	0
ENSGMOG00000002303	13	9	3	3	2	0
ENSGMOG00000002457	909	688	728	529	590	301
ENSGMOG00000002482	190	111	98	148	141	27
ENSGMOG00000002527	1137	24836	3577	4838	5453	18352
ENSGMOG00000002553	490	264	141	505	450	80
ENSGMOG00000002597	864	583	427	462	527	203
ENSGMOG00000002666	22	11	1	4	17	0
ENSGMOG00000002725	8788	12071	10879	6759	9356	1429
ENSGMOG00000002748	93	83	3	13	16	42
ENSGMOG00000002801	577	369	274	404	364	379
ENSGMOG00000002825	20	11	15	8	4	0
ENSGMOG00000020925	2	0	3	5	0	8
ENSGMOG00000006487	385	131	296	142	166	172
ENSGMOG00000020233	1074	399	418	423	251	250
ENSGMOG00000006493	1167	503	507	500	387	321
ENSGMOG00000006569	2164	904	1670	846	615	490
ENSGMOG00000006578	449	311	192	230	277	215
ENSGMOG00000006605	3388	1918	1867	1836	1833	1322
ENSGMOG00000006650	87	58	62	57	70	29
ENSGMOG00000006671	405	114	183	223	242	3
ENSGMOG00000006677	56	75	18	28	98	25
ENSGMOG00000006695	127	86	104	49	112	17
ENSGMOG00000006704	147	111	85	118	98	7
ENSGMOG00000006731	4391	2805	3034	2024	2086	2507
ENSGMOG00000006744	51	43	14	48	58	4
ENSGMOG00000006757	2159	1681	2157	1454	1707	785
ENSGMOG00000006791	1240	794	747	813	955	497
ENSGMOG00000006814	645	335	337	359	635	44
ENSGMOG00000006818	0	1	1	6	7	6
ENSGMOG00000006833	0	0	3	0	1	0
ENSGMOG00000006848	1525	2392	686	935	1798	689
ENSGMOG00000006864	9	5	13	0	11	0
ENSGMOG00000006875	2664	1558	2699	2107	2513	1801
ENSGMOG00000006881	713	329	590	335	542	20
ENSGMOG00000006895	0	0	0	0	0	0
ENSGMOG00000006906	3	0	0	0	0	0
ENSGMOG00000006913	830	593	450	289	396	35
ENSGMOG00000009308	512	289	193	205	440	26
ENSGMOG00000009312	3	2	4	0	1	0
ENSGMOG00000009319	4372	3190	2820	2713	2514	8989
ENSGMOG00000009326	11043	4411	5633	3834	3581	5162
ENSGMOG00000009332	340	263	178	225	311	91
ENSGMOG00000009342	1146	715	1185	680	576	472
ENSGMOG00000009350	6513	4440	4553	5134	4829	10897
ENSGMOG00000009358	1	7	0	0	2	0
ENSGMOG00000013798	24	26	4	8	13	0
ENSGMOG00000013888	110	74	54	68	91	1
ENSGMOG00000013915	320	185	136	190	224	277
ENSGMOG00000021309	11	16	5	7	9	11
ENSGMOG00000021722	18	2	9	3	13	12
ENSGMOG00000020961	1	3	0	0	0	4
ENSGMOG00000013960	203	113	91	101	102	72
ENSGMOG00000013979	1310	998	422	1006	901	277
ENSGMOG00000014079	312	249	343	249	226	23
ENSGMOG00000014108	3181	1403	1044	1467	2312	186
ENSGMOG00000014168	518	200	223	332	308	90
ENSGMOG00000014177	1271	398	377	766	998	61
ENSGMOG00000014206	808	500	793	603	661	1194
ENSGMOG00000014243	5390	5998	6212	5600	8588	8540
ENSGMOG00000014253	21	13	56	63	19	4
ENSGMOG00000014274	43	6	17	32	17	0
ENSGMOG00000014316	5210	3777	3680	3855	3677	6248
ENSGMOG00000014338	914	620	452	135	273	311
ENSGMOG00000014360	0	0	0	0	0	5
ENSGMOG00000014378	0	0	0	0	0	1
ENSGMOG00000000367	113	74	89	96	58	38
ENSGMOG00000000405	589	507	465	367	439	305
ENSGMOG00000000417	282	146	201	174	169	132
ENSGMOG00000000421	2846	2194	2576	2800	3075	3251
ENSGMOG00000000436	21025	31698	13859	22455	30598	36362
ENSGMOG00000000486	3735	5489	2328	3280	5515	552
ENSGMOG00000000501	3456	3034	2672	3132	2561	10582
ENSGMOG00000000525	3162	1053	1169	1356	1684	120
ENSGMOG00000000551	86	16	36	54	143	23
ENSGMOG00000000562	0	0	0	0	0	0
ENSGMOG00000000566	331	117	62	133	135	11
ENSGMOG00000000591	3444	1780	1706	2292	2656	357
ENSGMOG00000000642	623	997	737	598	934	403
ENSGMOG00000000706	427	281	210	200	278	10
ENSGMOG00000000737	207	158	78	116	139	5
ENSGMOG00000000743	1128	845	526	590	693	122
ENSGMOG00000000781	562	401	466	319	580	329
ENSGMOG00000000794	138	77	49	88	86	152
ENSGMOG00000000814	13338	10996	10456	11702	18135	6417
ENSGMOG00000001861	35	2	0	10	0	0
ENSGMOG00000019990	4	0	0	0	0	0
ENSGMOG00000001865	0	0	0	0	0	0
ENSGMOG00000001885	71	56	13	79	81	104
ENSGMOG00000001899	1866	1574	1393	1076	974	3891
ENSGMOG00000001914	166	131	103	181	146	118
ENSGMOG00000002008	19	10	10	8	21	7
ENSGMOG00000002019	478	310	217	226	292	95
ENSGMOG00000002133	789	228	150	562	244	1
ENSGMOG00000019991	3	0	2	2	1	0
ENSGMOG00000002151	12	14	9	13	6	0
ENSGMOG00000002188	109	129	118	182	96	154
ENSGMOG00000002199	7	4	14	17	4	2
ENSGMOG00000002212	2667	1184	1430	1318	1962	176
ENSGMOG00000002256	0	2	0	0	3	0
ENSGMOG00000002283	415	368	234	442	445	72
ENSGMOG00000002350	701	551	408	436	522	81
ENSGMOG00000002407	300	303	192	107	193	90
ENSGMOG00000002446	4	4	4	5	10	0
ENSGMOG00000002473	2561	1722	2171	2760	2224	1283
ENSGMOG00000005679	10	43	18	0	15	0
ENSGMOG00000005711	224	88	802	173	197	4
ENSGMOG00000005741	2	0	4	1	498	82
ENSGMOG00000005762	7	4	4	5	13	0
ENSGMOG00000005777	82	97	60	47	32	7
ENSGMOG00000005797	291	222	207	164	348	275
ENSGMOG00000005835	2	2	0	0	1	0
ENSGMOG00000001427	11518	6457	6108	7437	6614	5133
ENSGMOG00000001444	835	567	630	640	688	1161
ENSGMOG00000001476	2845	2771	2652	2517	4299	1332
ENSGMOG00000001517	392	248	282	293	252	688
ENSGMOG00000001524	2123	1181	1215	1372	1711	292
ENSGMOG00000001543	137	276	33	64	113	54
ENSGMOG00000001579	427	193	369	311	534	61
ENSGMOG00000001598	2	39	2	5	4	2
ENSGMOG00000001632	2	0	2	1	1	0
ENSGMOG00000001928	82	96	33	47	90	41
ENSGMOG00000001982	136	110	93	30	40	76
ENSGMOG00000001993	15225	7872	13461	5032	3783	1287
ENSGMOG00000002009	135	116	54	111	142	58
ENSGMOG00000002018	476	369	437	339	390	815
ENSGMOG00000002044	630	1614	120	143	394	1
ENSGMOG00000002066	331	250	259	164	206	1030
ENSGMOG00000002079	1787	1387	833	1110	1182	719
ENSGMOG00000002094	832	444	393	831	749	27
ENSGMOG00000002129	0	0	0	0	1	0
ENSGMOG00000002160	0	0	2	0	2	0
ENSGMOG00000002182	294	183	242	193	188	114
ENSGMOG00000002206	1923	1489	2067	1152	1929	837
ENSGMOG00000002247	1100	866	1040	688	990	173
ENSGMOG00000002277	98	65	43	56	106	90
ENSGMOG00000002291	37	28	46	27	10	68
ENSGMOG00000002298	98	68	60	134	97	2
ENSGMOG00000017464	0	4	0	0	0	0
ENSGMOG00000002300	463	238	282	189	348	19
ENSGMOG00000002319	101	143	118	89	84	42
ENSGMOG00000002340	3722	2837	2864	2370	3423	826
ENSGMOG00000002369	0	0	0	0	0	0
ENSGMOG00000003686	206	116	49	116	205	26
ENSGMOG00000003707	0	1	0	0	0	0
ENSGMOG00000003716	1657	904	367	783	1018	553
ENSGMOG00000003855	41	76	17	23	45	0
ENSGMOG00000003872	2517	516	273	843	1106	104
ENSGMOG00000003909	680	445	339	416	455	175
ENSGMOG00000003972	55	30	39	38	21	24
ENSGMOG00000021640	0	0	1	1	0	0
ENSGMOG00000003990	12	7	2	11	12	11
ENSGMOG00000004064	1	0	1	0	2	0
ENSGMOG00000004076	1	1	0	2	3	0
ENSGMOG00000004092	633	493	465	351	290	635
ENSGMOG00000004136	166	48	22	11	21	11
ENSGMOG00000004179	0	0	0	0	0	0
ENSGMOG00000004275	168	194	131	145	245	942
ENSGMOG00000004342	181	237	138	151	146	280
ENSGMOG00000004384	18	21	11	39	31	20
ENSGMOG00000004392	428	153	171	210	262	14
ENSGMOG00000004574	174	100	74	155	138	26
ENSGMOG00000004389	1856	926	2357	754	1679	337
ENSGMOG00000004415	128	94	78	88	114	43
ENSGMOG00000004498	3407	1751	2628	1472	1462	373
ENSGMOG00000004559	11	17	8	2	5	4
ENSGMOG00000004572	79	14	12	89	33	67
ENSGMOG00000004577	1804	1356	1161	1045	1442	1869
ENSGMOG00000004591	240	257	79	213	344	94
ENSGMOG00000004606	5	0	0	1	1	0
ENSGMOG00000004619	0	0	0	0	1	0
ENSGMOG00000004627	2	8	2	0	0	0
ENSGMOG00000004643	337	240	307	196	191	180
ENSGMOG00000004658	327	249	237	193	294	520
ENSGMOG00000004669	604	338	282	250	461	96
ENSGMOG00000004717	3598	1626	1226	3297	5457	1607
ENSGMOG00000004757	501	261	320	249	315	298
ENSGMOG00000004770	5434	2637	2353	2807	2449	4802
ENSGMOG00000021863	0	0	0	0	0	0
ENSGMOG00000021457	0	0	0	0	0	0
ENSGMOG00000021234	0	1	0	0	0	0
ENSGMOG00000015580	637	528	384	432	388	248
ENSGMOG00000015609	713	379	343	368	572	44
ENSGMOG00000011400	16	0	0	0	3	0
ENSGMOG00000011403	29	23	12	17	15	0
ENSGMOG00000011406	212	69	128	194	108	100
ENSGMOG00000011416	168	105	117	77	91	41
ENSGMOG00000011421	1294	2450	1089	1973	1110	960
ENSGMOG00000011427	914	607	649	459	531	341
ENSGMOG00000011433	7	3	4	14	1	4
ENSGMOG00000011440	1	4	0	0	8	1
ENSGMOG00000011450	15122	9281	10950	7989	8829	18701
ENSGMOG00000011456	1	4	0	0	1	0
ENSGMOG00000011467	1248	943	1132	904	1012	3679
ENSGMOG00000011475	749	439	370	458	714	36
ENSGMOG00000011485	757	434	426	735	1076	588
ENSGMOG00000011496	14026	9981	10439	11101	12531	6940
ENSGMOG00000011507	1513	1460	1799	1523	1333	657
ENSGMOG00000021834	0	0	0	0	6	0
ENSGMOG00000011514	173	80	40	79	120	54
ENSGMOG00000011529	5	1	1	0	3	0
ENSGMOG00000011536	919	796	643	367	386	188
ENSGMOG00000011545	80	44	47	75	38	27
ENSGMOG00000020146	17	12	3	11	10	1
ENSGMOG00000020147	9	1	4	3	2	0
ENSGMOG00000011567	1147	604	818	784	825	332
ENSGMOG00000010547	480	385	293	246	276	479
ENSGMOG00000010558	128	47	94	53	53	27
ENSGMOG00000010563	32	31	2	3	26	8
ENSGMOG00000010578	67	24	20	25	27	5
ENSGMOG00000010590	0	0	0	0	0	0
ENSGMOG00000010604	258	128	209	59	38	26
ENSGMOG00000010630	2	4	0	4	0	7
ENSGMOG00000010636	451	298	281	198	204	120
ENSGMOG00000010647	2539	1603	932	1706	1966	400
ENSGMOG00000010664	107	61	50	58	30	16
ENSGMOG00000010675	76	42	30	68	22	9
ENSGMOG00000010678	19554	34900	40110	24740	16168	3132
ENSGMOG00000010686	2322	2123	1190	1178	1455	1150
ENSGMOG00000010707	1219	881	837	873	1111	3995
ENSGMOG00000010710	38	58	18	23	105	33
ENSGMOG00000010726	588	557	543	518	269	126
ENSGMOG00000010740	18696	24355	46851	15077	29058	6014
ENSGMOG00000010796	119	73	57	102	60	66
ENSGMOG00000010814	71	50	31	64	46	3
ENSGMOG00000010830	11264	4862	5888	4208	5877	7855
ENSGMOG00000012744	17	3	3	14	10	1
ENSGMOG00000012749	150	91	59	58	41	4
ENSGMOG00000012808	1003	664	675	833	1391	499
ENSGMOG00000012814	320	235	213	175	250	111
ENSGMOG00000012818	9	36	14	20	9	3
ENSGMOG00000012827	834	541	488	441	575	139
ENSGMOG00000012838	0	0	0	0	0	0
ENSGMOG00000012845	0	3	4	0	0	0
ENSGMOG00000012850	5	7	2	10	29	7
ENSGMOG00000012861	1572	1178	678	874	500	823
ENSGMOG00000012871	290	191	183	186	273	330
ENSGMOG00000012876	708	505	522	333	412	1449
ENSGMOG00000012880	12	5	7	2	2	1
ENSGMOG00000012883	6	2	0	0	4	0
ENSGMOG00000012892	8	19	145	2	14	21
ENSGMOG00000012896	9	26	42	4	12	6
ENSGMOG00000012917	0	0	0	0	0	0
ENSGMOG00000012922	28	20	13	15	23	148
ENSGMOG00000012939	0	2	0	0	0	0
ENSGMOG00000012952	0	1	0	0	0	0
ENSGMOG00000011411	147	317	33	86	95	1352
ENSGMOG00000011417	0	2	0	0	0	0
ENSGMOG00000011423	0	0	0	0	0	0
ENSGMOG00000011430	0	0	0	0	0	0
ENSGMOG00000020149	176	137	69	124	107	32
ENSGMOG00000011443	198	117	104	95	101	6
ENSGMOG00000011452	14	6	7	20	8	0
ENSGMOG00000011458	7	1	0	0	0	1
ENSGMOG00000011468	3127	2248	1480	1427	1318	52
ENSGMOG00000011484	1658	999	1185	1121	937	869
ENSGMOG00000011511	63	42	112	101	227	0
ENSGMOG00000011521	60	54	57	47	87	16
ENSGMOG00000011542	1570	1171	1180	710	988	2353
ENSGMOG00000011563	17	21	3	12	10	17
ENSGMOG00000011573	1235	943	1051	606	656	426
ENSGMOG00000011590	115	67	55	35	38	8
ENSGMOG00000011607	2997	2224	1676	1603	1985	333
ENSGMOG00000011622	83	44	34	53	49	3
ENSGMOG00000011632	62	45	33	67	30	8
ENSGMOG00000004602	0	2	2	0	2	0
ENSGMOG00000004718	267	209	145	133	169	231
ENSGMOG00000004731	9	4	0	5	4	1
ENSGMOG00000004735	7	2	0	1	5	0
ENSGMOG00000004752	757	559	372	395	299	203
ENSGMOG00000004777	1997	1017	1082	680	688	186
ENSGMOG00000004822	114	112	51	66	74	90
ENSGMOG00000004851	62	58	45	24	50	2
ENSGMOG00000004874	515	603	239	386	488	664
ENSGMOG00000004906	1	3	0	1	1	0
ENSGMOG00000004915	2	7	1	1	9	6
ENSGMOG00000004935	57	77	22	43	75	112
ENSGMOG00000004975	2031	923	1191	985	1338	458
ENSGMOG00000004996	160	135	138	104	100	220
ENSGMOG00000005022	800	719	482	167	300	34
ENSGMOG00000021828	0	0	0	0	0	0
ENSGMOG00000004798	34	20	13	16	37	5
ENSGMOG00000004829	4951	5512	1261	1901	2412	163
ENSGMOG00000004934	1144	532	734	893	1215	479
ENSGMOG00000004944	414	357	234	229	343	845
ENSGMOG00000004977	3295	1755	1755	1849	3655	284
ENSGMOG00000005031	4396	2571	2792	2048	2639	1039
ENSGMOG00000005045	711	676	606	368	497	2436
ENSGMOG00000005058	207	200	243	305	127	48
ENSGMOG00000005090	9	5	9	4	19	0
ENSGMOG00000005100	2541	1047	1211	1505	1114	280
ENSGMOG00000005169	0	0	0	0	0	0
ENSGMOG00000005188	0	0	0	0	0	0
ENSGMOG00000005202	137	97	41	49	38	37
ENSGMOG00000006809	1010	751	371	966	701	186
ENSGMOG00000006826	806	706	1003	543	539	660
ENSGMOG00000006838	302	416	133	270	321	198
ENSGMOG00000006849	2255	1125	1213	1035	1641	381
ENSGMOG00000006854	388	259	245	249	284	21
ENSGMOG00000006880	0	0	0	0	0	0
ENSGMOG00000018623	1	0	0	1	1	0
ENSGMOG00000018654	83927	58236	56971	49741	57318	65393
ENSGMOG00000018660	11135	8709	8020	9608	10044	20115
ENSGMOG00000018666	663	192	251	426	418	49
ENSGMOG00000018674	465	113	187	48	83	104
ENSGMOG00000018684	150	88	57	55	74	90
ENSGMOG00000018711	66	42	24	44	39	99
ENSGMOG00000018727	743	535	396	326	507	75
ENSGMOG00000018744	7	1	13	0	1	12
ENSGMOG00000018771	2190	974	1445	921	523	587
ENSGMOG00000018783	1131	455	963	535	457	52
ENSGMOG00000018795	72	40	59	51	70	5
ENSGMOG00000018809	0	0	0	16	0	0
ENSGMOG00000018827	0	0	0	3	0	0
ENSGMOG00000018841	1944	1143	1024	881	1131	175
ENSGMOG00000016083	2	0	0	0	0	0
ENSGMOG00000016104	21	4	14	9	22	14
ENSGMOG00000016118	0	0	2	0	0	0
ENSGMOG00000021516	0	0	0	0	0	0
ENSGMOG00000002631	311	162	189	160	159	197
ENSGMOG00000002644	1100	914	763	591	925	117
ENSGMOG00000002676	850	510	744	649	722	75
ENSGMOG00000002710	1	0	0	0	1	0
