ID	sample_1	sample_6	sample_12	sample_18	sample_25	sample_31	sample_38	sample_44
ENSGMOG00000015972	62	37	57	31	75	49	83	39
ENSGMOG00000016000	93	169	154	106	88	99	275	237
ENSGMOG00000005387	0	0	0	0	0	0	0	0
ENSGMOG00000005408	1	0	0	0	0	3	6	0
ENSGMOG00000009193	0	1	0	2	1	2	0	2
ENSGMOG00000003097	8	2	17	4	22	5	22	0
ENSGMOG00000013969	0	0	40	27	25	0	45	79
ENSGMOG00000014470	154	66	796	203	658	76	310	776
ENSGMOG00000000002	67	93	265	194	196	214	235	257
ENSGMOG00000008040	16	29	74	9	32	31	28	21
ENSGMOG00000016958	450	380	667	404	543	455	578	654
ENSGMOG00000011168	552	421	200	249	382	396	247	214
ENSGMOG00000000830	33	54	9	10	36	40	81	56
ENSGMOG00000020816	49	78	34	9	26	35	88	26
ENSGMOG00000000838	36355	102552	57835	39229	49390	72135	56315	61995
ENSGMOG00000021989	26	23	32	15	18	27	20	17
ENSGMOG00000021635	3	5	16	7	10	6	6	12
ENSGMOG00000021890	11	6	1	0	0	10	10	10
ENSGMOG00000020830	0	0	0	1	0	0	4	2
ENSGMOG00000016521	287	611	438	313	411	345	956	893
ENSGMOG00000016526	391	27	209	34	36	34	71	53
ENSGMOG00000016533	644	167	352	16	88	77	106	78
ENSGMOG00000012711	6	2	7	3	2	0	11	4
ENSGMOG00000008882	59	27	40	18	36	40	81	61
ENSGMOG00000012844	12	9	72	14	6	7	8	6
ENSGMOG00000012846	331	339	660	356	439	427	975	819
ENSGMOG00000010148	1	1	19	5	18	5	8	6
ENSGMOG00000010152	3	17	38	9	6	33	18	12
ENSGMOG00000012640	4583	3282	3321	1380	1557	2469	4198	4109
ENSGMOG00000009750	639	850	494	614	595	613	645	523
ENSGMOG00000003228	41	68	91	59	12	25	140	85
ENSGMOG00000003285	30	109	60	53	121	80	151	169
ENSGMOG00000016427	1425	760	1771	480	1214	974	609	667
ENSGMOG00000004530	65	71	113	39	39	17	90	65
ENSGMOG00000004553	1149	2591	2668	1078	2845	1725	982	1503
ENSGMOG00000000040	5382	9410	34307	25734	44348	108338	3632	2845
ENSGMOG00000007153	12	19	8	9	16	10	17	17
ENSGMOG00000007158	47	14	30	26	22	30	23	45
ENSGMOG00000005162	301	128	1111	698	646	1155	1222	646
ENSGMOG00000006434	59	27	89	40	163	145	128	161
ENSGMOG00000006021	1	2	6	0	4	0	8	5
ENSGMOG00000003244	1	0	2	0	2	0	0	0
ENSGMOG00000009132	16	50	8	10	36	41	20	23
ENSGMOG00000002178	1	5	9	2	9	19	16	4
ENSGMOG00000012972	609	425	471	346	423	546	670	776
ENSGMOG00000011044	24	5	28	10	13	11	6	7
ENSGMOG00000007027	38	5	8	9	29	35	11	16
ENSGMOG00000010212	309	792	444	479	440	433	616	648
ENSGMOG00000016371	0	0	0	0	0	0	0	0
ENSGMOG00000004025	105	64	74	50	111	81	67	92
ENSGMOG00000013613	0	0	2	0	1	1	0	0
ENSGMOG00000001642	0	0	0	0	0	0	449	0
ENSGMOG00000002580	1	0	4	11	8	0	9	1
ENSGMOG00000013670	0	0	22	0	0	1	0	0
ENSGMOG00000013724	23	31	61	19	76	15	41	43
ENSGMOG00000021024	0	0	0	0	0	0	0	0
ENSGMOG00000014279	1255	693	289	175	490	971	365	333
ENSGMOG00000004497	2361	1154	1558	1538	2794	1680	1810	2486
ENSGMOG00000016298	420	396	185	124	268	626	304	371
ENSGMOG00000002418	0	0	0	0	0	0	0	0
ENSGMOG00000004582	524	453	683	329	435	499	1027	1206
ENSGMOG00000010305	0	9	11	0	0	18	0	0
ENSGMOG00000020546	0	0	0	0	0	0	0	0
ENSGMOG00000005347	1518	2938	1047	1036	1388	1870	1885	1696
ENSGMOG00000005360	273	460	1052	418	567	611	622	484
ENSGMOG00000015246	938	766	1015	880	1418	585	627	861
ENSGMOG00000008032	45	7	31	6	20	27	67	26
ENSGMOG00000002595	246	259	154	185	124	232	256	256
ENSGMOG00000009600	0	0	0	0	0	0	0	0
ENSGMOG00000001909	858	702	2000	766	1427	1101	2155	2233
ENSGMOG00000007221	11	17	16	12	32	86	5	2
ENSGMOG00000000127	0	0	1	0	0	0	1	4
ENSGMOG00000012074	3893	7120	4636	3847	3506	3636	4350	4331
ENSGMOG00000015124	455	763	516	490	466	528	915	909
ENSGMOG00000009579	44	156	224	158	107	32	172	66
ENSGMOG00000004184	1060	1490	1199	1238	1061	1201	1779	1557
ENSGMOG00000004201	8	11	12	3	31	29	5	9
ENSGMOG00000014662	7599	7345	6260	5254	6556	11383	1572	1854
ENSGMOG00000010524	743	680	613	374	784	745	1120	1483
ENSGMOG00000006936	428	485	371	281	524	641	387	218
ENSGMOG00000006941	345	756	741	233	351	649	398	320
ENSGMOG00000011329	2	1	3	0	0	0	1	0
ENSGMOG00000011366	383	733	570	298	401	403	1182	1116
ENSGMOG00000005674	76	242	147	82	78	152	321	255
ENSGMOG00000005693	1	2	0	0	0	0	17	6
ENSGMOG00000000222	610	629	437	174	468	380	390	348
ENSGMOG00000007031	177	428	108	159	200	316	561	680
ENSGMOG00000006771	6462	6059	10206	4600	5646	6343	3602	4508
ENSGMOG00000009100	0	0	0	0	1	1	0	0
ENSGMOG00000014302	3254	1762	5131	1769	2535	3038	3227	3030
ENSGMOG00000014023	0	0	0	0	0	0	0	0
ENSGMOG00000014114	215	242	417	207	266	248	331	318
ENSGMOG00000014163	240	164	226	378	216	198	92	150
ENSGMOG00000021979	0	0	0	0	0	0	0	0
ENSGMOG00000007976	0	0	2	2	0	3	0	1
ENSGMOG00000013966	41	30	28	6	50	35	71	24
ENSGMOG00000003550	24	3	22	11	9	15	26	5
ENSGMOG00000000472	0	1	0	1	0	0	0	0
ENSGMOG00000005729	1749	1092	632	337	1146	893	536	638
ENSGMOG00000013248	70	98	164	42	84	66	328	328
ENSGMOG00000002284	30	115	103	48	76	37	96	131
ENSGMOG00000011572	189	295	252	273	490	469	500	525
ENSGMOG00000008070	1903	1911	2243	1010	1861	2289	1654	1665
ENSGMOG00000010348	2575	1359	770	2011	1659	2201	204	139
ENSGMOG00000002460	294	435	590	320	420	362	352	411
ENSGMOG00000018114	64	19	158	36	116	87	146	102
ENSGMOG00000010118	1386	1584	1405	785	940	976	2136	2062
ENSGMOG00000006964	0	2	0	0	1	0	0	0
ENSGMOG00000010979	3	8	13	0	10	12	0	0
ENSGMOG00000021248	0	0	0	0	0	0	0	0
ENSGMOG00000002075	0	0	17	4	1	0	1	1
ENSGMOG00000002081	593	1089	899	521	560	675	1217	1281
ENSGMOG00000018918	15	5	196	13	13	12	25	22
ENSGMOG00000016321	23	32	39	12	35	37	63	50
ENSGMOG00000008441	905	1549	1371	1242	1087	1348	2105	2220
ENSGMOG00000013392	517	140	95	136	53	975	293	397
ENSGMOG00000017532	3	0	5	4	25	12	115	0
ENSGMOG00000019307	1	0	6	2	0	0	10	9
ENSGMOG00000003384	0	20	0	2	1	0	8	6
ENSGMOG00000007138	1	0	3	0	0	5	0	0
ENSGMOG00000007144	8	5	22	0	3	2	3	0
ENSGMOG00000013737	0	4	0	0	0	0	2	0
ENSGMOG00000017292	434	119	274	191	297	354	653	844
ENSGMOG00000017273	11228	7506	20477	8451	10087	9626	14903	16072
ENSGMOG00000001128	323	192	730	355	469	478	773	775
ENSGMOG00000021957	0	0	0	0	0	0	0	0
ENSGMOG00000017467	87	58	50	8	24	13	138	95
ENSGMOG00000019979	53	19	9	2	26	8	13	17
ENSGMOG00000009178	88	99	258	69	14	122	5	12
ENSGMOG00000013654	4073	4405	7538	5053	8702	10004	1857	3344
ENSGMOG00000015347	281	330	236	51	1272	1422	467	202
ENSGMOG00000015374	2519	3470	3253	3071	3560	3836	3677	4402
ENSGMOG00000012696	0	0	0	0	0	0	0	0
ENSGMOG00000008243	4	5	4	13	12	6	16	1
ENSGMOG00000007289	9	4	10	13	15	7	19	12
ENSGMOG00000007011	0	0	100	44	2	15	34	78
ENSGMOG00000004154	112	48	2	36	62	146	43	68
ENSGMOG00000014531	7	1	20	6	1	39	2	2
ENSGMOG00000001754	400	486	388	336	428	498	447	527
ENSGMOG00000005879	7	0	44	4	18	14	11	9
ENSGMOG00000012091	227	164	151	124	176	243	365	350
ENSGMOG00000001826	1819	2365	745	996	241	1040	808	2004
ENSGMOG00000018082	0	0	9	0	0	0	0	0
ENSGMOG00000018225	3370	3697	4663	2471	4632	5045	5886	7039
ENSGMOG00000020267	0	0	2	0	0	0	0	0
ENSGMOG00000020311	97	120	184	110	119	218	199	260
ENSGMOG00000019227	523	764	599	586	482	614	920	1063
ENSGMOG00000008062	6695	7408	9828	5944	10279	12010	14006	15997
ENSGMOG00000013507	9	11	203	13	70	6	0	6
ENSGMOG00000002391	1538	3133	2111	2442	1689	1735	1723	1793
ENSGMOG00000002405	270	358	485	301	257	326	386	327
ENSGMOG00000002425	2320	3455	2693	1791	2153	2393	5297	4261
ENSGMOG00000007006	0	5	0	0	0	9	1	0
ENSGMOG00000007013	57	114	75	58	67	50	158	186
ENSGMOG00000010054	14	12	9	8	4	3	7	4
ENSGMOG00000019811	248	8	127	83	118	125	41	81
ENSGMOG00000000196	1	0	0	0	1	0	1	0
ENSGMOG00000017234	203	239	285	165	254	367	545	593
ENSGMOG00000019759	118	14	147	123	106	21	110	78
ENSGMOG00000017549	12	15	14	1	8	15	23	11
ENSGMOG00000016121	179	321	543	348	391	395	947	808
ENSGMOG00000002442	0	2	0	0	2	0	1	0
ENSGMOG00000015207	17	4	10	0	3	7	9	4
ENSGMOG00000009777	231	254	127	156	163	205	182	261
ENSGMOG00000007457	0	0	5	0	0	0	0	0
ENSGMOG00000017080	15	8	32	2	6	4	32	48
ENSGMOG00000001672	66	16	109	53	82	128	111	122
ENSGMOG00000000308	277	198	267	193	284	238	638	602
ENSGMOG00000000015	456	817	792	648	487	638	1298	1230
ENSGMOG00000010597	1001	2116	1301	836	975	1290	2171	2335
ENSGMOG00000013092	48	21	9	62	89	32	37	32
ENSGMOG00000018842	0	0	8	0	0	0	0	0
ENSGMOG00000021367	0	0	0	0	0	0	0	0
ENSGMOG00000021757	0	0	0	0	0	0	0	0
ENSGMOG00000000837	83	209	211	384	183	246	208	388
ENSGMOG00000014906	199	330	394	72	48	135	52	325
ENSGMOG00000021190	0	1	7	0	4	17	1	0
ENSGMOG00000000325	2152	3284	1569	2058	1360	2020	1858	1498
ENSGMOG00000004882	12	3	194	5	55	28	23	38
ENSGMOG00000014455	0	1	0	0	0	0	3	0
ENSGMOG00000014476	18	2	9	2	25	24	28	0
ENSGMOG00000014506	0	0	2	2	1	2	8	0
ENSGMOG00000015528	4376	8294	5231	3715	4499	4439	6745	7972
ENSGMOG00000015637	14	0	40	0	3	1	0	1
ENSGMOG00000018265	33	51	90	38	90	127	13	9
ENSGMOG00000007189	0	0	0	0	1	0	1	0
ENSGMOG00000007197	0	0	1	1	7	4	0	2
ENSGMOG00000018199	0	0	0	0	0	0	0	0
ENSGMOG00000006519	5701	7681	7068	7418	7063	8446	4284	3721
ENSGMOG00000009925	6	8	17	12	4	15	11	16
ENSGMOG00000003498	449	554	658	568	755	722	518	746
ENSGMOG00000000107	151114	303122	220186	181814	149325	207512	138304	165518
ENSGMOG00000013802	402	801	789	535	597	598	724	582
ENSGMOG00000002990	1	4	4	2	12	3	29	3
ENSGMOG00000010671	76	46	114	39	92	107	222	196
ENSGMOG00000003368	42	59	96	53	71	94	66	94
ENSGMOG00000002542	256	291	206	89	128	194	486	370
ENSGMOG00000011391	6998	10065	8107	6422	5229	5902	7839	7476
ENSGMOG00000006922	577	1132	1282	870	1866	1114	1087	688
ENSGMOG00000009336	3464	7743	5037	3404	4047	5424	5527	5834
ENSGMOG00000012593	0	0	0	0	0	0	0	0
ENSGMOG00000009026	7	19	11	1	11	8	13	2
ENSGMOG00000001669	361	226	310	268	320	283	305	272
ENSGMOG00000020609	12	0	1	2	1	0	4	1
ENSGMOG00000020610	4	9	34	0	4	12	30	17
ENSGMOG00000017890	53	112	93	17	215	306	269	85
ENSGMOG00000016569	390	122	643	100	313	326	630	839
ENSGMOG00000002893	3	0	14	0	4	7	1	3
ENSGMOG00000014797	263	753	533	532	780	1078	405	754
ENSGMOG00000012075	0	0	0	0	0	4	0	0
ENSGMOG00000010196	328	217	413	314	196	266	333	289
ENSGMOG00000005635	1005	2303	1084	506	858	810	1792	1344
ENSGMOG00000013528	215	152	380	282	274	351	302	257
ENSGMOG00000006506	606	1022	494	281	431	702	1573	2012
ENSGMOG00000015825	0	4	0	0	2	2	1	1
ENSGMOG00000015832	95	485	174	133	369	470	200	87
ENSGMOG00000015840	514	2547	1454	949	2721	3451	2896	890
ENSGMOG00000010963	1	0	13	2	8	0	5	1
ENSGMOG00000012694	2563	1556	2235	6399	2400	3097	315	1644
ENSGMOG00000011270	378	88	316	157	307	393	677	790
ENSGMOG00000018724	15	19	238	25	67	33	259	167
ENSGMOG00000016577	0	0	0	0	0	3	0	0
ENSGMOG00000004708	1	2	2	0	7	4	3	2
ENSGMOG00000003006	389	228	655	356	1040	833	1307	1230
ENSGMOG00000000858	0	0	2	0	4	2	0	0
ENSGMOG00000018490	658	1191	956	754	933	1195	1092	857
ENSGMOG00000002334	68	54	106	132	102	69	199	153
ENSGMOG00000000438	180	263	714	408	544	496	737	782
ENSGMOG00000000477	142	93	496	140	336	256	337	359
ENSGMOG00000016314	0	0	0	0	0	0	0	0
ENSGMOG00000009799	311	387	482	197	497	444	1124	1232
ENSGMOG00000009301	12	17	41	31	12	22	93	83
ENSGMOG00000009581	566	5	3	279	267	1	7	3
ENSGMOG00000021412	0	0	0	0	0	0	0	0
ENSGMOG00000007609	723	1064	1122	673	991	784	2357	2354
ENSGMOG00000004611	7189	2168	5010	4445	3259	3235	1898	4806
ENSGMOG00000002419	172	28	210	107	122	8	8	132
ENSGMOG00000003936	27	29	32	12	33	17	83	85
ENSGMOG00000003949	667	1024	1439	588	831	953	1319	1221
ENSGMOG00000003956	110	69	175	79	136	92	233	194
ENSGMOG00000008497	36	10	53	26	24	27	29	18
ENSGMOG00000019538	564	465	425	157	464	655	702	562
ENSGMOG00000000760	13	12	14	14	43	6	29	2
ENSGMOG00000014682	3	0	0	0	0	0	0	0
ENSGMOG00000010876	0	3	2	3	2	1	0	0
ENSGMOG00000020104	174	24	126	5	94	0	5	15
ENSGMOG00000017594	328	431	748	857	633	769	775	731
ENSGMOG00000015108	140	378	359	3	645	6	270	105
ENSGMOG00000016869	0	0	0	0	0	0	0	0
ENSGMOG00000013039	1	1	18	0	3	0	11	4
ENSGMOG00000003511	0	0	1	0	1	0	0	0
ENSGMOG00000019989	22	7	20	17	12	0	21	15
ENSGMOG00000018670	0	0	0	0	2	0	1	0
ENSGMOG00000004167	65	58	37	7	8	38	20	12
ENSGMOG00000011625	37	53	35	26	45	23	78	41
ENSGMOG00000011635	13	8	6	4	26	5	65	30
ENSGMOG00000007936	115	271	291	141	147	231	514	514
ENSGMOG00000000270	108	152	155	97	123	131	217	194
ENSGMOG00000007150	237	624	369	234	279	244	584	458
ENSGMOG00000007156	18	108	30	29	29	25	103	91
ENSGMOG00000007167	196	489	373	220	280	257	742	594
ENSGMOG00000003297	0	0	1	0	0	2	0	1
ENSGMOG00000018758	6	5	41	8	7	3	22	4
ENSGMOG00000008682	0	0	0	0	0	0	0	0
ENSGMOG00000021833	0	0	0	0	0	0	0	0
ENSGMOG00000012699	439	607	1059	576	838	802	1433	1313
ENSGMOG00000004610	1229	1413	2241	622	2774	741	1637	2927
ENSGMOG00000014201	987	1514	339	395	1199	1315	452	402
ENSGMOG00000015910	46	39	53	14	50	52	24	8
ENSGMOG00000002768	104	88	140	122	65	55	56	62
ENSGMOG00000020043	5	0	6	5	19	1	10	10
ENSGMOG00000012810	0	0	0	0	0	0	0	0
ENSGMOG00000013711	1601	669	919	687	1121	1424	912	621
ENSGMOG00000019349	475	257	241	130	502	303	413	429
ENSGMOG00000020494	43	3	58	5	13	52	22	21
ENSGMOG00000020219	4	2	12	3	1	1	8	4
ENSGMOG00000006009	48	669	6	0	63	48	392	160
ENSGMOG00000020378	0	4	1	1	5	1	1	0
ENSGMOG00000003939	110	316	478	225	155	171	250	629
ENSGMOG00000019657	1124	506	947	637	810	865	2744	2534
ENSGMOG00000004151	285	533	248	248	222	363	358	321
ENSGMOG00000001646	125	170	174	96	329	357	192	172
ENSGMOG00000020590	6	2	5	2	11	83	4	10
ENSGMOG00000018485	339	646	1130	506	400	548	860	1042
ENSGMOG00000010946	334	582	402	209	281	330	1098	1384
ENSGMOG00000012055	0	0	0	0	2	0	0	0
ENSGMOG00000021022	0	0	0	0	0	0	0	0
ENSGMOG00000001365	620	1276	1213	568	758	847	2301	2733
ENSGMOG00000018862	347	686	809	376	493	431	1034	1062
ENSGMOG00000007831	0	0	13	0	1	0	0	0
ENSGMOG00000002177	0	0	0	1	0	0	0	0
ENSGMOG00000011060	0	0	1	0	0	0	0	0
ENSGMOG00000013919	0	0	1	0	0	2	1	0
ENSGMOG00000011798	23	5	2	6	11	11	40	8
ENSGMOG00000003127	86	72	133	53	78	124	253	285
ENSGMOG00000016911	126	176	225	115	157	166	316	299
ENSGMOG00000005896	0	0	2	2	0	0	1	0
ENSGMOG00000020390	704	131	546	131	197	177	221	396
ENSGMOG00000001383	400	354	346	113	315	489	624	358
ENSGMOG00000014982	50	22	209	95	120	112	127	100
ENSGMOG00000016662	1840	3374	2474	1975	2473	2592	4752	3926
ENSGMOG00000011882	540	627	677	435	461	497	1623	1144
ENSGMOG00000019883	21	5	98	29	30	22	28	43
ENSGMOG00000015996	32	66	31	68	12	73	31	34
ENSGMOG00000006943	120	135	84	73	244	113	110	93
ENSGMOG00000020256	27	10	21	2	44	34	1	0
ENSGMOG00000010937	169	235	80	186	195	193	98	78
ENSGMOG00000019159	59	41	65	46	64	48	65	47
ENSGMOG00000011306	0	0	0	0	0	0	0	0
ENSGMOG00000021714	0	0	0	0	0	0	0	0
ENSGMOG00000002604	7	4	9	3	4	15	7	3
ENSGMOG00000014468	41	44	45	28	57	57	64	40
ENSGMOG00000015396	29	12	28	48	24	8	19	6
ENSGMOG00000007115	295	840	471	1036	1254	887	3982	11804
ENSGMOG00000008921	311	518	599	250	401	477	1309	1294
ENSGMOG00000010267	37	49	30	34	28	89	31	21
ENSGMOG00000000166	121	61	167	97	189	391	70	67
ENSGMOG00000002874	2	6	0	3	6	0	4	3
ENSGMOG00000019594	128	174	420	286	380	612	617	641
ENSGMOG00000008984	259	112	221	169	314	243	434	459
ENSGMOG00000016591	319	456	464	345	283	594	142	148
ENSGMOG00000011113	617	1197	600	389	332	335	1029	751
ENSGMOG00000010376	588	1019	908	707	729	981	1162	1017
ENSGMOG00000019344	79	55	105	51	138	104	311	291
ENSGMOG00000019738	0	39	4	0	13	0	1	4
ENSGMOG00000004821	28	8	9	0	4	0	30	22
ENSGMOG00000004838	521	467	453	168	147	167	755	801
ENSGMOG00000018012	75	45	119	58	42	0	102	78
ENSGMOG00000016161	66	129	131	31	143	209	285	312
ENSGMOG00000017164	162	199	379	162	239	265	641	602
ENSGMOG00000003142	443	699	850	296	515	533	1286	1051
ENSGMOG00000020739	0	0	2	1	0	0	0	0
ENSGMOG00000003819	339	206	413	185	458	473	718	871
ENSGMOG00000016927	0	0	0	0	0	0	0	0
ENSGMOG00000005548	11	73	82	37	37	56	22	146
ENSGMOG00000001196	183	201	449	171	237	220	444	526
ENSGMOG00000010663	78	27	223	66	221	97	98	100
ENSGMOG00000001904	21	15	46	19	11	5	14	20
ENSGMOG00000010531	1102	1438	1292	1095	1304	1649	1154	1426
ENSGMOG00000006850	270	87	265	144	192	218	438	327
ENSGMOG00000000136	129	184	253	135	209	283	322	368
ENSGMOG00000009487	0	0	0	0	0	0	0	0
ENSGMOG00000013885	0	0	0	0	0	3	0	0
ENSGMOG00000016172	532	1484	693	773	791	1401	979	1137
ENSGMOG00000000880	19	7	28	10	41	22	17	17
ENSGMOG00000006003	16	16	6	3	5	17	9	12
ENSGMOG00000010649	162	375	253	184	167	164	369	350
ENSGMOG00000012109	3	9	17	0	5	13	0	8
ENSGMOG00000021540	0	0	0	0	0	0	0	0
ENSGMOG00000012111	0	0	0	0	0	3	0	0
ENSGMOG00000018696	436	267	889	506	426	365	1447	1984
ENSGMOG00000017955	0	0	1	0	0	0	0	0
ENSGMOG00000005925	1029	2126	2530	1341	2326	2023	2687	2255
ENSGMOG00000014811	32	6	55	47	46	27	49	42
ENSGMOG00000020305	257	93	270	168	186	92	124	116
ENSGMOG00000011924	66	118	104	67	59	61	92	185
ENSGMOG00000011927	15	5	57	70	19	41	1	2
ENSGMOG00000009719	2163	4274	1941	1734	1587	2640	2837	3209
ENSGMOG00000016015	136	137	264	65	379	119	152	141
ENSGMOG00000018899	1055	3590	1461	1178	1679	2741	2110	2147
ENSGMOG00000005172	220	516	276	254	237	190	542	512
ENSGMOG00000021768	22	2	0	0	3	0	15	0
ENSGMOG00000003216	0	0	6	0	0	0	0	2
ENSGMOG00000008049	668	1224	783	517	478	848	836	942
ENSGMOG00000021353	32	3	20	7	0	32	13	10
ENSGMOG00000001994	551	860	512	231	557	534	1249	1153
ENSGMOG00000020293	0	0	2	3	3	1	0	0
ENSGMOG00000008416	2171	1181	751	537	718	669	1378	1373
ENSGMOG00000015300	138607	247525	93400	244774	73696	98328	123565	109357
ENSGMOG00000001652	6	3	3	1	2	0	0	1
ENSGMOG00000020080	0	0	6	0	0	1	2	1
ENSGMOG00000003069	473	396	385	408	585	691	511	982
ENSGMOG00000018386	82	35	291	5	41	42	104	445
ENSGMOG00000013963	64	48	83	141	78	85	49	78
ENSGMOG00000008146	166	260	250	104	259	389	403	425
ENSGMOG00000002285	223	393	579	205	605	600	371	272
ENSGMOG00000001363	0	1	1	0	1	0	0	0
ENSGMOG00000012447	6	9	22	0	12	5	5	4
ENSGMOG00000008868	129	97	51	91	104	70	131	58
ENSGMOG00000005337	75	25	86	53	126	83	123	45
ENSGMOG00000008531	140	256	106	70	140	93	191	158
ENSGMOG00000011677	0	0	3	0	0	0	1	0
ENSGMOG00000001138	158	109	35	33	106	378	111	135
ENSGMOG00000001366	239	434	389	106	344	194	363	346
ENSGMOG00000019274	108	238	129	91	149	244	59	104
ENSGMOG00000010018	1	10	7	2	24	4	9	0
ENSGMOG00000002388	100	84	213	191	147	188	257	309
ENSGMOG00000007302	0	0	0	0	3	1	2	1
ENSGMOG00000012860	9	34	32	17	22	37	21	25
ENSGMOG00000006250	0	4	9	0	0	0	0	0
ENSGMOG00000002144	0	0	1	1	0	1	0	0
ENSGMOG00000010577	115	28	147	133	206	172	170	220
ENSGMOG00000009856	5	23	49	18	81	46	122	102
ENSGMOG00000017357	1439	860	626	191	875	1308	1182	1942
ENSGMOG00000004185	3	0	0	0	0	1	0	0
ENSGMOG00000001456	0	0	0	0	0	0	0	0
ENSGMOG00000013756	0	0	0	0	0	2	0	0
ENSGMOG00000005223	204	63	223	101	276	147	247	227
ENSGMOG00000000616	369	239	259	169	222	182	546	555
ENSGMOG00000000573	1692	3957	3228	2061	2055	2791	1300	2061
ENSGMOG00000004890	109	13	23	19	15	23	25	37
ENSGMOG00000005440	8	25	40	10	23	26	9	9
ENSGMOG00000008613	16	22	43	9	58	18	98	112
ENSGMOG00000013420	0	0	11	4	0	0	1	0
ENSGMOG00000016353	3	4	6	6	8	6	3	0
ENSGMOG00000021933	0	0	0	0	0	0	0	0
ENSGMOG00000004035	4088	4076	4821	2709	3806	3994	4398	4169
ENSGMOG00000001223	224	519	432	270	428	561	800	675
ENSGMOG00000000784	38	63	168	49	61	73	103	173
ENSGMOG00000012863	3	2	0	0	0	1	0	9
ENSGMOG00000013339	16	21	18	8	15	8	30	10
ENSGMOG00000019551	3	0	0	1	7	0	0	2
ENSGMOG00000009820	74	95	210	154	244	232	69	254
ENSGMOG00000009275	2049	6138	15148	3793	5033	2531	6480	7057
ENSGMOG00000014186	788	1192	2324	919	947	1041	2166	2411
ENSGMOG00000013207	739	262	938	598	670	514	1038	1244
ENSGMOG00000014661	36	3	40	6	28	18	3	9
ENSGMOG00000018828	303	344	441	184	323	332	588	602
ENSGMOG00000021720	0	0	0	0	0	0	0	0
ENSGMOG00000010067	251	236	149	276	175	161	87	195
ENSGMOG00000009614	6	12	19	3	0	1	57	19
ENSGMOG00000005615	15	23	80	31	34	47	61	35
ENSGMOG00000000602	157	354	277	172	198	278	301	318
ENSGMOG00000019969	6	3	6	4	2	2	1	1
ENSGMOG00000007428	118	28	44	22	51	180	159	49
ENSGMOG00000019330	0	1	3	0	0	3	54	0
ENSGMOG00000003635	0	5	10	40	1	5	10	21
ENSGMOG00000005759	19	21	17	12	28	16	28	24
ENSGMOG00000010226	47	6	9	15	12	17	18	15
ENSGMOG00000000154	1474	1209	2059	766	1683	654	802	1548
ENSGMOG00000013105	1673	3629	12977	6675	6647	5800	4326	4122
ENSGMOG00000017761	40	21	14	13	23	20	34	54
ENSGMOG00000014247	0	0	2	0	0	0	0	0
ENSGMOG00000001280	15415	18786	12075	13888	16139	20357	10842	12073
ENSGMOG00000018363	0	0	0	1	0	1	0	0
ENSGMOG00000010504	808	568	735	574	560	496	770	678
ENSGMOG00000019802	129	15	80	104	92	44	65	75
ENSGMOG00000018575	0	0	3	0	0	0	31	0
ENSGMOG00000008889	61	87	185	88	162	129	441	523
ENSGMOG00000014050	14	9	11	6	19	10	12	8
ENSGMOG00000004979	3	6	1	1	8	10	4	2
ENSGMOG00000015424	174	105	308	111	158	156	373	624
ENSGMOG00000017768	0	2	24	2	10	1	8	22
ENSGMOG00000011236	1327	1066	6176	3947	6825	3318	902	805
ENSGMOG00000004318	299	72	249	182	312	297	314	343
ENSGMOG00000000425	1	0	1	10	2	5	4	2
ENSGMOG00000001385	4	5	5	3	3	5	5	2
ENSGMOG00000018998	17	32	25	12	26	19	41	43
ENSGMOG00000003188	1	1	12	1	3	7	4	3
ENSGMOG00000013345	552	1131	715	563	646	868	1549	1553
ENSGMOG00000000205	1	0	6	2	11	0	5	2
ENSGMOG00000021899	0	0	0	0	0	0	0	0
ENSGMOG00000003561	574	328	843	561	646	468	1188	1221
ENSGMOG00000018239	381	871	838	378	569	916	1578	1408
ENSGMOG00000015441	282	219	228	232	181	225	678	732
ENSGMOG00000009919	5	29	36	13	57	15	15	36
ENSGMOG00000011848	0	0	4	0	0	0	0	0
ENSGMOG00000016539	161	64	87	49	62	18	438	182
ENSGMOG00000019925	2	4	104	48	21	23	4	14
ENSGMOG00000009536	366	75	408	319	883	842	824	886
ENSGMOG00000004943	230	525	446	266	286	400	554	493
ENSGMOG00000003247	212	476	309	248	232	308	305	302
ENSGMOG00000003419	18	31	127	22	85	32	44	49
ENSGMOG00000005071	32	33	18	8	24	22	96	68
ENSGMOG00000008918	0	0	2	9	4	1	0	3
ENSGMOG00000012504	518	994	769	316	655	897	1344	1380
ENSGMOG00000006244	2	0	0	0	3	0	0	0
ENSGMOG00000011482	27	6	45	58	31	67	43	34
ENSGMOG00000009115	118	188	104	165	195	310	275	321
ENSGMOG00000012891	357	259	374	126	203	150	1425	689
ENSGMOG00000015272	0	0	0	0	0	1	0	0
ENSGMOG00000000861	180	240	335	88	202	148	320	571
ENSGMOG00000013938	1	9	7	1	6	11	13	10
ENSGMOG00000018051	0	0	0	0	0	0	0	0
ENSGMOG00000020548	94	9	55	21	16	42	2	7
ENSGMOG00000000432	220	334	200	156	149	331	347	198
ENSGMOG00000008539	241	81	282	268	385	312	510	484
ENSGMOG00000002386	2877	4307	5987	3441	3982	7344	4632	5576
ENSGMOG00000002415	0	0	0	0	4	0	0	0
ENSGMOG00000015144	2598	3909	7243	3199	3010	2692	2667	3702
