ID	sample_1	sample_6	sample_12	sample_18	sample_25	sample_31	sample_38	sample_44
ENSGMOG00000002455	448	262	633	214	272	257	32	66
ENSGMOG00000002503	221	138	423	123	244	226	321	251
ENSGMOG00000002522	208	454	322	134	243	245	501	484
ENSGMOG00000002585	7804	10960	6138	4508	5706	6743	1506	1737
ENSGMOG00000002603	170	304	287	91	214	288	303	250
ENSGMOG00000002655	116	201	82	36	89	47	226	172
ENSGMOG00000002669	253	410	1727	285	771	429	867	643
ENSGMOG00000002680	11	0	21	2	27	8	22	0
ENSGMOG00000002721	117	63	147	185	106	111	136	207
ENSGMOG00000002744	1	0	0	1	1	3	0	0
ENSGMOG00000002866	1724	728	1407	1062	1372	1289	2369	2425
ENSGMOG00000002916	62	15	73	14	52	62	33	35
ENSGMOG00000002947	17	11	31	4	27	34	37	30
ENSGMOG00000002965	0	0	0	0	3	0	1	2
ENSGMOG00000002971	0	3	1	0	2	0	0	0
ENSGMOG00000002983	0	0	0	0	0	0	0	0
ENSGMOG00000002991	1	8	2	3	77	8	94	13
ENSGMOG00000003096	0	0	0	0	65	0	49	0
ENSGMOG00000003105	0	0	0	0	0	0	2	0
ENSGMOG00000003133	343	244	324	186	318	255	604	598
ENSGMOG00000003158	342	478	504	339	332	289	1058	1058
ENSGMOG00000003192	318	101	404	537	352	336	633	749
ENSGMOG00000003217	288	20643	1538	105	415	543	3028	9332
ENSGMOG00000003229	1	0	1	0	3	0	0	0
ENSGMOG00000007834	82	46	154	80	83	90	228	242
ENSGMOG00000007840	39	83	39	34	22	25	421	58
ENSGMOG00000007846	171	161	326	112	175	231	341	327
ENSGMOG00000007849	3	7	6	4	6	4	9	0
ENSGMOG00000007859	2238	1494	3481	2072	1725	1546	5607	4274
ENSGMOG00000007865	1256	1662	1448	1530	1013	1177	2126	2132
ENSGMOG00000007869	772	705	1423	692	1526	937	1689	1132
ENSGMOG00000007879	3	0	0	0	0	0	0	1
ENSGMOG00000007883	409	467	556	300	569	668	938	961
ENSGMOG00000007896	420	204	459	256	332	352	806	482
ENSGMOG00000007904	29	67	76	47	108	181	210	62
ENSGMOG00000021616	0	0	0	0	0	0	0	0
ENSGMOG00000007909	487	506	614	1160	549	569	981	709
ENSGMOG00000007912	65	72	64	6	4	2	152	21
ENSGMOG00000007918	0	0	0	0	2	0	0	0
ENSGMOG00000007921	447	271	686	177	679	309	271	223
ENSGMOG00000007929	73	53	130	46	144	154	109	132
ENSGMOG00000007942	105	174	297	78	184	158	246	396
ENSGMOG00000007946	0	0	0	1	0	1	0	0
ENSGMOG00000007949	1337	793	2513	1051	1663	2158	2837	4732
ENSGMOG00000007953	0	0	0	0	0	0	0	0
ENSGMOG00000007954	0	0	0	0	0	2	0	0
ENSGMOG00000007958	0	0	2	40	3	14	4	3
ENSGMOG00000007961	254	267	293	1395	423	422	516	611
ENSGMOG00000007970	1178	825	728	7988	1257	558	1750	4540
ENSGMOG00000007975	7	4	17	6	18	7	12	16
ENSGMOG00000007982	141	41	98	63	153	92	156	87
ENSGMOG00000007987	1689	2489	2812	1494	1856	1705	4336	4864
ENSGMOG00000007996	1451	1383	1937	1544	2252	2034	2083	1958
ENSGMOG00000007997	748	1230	1189	916	945	636	4654	4031
ENSGMOG00000008007	1	0	0	0	8	1	0	0
ENSGMOG00000006735	207	80	459	183	367	452	730	633
ENSGMOG00000006773	13122	11343	17890	12710	14937	15499	20512	20175
ENSGMOG00000021878	25	8	18	11	14	11	28	13
ENSGMOG00000021356	3	0	0	0	2	0	0	5
ENSGMOG00000006793	598	467	1645	1737	643	1161	1158	1014
ENSGMOG00000006801	2354	1806	6838	2582	3467	3957	6054	8454
ENSGMOG00000006808	1764	2861	3077	1563	2257	2149	2982	4190
ENSGMOG00000006816	894	1117	1010	687	805	780	1591	1459
ENSGMOG00000006824	132	68	139	83	229	368	142	106
ENSGMOG00000006835	21	0	46	17	34	48	41	27
ENSGMOG00000006865	24	48	50	42	49	41	247	287
ENSGMOG00000006890	1053	917	2345	1507	1480	1435	1656	1162
ENSGMOG00000006900	104	54	98	97	99	85	171	132
ENSGMOG00000006911	0	0	1	0	0	3	0	0
ENSGMOG00000020243	0	0	0	0	0	0	0	0
ENSGMOG00000006918	430	584	421	399	385	410	676	687
ENSGMOG00000006925	159	206	410	144	211	282	484	393
ENSGMOG00000006940	631	355	479	248	330	408	709	856
ENSGMOG00000006962	0	0	1	0	0	0	0	0
ENSGMOG00000006973	0	0	0	0	1	0	0	2
ENSGMOG00000006982	646	485	1209	642	638	779	1120	2858
ENSGMOG00000006994	23	0	1	31	1	0	14	14
ENSGMOG00000006999	657	1197	885	1286	811	1013	1131	944
ENSGMOG00000007018	1052	226	1195	445	894	857	1580	1999
ENSGMOG00000007040	174	48	250	86	279	176	117	214
ENSGMOG00000007060	1253	492	1622	603	761	1410	1473	1984
ENSGMOG00000007082	12243	10061	18411	39496	18216	17088	9473	9480
ENSGMOG00000007111	824	859	994	398	727	607	1445	1346
ENSGMOG00000007116	447	160	250	638	133	266	439	275
ENSGMOG00000007134	289	175	612	305	563	642	718	701
ENSGMOG00000007162	1005	848	1095	725	789	688	1710	1377
ENSGMOG00000007170	625	724	109	27	270	129	920	346
ENSGMOG00000017665	3177	2650	1816	1397	2131	1931	2591	2192
ENSGMOG00000017705	896	789	491	632	1228	580	742	355
ENSGMOG00000017720	147	139	151	86	172	96	329	210
ENSGMOG00000017736	0	0	0	0	0	0	0	0
ENSGMOG00000019835	114	112	141	71	150	172	169	175
ENSGMOG00000017786	3713	3938	2617	5004	2416	3114	13961	8057
ENSGMOG00000017805	694	498	1148	585	1408	822	832	845
ENSGMOG00000017835	0	0	0	0	0	0	0	0
ENSGMOG00000017856	462	325	616	293	494	585	1385	1345
ENSGMOG00000017885	224	1256	280	249	379	454	2364	4821
ENSGMOG00000017896	152	452	431	316	377	372	370	357
ENSGMOG00000019837	0	0	1	0	0	0	0	0
ENSGMOG00000017907	28597	70416	44144	26752	35438	51192	36055	42641
ENSGMOG00000017911	0	4	10	0	5	5	19	4
ENSGMOG00000017958	0	0	0	0	0	0	2	4
ENSGMOG00000017965	2207	2645	1458	750	860	645	3220	2344
ENSGMOG00000017982	222	138	325	207	485	360	780	704
ENSGMOG00000017994	657	1339	1828	648	1316	795	1655	1360
ENSGMOG00000018028	78	17	83	28	92	69	302	309
ENSGMOG00000018038	584	421	727	298	711	923	1143	1078
ENSGMOG00000018173	2268	6160	2055	3791	10061	4191	7789	5177
ENSGMOG00000018190	479	372	398	288	688	678	658	568
ENSGMOG00000016960	2	0	0	0	0	0	1	0
ENSGMOG00000016969	286	226	511	341	518	513	785	709
ENSGMOG00000017009	367	178	718	364	473	439	516	863
ENSGMOG00000017031	2	0	0	0	0	0	0	0
ENSGMOG00000017035	4	5	7	2	1	0	12	4
ENSGMOG00000017062	1323	2692	1510	836	1120	1243	1534	1914
ENSGMOG00000017072	221	153	306	121	152	159	486	541
ENSGMOG00000017094	3045	3379	1307	2124	1594	2664	1086	565
ENSGMOG00000017102	46	40	100	23	45	41	18	75
ENSGMOG00000017110	340	351	782	215	705	508	751	713
ENSGMOG00000017131	611	840	1154	325	1155	1574	1075	962
ENSGMOG00000017170	33	26	61	29	37	35	102	126
ENSGMOG00000017230	257	151	309	278	384	307	522	434
ENSGMOG00000017263	74	46	89	50	105	164	86	103
ENSGMOG00000017281	3555	7994	4739	3087	4024	4601	11485	8423
ENSGMOG00000021866	2	3	0	0	3	2	0	0
ENSGMOG00000021313	1	9	0	2	1	8	0	1
ENSGMOG00000021657	8	8	0	2	12	3	3	2
ENSGMOG00000019806	0	0	0	0	0	0	1	0
ENSGMOG00000021390	0	3	3	0	0	3	4	0
ENSGMOG00000017295	0	0	3	0	3	3	1	0
ENSGMOG00000017320	127	279	366	147	150	335	450	606
ENSGMOG00000017364	253	318	414	176	272	216	592	715
ENSGMOG00000017403	27	2	44	5	47	27	72	57
ENSGMOG00000017436	2	1	8	1	0	0	3	1
ENSGMOG00000017487	48	58	108	44	56	71	140	119
ENSGMOG00000017529	93	264	186	150	155	86	329	272
ENSGMOG00000019807	2812	1096	2130	740	1335	1821	8421	8047
ENSGMOG00000017538	3411	4562	1803	1378	1363	1773	6083	7293
ENSGMOG00000017550	1258	548	1074	534	1836	1529	2049	1765
ENSGMOG00000017596	41	48	69	57	107	85	96	89
ENSGMOG00000017613	907	1933	1615	928	1282	1684	1968	2248
ENSGMOG00000017622	9	22	3	10	17	7	6	3
ENSGMOG00000019808	0	0	0	0	0	0	0	0
ENSGMOG00000017631	2816	2212	4360	2462	4034	2989	5075	5098
ENSGMOG00000017656	471	624	510	486	487	676	1176	886
ENSGMOG00000017679	82	121	134	139	152	214	268	229
ENSGMOG00000017701	167	291	336	327	263	405	467	421
ENSGMOG00000017723	565	398	371	113	328	442	1015	911
ENSGMOG00000017751	1	0	1	0	0	0	0	0
ENSGMOG00000017767	0	0	0	0	0	0	0	0
ENSGMOG00000017791	15	22	9	16	14	1	32	19
ENSGMOG00000017807	648	280	493	189	366	510	285	304
ENSGMOG00000017831	3894	4500	3817	3382	3692	3542	7302	5303
ENSGMOG00000017997	209	151	572	184	457	347	60	133
ENSGMOG00000018048	13	11	7	2	3	15	14	8
ENSGMOG00000018061	778	1562	2924	863	825	835	2073	3694
ENSGMOG00000018087	14	3	22	7	12	11	23	8
ENSGMOG00000018097	473	318	439	155	371	281	498	506
ENSGMOG00000018121	2274	2206	2453	1618	1532	1663	2722	2454
ENSGMOG00000018137	0	1	1	0	2	2	1	1
ENSGMOG00000018150	0	0	1	6	4	8	0	2
ENSGMOG00000018162	618	833	832	688	636	530	1532	1322
ENSGMOG00000018174	719	1012	944	488	512	741	1317	1357
ENSGMOG00000018188	6	0	6	0	5	2	0	1
ENSGMOG00000018192	346	480	821	479	542	738	479	498
ENSGMOG00000018316	18	21	45	11	38	30	54	35
ENSGMOG00000018325	191	341	304	225	246	223	558	443
ENSGMOG00000010682	3	10	6	17	14	21	32	18
ENSGMOG00000010691	189	138	128	49	76	153	1326	841
ENSGMOG00000010706	83	555	252	26	42	74	38872	11795
ENSGMOG00000010719	161	130	59	47	142	116	4364	1614
ENSGMOG00000010731	1503	764	1074	413	827	843	3213	1977
ENSGMOG00000020865	56	73	47	39	38	65	145	44
ENSGMOG00000021025	211	594	146	177	215	191	273	106
ENSGMOG00000010743	77	164	65	54	92	89	218	101
ENSGMOG00000020561	0	0	0	4	4	0	11	1
ENSGMOG00000010870	2	1	1	0	9	0	7	11
ENSGMOG00000010895	214	322	187	117	197	153	139	109
ENSGMOG00000010904	216	320	330	97	243	204	224	138
ENSGMOG00000010905	483	414	210	178	345	289	194	320
ENSGMOG00000021265	0	0	0	0	0	0	0	0
ENSGMOG00000021882	0	0	0	0	3	3	0	0
ENSGMOG00000010927	4	7	10	9	9	2	1	0
ENSGMOG00000010981	0	0	3	0	0	0	0	0
ENSGMOG00000010986	1	0	0	0	0	0	0	0
ENSGMOG00000020562	2	4	0	2	0	1	0	0
ENSGMOG00000010990	22	8	29	10	18	14	6	11
ENSGMOG00000011003	0	0	4	0	0	4	0	0
ENSGMOG00000011010	0	0	0	0	0	0	0	0
ENSGMOG00000021611	11	11	32	13	5	20	38	7
ENSGMOG00000011020	0	0	10	0	0	0	0	0
ENSGMOG00000011035	10362	6604	7144	5118	9403	7695	8632	8987
ENSGMOG00000020678	11	12	5	7	13	19	6	0
ENSGMOG00000011058	348	314	438	144	485	396	521	322
ENSGMOG00000011070	5	0	3	3	2	8	0	1
ENSGMOG00000011086	9	2	12	1	7	1	9	9
ENSGMOG00000011093	122	89	148	56	103	178	294	357
ENSGMOG00000011107	1	2	1	1	6	0	2	3
ENSGMOG00000011111	10356	14544	21369	10529	35640	12646	17379	17477
ENSGMOG00000011126	13	12	173	19	98	147	38	50
ENSGMOG00000011133	2	0	0	0	3	0	0	1
ENSGMOG00000011146	0	0	0	0	0	0	0	0
ENSGMOG00000011148	0	0	0	1	0	0	1	0
ENSGMOG00000011155	0	0	0	0	0	0	0	1
ENSGMOG00000011163	30	15	20	2	6	56	22	0
ENSGMOG00000011192	0	0	2	0	9	0	4	1
ENSGMOG00000011204	234	114	454	195	368	435	765	634
ENSGMOG00000011211	37	36	60	19	34	48	127	53
ENSGMOG00000011244	273	123	914	208	354	136	164	132
ENSGMOG00000011256	18	0	15	1	0	7	0	3
ENSGMOG00000007435	84	76	129	102	82	72	253	229
ENSGMOG00000007438	313	630	444	235	255	183	516	472
ENSGMOG00000007444	370	208	685	467	481	392	1113	1200
ENSGMOG00000007450	1	2	5	1	3	3	3	1
ENSGMOG00000007491	0	1	3	1	0	0	1	1
ENSGMOG00000007494	100	200	182	82	115	107	488	413
ENSGMOG00000007547	3	1	0	3	0	2	3	0
ENSGMOG00000007555	239	437	452	229	310	323	511	683
ENSGMOG00000007567	934	301	906	598	1066	956	1667	1706
ENSGMOG00000007585	0	7	17	8	8	6	18	31
ENSGMOG00000007598	6	1	11	2	6	5	8	11
ENSGMOG00000007603	143	46	327	106	145	164	430	284
ENSGMOG00000007611	0	0	2	0	0	0	0	0
ENSGMOG00000007620	160	133	202	127	306	250	418	439
ENSGMOG00000007630	485	145	643	417	482	531	737	629
ENSGMOG00000007645	0	0	0	0	2	0	7	0
ENSGMOG00000007656	0	0	0	0	0	0	5	1
ENSGMOG00000007665	880	912	1423	943	1447	1432	2069	1935
ENSGMOG00000007676	829	505	702	475	852	791	1372	1528
ENSGMOG00000007688	1448	2155	1133	890	1416	1519	1608	1506
ENSGMOG00000007695	301	359	291	263	664	820	328	288
ENSGMOG00000007701	1972	2637	2578	2077	2047	2168	6541	4857
ENSGMOG00000007707	671	1035	1260	760	897	898	1612	1464
ENSGMOG00000007715	666	395	890	388	836	720	1855	1510
ENSGMOG00000021519	0	0	0	0	0	0	0	0
ENSGMOG00000021200	0	0	0	0	0	0	0	0
ENSGMOG00000007735	678	701	712	771	793	1078	853	943
ENSGMOG00000008169	3	1	1	1	0	1	9	5
ENSGMOG00000008171	17	0	2	2	2	7	13	22
ENSGMOG00000021110	0	0	0	0	0	0	0	0
ENSGMOG00000008176	206	182	273	247	262	302	533	430
ENSGMOG00000008181	545	485	955	930	818	621	1244	1008
ENSGMOG00000008183	3	14	10	6	16	11	3	13
ENSGMOG00000008190	7	7	6	1	1	3	3	1
ENSGMOG00000008193	853	850	1818	1008	1205	1301	1132	1340
ENSGMOG00000008199	0	3	2	2	4	3	2	0
ENSGMOG00000008201	208	280	361	227	733	298	614	556
ENSGMOG00000008207	6	36	9	3	6	1	19	5
ENSGMOG00000008210	37815	103274	60106	41736	46204	62292	45728	47888
ENSGMOG00000008217	98	144	191	112	87	142	285	198
ENSGMOG00000008221	1	0	5	0	0	1	0	0
ENSGMOG00000008225	102	64	217	86	118	202	148	190
ENSGMOG00000008227	222	168	310	213	445	219	261	225
ENSGMOG00000008234	23	6	20	7	0	0	29	10
ENSGMOG00000008238	3	9	6	2	4	7	2	0
ENSGMOG00000008246	1449	512	1474	719	1740	2179	3245	3497
ENSGMOG00000008251	637	388	372	394	448	494	929	653
ENSGMOG00000008255	230	95	324	283	375	353	425	444
ENSGMOG00000008260	7003	1097	4598	1882	3226	3293	5402	4505
ENSGMOG00000008270	0	2	0	1	0	0	1	0
ENSGMOG00000008271	4	0	6	0	4	0	2	2
ENSGMOG00000008273	7	13	11	608	27	14	92	116
ENSGMOG00000008275	1344	893	2010	1750	1711	1477	1992	2339
ENSGMOG00000008279	0	0	3	2	4	1	2	1
ENSGMOG00000008282	411	507	641	471	401	473	540	555
ENSGMOG00000008283	2019	1332	1947	3110	1711	1650	755	809
ENSGMOG00000008285	369	345	480	343	490	361	554	496
ENSGMOG00000008287	0	0	0	0	6	1	9	2
ENSGMOG00000008288	0	0	0	0	0	4	0	6
ENSGMOG00000008289	155	235	822	1638	952	798	456	376
ENSGMOG00000008290	243	153	119	107	212	222	334	263
ENSGMOG00000008292	1872	4618	2363	5100	4342	4039	6854	7646
ENSGMOG00000008297	66	72	31	53	93	83	66	68
ENSGMOG00000008300	1592	2489	2024	1652	1568	1421	3156	2365
ENSGMOG00000008303	566	360	990	476	823	445	1589	1107
ENSGMOG00000008305	3266	6430	6927	4101	2743	2429	8037	6529
ENSGMOG00000008306	4	5	6	0	16	7	3	0
ENSGMOG00000008308	1322	1309	1416	961	1031	1239	1418	1500
ENSGMOG00000008311	612	471	706	454	594	660	900	816
ENSGMOG00000008314	202	91	259	259	473	239	388	481
ENSGMOG00000008324	1319	479	1058	618	1004	904	2107	1956
ENSGMOG00000008327	6007	2886	7858	3441	8797	5859	11167	11465
ENSGMOG00000020728	0	0	2	0	3	0	3	0
ENSGMOG00000021433	0	0	0	0	0	5	2	0
ENSGMOG00000008339	240	81	883	15	49	206	47	116
ENSGMOG00000008343	1	0	1	0	0	0	0	1
ENSGMOG00000008344	1576	1303	2226	1197	1628	1711	3939	3641
ENSGMOG00000008348	0	25	0	0	2	0	0	24
ENSGMOG00000007127	2112	1298	1248	1320	810	828	2888	2667
ENSGMOG00000007130	2	0	1	0	5	5	4	1
ENSGMOG00000007163	1	1	0	0	3	1	2	0
ENSGMOG00000007169	7	6	10	3	1	4	14	32
ENSGMOG00000007176	49	30	31	31	53	57	108	69
ENSGMOG00000007186	421	307	838	880	447	431	1173	1637
ENSGMOG00000007190	1	9	5	3	4	13	7	1
ENSGMOG00000007198	35	0	1	0	1	1	2	9
ENSGMOG00000007204	134	80	181	130	190	230	347	269
ENSGMOG00000007212	2637	1647	1664	1104	1232	1425	3376	3270
ENSGMOG00000007222	100	68	129	120	324	180	260	206
ENSGMOG00000007226	121	180	161	136	382	376	324	303
ENSGMOG00000007227	2	0	7	1	14	6	9	2
ENSGMOG00000007235	27	11	18	4	10	37	13	18
ENSGMOG00000007244	2541	1789	1626	1765	2135	2384	1763	1664
ENSGMOG00000007252	350	800	603	286	558	340	661	871
ENSGMOG00000007259	1254	809	1323	532	1636	1477	1868	1032
ENSGMOG00000007276	34	29	27	18	42	16	29	10
ENSGMOG00000007288	0	1	0	0	0	0	0	0
ENSGMOG00000007310	1492	1096	1487	797	1282	1357	1959	1964
ENSGMOG00000007332	72	24	120	94	196	107	131	94
ENSGMOG00000007339	671	511	1326	205	743	946	1594	1947
ENSGMOG00000021109	0	0	0	0	0	0	0	0
ENSGMOG00000007353	1995	3989	2671	2178	2407	2021	3784	3406
ENSGMOG00000007356	334	142	443	271	334	498	655	482
ENSGMOG00000007368	108	48	307	115	183	139	250	305
ENSGMOG00000007385	0	0	7	1	0	3	0	0
ENSGMOG00000007388	91	87	1125	96	211	205	305	322
ENSGMOG00000008703	5	3	12	3	12	5	6	5
ENSGMOG00000008723	56	136	39	19	47	69	117	74
ENSGMOG00000008735	91	120	66	61	71	96	123	91
ENSGMOG00000008750	37	25	44	26	21	15	123	143
ENSGMOG00000008759	1918	1735	4222	5592	2312	2926	2054	4500
ENSGMOG00000008771	977	1227	1018	1562	511	710	700	775
ENSGMOG00000008776	8786	17294	12651	9595	10608	11504	18472	14772
ENSGMOG00000021664	4	0	3	6	0	8	1	4
ENSGMOG00000021969	1	8	3	2	8	11	8	7
ENSGMOG00000008787	681	528	1092	693	1175	1300	2036	2182
ENSGMOG00000008825	4858	1880	2703	3216	2097	2445	2451	2474
ENSGMOG00000008838	1144	469	978	763	969	988	1703	1748
ENSGMOG00000008849	1303	939	949	735	1212	1070	722	891
ENSGMOG00000008858	206	337	303	116	235	197	338	347
ENSGMOG00000008866	176	418	139	119	621	580	364	131
ENSGMOG00000008872	1050	1746	927	440	741	926	586	490
ENSGMOG00000008888	1990	2428	1410	1018	1084	1233	739	465
ENSGMOG00000008891	5320	1646	2753	1607	2226	3023	2734	2707
ENSGMOG00000019862	21	16	21	8	8	18	39	32
ENSGMOG00000008907	120	28	54	54	48	42	145	130
ENSGMOG00000008928	1077	824	2580	1307	1541	1186	2093	1941
ENSGMOG00000008940	26	33	16	41	133	64	82	29
ENSGMOG00000008962	4	33	9	4	45	20	22	18
ENSGMOG00000008972	148	270	216	207	132	207	511	634
ENSGMOG00000009002	0	0	6	1	2	0	0	0
ENSGMOG00000009009	906	463	1145	528	1183	957	1655	1443
ENSGMOG00000009036	2242	3072	1975	1219	1571	2273	2501	2161
ENSGMOG00000009047	3947	2864	4886	2415	4423	4395	11414	9587
ENSGMOG00000019864	1	2	1	0	0	7	0	0
ENSGMOG00000009061	0	0	0	2	4	1	0	0
ENSGMOG00000009074	138	195	224	96	154	157	255	235
ENSGMOG00000009080	1118	2018	1637	1593	1514	1252	1846	1452
ENSGMOG00000009091	93	147	208	125	158	149	346	285
ENSGMOG00000009105	1	0	7	0	14	1	4	8
ENSGMOG00000009111	432	1194	756	270	507	466	983	856
ENSGMOG00000009122	69	60	148	115	191	188	163	264
ENSGMOG00000009151	2762	4180	3412	1874	2758	2263	5529	6625
ENSGMOG00000009166	2042	2357	584	477	1197	1184	1190	1155
ENSGMOG00000009212	87	81	95	145	288	304	454	305
ENSGMOG00000009226	311	100	660	602	1295	357	565	176
ENSGMOG00000009267	369	99	376	365	855	535	939	740
ENSGMOG00000009285	139	97	189	75	117	147	292	312
ENSGMOG00000009299	492	103	420	283	480	611	473	535
ENSGMOG00000013709	0	0	0	0	0	2	0	0
ENSGMOG00000013718	192	228	916	474	267	220	620	676
ENSGMOG00000013738	1	2	6	0	8	2	2	3
ENSGMOG00000013742	1	0	5	47	11	19	0	0
ENSGMOG00000013815	11	5	272	14	42	69	62	8
ENSGMOG00000020505	1	10	83	0	8	8	8	5
ENSGMOG00000013842	10	5	16	3	3	0	0	1
ENSGMOG00000020506	154	130	207	67	93	123	414	516
ENSGMOG00000020508	228	384	651	460	516	413	852	603
ENSGMOG00000013871	1365	591	632	802	375	745	694	922
ENSGMOG00000013947	433	511	689	273	384	449	1079	1041
ENSGMOG00000014011	0	0	0	0	0	0	0	0
ENSGMOG00000014071	0	0	0	5	1	0	2	6
ENSGMOG00000014121	0	2	0	0	0	0	0	1
ENSGMOG00000014142	0	0	0	0	0	0	0	0
ENSGMOG00000014516	0	0	0	0	0	0	0	0
ENSGMOG00000014533	0	0	0	0	0	0	0	0
ENSGMOG00000014705	0	0	0	0	0	0	0	0
ENSGMOG00000020509	0	0	0	0	0	0	0	0
ENSGMOG00000014748	0	0	0	0	0	0	0	0
ENSGMOG00000014759	0	0	0	0	0	0	0	0
ENSGMOG00000014773	0	0	0	0	0	0	0	0
ENSGMOG00000020510	0	0	0	0	0	0	0	0
ENSGMOG00000014824	0	0	0	0	0	0	0	0
ENSGMOG00000014833	0	0	0	0	0	0	0	0
ENSGMOG00000014862	6	5	19	0	2	0	1	9
ENSGMOG00000014872	0	0	0	0	0	0	0	0
ENSGMOG00000014881	0	0	0	0	0	0	0	0
ENSGMOG00000014919	0	0	0	0	0	0	0	0
ENSGMOG00000014974	0	0	0	0	0	0	0	0
ENSGMOG00000015015	0	0	0	0	0	0	0	0
ENSGMOG00000015285	0	0	0	0	0	0	1	0
ENSGMOG00000015461	0	0	0	0	0	0	0	0
ENSGMOG00000015492	1	0	9	0	0	3	1	0
ENSGMOG00000015499	0	0	0	0	0	0	0	0
ENSGMOG00000011323	41	23	43	36	78	57	40	63
ENSGMOG00000020140	209	333	465	500	246	323	214	198
ENSGMOG00000011334	3	6	11	2	0	1	25	7
ENSGMOG00000011339	4	63	83	11	19	9	47	19
ENSGMOG00000011346	401	324	846	216	489	507	883	1031
ENSGMOG00000011369	182	38	158	28	132	99	241	210
ENSGMOG00000020141	222	176	260	69	169	164	626	527
ENSGMOG00000011377	116	256	247	133	131	118	491	472
ENSGMOG00000011386	10	0	6	4	1	17	2	2
ENSGMOG00000011390	651	925	3103	3359	2423	1725	779	618
ENSGMOG00000011420	207	697	1007	1102	879	668	279	146
ENSGMOG00000011429	14	45	20	38	2	5	15	10
ENSGMOG00000011445	23	15	61	30	60	31	75	81
ENSGMOG00000011451	189	45	295	90	178	184	375	369
ENSGMOG00000011466	903	278	1164	706	1045	1072	1175	1269
ENSGMOG00000011493	1115	659	926	722	480	402	930	735
ENSGMOG00000011508	9	18	13	4	7	5	20	22
ENSGMOG00000011517	710	819	527	347	687	529	1232	991
ENSGMOG00000011525	909	494	736	325	922	666	1466	1250
ENSGMOG00000011539	955	278	626	362	778	641	1180	1205
ENSGMOG00000011552	658	212	367	327	949	554	801	728
ENSGMOG00000011564	4	25	17	9	35	18	21	12
ENSGMOG00000011583	376	148	401	130	254	197	845	884
ENSGMOG00000011596	15	21	17	5	9	3	37	16
ENSGMOG00000011601	1	0	0	0	6	3	2	0
ENSGMOG00000011613	5	10	4	3	0	1	5	3
ENSGMOG00000011634	0	0	1	0	0	0	0	0
ENSGMOG00000011649	3197	2928	3890	2851	2442	2700	1645	2373
ENSGMOG00000011670	61	74	87	47	46	66	57	45
ENSGMOG00000011674	77	81	190	234	169	243	316	333
ENSGMOG00000011680	61	40	56	39	79	49	135	204
ENSGMOG00000011685	9	0	9	5	5	7	13	1
ENSGMOG00000011691	343	504	433	304	256	240	964	1017
ENSGMOG00000011695	2994	2132	2954	2294	2615	2984	5198	4268
ENSGMOG00000011701	786	1288	1029	1081	749	775	1361	1038
ENSGMOG00000011707	219	262	374	149	327	233	404	477
ENSGMOG00000011711	1145	460	1423	1118	1297	1007	2285	2553
ENSGMOG00000011721	0	0	2	0	0	6	2	0
ENSGMOG00000011755	7	5	2	7	6	2	1	10
ENSGMOG00000011764	466	692	700	507	1126	1175	313	210
ENSGMOG00000011770	7	16	6	2	3	6	11	6
ENSGMOG00000011777	22	6	37	16	37	26	64	42
ENSGMOG00000011786	242	561	410	638	162	308	532	311
ENSGMOG00000011792	3670	6990	4004	3012	3020	3840	5113	5186
ENSGMOG00000020142	0	1	0	0	1	0	2	2
ENSGMOG00000011796	1	7	4	2	2	12	1	8
ENSGMOG00000014235	422	205	378	168	248	195	1010	941
ENSGMOG00000014259	2079	1739	4474	1867	2211	2318	3997	4277
ENSGMOG00000014280	1964	1830	2425	1820	2311	2197	2875	3102
ENSGMOG00000014328	124	92	86	96	113	78	117	101
ENSGMOG00000014496	986	1690	1283	1369	1067	1133	1450	1299
ENSGMOG00000014514	144	198	373	94	252	273	681	766
ENSGMOG00000014540	610	130	1207	561	906	669	1236	1101
ENSGMOG00000014584	419	158	432	240	402	331	356	332
ENSGMOG00000014608	52	45	83	17	40	61	26	12
ENSGMOG00000014618	1414	581	825	886	1460	1580	981	1022
ENSGMOG00000014636	331	311	441	234	380	261	872	867
ENSGMOG00000014679	536	526	647	237	424	372	610	726
ENSGMOG00000014707	0	0	0	0	0	0	0	0
ENSGMOG00000014717	100	68	74	24	77	44	250	180
ENSGMOG00000014769	299	123	263	279	435	258	570	487
ENSGMOG00000020095	150	195	515	139	487	311	508	603
ENSGMOG00000014780	116	71	179	133	137	177	146	184
ENSGMOG00000014800	20	23	12	4	14	48	20	4
ENSGMOG00000014873	4153	1106	4581	3183	2772	6585	3073	5999
ENSGMOG00000014923	1560	1850	624	1387	296	462	1986	1352
ENSGMOG00000014936	261	87	71	5	32	28	36	17
ENSGMOG00000014951	17	7	7	0	2	0	3	15
ENSGMOG00000014969	209	38	105	23	36	44	87	210
ENSGMOG00000015065	197	252	208	116	246	167	351	374
ENSGMOG00000015080	85	162	145	86	97	91	317	247
ENSGMOG00000015100	0	0	3	0	0	0	0	0
ENSGMOG00000020096	7	2	3	2	0	7	2	0
ENSGMOG00000015125	0	7	2	1	3	3	3	4
ENSGMOG00000015135	269	583	771	222	481	390	655	469
ENSGMOG00000015155	577	537	525	313	449	479	1058	1059
ENSGMOG00000015193	374	643	373	312	688	527	1039	855
ENSGMOG00000015254	5034	3087	1741	5861	6189	4761	7505	3758
ENSGMOG00000016655	107	139	124	98	384	308	283	191
