ID	sample_3	sample_8	sample_14	sample_20	sample_27	sample_33	sample_39
ENSGMOG00000006367	372	539	455	482	819	185	75
ENSGMOG00000017210	0	0	0	0	0	1	0
ENSGMOG00000017220	0	0	0	0	0	0	0
ENSGMOG00000017225	2	0	0	0	1	0	2
ENSGMOG00000017237	79	28	13	35	9	39	47
ENSGMOG00000017381	1224	1128	1660	850	1732	1200	1980
ENSGMOG00000017473	2030	2252	2828	2626	2819	1701	4018
ENSGMOG00000017485	0	1	2	0	10	0	2
ENSGMOG00000017536	468	600	484	390	818	511	210
ENSGMOG00000017591	7	4	15	0	2	0	0
ENSGMOG00000017658	3	0	0	0	0	0	0
ENSGMOG00000017688	1411	1226	798	653	1171	909	2033
ENSGMOG00000017702	4791	4985	4987	1477	4891	2964	770
ENSGMOG00000017801	444	587	2218	364	1056	834	165
ENSGMOG00000017992	260	266	252	225	331	97	1025
ENSGMOG00000017993	5	2	2	8	20	3	30
ENSGMOG00000005739	31	53	93	107	216	168	0
ENSGMOG00000005757	15	26	9	7	34	4	11
ENSGMOG00000005781	304	330	216	189	307	178	138
ENSGMOG00000005790	6	9	18	4	23	12	33
ENSGMOG00000005806	977	843	767	855	1030	576	413
ENSGMOG00000005819	1456	1247	1383	1907	1601	530	4936
ENSGMOG00000005826	71	88	96	83	112	79	63
ENSGMOG00000005844	492	496	609	321	534	295	87
ENSGMOG00000005865	988	1401	723	1235	2318	2200	102
ENSGMOG00000010276	53	120	107	103	184	76	40
ENSGMOG00000010287	424	395	423	228	417	221	110
ENSGMOG00000010306	134	146	126	70	110	104	47
ENSGMOG00000010362	169	138	125	134	200	91	878
ENSGMOG00000010375	3192	3863	3523	2935	5711	2533	577
ENSGMOG00000010397	7	0	0	1	0	0	0
ENSGMOG00000001635	4	2	2	0	11	9	3
ENSGMOG00000001648	7732	6766	1805	2438	3966	3395	3907
ENSGMOG00000001683	17	51	32	5	19	21	31
ENSGMOG00000001698	2660	3127	3017	3348	4351	2675	161
ENSGMOG00000001732	2	0	6	0	0	2	1
ENSGMOG00000001738	777	758	1217	954	1269	909	2157
ENSGMOG00000001751	821	1025	1017	772	1176	719	1786
ENSGMOG00000001762	8	19	9	2	21	13	0
ENSGMOG00000001782	526	452	480	524	520	256	401
ENSGMOG00000001797	62	49	42	49	67	31	14
ENSGMOG00000001813	898	1299	1317	1504	1410	828	548
ENSGMOG00000013741	0	0	0	0	0	0	0
ENSGMOG00000013753	672	1164	894	913	2087	631	203
ENSGMOG00000020512	0	1	0	0	0	0	0
ENSGMOG00000020513	2	0	0	0	0	0	0
ENSGMOG00000013849	0	0	1	0	0	0	0
ENSGMOG00000013930	264	165	93	8	91	44	13
ENSGMOG00000014002	90	135	96	81	180	143	75
ENSGMOG00000021453	0	0	1	0	6	0	0
ENSGMOG00000021972	54	40	28	19	23	10	107
ENSGMOG00000014116	377	314	323	443	471	212	1129
ENSGMOG00000003805	1	1	0	0	0	0	0
ENSGMOG00000003868	3160	1645	2528	1666	4599	488	2758
ENSGMOG00000003919	6	9	13	3	12	13	9
ENSGMOG00000003959	40	110	101	75	163	106	111
ENSGMOG00000003977	5	6	4	5	2	2	8
ENSGMOG00000020021	3	0	8	0	4	0	0
ENSGMOG00000004016	19295	16394	7658	11005	16150	10396	39059
ENSGMOG00000004031	542	543	611	412	704	295	915
ENSGMOG00000004067	53	100	134	125	158	66	117
ENSGMOG00000004100	1924509	1578495	2300545	854583	1475171	1196176	240267
ENSGMOG00000004121	271	386	263	226	486	235	294
ENSGMOG00000004220	1400	1080	766	932	929	600	257
ENSGMOG00000004278	1265	1189	981	627	1522	2967	133
ENSGMOG00000004327	1	1	1	0	1	1	1
ENSGMOG00000004354	37	36	19	17	62	21	37
ENSGMOG00000004401	1628	1534	1155	1839	2308	1355	4611
ENSGMOG00000004413	9	0	2	0	2	1	0
ENSGMOG00000011368	272	304	144	31	556	124	70
ENSGMOG00000011382	294	181	311	173	328	128	207
ENSGMOG00000011385	5	2	18	0	0	3	4
ENSGMOG00000011402	827	707	604	281	814	603	452
ENSGMOG00000011413	266	205	657	232	1002	177	663
ENSGMOG00000011422	903	970	751	2169	2562	3523	316
ENSGMOG00000011428	564	745	1024	559	1311	604	1237
ENSGMOG00000011453	22	15	51	24	44	12	27
ENSGMOG00000011465	20	15	33	11	35	8	11
ENSGMOG00000011474	59	72	80	48	49	29	0
ENSGMOG00000011479	32	43	45	9	67	30	84
ENSGMOG00000011495	488	511	575	805	630	370	2989
ENSGMOG00000020144	1392	1432	707	1055	2177	1440	2085
ENSGMOG00000011513	5	11	2	0	18	13	5
ENSGMOG00000011526	37	58	29	45	62	6	37
ENSGMOG00000010769	65	107	119	74	128	85	13
ENSGMOG00000010790	2138	2267	1458	3958	1780	2311	3620
ENSGMOG00000010798	4900	5428	4168	7065	7300	5199	7250
ENSGMOG00000010809	2330	2624	1952	738	2909	2088	148
ENSGMOG00000010839	8	6	8	5	12	10	17
ENSGMOG00000010849	661	862	588	851	1659	1423	300
ENSGMOG00000010860	683	803	333	328	1749	887	102
ENSGMOG00000010890	405	300	294	212	367	167	161
ENSGMOG00000010898	544	1115	683	706	2111	548	283
ENSGMOG00000010913	1	0	0	0	0	0	1
ENSGMOG00000010916	2	0	2	1	1	1	0
ENSGMOG00000010923	753	932	491	726	942	718	274
ENSGMOG00000010944	944	822	292	1181	677	569	288
ENSGMOG00000010947	0	0	0	0	1	0	0
ENSGMOG00000010954	109	150	157	125	309	98	68
ENSGMOG00000020118	231	281	252	302	425	320	687
ENSGMOG00000010964	0	1	5	0	0	0	1
ENSGMOG00000010972	16838	6845	10378	11392	14347	5563	21409
ENSGMOG00000018989	53	120	1286	219	220	260	133
ENSGMOG00000018996	0	0	1	1	0	10	0
ENSGMOG00000019008	36	16	449	7	400	62	10
ENSGMOG00000019080	448	400	425	291	523	244	681
ENSGMOG00000019092	532	503	460	410	594	231	871
ENSGMOG00000019103	519	536	552	360	548	351	988
ENSGMOG00000019118	2486	2155	1869	1967	2231	1151	3018
ENSGMOG00000020788	0	0	0	0	0	0	0
ENSGMOG00000019133	272	542	62	192	307	415	90
ENSGMOG00000019146	223	243	224	237	259	212	824
ENSGMOG00000019160	279	119	107	171	138	67	8
ENSGMOG00000019163	117	79	53	20	17	16	2
ENSGMOG00000019196	2	0	23	4	0	11	62
ENSGMOG00000019203	19374	15283	18199	14596	15296	8302	9149
ENSGMOG00000019212	6068	818	2526	1327	802	201	181
ENSGMOG00000019225	1849	2857	1740	1835	3670	1587	2755
ENSGMOG00000019232	74	88	94	56	65	38	42
ENSGMOG00000019243	126	261	137	155	256	104	489
ENSGMOG00000019249	0	2	5	1	15	0	0
ENSGMOG00000019258	416	682	486	315	723	350	71
ENSGMOG00000019279	2	11	3	0	6	9	0
ENSGMOG00000019326	2743	2708	2199	1936	2852	2090	1336
ENSGMOG00000019331	1016	1067	939	834	1651	1282	1188
ENSGMOG00000019335	23	39	41	14	55	29	99
ENSGMOG00000012901	468	179	93	88	88	20	44
ENSGMOG00000016478	297	304	313	293	518	421	342
ENSGMOG00000016490	6	13	19	10	9	7	0
ENSGMOG00000016504	2951	3314	2339	1587	5176	1354	474
ENSGMOG00000016568	21	32	56	24	51	43	119
ENSGMOG00000016586	232	277	237	202	326	144	170
ENSGMOG00000016607	44037	31421	53220	51671	45219	21152	67926
ENSGMOG00000016621	0	0	0	0	1	0	1
ENSGMOG00000016629	4	25	23	18	22	9	19
ENSGMOG00000016637	220	257	254	165	298	108	143
ENSGMOG00000016651	572	682	507	697	755	324	2512
ENSGMOG00000016661	1598	1803	1953	725	2137	1879	642
ENSGMOG00000016690	4	9	18	19	29	12	21
ENSGMOG00000016702	250	417	438	240	880	800	35
ENSGMOG00000016721	183	515	556	109	213	106	48
ENSGMOG00000016747	180	231	162	144	270	179	293
ENSGMOG00000016770	1574	1695	1652	1363	2068	1319	5666
ENSGMOG00000016777	2096	2722	1257	1751	3281	1853	995
ENSGMOG00000016831	704	769	625	293	1099	936	44
ENSGMOG00000016909	23	26	29	20	16	12	109
ENSGMOG00000016923	2895	2930	2107	2690	4380	2843	3780
ENSGMOG00000017169	1344	1200	963	1280	1452	1014	593
ENSGMOG00000015680	50	36	70	23	95	149	11
ENSGMOG00000015695	156	162	181	101	168	59	374
ENSGMOG00000015735	533	619	693	289	673	394	933
ENSGMOG00000015856	3592	3035	1515	2050	2709	1742	918
ENSGMOG00000015905	270	265	297	157	392	201	566
ENSGMOG00000015919	878	780	800	850	1046	699	1080
ENSGMOG00000015940	5061	4639	1109	1832	2852	1876	2378
ENSGMOG00000015968	841	1317	250	389	575	255	3204
ENSGMOG00000015979	532	540	274	92	342	286	8
ENSGMOG00000016021	5	27	10	6	23	17	18
ENSGMOG00000016033	712	671	465	305	768	590	479
ENSGMOG00000020317	0	1	0	0	0	0	0
ENSGMOG00000016041	0	0	0	0	0	0	0
ENSGMOG00000009924	55	79	98	31	55	68	122
ENSGMOG00000009930	32	16	19	26	50	32	56
ENSGMOG00000009937	151	224	203	73	261	252	303
ENSGMOG00000009944	19	76	55	11	92	56	76
ENSGMOG00000009950	1	5	3	0	0	0	0
ENSGMOG00000009960	0	0	3	0	0	0	0
ENSGMOG00000009969	20	39	25	9	87	9	38
ENSGMOG00000009987	4	5	0	0	0	0	0
ENSGMOG00000009990	268	594	374	248	897	291	33
ENSGMOG00000010002	2192	2440	1729	2025	2324	1111	7673
ENSGMOG00000010028	17933	11677	5429	5645	10008	8027	24877
ENSGMOG00000010038	1072	832	718	835	1176	548	3927
ENSGMOG00000010050	0	1	0	0	0	0	0
ENSGMOG00000010055	588	500	356	272	681	345	419
ENSGMOG00000010068	9	5	2	0	20	9	12
ENSGMOG00000010075	51	88	56	47	109	61	176
ENSGMOG00000010093	6	23	8	3	29	17	4
ENSGMOG00000010097	546	419	720	298	429	184	115
ENSGMOG00000010205	18322	17789	15128	19373	16057	12448	4833
ENSGMOG00000010217	6828	7996	4703	7775	6206	4567	2276
ENSGMOG00000003994	2059	239	588	145	205	138	18
ENSGMOG00000004182	250	227	138	204	327	194	521
ENSGMOG00000004194	4817	3417	3153	918	4701	3632	647
ENSGMOG00000004246	137	131	139	160	162	86	216
ENSGMOG00000004305	253	287	414	183	437	289	418
ENSGMOG00000021088	0	0	0	0	0	0	0
ENSGMOG00000004340	303	462	272	200	554	348	83
ENSGMOG00000004349	283	404	322	301	473	293	157
ENSGMOG00000004370	691	498	587	249	566	315	22
ENSGMOG00000004494	1187	1466	1359	993	1309	1219	155
ENSGMOG00000004517	0	0	3	1	0	0	0
ENSGMOG00000008203	638	432	1710	428	1548	3273	80
ENSGMOG00000008211	1	5	27	2	5	0	0
ENSGMOG00000008214	0	0	0	0	0	0	0
ENSGMOG00000008216	6	0	4	2	1	0	0
ENSGMOG00000008222	42	69	75	19	73	41	23
ENSGMOG00000008229	1	0	1	0	4	1	1
ENSGMOG00000008230	36	98	152	75	157	88	19
ENSGMOG00000008237	8	13	21	27	8	3	26
ENSGMOG00000008241	17	11	30	0	21	9	11
ENSGMOG00000008245	652	909	760	809	2160	260	871
ENSGMOG00000008249	468	215	252	136	554	113	681
ENSGMOG00000008252	1	5	1	1	7	1	0
ENSGMOG00000008256	0	0	0	0	0	0	0
ENSGMOG00000008259	84	140	123	57	238	54	31
ENSGMOG00000008263	7	9	11	6	30	0	2
ENSGMOG00000008266	185	262	375	104	386	178	127
ENSGMOG00000008269	418	338	591	180	555	161	256
ENSGMOG00000001099	1799	1844	1531	1386	2289	1407	909
ENSGMOG00000001125	967	1064	995	1199	1195	470	3517
ENSGMOG00000001137	1	10	5	4	16	1	6
ENSGMOG00000001166	12	47	21	14	20	9	29
ENSGMOG00000001177	1	8	3	1	4	4	16
ENSGMOG00000001446	1	1	8	2	5	0	9
ENSGMOG00000001515	33	18	13	1	1	10	0
ENSGMOG00000001602	2012	1843	1582	2733	2841	1481	4154
ENSGMOG00000001613	701	919	862	855	1221	926	1839
ENSGMOG00000001630	253	318	189	255	316	210	1042
ENSGMOG00000001647	21833	21358	21121	20144	30875	19472	35206
ENSGMOG00000021017	16	18	16	3	22	11	15
ENSGMOG00000021532	2	10	12	23	18	19	1
ENSGMOG00000001682	420	942	616	335	1920	591	30
ENSGMOG00000005059	8	26	9	44	13	30	124
ENSGMOG00000005066	1	2	3	2	0	1	0
ENSGMOG00000005098	246	376	366	195	523	288	375
ENSGMOG00000005115	1403	1476	1259	963	1477	926	370
ENSGMOG00000005137	379	423	418	215	424	220	394
ENSGMOG00000005148	34	45	63	40	46	26	33
ENSGMOG00000005167	1676	2832	1862	1516	3619	3009	292
ENSGMOG00000005265	9	8	5	4	19	9	0
ENSGMOG00000020480	320	472	305	435	818	468	665
ENSGMOG00000013048	2742	3217	2942	2641	3254	1617	4516
ENSGMOG00000013056	2385	2205	1906	2150	2961	1653	2087
ENSGMOG00000013074	0	0	2	0	4	0	1
ENSGMOG00000013090	719	646	552	402	498	305	1281
ENSGMOG00000013099	898	961	766	1092	1586	840	1283
ENSGMOG00000013102	2754	2988	1494	1950	3692	1777	6757
ENSGMOG00000013125	476	692	557	202	688	408	116
ENSGMOG00000013166	71	75	46	20	97	39	137
ENSGMOG00000013182	959	1652	1144	1065	2247	1595	719
ENSGMOG00000013196	290	265	290	116	456	127	79
ENSGMOG00000013218	3105	3671	2762	2911	3103	1844	5043
ENSGMOG00000013225	56	78	18	26	88	27	187
ENSGMOG00000013233	19	42	29	23	90	12	46
ENSGMOG00000013246	38	98	45	59	193	46	50
ENSGMOG00000013257	8	14	10	4	6	7	12
ENSGMOG00000013294	36	68	31	27	119	32	14
ENSGMOG00000013297	3506	2929	1985	1538	2210	2009	1248
ENSGMOG00000013318	126	153	169	242	250	159	830
ENSGMOG00000013327	1072	993	1004	1383	2002	810	1181
ENSGMOG00000013351	273	236	285	150	405	185	45
ENSGMOG00000013380	464	411	391	280	511	267	494
ENSGMOG00000013414	6	5	12	0	6	21	2
ENSGMOG00000013428	122	183	183	109	236	77	138
ENSGMOG00000013440	1352	1667	1707	1241	2333	1861	86
ENSGMOG00000013491	311	895	1169	1078	1454	902	42
ENSGMOG00000013510	148	208	160	274	351	175	219
ENSGMOG00000013515	10	5	10	19	9	8	15
ENSGMOG00000013524	731	682	669	520	751	287	1776
ENSGMOG00000013551	17	41	27	18	64	14	27
ENSGMOG00000005924	89	197	123	68	258	138	147
ENSGMOG00000005943	104	130	104	93	94	77	44
ENSGMOG00000005964	1	0	0	4	0	0	0
ENSGMOG00000005968	99	53	86	48	33	11	89
ENSGMOG00000005976	711	418	417	169	749	1128	19
ENSGMOG00000006015	3	0	0	0	1	0	10
ENSGMOG00000006442	4	0	10	2	7	0	3
ENSGMOG00000001039	570	379	320	224	263	73	116
ENSGMOG00000001067	30	19	22	11	33	14	12
ENSGMOG00000001092	6241	4649	3047	5709	4557	2325	6365
ENSGMOG00000001107	0	0	0	0	0	0	0
ENSGMOG00000001134	12	0	1	4	11	6	0
ENSGMOG00000001141	47	50	50	48	72	13	2
ENSGMOG00000001154	828	758	943	908	1059	410	2713
ENSGMOG00000001169	1460	448	714	429	1007	592	111
ENSGMOG00000001210	118	146	89	97	153	66	651
ENSGMOG00000001226	1897	2004	1414	1280	2035	1453	2872
ENSGMOG00000001249	110	35	42	56	74	33	52
ENSGMOG00000019938	3803	15119	33735	22756	21362	4174	11892
ENSGMOG00000001282	13	14	4	15	5	3	8
ENSGMOG00000001289	16	9	8	0	6	1	0
ENSGMOG00000019941	255	205	191	215	350	209	274
ENSGMOG00000001302	0	0	1	0	1	0	0
ENSGMOG00000001322	0	1	0	0	2	0	0
ENSGMOG00000001326	30	2	106	1	19	12	13
ENSGMOG00000001344	2078	2159	2108	1369	2405	1300	643
ENSGMOG00000001400	10709	2593	2023	1793	2315	1274	31356
ENSGMOG00000001431	3667	924	510	669	661	377	16133
ENSGMOG00000001717	9	2	2	0	1	1	0
ENSGMOG00000015957	1	7	41	11	0	82	2
ENSGMOG00000016065	1754	2238	1174	1103	2687	1433	205
ENSGMOG00000016084	1872	1492	870	724	1868	1173	193
ENSGMOG00000020333	61	86	22	14	56	12	43
ENSGMOG00000016136	424	459	520	394	542	317	1520
ENSGMOG00000016168	289	486	357	292	654	275	122
ENSGMOG00000016185	64	63	64	35	64	27	29
ENSGMOG00000016221	191	227	223	120	232	139	205
ENSGMOG00000016238	391	620	480	484	1286	570	466
ENSGMOG00000016257	0	1	0	0	0	0	0
ENSGMOG00000016273	5	5	3	4	14	10	5
ENSGMOG00000016288	0	0	0	0	0	0	0
ENSGMOG00000016297	7	18	16	11	12	12	0
ENSGMOG00000016303	4	2	4	0	10	9	0
ENSGMOG00000016334	267	549	270	488	722	592	1628
ENSGMOG00000016357	137	181	130	119	348	113	141
ENSGMOG00000016376	320	393	306	246	716	302	193
ENSGMOG00000016446	12	8	12	8	2	4	37
ENSGMOG00000005712	1222	895	411	688	1064	270	229
ENSGMOG00000005734	2	3	3	0	6	0	1
ENSGMOG00000005761	0	0	0	0	6	1	0
ENSGMOG00000005778	927	753	913	669	1166	721	271
ENSGMOG00000005809	1316	1429	1236	1575	1430	1155	125
ENSGMOG00000005845	4824	4593	5145	2895	5387	2464	681
ENSGMOG00000005857	8	4	14	6	9	3	7
ENSGMOG00000005867	639	587	731	599	967	327	440
ENSGMOG00000005890	1	5	2	3	6	3	5
ENSGMOG00000005901	441	523	292	295	530	320	229
ENSGMOG00000005909	1285	1098	1370	587	1603	701	502
ENSGMOG00000005954	10907	8300	7605	6593	10422	5810	4381
ENSGMOG00000005991	88	260	193	258	223	255	183
ENSGMOG00000006008	330	429	650	745	730	562	701
ENSGMOG00000006017	888	818	773	859	1104	605	1620
ENSGMOG00000005335	44	45	29	20	46	102	15
ENSGMOG00000005353	0	0	0	0	0	0	0
ENSGMOG00000020442	145	180	102	171	185	120	305
ENSGMOG00000011728	37	121	124	35	193	154	21
ENSGMOG00000011740	0	1	2	0	0	0	0
ENSGMOG00000011746	2842	2654	2243	2066	3006	1776	4957
ENSGMOG00000011766	165	271	216	186	252	123	242
ENSGMOG00000011771	1048	1721	909	738	2699	1791	210
ENSGMOG00000011785	947	872	934	996	1183	545	4347
ENSGMOG00000011797	0	3	2	1	6	3	0
ENSGMOG00000016842	4	4	4	0	3	6	0
ENSGMOG00000021095	0	0	0	0	0	0	0
ENSGMOG00000015631	239	63	133	38	42	33	55
ENSGMOG00000015675	0	0	0	22	1	0	0
ENSGMOG00000015696	300	368	526	220	571	341	328
ENSGMOG00000015718	810	841	683	500	850	627	710
ENSGMOG00000015733	50	69	39	33	109	56	26
ENSGMOG00000015758	45	95	58	21	78	38	22
ENSGMOG00000020315	3	8	1	4	9	5	0
ENSGMOG00000015813	22	27	23	3	42	39	15
ENSGMOG00000002618	79	115	104	48	107	139	4
ENSGMOG00000002692	164	145	187	147	195	174	148
ENSGMOG00000002767	2	1	1	0	10	3	0
ENSGMOG00000020205	31	28	49	147	36	59	14
ENSGMOG00000020206	0	12	6	1	0	6	0
ENSGMOG00000017824	184	164	279	70	248	232	31
ENSGMOG00000017839	476	580	594	1380	1088	757	526
ENSGMOG00000017858	0	0	0	0	0	0	0
ENSGMOG00000017864	0	0	0	0	0	0	0
ENSGMOG00000017869	0	0	0	0	0	0	0
ENSGMOG00000017875	0	0	0	0	0	0	0
ENSGMOG00000017882	0	7	4	1	0	0	1
ENSGMOG00000017889	0	0	0	0	0	0	0
ENSGMOG00000017893	3	1	3	1	10	25	0
ENSGMOG00000017901	5	0	1	0	0	8	1
ENSGMOG00000020797	0	0	0	0	0	0	0
ENSGMOG00000017915	0	7	2	0	8	0	3
ENSGMOG00000019854	0	0	0	0	1	0	0
ENSGMOG00000017920	0	7	0	0	0	0	0
ENSGMOG00000017935	0	0	0	1	0	0	0
ENSGMOG00000017941	535	683	459	569	989	542	234
ENSGMOG00000017950	6159	6581	4835	4492	5811	3920	3224
ENSGMOG00000017969	104	127	83	27	258	182	22
ENSGMOG00000017991	1035	977	916	1155	1291	456	2407
ENSGMOG00000018005	198	145	191	128	329	157	549
ENSGMOG00000019856	969	799	460	596	474	208	3346
ENSGMOG00000007920	476	926	1151	1131	2463	2110	32
ENSGMOG00000017936	895	1179	791	799	1442	826	80
ENSGMOG00000017968	1	0	0	2	2	0	0
ENSGMOG00000017987	456	630	520	427	862	468	74
ENSGMOG00000020891	0	0	0	0	0	0	0
ENSGMOG00000003746	266	823	578	157	802	713	14
ENSGMOG00000003768	280	331	326	157	380	126	27
ENSGMOG00000003822	0	1	3	0	0	0	0
ENSGMOG00000003858	254	293	267	287	293	176	488
ENSGMOG00000003891	241	465	258	268	587	255	72
ENSGMOG00000003895	140	42	108	43	142	32	10
ENSGMOG00000003975	23	20	7	37	6	16	17
ENSGMOG00000004004	1907	2336	2035	2567	2879	1571	7421
ENSGMOG00000004017	3	0	0	0	2	0	1
ENSGMOG00000004030	1182	846	554	758	1001	427	772
ENSGMOG00000004053	123	114	154	96	164	140	40
ENSGMOG00000004085	392	358	221	138	202	155	16
ENSGMOG00000003656	463	450	455	229	596	433	188
ENSGMOG00000003666	1078	1079	1078	1514	1216	480	3932
ENSGMOG00000003682	335	408	261	519	571	164	2958
ENSGMOG00000003713	2898	2442	1916	3058	3023	1214	3437
ENSGMOG00000003733	2080	1893	1701	2027	2715	1833	3095
ENSGMOG00000019737	17	22	4	116	67	26	0
ENSGMOG00000003774	128	357	326	285	534	325	186
ENSGMOG00000003796	487	602	604	1074	1396	1170	777
ENSGMOG00000003802	22	37	55	101	71	30	141
ENSGMOG00000003911	392	503	477	497	980	561	1020
ENSGMOG00000003941	269	421	377	286	628	267	49
ENSGMOG00000003945	981	1270	3778	1899	3998	2181	811
ENSGMOG00000003973	206	187	193	167	321	186	394
ENSGMOG00000003997	8843	7835	6281	8432	10970	7288	20907
ENSGMOG00000004010	557	541	489	602	724	392	1024
ENSGMOG00000004029	51	94	27	140	105	82	62
ENSGMOG00000004047	432	448	397	161	629	467	29
ENSGMOG00000016922	168	503	235	258	715	999	8
ENSGMOG00000016953	1	1	0	1	8	0	11
ENSGMOG00000016980	199	107	279	490	463	501	227
ENSGMOG00000017058	6	0	0	0	0	0	0
ENSGMOG00000002454	46	38	31	125	78	52	134
ENSGMOG00000002477	2	3	10	0	10	13	0
ENSGMOG00000002540	4605	3686	3502	1688	4046	3214	1719
ENSGMOG00000002611	72	57	81	73	427	133	13
ENSGMOG00000002674	1240	1644	1714	2128	2991	1086	4286
ENSGMOG00000002704	905	754	774	419	823	573	523
ENSGMOG00000002736	395	338	339	358	587	319	424
ENSGMOG00000002753	1805	1393	959	887	1694	1067	1428
ENSGMOG00000002794	99	111	64	70	119	58	56
ENSGMOG00000002806	248	209	215	168	340	168	144
ENSGMOG00000002837	4	2	0	0	0	0	0
ENSGMOG00000002846	1	2	0	0	0	0	2
ENSGMOG00000002872	504	614	544	393	659	337	1891
ENSGMOG00000002891	751	814	813	569	792	509	2407
ENSGMOG00000002941	179	215	192	140	374	210	704
ENSGMOG00000002957	9	8	4	5	11	1	3
ENSGMOG00000002976	628	685	695	517	898	501	971
ENSGMOG00000003019	172	228	825	229	475	279	434
ENSGMOG00000003028	1	0	16	4	0	1	0
ENSGMOG00000003051	121	121	133	122	203	104	315
ENSGMOG00000003058	0	0	3	0	0	0	0
ENSGMOG00000003080	3622	3101	4381	2604	4380	2781	4576
ENSGMOG00000003106	686	806	977	671	831	616	1620
ENSGMOG00000003135	2819	2343	1934	3060	3698	2800	5022
ENSGMOG00000003172	175	226	182	183	361	190	406
ENSGMOG00000003205	0	1	0	0	0	1	17
ENSGMOG00000008473	550	670	250	141	221	220	1989
ENSGMOG00000008475	21	25	14	21	15	18	24
ENSGMOG00000008488	23	30	19	13	18	32	16
ENSGMOG00000008491	2332	2418	2295	1122	3335	3588	153
ENSGMOG00000008498	7188	6365	5935	5607	7213	3780	5675
ENSGMOG00000008503	213	271	242	185	229	116	315
ENSGMOG00000008508	0	2	29	14	12	9	8
ENSGMOG00000008513	93	125	106	117	123	71	577
ENSGMOG00000008515	45	44	48	49	60	44	292
ENSGMOG00000008516	0	3	0	0	0	3	0
ENSGMOG00000016761	2417	2368	2443	2445	3390	2252	4306
ENSGMOG00000016829	1927	1516	1242	1059	1842	1008	2770
ENSGMOG00000020394	379	227	194	243	425	123	999
ENSGMOG00000016944	18	10	10	4	3	1	0
ENSGMOG00000016956	550	582	479	411	603	319	2115
ENSGMOG00000016972	324	410	347	304	517	205	455
ENSGMOG00000016993	623	559	616	657	984	382	2067
ENSGMOG00000016999	855	802	760	633	760	506	2273
ENSGMOG00000017017	0	2	3	0	1	1	0
ENSGMOG00000017067	527	549	544	251	897	503	27
ENSGMOG00000017087	1362	877	598	936	1196	799	1715
ENSGMOG00000021291	1	4	4	3	0	5	5
ENSGMOG00000021307	0	0	0	0	0	0	0
ENSGMOG00000017112	0	2	0	4	0	0	2
ENSGMOG00000017180	3	2	2	0	7	4	3
ENSGMOG00000017196	569	631	539	282	928	662	66
ENSGMOG00000017303	5272	5212	3649	4198	5522	4668	11344
ENSGMOG00000017329	1	3	0	5	7	0	1
ENSGMOG00000017341	0	0	1	0	0	0	0
ENSGMOG00000017370	4	8	6	0	9	1	4
ENSGMOG00000017401	1	1	0	0	3	2	0
ENSGMOG00000017440	26	103	147	29	56	69	8
ENSGMOG00000017691	679	588	426	686	914	517	315
ENSGMOG00000001375	2456	1088	1961	615	1319	660	299
ENSGMOG00000001396	205	205	184	453	274	209	203
ENSGMOG00000001401	453	782	625	610	670	355	320
ENSGMOG00000001422	5064	6323	4149	6944	4125	4628	17230
ENSGMOG00000001441	2753	3016	4260	3269	4009	2339	3436
ENSGMOG00000001455	122	64	105	36	191	25	23
ENSGMOG00000001504	26	34	17	6	44	6	11
ENSGMOG00000001535	1016	1160	1180	1922	1647	793	2527
ENSGMOG00000001549	2	3	0	3	1	2	4
ENSGMOG00000001558	589	518	574	594	616	357	2223
ENSGMOG00000002410	85	97	44	65	102	48	140
ENSGMOG00000002436	496	459	385	430	471	269	1421
ENSGMOG00000017293	148	173	240	199	287	99	484
ENSGMOG00000017318	484	580	512	230	672	510	29
ENSGMOG00000017384	15	8	4	5	16	19	4
ENSGMOG00000017407	5091	4487	2630	5035	5718	5103	6783
ENSGMOG00000017423	61	82	83	39	84	65	236
ENSGMOG00000017435	441	433	391	384	618	394	1514
ENSGMOG00000017457	1050	1052	846	1462	1198	899	661
ENSGMOG00000017522	60	112	77	36	129	58	12
ENSGMOG00000017560	251	312	252	235	355	144	903
ENSGMOG00000017573	30	85	137	76	88	28	77
ENSGMOG00000017588	595	696	601	384	726	305	1001
ENSGMOG00000017620	1	3	1	1	1	0	0
ENSGMOG00000017626	159	166	200	201	212	124	881
ENSGMOG00000017649	200	220	154	188	245	108	588
ENSGMOG00000017661	611	447	457	364	403	351	1251
ENSGMOG00000017683	29	45	10	8	42	47	15
ENSGMOG00000017704	1324	1628	1634	745	2436	2029	433
ENSGMOG00000017760	236	135	163	121	143	71	386
ENSGMOG00000017778	1	1	9	16	12	4	3
ENSGMOG00000017793	164	170	358	190	406	230	121
ENSGMOG00000019348	72	118	72	119	307	163	12
ENSGMOG00000019373	1390	1818	2907	4942	4552	3747	882
ENSGMOG00000019378	819	1169	1844	2802	2485	1883	1925
ENSGMOG00000019382	8	21	16	2	20	30	1
ENSGMOG00000019395	0	0	0	0	0	0	0
ENSGMOG00000019402	152	196	105	144	246	131	166
ENSGMOG00000019410	661	575	370	530	912	752	335
ENSGMOG00000019415	26	54	24	11	44	51	10
ENSGMOG00000019428	90	240	128	188	485	157	379
ENSGMOG00000019433	150	103	77	30	282	113	85
ENSGMOG00000019494	0	2	3	1	0	0	1
ENSGMOG00000019499	134	109	164	66	70	58	141
