ID	sample_5	sample_16	sample_22	sample_28	sample_35	sample_48
ENSGMOG00000015521	24	30	20	71	31	47
ENSGMOG00000011893	161	190	135	110	154	148
ENSGMOG00000011904	647	925	168	414	269	417
ENSGMOG00000011911	2790	3090	1795	2111	2679	4534
ENSGMOG00000011915	73	151	170	297	586	57
ENSGMOG00000011919	226	319	193	261	235	531
ENSGMOG00000011930	48	9	9	15	21	7
ENSGMOG00000011941	153	147	116	151	151	332
ENSGMOG00000011948	32	116	8	10	120	53
ENSGMOG00000011953	529	641	566	595	737	932
ENSGMOG00000011958	1486	1535	1380	1723	1396	3557
ENSGMOG00000021887	1	1	0	1	0	0
ENSGMOG00000020748	9	8	3	0	4	6
ENSGMOG00000011965	47	24	43	5	4	18
ENSGMOG00000011967	378	696	796	513	958	384
ENSGMOG00000011975	14	1	3	3	2	10
ENSGMOG00000011980	459	453	333	479	677	981
ENSGMOG00000011986	0	3	0	1	0	6
ENSGMOG00000011989	5	7	5	8	7	4
ENSGMOG00000011994	20	7	11	18	34	6
ENSGMOG00000012001	0	0	0	0	0	0
ENSGMOG00000012004	0	0	0	0	0	0
ENSGMOG00000012009	402	724	464	400	676	1276
ENSGMOG00000012016	177	359	352	140	213	381
ENSGMOG00000012024	245	234	185	192	151	186
ENSGMOG00000012030	3493	8311	2553	6859	1301	36195
ENSGMOG00000012035	117	121	10	28	26	50
ENSGMOG00000012037	177	265	25	50	61	92
ENSGMOG00000012044	290	136	148	229	95	53
ENSGMOG00000020570	0	0	0	0	1	0
ENSGMOG00000012048	1369	978	445	1094	639	1890
ENSGMOG00000000298	43	73	73	45	61	92
ENSGMOG00000000302	0	0	0	1	0	0
ENSGMOG00000000312	12	51	11	41	45	37
ENSGMOG00000000319	87	406	189	247	226	85
ENSGMOG00000000323	4944	2480	7398	3108	5104	5005
ENSGMOG00000000327	177	143	19	37	68	26
ENSGMOG00000000332	0	0	0	0	0	0
ENSGMOG00000000335	1069	959	1115	1071	1112	1543
ENSGMOG00000000341	700	913	468	571	619	940
ENSGMOG00000000357	502	503	209	386	219	840
ENSGMOG00000000372	1372	927	1107	874	851	21089
ENSGMOG00000015641	2977	2044	1504	2209	2491	1696
ENSGMOG00000015677	2173	1804	1342	1504	2372	1992
ENSGMOG00000015724	0	5	3	0	0	1
ENSGMOG00000015741	55	159	46	87	94	191
ENSGMOG00000015782	1	2	0	3	0	0
ENSGMOG00000015835	586	599	1003	733	781	1314
ENSGMOG00000015893	3334	2705	3062	1898	2402	4523
ENSGMOG00000015945	214	536	145	238	345	637
ENSGMOG00000015983	0	0	0	0	0	0
ENSGMOG00000015987	897	934	824	774	785	1361
ENSGMOG00000016028	116	215	187	101	63	252
ENSGMOG00000016042	606	1159	668	644	551	1737
ENSGMOG00000016089	2095	2480	1203	1586	1142	1721
ENSGMOG00000016127	0	0	0	0	0	2
ENSGMOG00000016160	86	39	41	36	14	30
ENSGMOG00000016227	336	474	313	348	331	928
ENSGMOG00000020316	3	4	1	1	0	1
ENSGMOG00000016263	2146	2095	1173	2068	2010	2760
ENSGMOG00000002921	26698	20647	18632	12387	14680	40626
ENSGMOG00000002960	15	5	1	0	11	7
ENSGMOG00000002982	1	1	0	3	0	0
ENSGMOG00000002995	6860	5665	5295	5769	4705	8628
ENSGMOG00000003018	772	1085	743	697	623	1411
ENSGMOG00000003035	201	288	271	273	279	250
ENSGMOG00000003059	4	2	1	0	4	3
ENSGMOG00000003066	329	316	902	491	585	355
ENSGMOG00000003129	107	114	46	70	77	273
ENSGMOG00000003159	689	334	423	790	801	247
ENSGMOG00000003324	3449	2564	2303	2116	1852	4181
ENSGMOG00000003350	711	716	408	549	737	1555
ENSGMOG00000003381	146	257	121	185	186	276
ENSGMOG00000003405	167	546	515	350	250	302
ENSGMOG00000003449	2292	1633	1219	1605	2210	2809
ENSGMOG00000002583	330	409	258	348	193	457
ENSGMOG00000002600	83	102	45	44	39	93
ENSGMOG00000002634	18	18	7	63	22	8
ENSGMOG00000002658	0	0	0	0	0	0
ENSGMOG00000002663	81	101	40	70	152	70
ENSGMOG00000002733	365	407	371	346	421	674
ENSGMOG00000002756	0	1	2	0	0	0
ENSGMOG00000020198	85	150	176	314	213	85
ENSGMOG00000002822	360	534	299	490	371	1308
ENSGMOG00000002855	1111	1139	1301	1084	904	1823
ENSGMOG00000002879	2813	1863	2384	1687	2566	1759
ENSGMOG00000002912	3224	3185	2904	2235	3383	3752
ENSGMOG00000002937	37	48	25	29	20	60
ENSGMOG00000002970	353	504	323	512	523	1056
ENSGMOG00000003042	310	459	925	638	835	620
ENSGMOG00000003085	432	350	406	342	356	362
ENSGMOG00000003095	6469	5130	5372	4805	3726	8759
ENSGMOG00000004779	394	164	34	24	11	185
ENSGMOG00000004825	905	1105	1426	619	744	1207
ENSGMOG00000004868	6129	2029	1171	2728	4028	4126
ENSGMOG00000004913	1702	1778	1401	1411	1422	3765
ENSGMOG00000004955	5	0	1	0	1	0
ENSGMOG00000004967	0	0	0	0	3	1
ENSGMOG00000005010	0	0	0	0	0	0
ENSGMOG00000005025	55	10	21	32	20	22
ENSGMOG00000005032	1473	1671	685	2177	840	1198
ENSGMOG00000005181	278	269	279	270	285	379
ENSGMOG00000005201	655	638	393	506	482	1213
ENSGMOG00000005226	368	180	553	465	449	740
ENSGMOG00000005248	0	0	0	0	0	0
ENSGMOG00000005258	95	100	79	216	79	505
ENSGMOG00000005268	1	0	0	0	0	5
ENSGMOG00000005273	0	0	0	0	0	0
ENSGMOG00000005278	25	49	47	36	73	74
ENSGMOG00000005303	0	0	1	0	1	2
ENSGMOG00000005348	29	41	36	36	52	85
ENSGMOG00000005359	689	580	542	785	1036	861
ENSGMOG00000005382	0	0	0	2	0	3
ENSGMOG00000005429	293	370	202	398	329	264
ENSGMOG00000005438	13	6	16	15	50	96
ENSGMOG00000005458	200	149	64	88	61	589
ENSGMOG00000005495	61	21	5	22	13	73
ENSGMOG00000005508	1024	857	632	970	1066	1779
ENSGMOG00000005537	1256	1125	907	1268	852	1886
ENSGMOG00000005551	172	157	150	310	212	280
ENSGMOG00000005603	1	2	0	4	1	0
ENSGMOG00000005616	2	1	0	7	1	0
ENSGMOG00000005624	0	2	0	0	0	0
ENSGMOG00000005629	3	3	99	19	25	12
ENSGMOG00000005650	450	419	1980	564	1000	826
ENSGMOG00000005677	119	162	128	197	344	276
ENSGMOG00000005725	977	843	595	817	725	1515
ENSGMOG00000005756	61	43	38	61	41	93
ENSGMOG00000003483	115	152	73	35	79	58
ENSGMOG00000003529	17	16	23	8	7	13
ENSGMOG00000003533	359	320	339	438	328	1277
ENSGMOG00000003570	6444	6810	6842	7350	7205	16515
ENSGMOG00000003601	1539	1591	1316	1478	1327	4078
ENSGMOG00000003621	200	281	170	348	326	494
ENSGMOG00000003654	14	12	18	25	27	17
ENSGMOG00000003678	470	874	1123	1115	1165	1158
ENSGMOG00000003723	254	360	405	366	420	154
ENSGMOG00000003831	5	6	0	3	0	251
ENSGMOG00000003884	617	552	344	505	369	884
ENSGMOG00000003912	34	17	14	25	12	21
ENSGMOG00000003985	60	12	22	38	61	22
ENSGMOG00000003999	2229	865	499	282	243	648
ENSGMOG00000004075	3296	2843	2407	2422	2428	2872
ENSGMOG00000004110	6	6	0	1	4	0
ENSGMOG00000010799	11612	18383	17598	24849	24530	19588
ENSGMOG00000010807	225	312	189	271	181	879
ENSGMOG00000010815	209	617	187	449	252	67
ENSGMOG00000010822	115	51	77	134	52	2482
ENSGMOG00000010832	611	622	721	563	903	1733
ENSGMOG00000010842	255	312	174	275	180	554
ENSGMOG00000010867	67	24	36	22	27	9
ENSGMOG00000010873	824	712	858	694	1106	801
ENSGMOG00000010891	3533	1591	2070	1522	2319	6214
ENSGMOG00000010917	93	525	273	457	285	343
ENSGMOG00000010926	1	0	4	3	5	0
ENSGMOG00000010945	300	380	195	345	413	723
ENSGMOG00000010957	1036	615	342	569	580	769
ENSGMOG00000010975	0	3	0	0	0	0
ENSGMOG00000020871	211	171	53	58	15	57
ENSGMOG00000020895	3	1	1	2	1	0
ENSGMOG00000021315	1	0	0	0	0	0
ENSGMOG00000021336	1	0	0	0	1	0
ENSGMOG00000021838	0	0	0	0	1	0
ENSGMOG00000021959	0	1	1	0	0	0
ENSGMOG00000021415	218	45	5	26	1	19
ENSGMOG00000011032	1112	1187	1165	970	937	2388
ENSGMOG00000011041	6058	5872	5797	5291	6388	5833
ENSGMOG00000011046	4844	17234	26010	20885	18915	11951
ENSGMOG00000011052	27	483	340	532	809	13
ENSGMOG00000011063	464	1053	3824	2214	3493	317
ENSGMOG00000011068	739	733	357	402	474	1357
ENSGMOG00000011081	4	13	16	11	6	13
ENSGMOG00000011089	441	683	291	537	605	1114
ENSGMOG00000011117	1	1	5	5	1	0
ENSGMOG00000011125	988	3393	3796	3479	1832	2158
ENSGMOG00000011139	555	441	114	196	178	697
ENSGMOG00000011150	17	8	22	11	22	14
ENSGMOG00000021642	1508	224	111	327	30	82
ENSGMOG00000011154	390	455	246	388	300	1064
ENSGMOG00000011174	827	966	715	1187	1005	1998
ENSGMOG00000011202	0	1	0	0	0	39
ENSGMOG00000014075	2400	4798	3335	5157	6672	2262
ENSGMOG00000014190	51	76	45	26	11	65
ENSGMOG00000014226	154	116	29	20	50	38
ENSGMOG00000014254	3586	2841	3091	2382	3114	1710
ENSGMOG00000014283	1020	1032	869	707	1204	1157
ENSGMOG00000014311	67	147	23	57	60	27
ENSGMOG00000020087	22	18	15	22	19	51
ENSGMOG00000014354	0	7	0	2	0	1
ENSGMOG00000014461	5	4	7	11	12	19
ENSGMOG00000014503	114	72	66	140	134	186
ENSGMOG00000014529	541	808	859	712	1006	945
ENSGMOG00000014592	54	124	36	55	64	42
ENSGMOG00000014674	15	10	7	19	13	18
ENSGMOG00000014704	226	470	132	394	361	519
ENSGMOG00000014737	42	55	62	127	162	18
ENSGMOG00000014761	2	142	13	10	16	0
ENSGMOG00000014790	1498	2358	1119	1552	2641	1087
ENSGMOG00000014834	35	150	29	69	87	3
ENSGMOG00000014909	0	16	5	21	19	0
ENSGMOG00000014921	182	217	159	141	145	140
ENSGMOG00000014981	0	13	3	0	1	0
ENSGMOG00000012874	3347	1886	4201	2234	2237	1719
ENSGMOG00000012887	317	233	132	232	208	487
ENSGMOG00000012898	155	121	241	162	255	294
ENSGMOG00000012902	59	83	59	42	61	70
ENSGMOG00000012906	2247	2880	2549	2923	3368	5661
ENSGMOG00000012919	544	582	450	682	642	1777
ENSGMOG00000012933	247	10	35	8	8	2
ENSGMOG00000012938	1	49	3	3	1	38
ENSGMOG00000012948	40	65	40	69	187	6
ENSGMOG00000013020	3362	3975	8265	2966	6176	3150
ENSGMOG00000013044	791	89	12	64	17	11
ENSGMOG00000013069	990	898	940	1423	2880	1077
ENSGMOG00000013094	5	23	6	23	29	12
ENSGMOG00000013240	2	0	0	5	0	0
ENSGMOG00000013274	104	225	73	160	151	280
ENSGMOG00000013300	625	555	287	926	690	958
ENSGMOG00000013313	886	1008	1203	752	1270	2699
ENSGMOG00000013331	1	1	0	0	0	1
ENSGMOG00000013342	67	92	51	82	55	178
ENSGMOG00000013373	0	0	0	0	0	0
ENSGMOG00000013383	4	16	19	14	7	20
ENSGMOG00000013418	1471	1111	1777	964	1347	2363
ENSGMOG00000013439	25	22	16	49	19	35
ENSGMOG00000013451	19	60	10	16	20	8
ENSGMOG00000013461	139	104	204	154	267	136
ENSGMOG00000013470	216	209	184	192	136	437
ENSGMOG00000013480	287	225	150	212	167	648
ENSGMOG00000013505	3088	2198	1311	1998	2450	3467
ENSGMOG00000013547	6235	9523	6997	7264	7736	9140
ENSGMOG00000020471	1	0	1	2	0	0
ENSGMOG00000013555	1	0	2	2	1	2
ENSGMOG00000013561	631	1010	689	846	764	1607
ENSGMOG00000013579	129	130	5	43	65	99
ENSGMOG00000001962	842	703	1076	1160	1916	1244
ENSGMOG00000001976	61	47	5	26	32	46
ENSGMOG00000002002	409	218	189	358	433	401
ENSGMOG00000002025	90	113	118	157	145	43
ENSGMOG00000002065	4177	1377	1249	2277	3337	1635
ENSGMOG00000002103	74	80	22	38	47	108
ENSGMOG00000002126	953	1144	905	1073	1131	2505
ENSGMOG00000002164	23	109	33	74	33	39
ENSGMOG00000002233	1	1	0	6	0	0
ENSGMOG00000002250	0	0	1	0	3	0
ENSGMOG00000002262	579	677	646	510	565	1270
ENSGMOG00000002282	0	0	0	2	0	0
ENSGMOG00000002329	1926	2044	1544	1895	795	1701
ENSGMOG00000002358	35	97	36	45	39	94
ENSGMOG00000002374	118	215	110	309	116	197
ENSGMOG00000002397	639	839	744	1176	1121	1056
ENSGMOG00000002439	16	10	3	7	0	23
ENSGMOG00000002464	0	1	0	0	0	0
ENSGMOG00000002497	19	105	103	132	138	42
ENSGMOG00000002507	66	0	131	244	39	239
ENSGMOG00000002578	899	635	431	1663	590	1340
ENSGMOG00000002623	298	244	123	451	245	535
ENSGMOG00000002643	708	931	840	668	469	1716
ENSGMOG00000002664	3335	3312	3394	2891	2822	8712
ENSGMOG00000002699	0	21	18	42	75	18
ENSGMOG00000002719	138	129	31	147	241	327
ENSGMOG00000002751	15	15	18	74	55	7
ENSGMOG00000002765	1790	2055	1355	1612	1830	3925
ENSGMOG00000002850	224	232	107	131	164	504
ENSGMOG00000002892	13	5	7	33	19	6
ENSGMOG00000002910	114	142	129	318	713	69
ENSGMOG00000002940	9	0	4	18	5	8
ENSGMOG00000003008	11549	12222	7289	9189	9826	12861
ENSGMOG00000003120	436	369	222	158	176	380
ENSGMOG00000003139	111	77	4	482	121	13
ENSGMOG00000003305	19	37	5	19	18	30
ENSGMOG00000003318	241	378	178	166	158	680
ENSGMOG00000005721	1	1	0	0	0	20
ENSGMOG00000005727	14	39	27	60	25	84
ENSGMOG00000005733	302	397	274	256	254	830
ENSGMOG00000005779	13	54	34	75	31	43
ENSGMOG00000007237	70	259	67	205	62	221
ENSGMOG00000007239	86	92	50	133	74	189
ENSGMOG00000007242	1186	910	829	881	1075	1148
ENSGMOG00000007249	1830	1499	1439	1172	1104	2951
ENSGMOG00000007265	770	709	918	803	761	914
ENSGMOG00000007268	73	82	37	93	44	190
ENSGMOG00000007279	25572	16484	12317	18141	11299	22091
ENSGMOG00000007287	198	190	102	108	146	301
ENSGMOG00000007295	30	27	19	5	0	0
ENSGMOG00000007300	18	122	37	208	73	44
ENSGMOG00000007311	185	277	191	370	270	268
ENSGMOG00000007320	401	235	558	197	190	109
ENSGMOG00000007340	181	195	157	159	188	397
ENSGMOG00000007343	272	240	570	415	826	356
ENSGMOG00000007361	340	305	289	301	371	424
ENSGMOG00000007367	4962	5288	4417	4063	4979	4850
ENSGMOG00000007376	4	5	5	1	5	0
ENSGMOG00000007393	142	102	258	173	132	62
ENSGMOG00000007466	299	325	152	221	155	2146
ENSGMOG00000007473	54	19	20	45	35	42
ENSGMOG00000020363	332	447	283	380	243	437
ENSGMOG00000007477	3959	3539	3927	2667	3304	4243
ENSGMOG00000007478	32	48	19	29	41	82
ENSGMOG00000007483	537	607	331	394	315	1014
ENSGMOG00000007496	0	0	0	0	0	0
ENSGMOG00000007499	5249	3591	2038	3141	3293	3730
ENSGMOG00000007516	75	72	46	79	83	75
ENSGMOG00000007527	60	22	13	11	12	52
ENSGMOG00000007536	0	0	0	0	0	0
ENSGMOG00000021542	0	0	0	2	0	0
ENSGMOG00000007543	304	602	219	300	567	345
ENSGMOG00000008451	63	19	27	38	44	69
ENSGMOG00000008452	209	244	158	167	98	465
ENSGMOG00000008453	0	0	0	1	0	2
ENSGMOG00000008455	490	480	395	433	361	1351
ENSGMOG00000008457	601	739	645	587	746	753
ENSGMOG00000008458	176	269	92	180	117	343
ENSGMOG00000020413	297	342	286	289	324	334
ENSGMOG00000008460	916	595	297	1025	437	495
ENSGMOG00000008464	150	181	259	188	190	230
ENSGMOG00000008465	273	192	135	165	138	449
ENSGMOG00000008470	1436	1035	504	559	1087	2081
ENSGMOG00000008480	591	633	389	534	720	784
ENSGMOG00000008486	1082	787	781	875	1074	895
ENSGMOG00000008493	28875	40247	40341	48899	47373	44332
ENSGMOG00000008495	633	856	261	1237	331	614
ENSGMOG00000008502	84	148	113	75	61	218
ENSGMOG00000008507	245	202	173	184	204	465
ENSGMOG00000008509	1498	1291	1478	1495	1634	2271
ENSGMOG00000008523	42	40	1	27	18	14
ENSGMOG00000008530	14086	18717	13874	21132	17334	19983
ENSGMOG00000011215	0	0	0	0	1	0
ENSGMOG00000011221	42	48	62	39	27	131
ENSGMOG00000011229	8	27	10	37	5	21
ENSGMOG00000011246	54	30	48	126	37	88
ENSGMOG00000011255	19	29	18	24	5	3
ENSGMOG00000011267	108	222	225	200	96	277
ENSGMOG00000011277	1197	1076	1285	1034	653	1919
ENSGMOG00000011280	75	59	28	57	30	210
ENSGMOG00000011289	1434	2415	1452	1717	1152	4533
ENSGMOG00000011298	1	10	12	1	2	7
ENSGMOG00000011301	539	1816	1731	1109	992	854
ENSGMOG00000011307	7	0	3	1	4	6
ENSGMOG00000011316	830	905	515	784	1631	2031
ENSGMOG00000011338	2542	2727	1618	1798	1436	4108
ENSGMOG00000011362	169	193	252	137	189	257
ENSGMOG00000011374	1143	940	523	723	681	4673
ENSGMOG00000011381	1018	772	708	729	1032	1381
ENSGMOG00000020889	0	0	0	0	0	0
ENSGMOG00000020986	0	0	0	0	0	0
ENSGMOG00000011397	18	17	10	27	11	72
ENSGMOG00000011410	718	624	332	389	398	2228
ENSGMOG00000011444	1560	1045	728	1118	886	2044
ENSGMOG00000011472	4560	3338	2092	4257	1915	7365
ENSGMOG00000011486	1546	1504	1283	1566	1098	3059
ENSGMOG00000011506	44493	570	471	381	634	5696
ENSGMOG00000011510	0	0	0	0	1	0
ENSGMOG00000011523	0	2	0	0	3	6
ENSGMOG00000011531	2	6	13	19	14	49
ENSGMOG00000022143	0	0	0	0	0	0
ENSGMOG00000011546	0	1	1	2	0	0
ENSGMOG00000011551	2	5	10	0	4	0
ENSGMOG00000011561	1569	1491	881	1926	964	907
ENSGMOG00000011566	3	0	0	0	3	1
ENSGMOG00000006669	0	0	0	0	1	0
ENSGMOG00000006674	1	0	0	0	0	0
ENSGMOG00000006681	0	0	0	0	0	0
ENSGMOG00000006686	39	12	24	37	34	22
ENSGMOG00000006703	1	2	1	3	0	0
ENSGMOG00000006727	0	1	0	0	1	0
ENSGMOG00000000940	0	4	2	6	0	0
ENSGMOG00000000953	68	288	185	156	268	195
ENSGMOG00000000982	0	7	0	5	5	0
ENSGMOG00000000987	1397	1649	842	891	780	2270
ENSGMOG00000000994	945	1264	1234	1115	1148	1954
ENSGMOG00000001013	228	250	139	304	302	426
ENSGMOG00000001027	2611	1828	3429	1818	2586	2157
ENSGMOG00000001042	2	8	2	7	2	0
ENSGMOG00000001050	25	41	10	4	68	20
ENSGMOG00000001059	9	18	6	7	4	13
ENSGMOG00000001093	45	180	43	136	50	128
ENSGMOG00000001105	903	1052	683	394	339	715
ENSGMOG00000001132	0	0	0	0	0	0
ENSGMOG00000001155	2809	4262	3389	3565	3414	5425
ENSGMOG00000001910	306	218	281	216	464	474
ENSGMOG00000001959	25	46	6	20	21	79
ENSGMOG00000001972	196	238	121	245	243	437
ENSGMOG00000019993	737	384	79	131	129	124
ENSGMOG00000001987	391	444	221	463	271	897
ENSGMOG00000002032	0	0	0	0	0	0
ENSGMOG00000002037	641	716	310	601	556	1385
ENSGMOG00000002092	3	7	0	4	4	7
ENSGMOG00000002099	3760	4694	4309	3663	3188	4362
ENSGMOG00000019994	52	37	37	46	55	140
ENSGMOG00000012103	44	6	1	5	19	18
ENSGMOG00000012108	0	0	0	0	0	0
ENSGMOG00000012110	319	299	205	173	215	497
ENSGMOG00000020586	332	479	604	455	445	427
ENSGMOG00000012140	0	0	0	0	0	0
ENSGMOG00000012142	0	0	0	0	0	0
ENSGMOG00000012147	3	0	0	0	0	0
ENSGMOG00000011134	35	37	32	31	18	41
ENSGMOG00000011176	60	214	113	142	70	141
ENSGMOG00000011184	106	236	98	137	198	533
ENSGMOG00000011198	257	148	132	220	329	50
ENSGMOG00000021871	66	106	86	26	43	169
ENSGMOG00000011232	2485	1470	691	1056	1552	3802
ENSGMOG00000011262	742	456	418	533	381	695
ENSGMOG00000011285	159	115	135	339	43	112
ENSGMOG00000011295	261	396	227	405	784	75
ENSGMOG00000011305	320	551	890	1437	1999	374
ENSGMOG00000011321	28	23	16	39	52	87
ENSGMOG00000011326	0	0	0	0	0	0
ENSGMOG00000011331	1254	1096	1028	1084	1451	1633
ENSGMOG00000011347	0	1	0	0	0	0
ENSGMOG00000011359	0	3	4	3	4	0
ENSGMOG00000011373	0	0	0	2	0	0
ENSGMOG00000011409	732	668	409	726	481	1057
ENSGMOG00000011424	5015	5886	3350	7869	4263	9828
ENSGMOG00000011437	3065	3893	1167	3010	3293	2261
ENSGMOG00000011447	2	10	4	46	28	0
ENSGMOG00000011457	2324	1885	2039	3412	2745	3525
ENSGMOG00000011462	1	9	0	8	2	1
ENSGMOG00000011527	48	6	12	1	27	1
ENSGMOG00000011538	1263	1200	1184	1253	1280	2157
ENSGMOG00000011543	60681	108873	69812	125913	128076	132614
ENSGMOG00000011553	12	13	3	14	3	28
ENSGMOG00000011562	662	918	684	788	737	2358
ENSGMOG00000011579	316	258	498	455	250	417
ENSGMOG00000011595	311	322	214	178	427	345
ENSGMOG00000011602	5	6	9	2	1	1
ENSGMOG00000011614	771	872	568	965	582	1027
ENSGMOG00000011626	2136	1846	1495	1321	1584	3137
ENSGMOG00000021043	0	1	0	0	0	1
ENSGMOG00000011642	2	9	0	10	6	8
ENSGMOG00000019794	1435	1817	315	397	131	589
ENSGMOG00000000750	33	53	7	23	18	27
ENSGMOG00000000765	118	85	88	136	84	229
ENSGMOG00000000771	257	332	195	189	212	516
ENSGMOG00000000788	0	0	0	0	0	1
ENSGMOG00000000812	730	971	746	17	57	1559
ENSGMOG00000000846	65	172	19	41	45	387
ENSGMOG00000001000	471	425	496	320	341	559
ENSGMOG00000001023	109	150	123	102	57	184
ENSGMOG00000001033	280	285	185	199	175	548
ENSGMOG00000001057	65	41	35	61	29	101
ENSGMOG00000001079	41	37	25	61	92	21
ENSGMOG00000001120	54	115	62	153	317	76
ENSGMOG00000001131	16	1	2	8	5	0
ENSGMOG00000001148	9	2	8	0	4	1
ENSGMOG00000001224	375	286	164	179	184	156
ENSGMOG00000001299	303	1387	662	1035	957	392
ENSGMOG00000001329	973	959	679	836	1118	1268
ENSGMOG00000019796	0	0	3	0	0	0
ENSGMOG00000001351	2	2	7	10	23	0
ENSGMOG00000001359	0	0	0	0	0	0
ENSGMOG00000001373	1084	818	940	977	913	1332
ENSGMOG00000001392	35843	41931	250737	46448	50692	35124
ENSGMOG00000001414	156	120	99	94	63	184
ENSGMOG00000001429	96	132	55	64	55	153
ENSGMOG00000001453	40	32	32	13	21	79
ENSGMOG00000021396	2	4	1	1	2	0
ENSGMOG00000001227	1679	1197	8170	2875	2118	2014
ENSGMOG00000001241	446	279	1842	746	333	533
ENSGMOG00000001253	446	297	369	552	549	585
ENSGMOG00000001278	0	0	0	0	0	0
ENSGMOG00000001290	104	82	59	96	78	206
ENSGMOG00000001298	20	13	684	9	13	13
ENSGMOG00000001306	28	8	103	12	11	10
ENSGMOG00000001311	1422	1167	1698	1726	2188	1210
ENSGMOG00000001324	2	3	0	0	3	0
ENSGMOG00000001327	43	27	40	61	40	50
ENSGMOG00000001342	7052	9399	6177	7177	6574	11783
ENSGMOG00000001355	3	18	12	9	12	16
ENSGMOG00000001397	0	0	1	0	0	0
ENSGMOG00000001407	387	472	288	305	211	1133
ENSGMOG00000001428	1	0	0	2	0	0
ENSGMOG00000001436	10	1	0	11	15	3
ENSGMOG00000001527	1502	1555	453	897	551	1211
ENSGMOG00000001584	77	44	60	40	54	94
ENSGMOG00000001615	26	8	5	14	10	189
ENSGMOG00000001662	1921	1686	1491	1583	871	2084
ENSGMOG00000001670	716	531	332	418	365	1416
ENSGMOG00000001764	450	563	315	427	530	560
ENSGMOG00000001807	417	789	473	729	758	683
ENSGMOG00000001824	1230	1377	1018	939	878	3263
ENSGMOG00000001849	23	45	41	45	55	81
ENSGMOG00000001864	4	8	3	10	5	29
ENSGMOG00000001877	0	0	0	0	0	0
ENSGMOG00000001884	4	5	0	0	0	0
ENSGMOG00000001892	59	208	48	51	149	107
ENSGMOG00000001902	717	470	338	380	318	748
ENSGMOG00000001913	329	315	855	199	334	128
ENSGMOG00000001941	4	1	1	13	0	2
ENSGMOG00000001974	290	164	92	116	51	354
ENSGMOG00000001985	25	13	4	8	435	5
ENSGMOG00000002012	1186	619	1100	1064	777	591
ENSGMOG00000002027	0	0	0	0	0	0
ENSGMOG00000002052	0	0	0	0	0	0
ENSGMOG00000002084	239	138	466	234	285	120
ENSGMOG00000014734	4	7	3	1	5	3
ENSGMOG00000014746	1101	1198	936	1041	892	1839
ENSGMOG00000014760	65	103	50	116	67	45
ENSGMOG00000014788	720	1024	597	1497	1191	772
ENSGMOG00000014831	2887	1717	1721	2385	3227	5622
ENSGMOG00000014851	1778	1924	1162	1573	992	3015
ENSGMOG00000014908	3871	5573	2922	4982	3556	8649
ENSGMOG00000021535	0	0	2	3	0	2
ENSGMOG00000014976	6	1	0	2	3	2
ENSGMOG00000015016	230	243	222	201	91	526
ENSGMOG00000015031	1	1	2	7	7	0
ENSGMOG00000015052	0	0	0	0	0	0
ENSGMOG00000015097	69	74	79	89	81	133
ENSGMOG00000015134	2194	1745	1283	1487	1231	3310
ENSGMOG00000015164	17658	16128	13594	10834	11536	22001
ENSGMOG00000015176	822	541	390	495	593	696
ENSGMOG00000015224	1341	958	1222	970	1871	1842
ENSGMOG00000015258	306	301	176	207	177	486
ENSGMOG00000015280	480	930	473	617	656	584
ENSGMOG00000015317	0	5	2	4	1	3
ENSGMOG00000015338	1174	1776	1851	1347	1527	1698
ENSGMOG00000015359	3302	2791	1825	3204	1875	5616
ENSGMOG00000015402	19	37	22	16	17	58
ENSGMOG00000015457	0	0	0	0	0	0
ENSGMOG00000015476	127	53	30	8	11	33
ENSGMOG00000015496	260	450	370	434	519	904
ENSGMOG00000015526	4	1	7	3	2	3
ENSGMOG00000015569	699	524	578	294	388	954
ENSGMOG00000015591	10385	7860	15887	5165	4942	10079
ENSGMOG00000015610	48	49	50	37	33	97
ENSGMOG00000015615	4	17	2	0	15	17
ENSGMOG00000015638	5	2	4	5	8	20
ENSGMOG00000015661	291	310	285	274	236	919
ENSGMOG00000015685	1925	1777	851	1183	788	2198
ENSGMOG00000015702	2	10	6	13	9	15
ENSGMOG00000015722	765	1066	1086	1379	1674	1759
ENSGMOG00000015780	1666	963	297	746	735	1459
ENSGMOG00000015812	1205	1573	3473	1731	1621	2041
ENSGMOG00000015822	1812	995	1389	1052	843	1314
ENSGMOG00000015841	56078	86649	94792	61024	89937	56008
ENSGMOG00000016016	3388	4782	2046	4143	2131	4604
ENSGMOG00000016203	4	1	0	0	2	0
ENSGMOG00000016222	213	128	59	77	71	689
ENSGMOG00000016280	202	178	110	111	50	129
ENSGMOG00000016289	18183	14891	5155	7822	4528	15299
ENSGMOG00000016391	2723	2115	1451	2613	2027	3156
ENSGMOG00000016447	4	3	453	731	1583	21
ENSGMOG00000016469	1	4	4	3	0	2
ENSGMOG00000016509	5	2	6	4	1	5
ENSGMOG00000016547	2056	1485	2157	1963	3088	4196
ENSGMOG00000016573	78	199	61	193	211	61
ENSGMOG00000016585	2081	1644	2214	1663	1738	2538
ENSGMOG00000016595	5617	3158	7101	3470	4650	2627
ENSGMOG00000016614	1795	1705	1505	1263	1345	2438
ENSGMOG00000016636	4	5	0	1	26	0
ENSGMOG00000016672	98	87	62	71	78	285
