ID	sample_5	sample_16	sample_22	sample_28	sample_35	sample_48
ENSGMOG00000019498	23	47	8	7	29	26
ENSGMOG00000019501	0	1	0	0	0	0
ENSGMOG00000020403	0	0	0	0	0	0
ENSGMOG00000008131	97	22	29	52	49	137
ENSGMOG00000008134	1	0	0	0	2	8
ENSGMOG00000020404	2	4	1	3	1	1
ENSGMOG00000008135	321	308	338	291	439	502
ENSGMOG00000008138	126	144	72	162	86	245
ENSGMOG00000008141	88	53	34	19	35	57
ENSGMOG00000009023	10	7	0	1	0	0
ENSGMOG00000009032	11	24	2	16	4	25
ENSGMOG00000009153	0	0	0	0	0	0
ENSGMOG00000009161	138	123	152	114	109	138
ENSGMOG00000019873	220	272	203	346	295	153
ENSGMOG00000003140	867	732	640	869	1011	2791
ENSGMOG00000003149	1438	1604	1457	1676	1116	2512
ENSGMOG00000003177	468	368	353	391	378	1074
ENSGMOG00000003212	4724	7394	6231	6614	6378	6160
ENSGMOG00000003221	4	0	0	2	3	3
ENSGMOG00000003234	0	0	0	0	0	0
ENSGMOG00000018643	818	1370	900	988	1291	1721
ENSGMOG00000018665	22	21	21	50	45	27
ENSGMOG00000018673	305	457	282	468	437	716
ENSGMOG00000018698	0	2	3	2	1	0
ENSGMOG00000018704	245	334	127	227	195	279
ENSGMOG00000018713	16	11	35	10	11	42
ENSGMOG00000001561	0	1	0	0	0	0
ENSGMOG00000001728	25	28	19	19	14	38
ENSGMOG00000001851	57	65	65	64	77	109
ENSGMOG00000022112	0	3	5	12	3	1
ENSGMOG00000001896	77	189	130	119	114	306
ENSGMOG00000005444	0	0	0	0	0	0
ENSGMOG00000021333	0	0	0	0	0	0
ENSGMOG00000005451	0	0	0	0	0	0
ENSGMOG00000005459	0	0	0	0	0	0
ENSGMOG00000020451	0	0	0	0	0	0
ENSGMOG00000005469	0	0	0	0	0	0
ENSGMOG00000005481	0	0	0	0	0	0
ENSGMOG00000005502	3	2	0	0	3	1
ENSGMOG00000005511	4	2	4	8	2	6
ENSGMOG00000005522	265	202	202	129	306	512
ENSGMOG00000020452	0	2	3	0	0	3
ENSGMOG00000005546	0	0	0	0	0	0
ENSGMOG00000005555	0	1	0	0	2	3
ENSGMOG00000005564	0	0	1	0	0	0
ENSGMOG00000005571	2073	1579	933	1437	1184	2378
ENSGMOG00000003426	7034	9759	5983	6237	8206	9837
ENSGMOG00000003445	10742	26186	18263	24114	33605	7541
ENSGMOG00000003472	1208	954	777	743	1002	1833
ENSGMOG00000005391	517	597	346	646	509	965
ENSGMOG00000003894	0	0	0	0	0	0
ENSGMOG00000003906	0	0	0	3	0	0
ENSGMOG00000003923	1100	718	663	753	583	1513
ENSGMOG00000003953	249	227	114	44	77	495
ENSGMOG00000010342	177	96	105	222	184	150
ENSGMOG00000021134	7	4	9	1	5	0
ENSGMOG00000021877	2	0	2	0	3	0
ENSGMOG00000021909	2	8	1	0	1	0
ENSGMOG00000021016	2	0	1	0	0	0
ENSGMOG00000020988	0	0	0	0	0	0
ENSGMOG00000021522	0	0	0	0	0	0
ENSGMOG00000021646	0	7	2	5	8	1
ENSGMOG00000010350	5590	4193	3008	3962	6280	3485
ENSGMOG00000010365	689	3406	794	1733	1960	160
ENSGMOG00000010385	2206	1176	1479	1404	1092	1995
ENSGMOG00000010398	519	671	305	476	363	467
ENSGMOG00000010412	16	91	63	42	26	36
ENSGMOG00000010422	1099	954	820	1021	1357	2108
ENSGMOG00000010473	312	144	235	389	216	311
ENSGMOG00000010492	743	650	656	600	663	952
ENSGMOG00000010509	2221	1334	2139	1903	1760	2789
ENSGMOG00000010513	18	22	0	31	8	7
ENSGMOG00000010517	204	227	161	202	133	372
ENSGMOG00000010525	165	122	153	209	104	348
ENSGMOG00000008500	826	409	452	216	1262	1676
ENSGMOG00000009758	1813	1660	1303	1263	2190	2488
ENSGMOG00000021407	0	0	0	2	1	5
ENSGMOG00000009784	5976	5781	6131	5005	4397	8765
ENSGMOG00000016350	2631	1987	1036	1950	3324	3108
ENSGMOG00000016397	427	483	295	340	263	627
ENSGMOG00000019252	16	16	2	17	12	8
ENSGMOG00000018583	352	427	176	382	411	426
ENSGMOG00000018594	1079	1043	562	939	1068	1263
ENSGMOG00000018615	368	358	237	206	191	703
ENSGMOG00000018622	2740	1829	1010	1325	1584	2592
ENSGMOG00000014303	5	88	46	8	5	14
ENSGMOG00000014332	199	507	313	429	449	458
ENSGMOG00000014423	2499	699	717	1210	1228	1992
ENSGMOG00000014447	6	37	28	42	54	16
ENSGMOG00000014465	998	678	846	663	965	964
ENSGMOG00000014480	489	455	255	302	257	975
ENSGMOG00000014520	0	0	0	0	1	0
ENSGMOG00000014534	1017	546	456	404	449	1197
ENSGMOG00000007928	146	252	145	176	206	260
ENSGMOG00000007931	2597	2106	1440	1622	2009	3371
ENSGMOG00000007951	0	3	0	0	0	0
ENSGMOG00000007955	0	0	0	3	8	0
ENSGMOG00000004024	324	643	417	506	528	493
ENSGMOG00000004048	115	121	59	57	58	424
ENSGMOG00000004069	1	3	3	3	3	10
ENSGMOG00000004084	1231	803	707	763	685	2506
ENSGMOG00000004107	3741	2452	1849	1200	942	1807
ENSGMOG00000004132	11	7	3	0	3	27
ENSGMOG00000004143	252	290	171	217	161	525
ENSGMOG00000004148	432	470	331	330	435	315
ENSGMOG00000004210	104	115	87	118	89	296
ENSGMOG00000004219	184	312	191	248	194	584
ENSGMOG00000004253	993	735	468	736	601	1146
ENSGMOG00000004263	11	11	7	6	15	13
ENSGMOG00000004309	2	0	9	3	1	15
ENSGMOG00000003343	0	0	0	0	0	0
ENSGMOG00000003349	1651	1756	570	1605	715	874
ENSGMOG00000003424	125	172	151	219	207	303
ENSGMOG00000017535	84	121	39	91	117	160
ENSGMOG00000017562	1953	2201	1504	1594	1858	3598
ENSGMOG00000017592	3	9	2	16	8	7
ENSGMOG00000017638	142	136	98	78	146	90
ENSGMOG00000017643	2985	4682	4046	3926	4171	2762
ENSGMOG00000017671	1769	2317	1490	1924	2348	2749
ENSGMOG00000017706	342	267	182	208	291	720
ENSGMOG00000017756	84	141	33	139	46	86
ENSGMOG00000010031	1	15	2	5	4	18
ENSGMOG00000018978	30	15	24	14	47	86
ENSGMOG00000018985	8941	8270	6638	7495	6625	11372
ENSGMOG00000019006	2521	2001	1704	1572	2119	1856
ENSGMOG00000019021	1302	1807	1680	1855	2052	2009
ENSGMOG00000019104	1	3	0	85	3	0
ENSGMOG00000004204	2	0	0	0	1	0
ENSGMOG00000004345	5	1	0	0	0	2
ENSGMOG00000004364	1546	1188	1031	999	1811	2136
ENSGMOG00000013747	134	193	150	240	255	209
ENSGMOG00000013784	48	67	169	246	63	820
ENSGMOG00000002467	90	223	103	231	179	229
ENSGMOG00000002492	3521	5545	5771	5381	5216	6315
ENSGMOG00000002501	4	3	1	4	5	16
ENSGMOG00000002539	127	58	45	61	35	114
ENSGMOG00000010335	101	180	112	89	127	281
ENSGMOG00000015458	97	57	89	48	35	38
ENSGMOG00000015465	906	595	689	1219	2486	959
ENSGMOG00000015516	355	618	708	915	735	581
ENSGMOG00000015534	7177	6792	7283	6274	11227	6501
ENSGMOG00000015552	559	663	368	531	440	876
ENSGMOG00000015594	146	257	214	212	309	341
ENSGMOG00000015607	993	1144	1018	1341	1040	2386
ENSGMOG00000015616	358	381	169	291	357	606
ENSGMOG00000014472	348	415	238	289	377	395
ENSGMOG00000014513	3	5	4	3	1	8
ENSGMOG00000019367	15	15	8	8	4	9
ENSGMOG00000019397	325	141	25	74	57	42
ENSGMOG00000019404	2049	2473	2195	2204	2162	2799
ENSGMOG00000019407	145	71	49	109	75	223
ENSGMOG00000014408	974	1192	1108	1072	1462	1593
ENSGMOG00000014499	13	26	31	32	87	12
ENSGMOG00000014526	2	11	0	1	0	0
ENSGMOG00000013231	1	2	2	0	0	0
ENSGMOG00000013241	0	2	1	0	0	0
ENSGMOG00000013265	89	319	81	102	151	271
ENSGMOG00000013273	0	0	0	0	0	0
ENSGMOG00000013292	1479	1435	1193	1105	1320	1836
ENSGMOG00000013305	934	1233	1010	1435	980	2187
ENSGMOG00000013310	7	8	6	18	9	1
ENSGMOG00000011017	274	378	323	284	359	613
ENSGMOG00000011037	105	146	94	122	128	406
ENSGMOG00000011047	3314	3353	2263	2300	3333	5770
ENSGMOG00000011059	1327	1224	1227	1025	943	2539
ENSGMOG00000011072	5782	909	2593	2444	2783	9354
ENSGMOG00000011088	19	12	20	36	31	44
ENSGMOG00000009003	399	526	450	489	278	711
ENSGMOG00000009012	258	373	294	357	216	483
ENSGMOG00000009116	1	7	0	4	1	5
ENSGMOG00000009144	501	994	1445	1163	428	1464
ENSGMOG00000009152	336	138	578	529	321	90
ENSGMOG00000009165	396	233	357	327	343	283
ENSGMOG00000009208	20	17	54	57	22	3
ENSGMOG00000009315	410	301	233	288	248	598
ENSGMOG00000009345	48	262	56	172	57	10
ENSGMOG00000005600	0	0	0	0	0	0
ENSGMOG00000006069	0	0	0	0	0	0
ENSGMOG00000006075	1341	493	563	747	390	19467
ENSGMOG00000006084	987	860	511	703	718	838
ENSGMOG00000006127	364	343	209	388	333	812
ENSGMOG00000006182	66	69	20	27	10	55
ENSGMOG00000006200	20	141	46	200	114	34
ENSGMOG00000004732	525	486	417	360	732	763
ENSGMOG00000004826	529	166	1387	410	1799	74
ENSGMOG00000004839	6525	3525	4252	3519	4488	6217
ENSGMOG00000004849	1756	2321	2461	2192	2198	2552
ENSGMOG00000004872	0	9	21	2	2	3
ENSGMOG00000004896	758	801	635	519	601	796
ENSGMOG00000004925	705	726	462	466	568	1428
ENSGMOG00000005011	278	319	229	351	389	520
ENSGMOG00000003190	174	347	231	356	845	357
ENSGMOG00000003202	131	347	28	67	339	55
ENSGMOG00000003239	810	1994	1161	1600	2725	994
ENSGMOG00000003255	290	316	305	388	266	617
ENSGMOG00000003279	2283	2183	4983	2900	6461	2438
ENSGMOG00000003320	1582	2774	1920	2344	3036	939
ENSGMOG00000003344	1288	1118	975	1006	1134	2035
ENSGMOG00000003362	546	863	583	601	533	871
ENSGMOG00000003375	1162	1576	1094	1639	2752	1140
ENSGMOG00000003401	2273	2727	1963	2701	2979	1709
ENSGMOG00000003412	762	1145	809	580	963	1403
ENSGMOG00000015543	1347	1885	1146	1597	1892	1550
ENSGMOG00000015592	279	416	334	312	264	540
ENSGMOG00000015635	724	912	502	818	476	1326
ENSGMOG00000015645	2	1	6	4	3	7
ENSGMOG00000015660	0	0	0	0	0	0
ENSGMOG00000015672	677	730	354	433	350	914
ENSGMOG00000015694	141	111	51	87	72	83
ENSGMOG00000015717	356	304	173	208	160	536
ENSGMOG00000015743	294	185	151	256	215	214
ENSGMOG00000015763	116	194	112	138	97	317
ENSGMOG00000021758	0	2	0	0	0	6
ENSGMOG00000015778	2204	5466	3035	2781	5148	1747
ENSGMOG00000018357	4634	4589	5065	3947	5927	4186
ENSGMOG00000018388	221	268	365	327	253	384
ENSGMOG00000018400	5	2	1	5	3	0
ENSGMOG00000018426	158	176	169	145	199	210
ENSGMOG00000018464	1492	1252	1233	1033	1275	1176
ENSGMOG00000018497	124	191	115	236	173	165
ENSGMOG00000018515	3698	3166	3114	2652	2890	4424
ENSGMOG00000020801	47	36	39	53	53	26
ENSGMOG00000006779	3	4	2	2	5	1
ENSGMOG00000017599	0	0	0	0	0	0
ENSGMOG00000006589	1	3	0	0	1	0
ENSGMOG00000006600	688	235	73	106	229	297
ENSGMOG00000006770	242	238	254	207	211	468
ENSGMOG00000006789	2070	2469	2235	1933	2207	3770
ENSGMOG00000006805	1018	1290	723	879	843	1494
ENSGMOG00000019565	14	13	14	18	25	15
ENSGMOG00000019567	713	867	178	290	298	760
ENSGMOG00000019587	4526	4189	3640	4153	2948	8054
ENSGMOG00000022127	2	0	0	1	0	2
ENSGMOG00000019590	186	305	126	416	308	487
ENSGMOG00000014022	457	392	464	432	398	723
ENSGMOG00000014028	1087	1386	916	1153	1325	1358
ENSGMOG00000014066	1055	1300	1070	1069	1012	1560
ENSGMOG00000014093	2248	3362	3356	3838	4692	3577
ENSGMOG00000014111	420	222	278	1601	763	413
ENSGMOG00000014146	13	20	1	12	21	0
ENSGMOG00000004751	311	210	197	250	229	561
ENSGMOG00000004776	41	122	67	101	244	95
ENSGMOG00000004802	1	0	0	0	0	0
ENSGMOG00000017280	469	483	368	367	285	669
ENSGMOG00000017324	173	149	222	166	160	213
ENSGMOG00000017359	2248	2650	2739	2505	2720	3625
ENSGMOG00000017374	10	14	12	23	17	26
ENSGMOG00000017388	0	2	2	1	0	0
ENSGMOG00000017402	0	1	1	10	3	4
ENSGMOG00000014227	158	100	116	182	186	335
ENSGMOG00000018164	0	0	1	0	35	1
ENSGMOG00000018168	11	5	6	3	7	10
ENSGMOG00000016820	88	184	119	225	156	124
ENSGMOG00000020398	39	34	31	34	13	60
ENSGMOG00000016846	10	21	56	22	9	42
ENSGMOG00000000038	1354	830	473	609	481	1499
ENSGMOG00000000043	1	0	0	0	0	0
ENSGMOG00000000044	518	1548	449	740	778	1939
ENSGMOG00000000048	25	58	20	24	41	71
ENSGMOG00000000052	236	340	249	160	386	39
ENSGMOG00000000057	46	141	39	47	67	19
ENSGMOG00000000060	20	111	33	10	5	31
ENSGMOG00000000070	711	982	1032	809	1364	2029
ENSGMOG00000003276	2402	2655	2168	1933	2019	4028
ENSGMOG00000003299	11661	17079	11126	14612	13979	19466
ENSGMOG00000003326	467	357	256	296	311	826
ENSGMOG00000003342	465	508	411	387	353	855
ENSGMOG00000000502	741	391	420	632	438	779
ENSGMOG00000000558	0	0	0	0	0	0
ENSGMOG00000000564	213	209	143	244	190	284
ENSGMOG00000000574	1	13	0	10	10	0
ENSGMOG00000002090	1396	1155	1219	1494	2081	2592
ENSGMOG00000005580	55	48	58	59	67	108
ENSGMOG00000004090	0	0	1	0	0	1
ENSGMOG00000004125	0	0	0	0	0	0
ENSGMOG00000006467	817	2316	2441	903	1127	834
ENSGMOG00000006501	5233	2747	5859	2693	2858	4265
ENSGMOG00000005267	12	39	49	42	9	18
ENSGMOG00000005287	39277	56139	49790	59761	67021	59018
ENSGMOG00000000904	12358	15897	3980	6900	3559	7842
ENSGMOG00000000933	5674	2739	1408	2028	1689	1688
ENSGMOG00000000943	89	107	36	150	151	136
ENSGMOG00000000969	150	49	85	204	164	90
ENSGMOG00000000993	2703	1066	793	1129	1458	1781
ENSGMOG00000001029	1151	837	1041	629	860	2998
ENSGMOG00000001052	11	14	6	5	13	22
ENSGMOG00000002949	0	0	0	0	0	0
ENSGMOG00000002962	1622	1764	1274	1136	1163	4390
ENSGMOG00000003020	775	641	294	312	350	881
ENSGMOG00000003033	383	912	278	578	584	220
ENSGMOG00000003041	0	4	0	0	0	0
ENSGMOG00000003055	0	1	0	0	0	0
ENSGMOG00000004656	453	418	302	328	306	1396
ENSGMOG00000004691	1	23	1	2	1	4
ENSGMOG00000004696	587	489	673	674	1485	486
ENSGMOG00000004723	942	1582	1221	1313	1171	2972
ENSGMOG00000004746	1147	677	906	938	1185	1206
ENSGMOG00000019206	334	416	451	273	443	321
ENSGMOG00000019210	0	0	0	0	1	0
ENSGMOG00000019220	1096	1132	781	912	735	1285
ENSGMOG00000019234	6429	4691	3445	4360	3849	10195
ENSGMOG00000018682	304	144	659	371	584	279
ENSGMOG00000018692	2	2	18	6	4	4
ENSGMOG00000018707	912	1354	1183	1564	2656	1606
ENSGMOG00000018719	241	190	190	379	367	277
ENSGMOG00000018733	4	2	6	18	4	5
ENSGMOG00000018743	13570	5706	4818	7476	18811	7300
ENSGMOG00000000678	1	0	0	1	0	0
ENSGMOG00000000686	0	0	0	0	1	0
ENSGMOG00000000691	61	91	250	149	178	80
ENSGMOG00000018676	421	709	667	811	800	718
ENSGMOG00000018686	94	70	65	77	84	200
ENSGMOG00000014421	605	674	739	723	1507	728
ENSGMOG00000014473	14	6	10	0	2	43
ENSGMOG00000020124	28	61	35	50	53	112
ENSGMOG00000010956	6398	6437	7358	6713	9062	6425
ENSGMOG00000010980	1258	1669	1575	1490	1259	2623
ENSGMOG00000010988	90	188	130	186	129	257
ENSGMOG00000010996	124	158	74	141	111	253
ENSGMOG00000011001	182	235	117	188	149	351
ENSGMOG00000011007	48	40	33	51	47	74
ENSGMOG00000011011	2493	1966	2028	2039	2559	2695
ENSGMOG00000004893	5	15	7	28	8	35
ENSGMOG00000021449	12	33	24	21	22	37
ENSGMOG00000021194	5	13	7	19	5	27
ENSGMOG00000004904	18	19	141	26	37	119
ENSGMOG00000004920	0	0	0	1	0	0
ENSGMOG00000004936	372	563	320	578	894	844
ENSGMOG00000011439	18	17	8	40	22	42
ENSGMOG00000011459	1452	1435	1166	1132	1096	2967
ENSGMOG00000011478	571	445	159	453	341	334
ENSGMOG00000011491	1	1	0	4	0	0
ENSGMOG00000011560	131	160	124	202	145	220
ENSGMOG00000011578	265	215	130	157	138	676
ENSGMOG00000021484	0	0	0	0	0	0
ENSGMOG00000009172	9908	12612	7550	6235	5177	8380
ENSGMOG00000009187	134	163	100	107	58	333
ENSGMOG00000009198	1002	731	549	718	649	1332
ENSGMOG00000012072	172	99	96	107	42	233
ENSGMOG00000020584	9	100	21	6	47	11
ENSGMOG00000012073	31	48	41	62	71	95
ENSGMOG00000012077	389	418	302	411	573	832
ENSGMOG00000012082	14	29	38	38	26	3
ENSGMOG00000012085	62	18	24	1	17	24
ENSGMOG00000015544	394	425	419	503	513	425
ENSGMOG00000015562	3012	1107	2475	1737	2615	2944
ENSGMOG00000015582	79	88	31	47	11	108
ENSGMOG00000015628	2162	1696	2021	2404	2906	2182
ENSGMOG00000015667	587	804	734	1210	794	783
ENSGMOG00000015692	1265	1337	322	423	333	574
ENSGMOG00000015698	4810	2300	623	649	322	634
ENSGMOG00000018034	0	6	0	0	4	0
ENSGMOG00000018039	8423	11415	7408	7709	12596	7979
ENSGMOG00000018057	1108	1395	1115	1678	1033	1903
ENSGMOG00000018077	282	291	255	26	239	30
ENSGMOG00000018208	10	8	14	42	6	3
ENSGMOG00000017580	97	161	102	661	225	204
ENSGMOG00000017601	403	323	156	175	192	295
ENSGMOG00000017627	290	233	90	233	161	155
ENSGMOG00000017659	282	120	53	163	90	123
ENSGMOG00000017675	99	116	283	74	159	95
ENSGMOG00000017694	3419	2032	2609	2297	2850	3189
ENSGMOG00000008649	2925	1745	1405	1060	858	1741
ENSGMOG00000008662	111	44	63	111	113	122
ENSGMOG00000008689	802	335	189	237	235	1088
ENSGMOG00000008702	19528	34734	21139	25484	28456	21711
ENSGMOG00000008717	286	245	248	243	311	199
ENSGMOG00000008732	630	921	449	518	481	1246
ENSGMOG00000015730	46	51	18	26	12	147
ENSGMOG00000015799	442	423	293	323	268	612
ENSGMOG00000015802	280	549	603	548	300	298
ENSGMOG00000015844	809	825	923	1073	1375	1243
ENSGMOG00000000820	88	8	68	70	91	49
ENSGMOG00000000856	4	0	1	0	0	1
ENSGMOG00000018158	1298	1170	663	650	850	3207
ENSGMOG00000018211	0	3	1	0	1	0
ENSGMOG00000006484	11	4	0	9	2	1
ENSGMOG00000006513	0	4	0	0	0	0
ENSGMOG00000006526	239	69	24	28	12	37
ENSGMOG00000013453	2591	3328	3112	2818	3167	3619
ENSGMOG00000013463	20205	26014	23722	27438	16834	28153
ENSGMOG00000000883	964	651	646	704	974	935
ENSGMOG00000021386	4	1	2	23	25	0
ENSGMOG00000012310	1233	1051	1042	1134	1262	1233
ENSGMOG00000012322	591	673	522	668	1049	745
ENSGMOG00000012340	756	611	438	504	404	876
ENSGMOG00000012341	397	566	509	623	853	720
ENSGMOG00000021493	0	0	0	0	0	0
ENSGMOG00000021161	0	0	0	0	2	4
ENSGMOG00000012344	391	544	339	515	323	1317
ENSGMOG00000012348	333	357	308	356	342	564
ENSGMOG00000020597	142	162	64	131	106	190
ENSGMOG00000006222	5	5	0	0	0	3
ENSGMOG00000006229	0	14	0	0	1	1
ENSGMOG00000006237	0	66	0	0	0	0
ENSGMOG00000006260	6	8	11	0	5	0
ENSGMOG00000006264	37	317	73	217	120	3
ENSGMOG00000018317	2	4	1	1	8	0
ENSGMOG00000003582	0	0	0	0	0	3
ENSGMOG00000010538	552	530	373	451	387	770
ENSGMOG00000010543	2954	2340	2244	2154	2124	3336
ENSGMOG00000010546	491	424	89	242	148	1828
ENSGMOG00000019262	40	34	19	18	20	48
ENSGMOG00000019266	129	100	55	57	71	204
ENSGMOG00000019275	0	1	0	0	0	0
ENSGMOG00000009495	1181	1556	1231	1497	1747	2328
ENSGMOG00000009509	2	6	8	7	10	7
ENSGMOG00000009513	0	35	1	4	4	0
ENSGMOG00000009518	2513	2234	1595	1958	1497	3732
ENSGMOG00000009525	34	36	4	27	10	25
ENSGMOG00000009532	16	17	0	1	10	9
ENSGMOG00000009544	552	568	715	696	764	630
ENSGMOG00000009559	0	24	1	1	0	0
ENSGMOG00000009561	272	335	305	263	250	458
ENSGMOG00000009567	113	67	8	38	70	29
ENSGMOG00000001516	19	42	15	20	38	62
ENSGMOG00000001541	1	0	0	0	0	0
ENSGMOG00000001559	4199	1658	1461	267	186	8597
ENSGMOG00000001570	227	231	243	277	269	418
ENSGMOG00000001627	21	3	2	10	25	3
ENSGMOG00000019181	1	72	6	12	11	4
ENSGMOG00000019219	584	616	965	839	1639	1198
ENSGMOG00000016878	1860	2729	2267	3468	2882	3646
ENSGMOG00000018919	14	21	1	34	8	6
ENSGMOG00000004421	21	9	4	18	0	4
ENSGMOG00000004487	429	490	292	349	505	596
ENSGMOG00000004554	888	835	863	961	604	1438
ENSGMOG00000004565	809	824	1043	698	505	729
ENSGMOG00000004598	1381	1740	1434	1774	1202	3741
ENSGMOG00000004604	840	872	443	547	724	1260
ENSGMOG00000004663	500	342	335	347	291	986
ENSGMOG00000004694	2103	1773	1460	2478	4414	3302
ENSGMOG00000004727	779	512	472	602	1088	802
ENSGMOG00000004741	3217	4172	2259	2279	4565	5484
ENSGMOG00000004762	6984	10319	5956	5427	10606	11338
ENSGMOG00000004812	238	296	248	194	272	679
ENSGMOG00000004834	947	1014	627	918	755	2881
ENSGMOG00000004864	1163	1431	1099	1387	1183	2789
ENSGMOG00000004899	95	333	89	236	255	135
ENSGMOG00000004917	19	27	16	21	12	33
ENSGMOG00000004928	37	47	18	29	37	53
ENSGMOG00000004938	27672	20746	17793	17890	13774	40233
ENSGMOG00000004962	5076	11265	5385	8338	11763	10028
ENSGMOG00000004978	160	219	130	157	124	209
ENSGMOG00000004991	98	16	253	199	58	90
ENSGMOG00000013019	8	7	12	8	10	7
ENSGMOG00000013028	269	198	111	107	160	746
ENSGMOG00000013047	2516	3315	2502	2367	2770	4524
ENSGMOG00000013061	42	39	29	57	49	109
ENSGMOG00000013066	0	0	0	4	1	1
ENSGMOG00000018136	18	25	22	7	12	13
ENSGMOG00000021885	0	0	0	0	0	0
ENSGMOG00000012912	0	0	0	0	1	0
ENSGMOG00000012915	0	1	0	0	1	0
ENSGMOG00000012918	305	221	74	155	141	609
ENSGMOG00000012399	8125	12715	10606	17765	9097	12436
ENSGMOG00000012403	386	610	294	247	500	320
ENSGMOG00000008330	161	148	175	122	109	204
ENSGMOG00000008333	205	514	206	478	554	224
ENSGMOG00000008335	3588	6693	3511	9543	29588	1827
ENSGMOG00000008337	2771	2712	1551	1662	2114	4933
ENSGMOG00000008341	357	381	258	259	261	693
ENSGMOG00000016020	80	49	23	87	54	85
ENSGMOG00000015790	26	0	0	50	1	0
ENSGMOG00000015831	633	798	339	462	542	1708
ENSGMOG00000015848	29	25	14	11	19	56
ENSGMOG00000014841	86	76	51	82	52	54
ENSGMOG00000014866	18259	29856	23120	26299	49027	16316
ENSGMOG00000014880	2	8	7	4	12	4
ENSGMOG00000014931	265	416	314	371	390	670
ENSGMOG00000014965	0	0	8	1	1	6
ENSGMOG00000014999	457	357	205	492	369	631
ENSGMOG00000008048	239	290	115	200	209	138
ENSGMOG00000008055	1	1	4	0	2	3
ENSGMOG00000016073	1936	2097	2096	1957	2938	2637
ENSGMOG00000022101	0	0	0	0	0	0
ENSGMOG00000010410	6	5	0	0	0	2
ENSGMOG00000010417	0	1	0	0	0	0
ENSGMOG00000010493	2223	1562	1541	1437	2181	8054
ENSGMOG00000017029	17	100	26	17	58	79
ENSGMOG00000017044	0	0	0	0	1	0
ENSGMOG00000017048	50	74	25	18	21	82
ENSGMOG00000017085	51	49	27	8	9	61
ENSGMOG00000017096	21	19	0	4	2	0
ENSGMOG00000004689	771	726	457	540	600	1131
ENSGMOG00000004716	1248	1035	1078	1138	1262	1783
ENSGMOG00000004726	58	72	28	40	42	118
ENSGMOG00000004760	26	41	22	115	165	2
ENSGMOG00000004765	883	842	765	558	526	940
ENSGMOG00000004775	49	55	65	188	446	229
ENSGMOG00000004794	0	1	3	0	0	0
ENSGMOG00000004811	846	930	697	684	763	1487
ENSGMOG00000004865	1040	1022	653	880	649	1709
ENSGMOG00000004881	3340	3454	2157	2699	2611	7556
ENSGMOG00000004698	937	742	531	804	764	826
ENSGMOG00000004724	1787	1883	1291	1740	2213	3452
ENSGMOG00000004810	544	542	374	430	382	1027
ENSGMOG00000004844	1560	1346	2109	2638	3868	1450
ENSGMOG00000004885	36	51	61	102	88	56
ENSGMOG00000004912	821	661	825	521	520	691
ENSGMOG00000004932	617	666	532	595	581	2736
ENSGMOG00000004959	1472	2029	1524	1611	1059	1579
ENSGMOG00000004986	13	7	3	16	20	17
ENSGMOG00000005017	343	255	250	310	421	237
ENSGMOG00000005093	1154	3520	1779	2103	2191	1309
ENSGMOG00000005110	0	7	0	0	0	0
ENSGMOG00000008758	2	2	3	5	6	2
ENSGMOG00000008764	470	600	282	478	392	885
ENSGMOG00000019865	0	0	2	13	1	1
ENSGMOG00000008774	1	39	1	4	0	4
ENSGMOG00000008784	3	0	1	8	5	8
ENSGMOG00000008790	1	6	0	0	5	0
ENSGMOG00000008802	137	97	50	147	131	77
ENSGMOG00000013553	4	10	2	6	2	12
ENSGMOG00000009570	54	75	20	0	19	198
ENSGMOG00000009595	3	1	0	0	5	0
ENSGMOG00000006070	65	59	31	57	38	130
ENSGMOG00000006086	353	109	76	91	62	134
ENSGMOG00000001305	6	1	0	4	0	6
ENSGMOG00000016435	19996	20655	14594	13327	15825	25317
ENSGMOG00000016441	0	0	0	26	61	7
ENSGMOG00000016459	0	0	0	5	2	0
ENSGMOG00000001580	2	5	3	4	5	7
ENSGMOG00000002997	1638	2266	2165	1922	2422	2799
ENSGMOG00000000793	0	0	0	0	0	0
ENSGMOG00000000805	559	949	492	657	985	1905
ENSGMOG00000000841	30	65	27	45	45	90
ENSGMOG00000005255	2918	2908	2457	3903	5547	4273
ENSGMOG00000005284	95	60	136	69	226	223
ENSGMOG00000005293	134	37	10	21	48	17
ENSGMOG00000005298	3469	4062	3161	3358	4067	4300
ENSGMOG00000005322	101	32	14	69	21	75
ENSGMOG00000018017	879	522	435	627	483	1073
ENSGMOG00000018024	1	9	0	3	0	0
ENSGMOG00000018047	216	189	91	149	129	472
ENSGMOG00000018075	37	68	1	13	16	39
ENSGMOG00000018098	1696	914	1241	784	1428	1594
ENSGMOG00000018113	1765	1340	1001	1276	1480	1143
ENSGMOG00000018133	399	345	243	288	347	746
ENSGMOG00000018147	364	215	114	213	219	245
ENSGMOG00000001759	30	26	115	104	127	83
ENSGMOG00000001774	2	0	1	0	0	0
ENSGMOG00000001789	598	500	414	330	420	736
ENSGMOG00000000189	2616	2877	2704	4636	4972	4933
ENSGMOG00000000201	22	53	6	24	22	45
ENSGMOG00000000221	211	303	96	149	112	659
ENSGMOG00000000231	1538	2525	3023	2382	2357	2566
ENSGMOG00000000249	210	225	100	132	245	448
ENSGMOG00000000251	18549	17096	13098	13874	13387	25941
ENSGMOG00000000264	103	17	33	22	61	26
