#Position (bp)	mapping quality
2587500.5	37.42179353493222
2612500.5	1.6960263950652703
2637500.5	23.25
2662500.5	0.0
2687500.5	0.0
2712500.5	0.0
2737500.5	0.0
2762500.5	0.0
2787500.5	0.0
2812500.5	0.0
2837500.5	60.0
2862500.5	0.0
2887500.5	0.0
2912500.5	0.0
2937500.5	0.0
2962500.5	60.0
2987500.5	0.0
3012500.5	0.0
3037500.5	0.0
3062500.5	60.0
3087500.5	0.0
3112500.5	59.523809523809526
3137500.5	60.0
3162500.5	0.0
3187500.5	0.0
3212500.5	30.0
3237500.5	0.0
3262500.5	41.92884615384615
3287500.5	0.0
3312500.5	60.0
3337500.5	60.0
3362500.5	0.0
3387500.5	0.6273598605866977
3412500.5	4.1954610509098345
3437500.5	17.451523545706372
3462500.5	0.0
3487500.5	16.82047710255964
3512500.5	6.94146581406788
3537500.5	0.23594953301654925
3562500.5	0.0
3587500.5	60.0
3612500.5	60.0
3637500.5	14.319666669981403
3662500.5	0.3567798332994511
3687500.5	0.0
3712500.5	0.1508199337669074
3737500.5	11.44959397584595
3762500.5	2.2759315206445114
3787500.5	7.609244880717705
3812500.5	5.088503937007874
3837500.5	2.1546552175358435
3862500.5	1.0151977723353576
3887500.5	3.3430467296281994
3912500.5	1.7162810383747178
3937500.5	0.19337684312303602
3962500.5	0.0
3987500.5	0.0
4012500.5	30.483870967741936
4037500.5	49.23076923076923
4062500.5	60.0
4087500.5	1.3587740384615385
4112500.5	3.215114206586416
4137500.5	0.34520102883443887
4162500.5	0.5657393850658858
4187500.5	0.13887780349588955
4212500.5	0.29850746268656714
4237500.5	5.98099004405592
4262500.5	0.1508199337669074
4287500.5	0.0
4312500.5	0.5679277071527034
4337500.5	0.5964120232862065
4362500.5	0.4170804369414101
4387500.5	0.1508199337669074
4412500.5	0.11507279225873943
4437500.5	0.0
4462500.5	0.07550486387152189
4487500.5	0.12339073733489384
4512500.5	0.04947508305647841
4537500.5	0.009273129324488195
4562500.5	0.1772619921629678
4587500.5	0.2659227781109054
4612500.5	0.049558370968386556
4637500.5	0.03420225550009244
4662500.5	0.0
4687500.5	0.0
4712500.5	1.2192718932713118
4737500.5	0.0
4762500.5	0.0
4787500.5	0.0
4812500.5	0.1508199337669074
4837500.5	0.28090668891670145
4862500.5	7.683803486529318
4887500.5	2.7086277355536037
4912500.5	0.1412666107985155
4937500.5	0.021946402009315028
4962500.5	0.05807271187465973
4987500.5	0.1508199337669074
5012500.5	0.13409961685823754
5037500.5	0.9340281191623243
5062500.5	0.1762809029021856
5087500.5	0.4444972664606608
5112500.5	0.5846470728036125
5137500.5	0.2913780749940291
5162500.5	0.0
5187500.5	2.7997896213183733
5212500.5	0.0
5237500.5	0.0
5262500.5	0.0
5287500.5	22.366863905325445
5312500.5	0.0
5337500.5	60.0
5362500.5	0.0
5387500.5	0.0
5412500.5	0.0
5437500.5	60.0
5462500.5	12.192926045016078
5487500.5	0.0
5512500.5	0.0
5537500.5	41.333333333333336
5562500.5	47.77302631578947
5587500.5	60.0
5612500.5	60.0
5637500.5	0.4226282192383887
5662500.5	0.1005466225112716
5687500.5	0.0
5712500.5	0.39196256537297
5737500.5	0.9470792724563908
5762500.5	0.25534712962793843
5787500.5	1.2321941497156925
5812500.5	1.1744071341198754
5837500.5	34.29931972789116
5862500.5	4.56604734029015
5887500.5	4.295408278669984
5912500.5	1.1593961131036783
5937500.5	1.9893163030827539
5962500.5	4.993352831693699
5987500.5	1.2303757902962278
6012500.5	0.4478323010957599
6037500.5	0.30394357165758257
6062500.5	60.0
6087500.5	11.013102480112307
6112500.5	9.05056179775281
6137500.5	0.10392609699769054
6162500.5	0.45275758871312527
6187500.5	2.669944844751265
6212500.5	17.337424215003168
6237500.5	6.938702693059351
6262500.5	4.745002231670934
6287500.5	0.6678847246318957
6312500.5	0.205841206569441
6337500.5	0.44858561624728005
6362500.5	0.20664129480155577
6387500.5	0.4137063677684127
6412500.5	0.11078135043833855
6437500.5	0.14395799813701415
6462500.5	0.3973684210526316
6487500.5	0.21756082345601996
6512500.5	0.10178007773077666
6537500.5	0.18086630217685154
6562500.5	0.10063094002076511
6587500.5	0.5925693757986353
6612500.5	0.13350767325029247
6637500.5	0.11345189889223853
6662500.5	0.19406377865818017
6687500.5	0.11258833393220745
6712500.5	0.17215248452594434
6737500.5	0.44235413753654507
6762500.5	0.44830294411071725
6787500.5	0.16668731088422134
6812500.5	0.0638475062459517
6837500.5	0.0
6862500.5	0.0
6887500.5	0.0
6912500.5	0.44073853484216796
6937500.5	0.0
6962500.5	0.2940283620278416
6987500.5	0.0
7012500.5	60.0
7037500.5	60.0
7062500.5	0.0
7087500.5	0.0
7112500.5	60.0
7137500.5	60.0
7162500.5	60.0
7187500.5	60.0
7212500.5	0.6666666666666666
7237500.5	43.54136429608128
7262500.5	0.7492566897918731
7287500.5	60.0
7312500.5	1.0
7337500.5	0.0
7362500.5	1.605351170568562
7387500.5	0.5421700879765395
7412500.5	4.4860610430185055
7437500.5	0.0
7462500.5	0.0
7487500.5	60.0
7512500.5	60.0
7537500.5	2.448186528497409
7562500.5	0.0
7587500.5	6.500620261888353
7612500.5	1.5797347972319944
7637500.5	0.04347947267203657
7662500.5	0.04871824614313885
7687500.5	0.1508199337669074
7712500.5	0.1508199337669074
7737500.5	0.267601146862058
7762500.5	0.1508199337669074
7787500.5	0.2376237623762376
7812500.5	0.12871367279203433
7837500.5	0.036077615627132964
7862500.5	0.14033058467967613
7887500.5	0.0211968041741399
7912500.5	0.23381807812945538
7937500.5	0.029718189581554227
7962500.5	0.16037434978170262
7987500.5	0.07761459258872105
8012500.5	0.008738146865594355
8037500.5	0.16852992835038613
8062500.5	0.15406422828461216
8087500.5	0.07728539844275689
8112500.5	0.1862844936787462
8137500.5	0.19390291770247284
8162500.5	0.10214069881261438
8187500.5	0.2839623764733897
8212500.5	0.16186164886515353
8237500.5	0.20287185044703332
8262500.5	0.1254631882322117
8287500.5	0.416389811738649
8312500.5	0.7137330754352031
8337500.5	1.9966722129783694
8362500.5	0.03705654756498519
8387500.5	0.10688088024238558
8412500.5	0.19496935162506188
8437500.5	0.151885871406085
8462500.5	0.029055050516167375
8487500.5	0.0584965776486788
8512500.5	0.045524914853027836
8537500.5	0.12167605949014262
8562500.5	0.12016463501174839
8587500.5	0.0
8612500.5	0.06951935754524752
8637500.5	0.0
8662500.5	0.0777282496219056
8687500.5	0.001258414397858698
8712500.5	0.04602276260961503
8737500.5	0.06628613515006444
8762500.5	0.25282123310892624
8787500.5	0.7066151202749141
8812500.5	0.18273211117681845
8837500.5	0.27175604924296026
8862500.5	0.15623191760212937
8887500.5	0.09060670963411865
8912500.5	0.196350295817222
8937500.5	0.09631894026238695
8962500.5	0.3316929347236976
8987500.5	0.12211399949779957
9012500.5	0.0
9037500.5	0.026306388230327042
9062500.5	0.23420269560651147
9087500.5	0.027747268628244406
9112500.5	0.2739659308144703
9137500.5	0.1851346743948176
9162500.5	0.06886904121381685
9187500.5	0.24742268041237114
9212500.5	0.12906769188521214
9237500.5	0.11095495228937051
9262500.5	0.17967332123411978
9287500.5	0.06888149571247833
9312500.5	0.0
9337500.5	0.4170971176215449
9362500.5	0.6017837890816427
9387500.5	0.04386661799755223
9412500.5	0.16877384603875215
9437500.5	0.11120512510576575
9462500.5	0.1629809535983638
9487500.5	0.09179731879118382
9512500.5	0.3156280404346894
9537500.5	0.14347891340237132
9562500.5	0.17742616843964823
9587500.5	0.12912087912087913
9612500.5	0.6837948939852877
9637500.5	0.21952661056542175
9662500.5	0.24775799028614046
9687500.5	0.28835842236962306
9712500.5	0.1512339585389931
9737500.5	0.07485851740211001
9762500.5	0.04400064293176886
9787500.5	0.37858474297505007
9812500.5	0.24736935805777574
9837500.5	0.25950431151363956
9862500.5	0.2780476866731445
9887500.5	0.09248109435961659
9912500.5	0.27029693203117294
9937500.5	0.16510080357828036
9962500.5	0.3697475272719226
9987500.5	3.2079577245881254
