#Position (bp)	insert size
12500.5	59267.746913580246
37500.5	37824.94736842105
62500.5	152.7
87500.5	14465.684210526315
112500.5	0.0
137500.5	101867.19047619047
162500.5	135.5
187500.5	3283.358024691358
212500.5	0.0
237500.5	0.0
262500.5	18956.909090909092
287500.5	297801.0
312500.5	0.0
337500.5	174.0
362500.5	61936.0
387500.5	0.0
412500.5	126.0
437500.5	71496.0
462500.5	0.0
487500.5	66081.93103448275
512500.5	33355.933333333334
537500.5	0.0
562500.5	0.0
587500.5	111.0
612500.5	179.0
637500.5	155.95138840559537
662500.5	177.0
687500.5	0.0
712500.5	123.5
737500.5	340.8
762500.5	145.5
787500.5	156.23076923076923
812500.5	144.6
837500.5	140.33333333333334
862500.5	206.4
887500.5	131.0
912500.5	0.0
937500.5	216.16666666666666
962500.5	210.7948717948718
987500.5	0.0
1012500.5	443.27777777777777
1037500.5	160.02083333333334
1062500.5	178.31914893617022
1087500.5	168.5
1112500.5	155.0
1137500.5	0.0
1162500.5	0.0
1187500.5	0.0
1212500.5	180.30434782608697
1237500.5	155.86046511627907
1262500.5	156.10638297872342
1287500.5	173.84615384615384
1312500.5	156.22340425531914
1337500.5	188.38372093023256
1362500.5	166.28194444444443
1387500.5	196.20071684587813
1412500.5	9151.641791044776
1437500.5	126.2
1462500.5	28971.333333333332
1487500.5	8787.217391304348
1512500.5	1826.25
1537500.5	569.046875
1562500.5	1136.3157894736842
1587500.5	145.2
1612500.5	181.33333333333334
1637500.5	12828.3125
1662500.5	9751.111842105263
1687500.5	22244.410714285714
1712500.5	170.1851851851852
1737500.5	170.47826086956522
1762500.5	193.58035714285714
1787500.5	199.49419953596288
1812500.5	2300.8382352941176
1837500.5	2595.818181818182
1862500.5	0.0
1887500.5	114.33333333333333
1912500.5	194.8
1937500.5	0.0
1962500.5	0.0
1987500.5	7374.5
2012500.5	0.0
2037500.5	73090.0
2062500.5	0.0
2087500.5	0.0
2112500.5	0.0
2137500.5	0.0
2162500.5	140.33333333333334
2187500.5	159.34883720930233
2212500.5	179.0
2237500.5	141.57142857142858
2262500.5	0.0
2287500.5	116.0
2312500.5	170.92380952380952
2337500.5	0.0
2362500.5	155.91304347826087
2387500.5	248.26760563380282
2412500.5	155.80672268907563
2437500.5	0.0
2462500.5	0.0
2487500.5	117.0
2512500.5	148.66666666666666
2537500.5	0.0
2562500.5	153.22222222222223
2587500.5	147.40740740740742
2612500.5	0.0
2637500.5	0.0
2662500.5	0.0
2687500.5	0.0
2712500.5	0.0
2737500.5	0.0
2762500.5	0.0
2787500.5	0.0
2812500.5	0.0
2837500.5	0.0
2862500.5	0.0
2887500.5	0.0
2912500.5	0.0
2937500.5	0.0
2962500.5	0.0
2987500.5	93.0
3012500.5	0.0
3037500.5	0.0
3062500.5	0.0
3087500.5	0.0
3112500.5	0.0
3137500.5	0.0
3162500.5	0.0
3187500.5	0.0
3212500.5	0.0
3237500.5	0.0
3262500.5	171.5
3287500.5	0.0
3312500.5	0.0
3337500.5	0.0
3362500.5	0.0
3387500.5	714.0
3412500.5	0.0
3437500.5	187.5
3462500.5	0.0
3487500.5	225.9375
3512500.5	154.79166666666666
3537500.5	0.0
3562500.5	0.0
3587500.5	0.0
