#Position (bp)	insert size
3612500.5	0.0
3637500.5	167.66187050359713
3662500.5	0.0
3687500.5	0.0
3712500.5	0.0
3737500.5	169.07843137254903
3762500.5	93.0
3787500.5	196.26415094339623
3812500.5	136.72727272727272
3837500.5	167.92
3862500.5	157.33333333333334
3887500.5	293.0769230769231
3912500.5	150.0
3937500.5	0.0
3962500.5	0.0
3987500.5	0.0
4012500.5	0.0
4037500.5	174.8
4062500.5	101.0
4087500.5	118.0
4112500.5	139.625
4137500.5	0.0
4162500.5	0.0
4187500.5	83.0
4212500.5	0.0
4237500.5	147.0
4262500.5	0.0
4287500.5	0.0
4312500.5	100.0
4337500.5	0.0
4362500.5	0.0
4387500.5	0.0
4412500.5	0.0
4437500.5	0.0
4462500.5	0.0
4487500.5	0.0
4512500.5	0.0
4537500.5	0.0
4562500.5	0.0
4587500.5	78.0
4612500.5	0.0
4637500.5	0.0
4662500.5	0.0
4687500.5	0.0
4712500.5	343990.0
4737500.5	0.0
4762500.5	0.0
4787500.5	0.0
4812500.5	0.0
4837500.5	0.0
4862500.5	81988.25
4887500.5	107.33333333333333
4912500.5	0.0
4937500.5	0.0
4962500.5	0.0
4987500.5	0.0
5012500.5	0.0
5037500.5	0.0
5062500.5	0.0
5087500.5	0.0
5112500.5	0.0
5137500.5	0.0
5162500.5	0.0
5187500.5	102.5
5212500.5	0.0
5237500.5	0.0
5262500.5	0.0
5287500.5	0.0
5312500.5	0.0
5337500.5	0.0
5362500.5	0.0
5387500.5	0.0
5412500.5	0.0
5437500.5	0.0
5462500.5	122.5
5487500.5	0.0
5512500.5	0.0
5537500.5	0.0
5562500.5	0.0
5587500.5	0.0
5612500.5	0.0
5637500.5	183209.0
5662500.5	79186.0
5687500.5	0.0
5712500.5	0.0
5737500.5	0.0
5762500.5	0.0
5787500.5	12086.0
5812500.5	171.4
5837500.5	62583.0
5862500.5	171.0
5887500.5	152.66666666666666
5912500.5	0.0
5937500.5	148.0
5962500.5	119.0
5987500.5	1850.0
6012500.5	0.0
6037500.5	0.0
6062500.5	0.0
6087500.5	163.41666666666666
6112500.5	130.0
6137500.5	0.0
6162500.5	0.0
6187500.5	231.50087565674255
6212500.5	1108.79754601227
6237500.5	7428.690476190476
6262500.5	760.1111111111111
6287500.5	2729.222222222222
6312500.5	40401.11111111111
6337500.5	2750.7
6362500.5	4857.0
6387500.5	7650.333333333333
6412500.5	0.0
6437500.5	0.0
6462500.5	210.0
6487500.5	0.0
6512500.5	165.0
6537500.5	10229.181818181818
6562500.5	0.0
6587500.5	176.56398104265404
6612500.5	144.6764705882353
6637500.5	177.04761904761904
6662500.5	1429.5555555555557
6687500.5	143.0
6712500.5	143.8
6737500.5	113.0
6762500.5	69047.5
6787500.5	1834.3333333333333
6812500.5	164.66666666666666
6837500.5	120.0
6862500.5	156.66666666666666
6887500.5	120.0
6912500.5	390.0
6937500.5	0.0
6962500.5	0.0
6987500.5	0.0
7012500.5	0.0
7037500.5	0.0
7062500.5	0.0
7087500.5	0.0
7112500.5	0.0
7137500.5	0.0
7162500.5	0.0
7187500.5	0.0
7212500.5	143937.0
7237500.5	28771.571428571428
7262500.5	0.0
7287500.5	0.0
7312500.5	122.0
7337500.5	0.0
7362500.5	0.0
7387500.5	105192.0
7412500.5	53736.54285714286
7437500.5	102.0
7462500.5	0.0
7487500.5	0.0
7512500.5	0.0
7537500.5	0.0
7562500.5	0.0
7587500.5	218.0
7612500.5	125.1
7637500.5	0.0
7662500.5	0.0
7687500.5	0.0
7712500.5	0.0
7737500.5	253149.5
7762500.5	391.16129032258067
7787500.5	170.32489451476792
7812500.5	155.33333333333334
7837500.5	158.75
7862500.5	0.0
7887500.5	0.0
7912500.5	0.0
7937500.5	0.0
7962500.5	441.9047619047619
7987500.5	515.0769230769231
8012500.5	161.41935483870967
8037500.5	0.0
8062500.5	181594.0
8087500.5	0.0
8112500.5	0.0
8137500.5	0.0
8162500.5	0.0
8187500.5	0.0
8212500.5	77.0
8237500.5	0.0
8262500.5	0.0
8287500.5	0.0
8312500.5	120.5
8337500.5	143.375
8362500.5	172.45454545454547
8387500.5	80673.0
8412500.5	146.0
8437500.5	68276.0
8462500.5	0.0
8487500.5	116.0
8512500.5	159.14285714285714
8537500.5	165.0
8562500.5	168112.5
8587500.5	0.0
8612500.5	0.0
8637500.5	0.0
8662500.5	23211.0
8687500.5	0.0
8712500.5	0.0
8737500.5	0.0
8762500.5	135.45454545454547
8787500.5	94.0
8812500.5	0.0
8837500.5	0.0
8862500.5	229.68119891008175
8887500.5	168.25806451612902
8912500.5	48046.333333333336
8937500.5	0.0
8962500.5	0.0
8987500.5	0.0
9012500.5	0.0
9037500.5	170.0
9062500.5	114.0
9087500.5	0.0
9112500.5	200.0
9137500.5	193.4
9162500.5	128.0
9187500.5	171.84615384615384
9212500.5	0.0
9237500.5	194.95348837209303
9262500.5	159.76923076923077
9287500.5	0.0
9312500.5	0.0
9337500.5	0.0
9362500.5	159.8148148148148
9387500.5	107886.5
9412500.5	0.0
9437500.5	17004.0
9462500.5	0.0
9487500.5	323681.0
9512500.5	81.66666666666667
9537500.5	0.0
9562500.5	0.0
9587500.5	165.0
9612500.5	132.0
9637500.5	0.0
9662500.5	91.0
9687500.5	0.0
9712500.5	161.75
9737500.5	181.60491071428572
9762500.5	139.125
9787500.5	0.0
9812500.5	0.0
9837500.5	151.1
9862500.5	141.25
9887500.5	0.0
9912500.5	105.0
9937500.5	1018.6785714285714
9962500.5	196.0
9987500.5	158.23076923076923
