"genes","logFC","logCPM","LR","PValue","FDR"
"ENSGMOG00000003217",4.40716369083948,3.35748783150337,70.8130537201976,3.92729908664655e-17,5.17775111583482e-13
"ENSGMOG00000019456",1.88304726936124,-0.288528167258117,24.4965141059897,7.44444008916203e-07,0.00490737490677561
"ENSGMOG00000015590",1.81133925372581,-0.351281584246424,23.3468560478644,1.35264417797805e-06,0.00594442028082086
"ENSGMOG00000004411",1.63637493293796,5.77252809822989,22.0030284167832,2.72220601331145e-06,0.00825731556837108
"ENSGMOG00000015851",2.23981379485833,0.599139522353737,21.7342103181576,3.13156688727665e-06,0.00825731556837108
"ENSGMOG00000007922",0.930406200701091,5.97444516816386,21.3837900087662,3.75936222445775e-06,0.00826057192787516
"ENSGMOG00000018517",0.690520092437513,4.72977149051026,20.7175630488424,5.32255690330348e-06,0.0100246557447362
"ENSGMOG00000012750",-0.689038817908765,10.6155543079469,18.1167320696991,2.07767682560207e-05,0.0342401140859221
