"","logFC","logCPM","LR","PValue"
"ENSGMOG00000000001",0.00227425539209525,6.76743923963918,0.000407237986379982,0.983899671910111
"ENSGMOG00000000002",-0.173404627167615,2.39078829106436,0.422494705502527,0.515694852356287
"ENSGMOG00000000003",1.261351069847,5.52697813532408,2.05690732543439,0.151517416472809
"ENSGMOG00000000006",-0.00863753713826202,6.55686206374286,0.00581853718543401,0.939196864980023
"ENSGMOG00000000007",-2.18243342543891,-0.191202083618745,11.9915552797275,0.000534421697441094
"ENSGMOG00000000009",0.163015476112548,5.43116819846014,1.80437359924691,0.179184646100305
"ENSGMOG00000000010",0.317098585241622,2.54932529359989,0.457249888760089,0.49891205372122
"ENSGMOG00000000012",-0.977014285707773,0.768144504616954,1.68943792207376,0.193675079979772
"ENSGMOG00000000014",0.132535363214225,10.288529184912,1.20970896086328,0.271389769107672
"ENSGMOG00000000015",-0.413766059217863,4.87881760407237,4.2968507221228,0.0381830170349368
"ENSGMOG00000000016",0.131250796076469,4.64767599855551,0.349920737856147,0.554158001872422
"ENSGMOG00000000018",0.0233835334596459,4.6497002656232,0.0242057254746335,0.876362598303721
"ENSGMOG00000000019",-0.119823713034362,4.86503188178584,0.34214749545572,0.558592261989114
"ENSGMOG00000000020",-0.342249113459295,4.92847042245352,2.94661807366562,0.0860574744125805
"ENSGMOG00000000021",-0.290274481906705,7.05711700096593,3.02794054521854,0.0818418368391428
"ENSGMOG00000000022",-0.789904760453031,-0.074387840622428,3.27159076769857,0.0704892409722341
"ENSGMOG00000000023",0.0973034594474135,5.11776117146021,0.272894267896702,0.601396847777927
"ENSGMOG00000000024",-0.0462852256509381,0.164902488099097,0.0161365359996095,0.898916918808507
"ENSGMOG00000000025",0.139084145335364,3.91103812337623,0.368721825169312,0.543701808539592
"ENSGMOG00000000026",0.0778146182277505,0.781189966022758,0.0537403448293112,0.81667810313538
"ENSGMOG00000000028",-0.0739286371608549,4.08178914592549,0.161707509771171,0.687589295141114
"ENSGMOG00000000031",-0.16585664829484,8.0661072779831,0.856379670982619,0.3547538020509
"ENSGMOG00000000032",0.105817520985103,4.78009713544252,0.284632033214455,0.593681165805382
"ENSGMOG00000000033",-0.282421763649189,2.98218096235075,0.800616156077609,0.370909212822209
"ENSGMOG00000000034",-0.443799861200669,1.30421703023679,1.92817664124375,0.164958067616168
"ENSGMOG00000000036",0.152845516024692,2.15337850117202,0.241463257693549,0.623151264814431
