"","logFC","logCPM","LR","PValue","FDR"
"6861",-6.52856937143661,1.95621570191861,123.757870857664,9.51770921920503e-29,1.25643279402726e-24
"10891",6.27339018104476,0.875809459209148,86.9700940557501,1.10174610297515e-20,7.2720751526875e-17
"9890",-1.23088729536563,7.45536533286113,80.4549652153456,2.97406328970064e-19,1.30868698291127e-15
"13343",6.54198341275235,0.137472738992628,67.5103897313614,2.09579754973465e-16,6.91665586351179e-13
"583",-1.18392141102447,6.78783756267112,60.3312774272728,8.01634287975033e-15,2.11647484711168e-11
"8056",-1.31428369110242,7.23011804172056,59.1470508182246,1.46318480627975e-14,3.21925043794984e-11
"1543",-3.62562151076029,4.53061699260039,58.7756098958669,1.76718344731561e-14,3.33265552685905e-11
"5830",-0.966317055751656,6.49035125751789,57.2732788398719,3.7927330293282e-14,6.2584835900202e-11
"9010",-0.984730685856639,9.23660009548248,55.638133226983,8.71172276410977e-14,1.2778161356557e-10
"3225",-1.33558981539679,7.17463160425584,52.3009202888066,4.76151271005221e-13,6.28567292853993e-10
"5850",-1.48073147011284,6.19314454517298,47.834572638755,4.63741844657331e-12,5.56532371938311e-09
"5873",-1.0945004068206,6.86587885519049,46.696032680361,8.28966611868999e-12,9.11932353606888e-09
"14239",-1.49503836576361,7.02799031607229,45.367852206326,1.6329278121699e-11,1.65817538834268e-08
"170",-0.963224404546439,5.82386818240922,43.1057702228054,5.18590842041165e-11,4.88994121841816e-08
"2174",-0.951632262006667,5.97161679798278,41.814707514352,1.00345761723494e-10,8.83109600341231e-08
"4051",-1.19152500882429,6.69670482234599,40.5512857734937,1.91522465857617e-10,1.5801800448665e-07
"13191",-1.37692252417907,6.60066404044364,40.4020491327622,2.06724174617465e-10,1.60527401713245e-07
"17957",-1.15445238773378,7.81479985806757,39.2173453075596,3.79156879331406e-10,2.78069442447438e-07
"17242",-0.906745098486764,8.0994493041383,38.5544886116522,5.32461712329378e-10,3.62578557906577e-07
"11142",-1.0137450746927,6.07607013460295,38.4936550103704,5.49319836234492e-10,3.62578557906577e-07
"4579",-0.874190793095355,7.11226165459772,38.2959388938018,6.07890227836259e-10,3.82131376079355e-07
"12270",-1.17650304043512,5.82481680625995,37.9184333223147,7.37649776901955e-10,4.42623395676487e-07
"13594",-1.14334118293902,6.19277736457189,36.5655360281642,1.47618713325647e-09,8.47267232439944e-07
"2801",-0.917270867335548,6.84729575140012,36.2938491679932,1.69698591235636e-09,9.33412959542345e-07
"4248",-0.706442026654251,7.30892159384771,35.666546095554,2.34150639667718e-09,1.23640903770142e-06
"9443",-1.22481433515622,5.96007126006749,34.5003628239819,4.26171875733156e-09,2.16380574290515e-06
"15452",-0.821264793503533,6.63045864314739,33.9505239624754,5.65314598480497e-09,2.7639696350152e-06
"8432",-0.797445440612229,6.58731388080119,33.4150788190241,7.44445349540612e-09,3.50979394974486e-06
"2604",-1.06715336193153,5.36546375798757,33.024993121804,9.09817490091479e-09,4.14155196093021e-06
"10771",-1.30511261186475,4.71002603843548,32.9138729311386,9.63333692525454e-09,4.15821060508484e-06
"4336",-1.07843280904054,5.64168667396728,32.7958950285141,1.02360773686044e-08,4.15821060508484e-06
"14426",-1.14580467019335,5.98735164557432,32.7630743505855,1.04103732304422e-08,4.15821060508484e-06
"5522",-1.20183463270124,6.02765694078211,32.6561066410005,1.09993293678068e-08,4.15821060508484e-06
"4591",-1.15414032231441,5.08612478262689,32.6473830923629,1.10488075928649e-08,4.15821060508484e-06
"3724",-1.06867175202603,6.17909754590278,32.6011348364648,1.13148663583934e-08,4.15821060508484e-06
"3113",-0.967111618957033,6.70423547071628,32.5968711662726,1.13397153081626e-08,4.15821060508484e-06
"3905",2.39911572587046,1.66023237988459,32.2239276843267,1.3738833910126e-08,4.90179314723172e-06
"12897",-0.675646888228908,7.13526575247792,31.9693189160348,1.56626914239844e-08,5.40172772070493e-06
"138",-3.32619953632049,2.07075743714377,31.9329814019164,1.59584411110895e-08,5.40172772070493e-06
"11641",-0.697919466048947,7.93836112280492,31.3715177888387,2.13083966729477e-08,7.03230361198958e-06
"1775",-1.11814826822494,5.83377203470132,31.0748175855532,2.48271563649924e-08,7.99373880912842e-06
"9363",-0.993119456478347,4.98064862260107,31.0145111520445,2.56106483832762e-08,8.04967069780068e-06
"17680",-0.961831266744818,6.18417435140622,30.8784589626003,2.74704023692482e-08,8.43341352735919e-06
"15661",0.654125575415296,9.07599636853974,30.6529739443796,3.08553305769551e-08,9.25730043059965e-06
"8680",-1.25440342641079,4.47792470501446,30.3755860516403,3.55980371170061e-08,1.04428819551466e-05
"14225",-1.425022576396,3.81815489387836,30.0071370824337,4.30459029810442e-08,1.23532383750601e-05
"10306",-1.07315723180699,4.96473140338483,29.9356810749702,4.46617906251555e-08,1.25136716926274e-05
"17646",-0.68161542321307,6.12375236305147,29.8995938409859,4.55008136691248e-08,1.25136716926274e-05
"10346",-0.995905408998092,5.4542296649643,29.810097829172,4.76503644663941e-08,1.28373971698136e-05
"9269",-1.17012074546972,4.5381053083455,29.744042308852,4.93019106577828e-08,1.30166904518678e-05
"10583",-1.12679312430426,6.58379584128526,29.6542612366249,5.1638987592001e-08,1.33663975529805e-05
"13410",-1.10638721010773,4.87470016341739,28.9525291313447,7.4173904835678e-08,1.88301868795343e-05
"4215",-2.0052347752861,6.16818439823204,28.8657482854812,7.75726077762296e-08,1.88774357007453e-05
"6437",-0.751441000255451,7.05589154065054,28.8637247388207,7.76536929806084e-08,1.88774357007453e-05
"10570",-0.847559181080143,6.8252045509869,28.8390319011972,7.86500237513061e-08,1.88774357007453e-05
"13030",-0.701241392879686,6.23900697746463,28.7067757058224,8.42085861282465e-08,1.98506704549818e-05
"8757",-0.599776233497344,7.94545444897687,28.3579567294285,1.00831515916736e-07,2.33522252915234e-05
"12573",-1.15849483175077,7.24834311813102,28.2586159991142,1.06141122080562e-07,2.41580853894052e-05
"14773",-0.974976945726863,6.06271702836351,27.9316289537667,1.25678517427484e-07,2.81200357383088e-05
"3597",-0.979839600573376,5.46051094144866,27.8098903019753,1.33840162557936e-07,2.94470664321219e-05
"17664",-3.78437676526896,1.89802709729507,27.5552577290475,1.52669794617263e-07,3.25642558977778e-05
"15876",-0.972934385876135,7.12418552025944,27.5518155823723,1.52941736661028e-07,3.25642558977778e-05
"9084",-0.996650023531448,7.13533283662407,27.330622445314,1.71474208238167e-07,3.57642159618191e-05
"11278",-0.798880371633044,6.7337113977807,27.3091483704953,1.73389123669148e-07,3.57642159618191e-05
"16372",-0.621337115167346,7.93536255487395,27.2736490656303,1.76601831456548e-07,3.58664734931983e-05
"6255",-0.954606994371626,5.27403474132228,27.1320277382615,1.90023548508625e-07,3.76463947325009e-05
"1776",-1.16384364909895,5.54861310008943,27.121415874239,1.91069498301459e-07,3.76463947325009e-05
"16856",-1.09543312097932,6.07942881781353,27.0471874140966,1.98548905694491e-07,3.85447662363673e-05
"594",-0.639665584003611,7.35033044354185,26.9767640661652,2.05916008707089e-07,3.93956120426417e-05
"5933",-0.829331698170113,7.46816066974557,26.8348405738642,2.21605863001496e-07,4.17916999640392e-05
"15664",-0.616364509292006,8.5023158225823,26.5674672120349,2.54493314942798e-07,4.73140077653783e-05
"15754",10.1765131890088,2.43678203149687,26.5406033182005,2.58056856231137e-07,4.73140077653783e-05
"4785",-0.990719194179493,5.5263980776454,26.3191890499719,2.89398978192876e-07,5.12416776518122e-05
"396",-0.660916734403921,8.95274824106851,26.2984514913321,2.92523124565249e-07,5.12416776518122e-05
"6402",-0.671789685572418,6.86958840142122,26.2794827488705,2.95410391421039e-07,5.12416776518122e-05
"17458",-0.928084906621748,6.78071864907403,26.2591557907676,2.98536109948079e-07,5.12416776518122e-05
"6848",-0.95672909898855,5.59192376403016,26.2321664142116,3.02737614375691e-07,5.12416776518122e-05
"16947",-1.17243539388957,5.09131464184642,26.1873951854112,3.09838386874973e-07,5.12416776518122e-05
"14406",-0.714673848264375,6.19720164036636,26.1722805630998,3.12273086802614e-07,5.12416776518122e-05
"9987",-0.753580270581133,5.89890946449136,26.159207810606,3.14394338666859e-07,5.12416776518122e-05
"8534",-1.00858946726064,5.31241952348312,26.1590886031672,3.144137481855e-07,5.12416776518122e-05
"5005",-0.838302737392447,6.60369052101646,26.1079461280494,3.22852621609168e-07,5.19753348519833e-05
"13799",-0.803100244705837,5.57374861256979,26.068533927984,3.29510511479161e-07,5.24080513498362e-05
"2854",-0.951048542773146,6.18136524986031,26.0416031829426,3.34138898018217e-07,5.25115189611723e-05
"13387",-0.857742687758073,5.16705146870642,25.9414984837203,3.51921852020248e-07,5.45882239955073e-05
"12083",-0.812291579547506,5.18665385548488,25.8771219369638,3.6385609482874e-07,5.45882239955073e-05
"6059",-0.991092828338666,5.1268590220085,25.8632540931037,3.66479589626556e-07,5.45882239955073e-05
"8081",-1.22498987331316,8.07524363374623,25.8574960546161,3.67574448857933e-07,5.45882239955073e-05
"17872",-0.723335191028757,6.96354746297701,25.838105023508,3.71285717914605e-07,5.45882239955073e-05
"10095",-0.962975962744831,6.04835103520272,25.8335432614292,3.72164242072241e-07,5.45882239955073e-05
"13094",-1.18700078702346,4.85461356732664,25.6138215359743,4.17041486894293e-07,6.04985128405666e-05
"17973",-1.19408718435023,4.9501297246175,25.531718261038,4.35169835907782e-07,6.24421413458546e-05
"13612",-1.0563251849819,7.15428488655748,25.3761559772539,4.71712756578798e-07,6.6957850533298e-05
"1036",-1.01058811203104,5.93940591438094,25.3464363455001,4.79036558805608e-07,6.7274059710562e-05
"2876",-1.51869263722537,4.50788443436031,25.2428466683566,5.05466930871333e-07,7.02386205729733e-05
"3406",-1.20883345011343,5.25894277682923,25.2086302188441,5.14514445660707e-07,7.07510958038228e-05
"7600",-0.828243180066091,5.30856320291566,25.1686425029375,5.25293962336555e-07,7.14887174928337e-05
"12814",1.04062883916659,9.21810713661204,24.7896721840764,6.39391404656787e-07,8.61286319681045e-05
"243",-0.725785356021298,6.39984965509934,24.6667170950852,6.81510146154299e-07,9.08749034281101e-05
"13984",-0.659114544491941,6.60005668719278,24.5565541112985,7.21604792277777e-07,9.52590486285893e-05
"12762",-1.00704797973108,5.62643118981639,24.5331093000614,7.30438377311713e-07,9.54704655335834e-05
"11892",-0.733943572204004,5.94719566263709,24.5140653030406,7.37693564686349e-07,9.54734583080832e-05
"14148",-0.921760395607153,6.1053368769205,24.4681348840403,7.55490363215336e-07,9.6827459075783e-05
"2691",-0.654024834731823,6.99679789395013,24.2082874267795,8.64594410945332e-07,0.000109745296335474
"6557",-1.06413555269522,6.95189663650047,23.9426137039023,9.92503446094555e-07,0.000124781314208516
"6917",-0.811217939246576,7.21455224478767,23.8590004768842,1.03656084881658e-06,0.000125931391244746
"763",-0.602852527907873,6.98267088261592,23.8576680106029,1.03727860143974e-06,0.000125931391244746
"7107",-1.28452328856708,5.24582617076314,23.8527233922559,1.03994645226145e-06,0.000125931391244746
"13450",-0.80294090751297,5.96704482365859,23.8357971954556,1.04913112319568e-06,0.000125931391244746
"17040",-0.791086024723403,6.16591510010908,23.8353979150198,1.04934876425438e-06,0.000125931391244746
"10086",-1.37118107069965,5.31123127205348,23.7775477806795,1.0813652386244e-06,0.000128604527162889
"14822",-0.761148206535272,5.83451314444396,23.5649907244872,1.20764877789716e-06,0.000141835136081192
"1510",-0.934820875193396,5.52939091435768,23.5547351031471,1.21410274806263e-06,0.000141835136081192
"1396",-0.718968236064521,6.41993229573199,23.5132891841012,1.24053940416073e-06,0.000143652286616892
"16426",-1.65707589857418,4.73216886296458,23.4701461735465,1.26867205334079e-06,0.000145010194393197
"8622",-2.40600713754612,3.45124246280547,23.4617280697553,1.27423547834337e-06,0.000145010194393197
"8251",0.532748380603151,9.2553725299416,23.4123808209217,1.30734415361756e-06,0.000147126088849829
"13562",-1.0006012162286,5.40432560430132,23.3986730825036,1.31669330063533e-06,0.000147126088849829
"1810",-0.903518688770594,5.1637724121225,23.3847419619524,1.32626350830464e-06,0.000147126088849829
"16936",-0.717882246034287,6.85861189756677,23.3630539280237,1.34130148995953e-06,0.000147554341407965
"12519",2.20582605612254,1.11159126386023,23.3303203904948,1.36432263724153e-06,0.000148846472183681
"6558",-1.40927887821397,5.27578423603123,23.1583797833887,1.49191636089385e-06,0.000161432687542292
"6048",-1.2647410066956,4.46571604427311,23.1142894233618,1.52652024203231e-06,0.000163834095244459
"13520",-0.858229215207985,5.3329185000737,23.0473531296298,1.58059960646598e-06,0.000168270124233528
"1959",-0.789395577461602,9.1017130428052,22.8809955695864,1.72347482087129e-06,0.000182012728882575
"14664",-1.24129484524187,6.27057291076521,22.6096992166909,1.98480069944609e-06,0.000207947254233237
"240",-1.21976516755324,4.74759623609296,22.5667895730692,2.02962958084337e-06,0.000210969607060735
"16143",-0.677766202836787,6.20940665337933,22.3872944737109,2.22843352629038e-06,0.000229824617035619
"18104",-1.20042795944983,4.6037806474439,22.2980748417993,2.33440523480158e-06,0.000238887469028028
"7213",0.61748203202698,6.00778453755176,22.2593595290278,2.38194896026541e-06,0.000241515807241769
