"","logFC","logCPM","LR","PValue"
"ENSGMOG00000000001",0.0962293144108539,7.12108110027079,0.535943664333388,0.464118682337954
"ENSGMOG00000000002",-0.0577786776711582,2.96798899702477,0.0426679023956886,0.836351859327923
"ENSGMOG00000000003",-0.634253991783096,4.57195573015069,0.193699988106118,0.659854826407343
"ENSGMOG00000000004",0.653329066131065,-0.603777338497232,0.992051353605252,0.319241522084931
"ENSGMOG00000000006",0.25836597850724,6.51252573736993,4.39994433309119,0.0359401036884894
"ENSGMOG00000000009",-0.0177014507737408,5.98483298093098,0.0253866520273844,0.873407394973623
"ENSGMOG00000000010",0.786920519213859,1.97485378055214,5.97475496484027,0.0145120977374052
"ENSGMOG00000000012",-1.13867525032928,0.080421697508874,1.25550988325112,0.262502722794573
"ENSGMOG00000000014",0.417945915445629,10.4354869471817,12.3511874057795,0.00044070607899336
"ENSGMOG00000000015",0.128187097251432,4.33644666955134,0.43321745627213,0.510414399957317
"ENSGMOG00000000016",-0.176467841095784,4.66251998393914,0.701765027089721,0.402191254394046
"ENSGMOG00000000018",0.237367079981435,5.04405066900879,1.8644950947893,0.172106897096442
"ENSGMOG00000000019",-0.401794852273857,4.61549142348671,5.45125165540897,0.0195543120255526
"ENSGMOG00000000020",-0.408030366570271,4.65140140137306,5.8223101413785,0.0158241481632272
"ENSGMOG00000000021",-0.259631174392037,6.54805374036151,5.32686710165551,0.0209990991178304
"ENSGMOG00000000022",0.497454111931622,-0.447308122275879,0.799210552858509,0.371329506087036
"ENSGMOG00000000023",0.588328071801329,5.4252855503091,16.1777883853814,5.76663346836499e-05
"ENSGMOG00000000024",1.11478277149399,1.31585716913934,4.92348575143224,0.0264940109020551
"ENSGMOG00000000025",0.0581600582368534,4.01232109457214,0.0640650027652381,0.800182706802241
"ENSGMOG00000000026",0.250622899685378,2.69132970563767,0.28645601910023,0.592500598975953
"ENSGMOG00000000028",0.467637426794879,4.46433937817115,2.99397917080558,0.0835745697538697
"ENSGMOG00000000031",-0.0510463123676597,7.82557731307514,0.0520719952701292,0.819496288218011
"ENSGMOG00000000032",-0.656874993521106,4.77195059902748,10.8557417015682,0.000984899076426483
"ENSGMOG00000000033",-1.64449207406896,2.34822992690242,16.674406680585,4.4375657605005e-05
"ENSGMOG00000000034",-1.51259844693509,0.592382282975607,12.3868598638181,0.000432365756632729
"ENSGMOG00000000036",-0.286133265602672,2.88289927508949,1.01804783897137,0.312982515172028
"ENSGMOG00000000037",0.499136508159781,2.28828096977328,1.88551434675752,0.169708727605172
"ENSGMOG00000000038",-0.626841112380345,3.19541129354002,5.64042049114353,0.0175509972891151
"ENSGMOG00000000042",-0.56875082399616,4.95161358800768,9.42323003503208,0.00214253795173166
"ENSGMOG00000000044",0.124296091753771,6.02883522089,1.04688432369993,0.306225747870159
"ENSGMOG00000000045",-0.105255960998754,5.02437141415988,0.237656153753615,0.625904112773826
"ENSGMOG00000000046",0.308476053775767,5.8844800217425,4.88822871830571,0.0270404146008866
"ENSGMOG00000000047",-0.264715635052924,3.22439240503974,0.23320857243867,0.629154859150354
"ENSGMOG00000000048",0.140133023781669,4.31959507417848,0.55730356061698,0.455348723705589
"ENSGMOG00000000050",-0.171005999331852,5.38006337998642,0.927627819267308,0.335480094323506
"ENSGMOG00000000051",0.966031229943385,3.15233664437917,6.20897585102296,0.0127104144297086
"ENSGMOG00000000053",0.339706857157127,1.98716084746165,0.910427564372677,0.340000998764139
"ENSGMOG00000000054",0.163280825805185,5.39193211778724,1.13656861833529,0.286378565051502
"ENSGMOG00000000055",0.130803327034004,4.97834066902424,0.76173545586293,0.382785961303277
"ENSGMOG00000000056",-0.393819558874283,3.8593939881929,2.55761912690151,0.109763775376489
"ENSGMOG00000000057",-0.00651015887324736,4.73904876933663,0.00139586230865518,0.97019697649899
"ENSGMOG00000000059",-0.577308940599366,1.43417151597707,2.77813974039571,0.0955591030008027
"ENSGMOG00000000060",0.758896634622872,1.30141678433275,3.48280186738743,0.0620096635907312
"ENSGMOG00000000061",0.100765094015147,6.51728313329736,0.736173241853979,0.390889489546265
"ENSGMOG00000000062",-0.305835350820737,-0.0484154306583996,0.229537444051521,0.63186701902597
"ENSGMOG00000000063",0.0159522873710298,5.5496617456752,0.00658818334834788,0.935308646044124
"ENSGMOG00000000064",-3.49850141501452,0.0201698771063841,21.4374624361206,3.65558488291815e-06
"ENSGMOG00000000065",-0.457498576444241,4.12719192805238,5.1395378232546,0.0233868734803876
"ENSGMOG00000000066",0.104781575658772,1.07471477183908,0.0496446337818144,0.823682794971413
"ENSGMOG00000000067",-1.88525375146757,11.8713214788798,5.91695873069511,0.0149958215314393
"ENSGMOG00000000069",-0.411044342782643,7.09176812405656,5.11546037410191,0.0237135736849564
"ENSGMOG00000000070",-0.814639458120171,4.23081837114758,16.8326155672777,4.08255848102776e-05
"ENSGMOG00000000071",0.343840063296913,6.93402037050811,6.84752802848502,0.00887640044672549
"ENSGMOG00000000073",0.134534607112403,0.930351087107448,0.11685882215405,0.732466641701302
"ENSGMOG00000000075",-0.628029869192905,7.19543311333611,30.622862227127,3.13379235191562e-08
"ENSGMOG00000000077",1.35514086135829,3.27927565122796,2.51807698380114,0.112547759155441
"ENSGMOG00000000080",-0.439241931340023,2.72960256723011,1.06336535992699,0.302448877520289
"ENSGMOG00000000081",0.414800174564615,0.0026688439204433,0.58920651564562,0.442726118319992
"ENSGMOG00000000082",-0.268338402831615,5.47916747604069,3.24744215526524,0.07153500970618
"ENSGMOG00000000083",-0.104685482737046,5.19485348972296,0.545560180040115,0.460137498382162
"ENSGMOG00000000084",-0.492998568156731,4.73993821146037,7.8366991979157,0.00511960054117297
"ENSGMOG00000000085",-0.0116794900664994,6.00696351088152,0.00621837953400117,0.937146602322164
"ENSGMOG00000000086",-1.19207354790999,3.59332444464389,12.3153970152704,0.000449237148211875
"ENSGMOG00000000087",-0.0546312970240257,1.24250645433848,0.0135236833600736,0.907421622825451
"ENSGMOG00000000088",0.979376553445734,2.90799614038774,6.18521021170179,0.0128822398778678
"ENSGMOG00000000089",0.297495405958066,1.34088590596911,0.191163039624541,0.661950387535759
"ENSGMOG00000000090",0.349299515625075,7.06234179384609,3.72458057229648,0.0536170923268792
"ENSGMOG00000000091",0.0726499634581299,2.12493519567546,0.0505767329861762,0.822062737205457
"ENSGMOG00000000092",0.0773671941193003,0.245200954480086,0.0209475130046499,0.884922033163726
"ENSGMOG00000000093",0.124935319921366,4.48830502130972,0.398404785039357,0.527914244235588
"ENSGMOG00000000094",0.73222328104249,1.88502829105764,4.65256835077026,0.0310071211129526
"ENSGMOG00000000095",-0.847999016399637,5.11500420709362,9.07328816063423,0.00259370262154808
"ENSGMOG00000000096",0.233867773429742,5.61323755303338,2.55560982334129,0.109903399757026
"ENSGMOG00000000097",-0.0549906969367031,0.791863841178376,0.0175889996642233,0.894491125671324
"ENSGMOG00000000098",1.54817805632211,0.167629731821876,9.24077431069058,0.00236684848654069
"ENSGMOG00000000099",0.0638949900284166,4.43037229134233,0.0909066712623918,0.763027659844498
"ENSGMOG00000000100",-0.344207202524182,5.9576805974946,8.14747443263861,0.00431211744456837
"ENSGMOG00000000101",0.0127838741624667,2.65814110857567,0.00206548554935804,0.963750530291177
"ENSGMOG00000000103",0.062470937849739,2.94166561230077,0.0538811809939208,0.81644232424568
"ENSGMOG00000000104",-0.203334631194733,3.68599178995684,0.798771357882951,0.371460967356881
"ENSGMOG00000000107",-2.17456553876888,1.38216915780496,18.4112158928579,1.78007127319922e-05
"ENSGMOG00000000109",0.312285321269131,-0.142957093708115,0.382567515322646,0.53623233866395
"ENSGMOG00000000110",0.924807170242466,-0.150294310624284,2.77238676821822,0.0959030644769818
"ENSGMOG00000000111",-0.281652005584244,3.0741903828383,1.27644029075123,0.258561953638445
"ENSGMOG00000000112",0.153917841284805,6.03345731337305,1.93889059361891,0.163789042353095
"ENSGMOG00000000113",-0.0816263075811651,10.3792797757498,0.365573128717415,0.545427236423845
"ENSGMOG00000000114",0.897593352232591,6.81329976969163,10.0940550770954,0.00148748415359176
"ENSGMOG00000000115",0.181275190470074,10.9563845294502,1.98255332661029,0.159121677365704
"ENSGMOG00000000116",-0.283516349279653,4.15680066140516,1.32708686531779,0.249324129374931
"ENSGMOG00000000117",1.44856945857333,5.21086257223144,12.5827689048279,0.000389319511977254
"ENSGMOG00000000118",0.127500953496148,6.06755266138972,0.932537889886223,0.33420432316127
"ENSGMOG00000000120",0.336851103481008,0.731755689940931,0.514246800731708,0.473306204994467
"ENSGMOG00000000123",1.27080451013362,1.72686566526791,13.0549194760691,0.000302488839657379
"ENSGMOG00000000124",-0.145453138937094,0.954228194257075,0.0491137849265186,0.824612591557923
"ENSGMOG00000000125",1.01366272460673,5.23665852537324,15.4735176575823,8.36693339953505e-05
"ENSGMOG00000000126",1.19629559352585,1.35260159186613,9.63377646244663,0.0019103141943944
"ENSGMOG00000000127",-0.611309820626419,5.60881921889011,7.91860700886686,0.00489289306370216
"ENSGMOG00000000128",0.126747246213052,4.18602525971654,0.32897065517274,0.56626583313384
"ENSGMOG00000000129",0.39885224990046,1.96759499797758,1.81258276691605,0.178198713041863
"ENSGMOG00000000130",2.01370307086384,-0.258974665427208,13.2945730879678,0.000266175446765065
"ENSGMOG00000000131",-0.281981326789938,4.20437545895505,1.71776025826241,0.189981604349089
"ENSGMOG00000000132",1.37585253451534,-0.0475842118314012,5.51740699683333,0.0188281471635316
"ENSGMOG00000000133",-0.948727183838813,8.94534554527314,18.1263321986687,2.06722843406998e-05
"ENSGMOG00000000135",-0.291101037236746,5.8089246786296,2.64700049472491,0.103745485549266
"ENSGMOG00000000136",-0.76889057520574,3.23942186020635,7.87479381434441,0.00501285866878718
"ENSGMOG00000000137",1.24643390665784,0.981210786364046,7.46080750138545,0.00630567145374982
"ENSGMOG00000000140",2.22831969546202,0.620778974209027,10.1673357920233,0.00142950693576756
"ENSGMOG00000000141",-0.975037505662342,2.32778657713,3.40229076959847,0.0651059438710476
"ENSGMOG00000000142",0.673461441165772,0.264583793620394,2.8850967128418,0.0894026381467282
"ENSGMOG00000000146",-0.472437461501835,7.5597706734014,7.20642607281201,0.00726430045686741
"ENSGMOG00000000148",-0.355529667299193,3.65467621674443,2.43456261371814,0.1186869957896
"ENSGMOG00000000150",1.21872117607457,0.446927529787519,4.91393244405946,0.0266409220560608
"ENSGMOG00000000153",-0.559200790350745,5.53790420753402,0.309166953445839,0.578191826383639
"ENSGMOG00000000154",0.715163365732423,2.60864265883328,2.37566760581947,0.123238902844001
"ENSGMOG00000000158",-0.904448802916987,5.31173905237969,4.00597200989034,0.0453393470717994
"ENSGMOG00000000159",0.0826681622480877,0.211500080101752,0.0509669744209136,0.821389128335616
"ENSGMOG00000000160",0.334124434419184,4.53018405114121,3.4305433238178,0.0640010426330003
"ENSGMOG00000000161",-0.00516705430785507,5.3522543689863,0.00115321253049849,0.972909858597316
"ENSGMOG00000000164",-0.710533378630312,6.45766202643353,16.8428807065793,4.0605361698378e-05
"ENSGMOG00000000165",-0.729714093742776,2.21766936497732,5.28230310186526,0.0215432330745017
"ENSGMOG00000000171",-0.391288370129047,3.88069751890091,2.73707057151654,0.0980443511679417
"ENSGMOG00000000172",0.279982357054357,7.12476260089324,4.315855480009,0.0377587810038063
"ENSGMOG00000000173",1.03651285200129,3.37322247732705,8.26495613938713,0.00404176376352257
"ENSGMOG00000000174",-0.947660177308127,5.77550930036192,26.9235426949094,2.11664817620413e-07
"ENSGMOG00000000175",-0.358791650272715,3.63940843401049,2.8950257869961,0.0888533535952461
"ENSGMOG00000000176",0.297286686596508,5.60513015650988,2.44344370914071,0.118016882173148
"ENSGMOG00000000177",-0.450111557987372,1.01424648476858,1.28976140515252,0.256091925300711
"ENSGMOG00000000178",-0.0516283899463181,7.75592966262452,0.265740820686489,0.606203282895099
"ENSGMOG00000000179",-0.390772439293307,6.36235608450733,8.35085333193555,0.00385506237217595
"ENSGMOG00000000180",-0.152090665390785,2.21720932661124,0.0799708048091716,0.777336979091138
"ENSGMOG00000000181",-0.392324177481054,6.0420090030824,3.26112719703895,0.0709403464673679
"ENSGMOG00000000182",0.936027091656273,1.83354056327389,6.10463813802262,0.0134827554482265
"ENSGMOG00000000184",-0.041756477546407,4.28342868654146,0.0477740976710836,0.826982791658287
"ENSGMOG00000000186",0.802089759804522,0.69980183738112,1.38006905102009,0.240089385785385
"ENSGMOG00000000189",-0.600039405400812,4.61895771418498,8.45015671068549,0.00365011987079706
"ENSGMOG00000000190",0.0182717573283927,0.664392587035599,0.00120180743967069,0.97234519994834
"ENSGMOG00000000192",-0.113581470401689,1.71905529429288,0.0665928833023468,0.796363712294339
"ENSGMOG00000000193",0.194930390878041,6.67360361131621,2.73513030022593,0.0981634945383414
"ENSGMOG00000000194",0.329892511665998,6.91246005742711,9.28471784106625,0.00231073512264836
"ENSGMOG00000000195",0.210095790470163,4.87975297395408,1.70179955455783,0.192052802695185
