,sample_1,sample_2,sample_3
ENSGMOG00000003352,23.05999187,23.41144119,23.45007682
ENSGMOG00000003353,24.07041021,17.46441972,24.16683234
ENSGMOG00000003354,5.770611402,3.984504385,5.193096596
ENSGMOG00000003355,0.179629927,0.237880859,0.081142134
ENSGMOG00000003356,54.33805289,49.93515694,57.8137707
ENSGMOG00000003357,11.69839899,11.51739825,12.69874402
ENSGMOG00000003358,4.378479469,5.074791654,4.205867296
ENSGMOG00000003359,12.64145611,11.20022377,12.82045722
ENSGMOG00000003360,8.959042605,6.938191715,9.966958832
ENSGMOG00000003361,287.497698,343.0638452,288.8389508
ENSGMOG00000003362,25.57481084,25.55236892,23.67997953
ENSGMOG00000003363,2.918986312,2.200397944,2.488358786
ENSGMOG00000003364,15.35835875,13.89620683,13.10445469
ENSGMOG00000003365,16.2116009,17.34547929,16.60709016
ENSGMOG00000003366,6.534038592,6.700310856,6.964699862
ENSGMOG00000003367,7.028020891,4.281855458,5.896328427
ENSGMOG00000003368,9.161126273,10.526228,8.371163524
ENSGMOG00000003369,122.5749714,106.0750396,124.0663234
ENSGMOG00000003370,304.4502724,305.062378,288.2439085
ENSGMOG00000003371,0.179629927,0.118940429,0.121713201
ENSGMOG00000003372,4.243757023,5.709140611,4.42224632
ENSGMOG00000003373,461.0651149,476.812358,469.1773443
ENSGMOG00000003374,0.067361223,0.118940429,0.189331647
ENSGMOG00000003375,22.92526942,26.84089023,22.09770791
ENSGMOG00000003376,0.112268704,0.237880859,0.311044848
ENSGMOG00000003377,13.29261459,14.72878984,13.53721274
ENSGMOG00000003378,1.167594525,0.89205322,1.041324057
ENSGMOG00000003379,106.9920752,117.2356166,101.4276679
ENSGMOG00000003380,1.03287208,0.951523435,1.081895124
ENSGMOG00000003381,1.975929196,2.0219873,1.906840157
ENSGMOG00000003382,1.324770711,2.656336256,1.487605796
ENSGMOG00000003383,108.743467,103.2997629,110.8807265
ENSGMOG00000003384,760.4857493,1260.154026,894.1998439
ENSGMOG00000003385,1.998382937,1.863400061,2.271979761
ENSGMOG00000003386,6.781029741,7.513070457,6.775368216
ENSGMOG00000003387,8.105800452,6.83907469,7.032318308
ENSGMOG00000003388,0.044907482,0.07929362,0.040571067
ENSGMOG00000003389,116.714545,107.3040907,123.863468
ENSGMOG00000003390,23.23962179,28.60517327,24.69425621
ENSGMOG00000003391,285.3196852,291.6617563,279.6157949
ENSGMOG00000003392,0,0,0.013523689
ENSGMOG00000003393,0.112268704,0.138763834,0.094665823
ENSGMOG00000003394,7.679179376,9.237706683,7.248697333
ENSGMOG00000003395,0.426621076,0.297351073,0.473329117
ENSGMOG00000003396,11.38404662,11.57686846,12.71226771
ENSGMOG00000003397,16.68312946,19.92252192,16.83699287
ENSGMOG00000003398,20.92688649,26.84089023,22.2329448
ENSGMOG00000003399,11.78821395,11.75527911,11.1164724
ENSGMOG00000003400,138.4048587,129.8036553,139.7673264
ENSGMOG00000003401,2.829171349,2.636512852,2.583024609
ENSGMOG00000003402,1.526854379,2.081457514,2.163790249
ENSGMOG00000003403,0,0,0.040571067
ENSGMOG00000003404,86.24481866,94.99375628,86.37580198
ENSGMOG00000003405,12.34955748,12.92485999,12.57703082
ENSGMOG00000003406,36.64450509,34.86936922,40.34116445
ENSGMOG00000003407,0,0,0
ENSGMOG00000003408,22.81300072,32.03462232,25.27577484
ENSGMOG00000003409,16.27896213,18.57453039,16.53947171
ENSGMOG00000003410,28.38152845,35.72177563,30.64467939
ENSGMOG00000003411,0,0,0
ENSGMOG00000003412,13.24770711,15.58119625,13.92939972
ENSGMOG00000003413,0.943057116,0.634348957,0.784373965
ENSGMOG00000003414,16.03197098,15.3829622,15.70100299
ENSGMOG00000003415,4.041673356,6.402959782,5.585283579
ENSGMOG00000003416,10.64307317,8.504240702,9.628866606
ENSGMOG00000003417,40.19219615,44.00795888,40.46287765
ENSGMOG00000003418,6.309501183,6.700310856,6.613083947
ENSGMOG00000003419,4.535655655,3.488919262,4.530435833
ENSGMOG00000003420,29.27967809,28.62499667,30.00906601
ENSGMOG00000003421,0.628704744,0.376644693,0.527423873
ENSGMOG00000003422,285.9483899,298.699065,270.5549232
ENSGMOG00000003423,2.110651641,1.506578772,1.703984821
ENSGMOG00000003424,51.57624277,42.00579498,48.94223068
ENSGMOG00000003425,62.15195471,71.46337466,57.74615226
ENSGMOG00000003426,132.0279963,138.9025981,126.2030662
ENSGMOG00000003427,115.9511178,107.4032077,113.0174694
ENSGMOG00000003428,82.96657249,127.3059063,99.25035396
ENSGMOG00000003429,241.1082694,290.1155307,226.2107468
ENSGMOG00000003430,0.089814963,0,0.027047378
ENSGMOG00000003431,183.9185914,171.9283907,176.6329027
ENSGMOG00000003432,0,0,0
ENSGMOG00000003433,0,0.019823405,0.121713201
ENSGMOG00000003434,105.802027,86.80669005,91.420138
ENSGMOG00000003435,105.6673045,96.34174781,106.0798169
ENSGMOG00000003436,18.2997988,16.55254309,18.35164605
ENSGMOG00000003437,0.404167336,0.356821288,0.405710672
ENSGMOG00000003438,20.81461778,20.39828364,19.85277553
ENSGMOG00000003439,31.86185829,32.60950106,29.6439264
ENSGMOG00000003440,10.55325821,9.435940732,7.938405474
ENSGMOG00000003441,35.31973438,31.00380526,30.06316077
ENSGMOG00000003442,1.863660492,0.97134684,1.338845216
ENSGMOG00000003443,47.6917456,59.37109767,53.52676127
ENSGMOG00000003444,4.243757023,4.083621409,4.341104186
ENSGMOG00000003445,87.05315333,95.4893414,90.48700346
ENSGMOG00000003446,4.400933209,5.352319323,4.679196412
ENSGMOG00000003447,19.69193074,18.23753251,19.5146833
ENSGMOG00000003448,0.449074817,0.495585122,0.608566007
ENSGMOG00000003449,205.1149228,190.1262764,210.631457
ENSGMOG00000003450,0.044907482,0,0
ENSGMOG00000003451,1.728938047,1.427285153,1.298274149
ENSGMOG00000003452,5.70325018,6.006491684,5.409475621
ENSGMOG00000003453,2.155559123,1.347991533,2.353121895
ENSGMOG00000003454,0,0,0
ENSGMOG00000003455,0.044907482,0.03964681,0.013523689
ENSGMOG00000003456,152.8875215,147.7041899,139.8078974
ENSGMOG00000003457,31.52505217,28.01047112,30.27953979
ENSGMOG00000003458,0.179629927,0.198234049,0.121713201
ENSGMOG00000003459,46.50169733,49.3602782,40.24649862
ENSGMOG00000003460,0.157176186,0.178410644,0.121713201
ENSGMOG00000003461,17.80581651,17.48424312,16.99927714
ENSGMOG00000003462,5.411351548,5.01532144,4.354627875
ENSGMOG00000003463,8.689597715,10.86322588,8.087166054
ENSGMOG00000003464,6.421769887,6.383136378,5.706996781
ENSGMOG00000003465,0.067361223,0,0.027047378
ENSGMOG00000003466,2.941440053,3.96468098,3.164543238
ENSGMOG00000003467,0,0,0
ENSGMOG00000003468,1.055325821,0.614525552,0.824945032
ENSGMOG00000003469,575.9384532,515.9239359,561.9363275
ENSGMOG00000003470,0.24699115,0.574878742,0.459805428
ENSGMOG00000003471,0,0.019823405,0
ENSGMOG00000003472,57.1447705,56.97246568,54.00009039
ENSGMOG00000003473,105.5325821,115.7092144,110.9212976
ENSGMOG00000003474,23.93568776,21.74627517,23.28779255
ENSGMOG00000003475,6.24213996,7.750951316,7.018794619
ENSGMOG00000003476,0.112268704,0.059470215,0.108189512
ENSGMOG00000003477,18.65905866,26.64265618,19.24420952
ENSGMOG00000003478,6.960659668,7.632010886,7.018794619
ENSGMOG00000003479,80.20476237,76.18134503,85.19924104
ENSGMOG00000003480,0.538889781,0.158587239,0.392186983
ENSGMOG00000003481,56.89777935,48.48804838,52.3772477
ENSGMOG00000003482,16.88521313,19.26834956,17.58079577
ENSGMOG00000003483,0.538889781,0.277527669,0.392186983
ENSGMOG00000003484,35.05028949,36.29665437,35.55377852
ENSGMOG00000003485,49.17369249,52.03643786,49.06394389
ENSGMOG00000003486,8.689597715,9.535057757,10.52143008
ENSGMOG00000003487,0.157176186,0.178410644,0.256950092
ENSGMOG00000003488,6.197232479,8.028478984,8.073642365
ENSGMOG00000003489,27.95490738,24.93784336,26.37119365
ENSGMOG00000003490,7.54445693,6.938191715,6.558989191
ENSGMOG00000003491,417.3476814,440.4958803,396.4604683
ENSGMOG00000003492,40.75353967,38.041114,39.5297431
ENSGMOG00000003493,8.105800452,8.226713033,8.614589927
ENSGMOG00000003494,0.404167336,0.713642576,0.730279209
ENSGMOG00000003495,0.089814963,0.118940429,0.040571067
ENSGMOG00000003496,43.71743346,44.58283762,44.26303427
ENSGMOG00000003497,1.975929196,2.240044754,1.690461132
ENSGMOG00000003498,7.095382113,7.334659813,6.193849586
ENSGMOG00000003499,24.20513265,25.75060296,25.41101173
ENSGMOG00000003500,10.95742554,9.416117327,10.15629048
ENSGMOG00000003501,0.965510857,0.614525552,0.56799494
ENSGMOG00000003502,0.336806113,0.237880859,0.243426403
ENSGMOG00000003503,24.42967006,23.98631993,24.19387972
ENSGMOG00000003504,61.99477853,70.63079166,57.4486311
ENSGMOG00000003505,0.26944489,0.059470215,0.121713201
ENSGMOG00000003506,7.028020891,11.67598549,12.73931509
ENSGMOG00000003507,4.131488319,4.400795888,4.00301196
ENSGMOG00000003508,73.49109385,77.15269187,78.8160598
ENSGMOG00000003509,62.60102953,61.65078924,63.04743837
ENSGMOG00000003510,139.6173607,135.8696172,140.6734135
ENSGMOG00000003511,0.202083668,0.138763834,0.365139604
ENSGMOG00000003512,1036.756577,809.1715646,1000.915274
ENSGMOG00000003513,43.29081239,42.0850886,44.64169757
ENSGMOG00000003514,10.64307317,12.5482153,10.26447999
ENSGMOG00000003515,0.651158485,0.832583006,0.662660764
ENSGMOG00000003516,12.23728877,11.12093015,11.02180658
ENSGMOG00000003517,48.25308912,50.66862292,51.59287374
ENSGMOG00000003518,18.6815124,21.34980708,20.42077047
ENSGMOG00000003519,3.525237316,3.806093741,4.151772539
ENSGMOG00000003520,49.55540609,59.68827215,57.38101265
ENSGMOG00000003521,0.493982299,1.229051104,0.757326587
ENSGMOG00000003522,10.41853576,7.235542788,9.953435143
ENSGMOG00000003523,2.178012864,2.596866042,3.069877415
ENSGMOG00000003524,8.914135123,11.20022377,9.060871666
ENSGMOG00000003525,28.5162509,27.85188388,29.42754738
ENSGMOG00000003526,131.7810051,121.1804741,137.522394
ENSGMOG00000003527,592.0826929,514.3578869,590.6606431
ENSGMOG00000003528,0.022453741,0,0.054094756
ENSGMOG00000003529,0.157176186,0.03964681,0.108189512
ENSGMOG00000003530,15.78497983,15.89837073,14.71377369
ENSGMOG00000003531,0.78588093,0.396468098,0.85199241
ENSGMOG00000003532,4.715285582,4.717970366,5.301286109
ENSGMOG00000003533,15.51553494,15.66048987,14.34863409
ENSGMOG00000003534,0,0,0
ENSGMOG00000003535,0.067361223,0.218057454,0.108189512
ENSGMOG00000003536,12.82108603,12.09227699,10.64314328
ENSGMOG00000003537,22.04957353,18.13841548,16.0661426
ENSGMOG00000003538,9.767377276,9.594527971,10.58904853
ENSGMOG00000003539,0.583797262,0.436114908,0.635613386
ENSGMOG00000003540,1.122687043,0.753289386,0.784373965
ENSGMOG00000003541,0.493982299,0.198234049,0.135236891
ENSGMOG00000003542,23.32943676,16.11642818,22.84151081
ENSGMOG00000003543,1.100233302,2.121104324,1.825698022
ENSGMOG00000003544,16.93012061,23.09426671,20.10972562
ENSGMOG00000003545,0,0,0.040571067
ENSGMOG00000003546,46.25470618,44.44407378,42.23448091
ENSGMOG00000003547,2.425004013,1.764283036,2.190837627
ENSGMOG00000003548,3.008801276,3.350155428,3.205114306
ENSGMOG00000003549,2.357642791,1.665166012,1.947411224
ENSGMOG00000003550,1.30231697,1.288521318,1.636366375
ENSGMOG00000003551,3.435422352,2.854570305,2.704737811
ENSGMOG00000003552,0.26944489,0.594702147,0.459805428
ENSGMOG00000003553,31.52505217,26.88053704,26.88509384
ENSGMOG00000003554,113.7057437,126.8103211,109.771784
ENSGMOG00000003555,7.342373263,7.731127911,8.925634775
ENSGMOG00000003556,0.404167336,0.356821288,0.527423873
ENSGMOG00000003557,0.022453741,0.03964681,0.162284269
ENSGMOG00000003558,2.357642791,3.072627759,2.217885005
ENSGMOG00000003559,0.044907482,0.158587239,0.067618445
ENSGMOG00000003560,137.3719866,147.9420708,138.1715311
ENSGMOG00000003561,82.40522897,61.84902329,88.67482912
ENSGMOG00000003562,2.0881979,2.91404052,2.610071987
ENSGMOG00000003563,39.40631522,40.83621409,37.75813984
ENSGMOG00000003564,0.112268704,0,0.027047378
ENSGMOG00000003565,49.30841494,43.43308013,48.32014099
ENSGMOG00000003566,15.24609005,17.0084814,17.51317732
ENSGMOG00000003567,0.763427189,1.625519202,1.298274149
ENSGMOG00000003568,2.806717608,2.121104324,2.461311408
ENSGMOG00000003569,1.616669342,3.449272452,2.393692962
ENSGMOG00000003570,731.1611638,765.4609568,727.2228552
ENSGMOG00000003571,7.00556715,7.176072574,7.884310718
ENSGMOG00000003572,53.66444067,63.5141893,49.09099126
ENSGMOG00000003573,268.6590094,260.9553021,246.8478963
ENSGMOG00000003574,12.39446496,9.772938615,11.79265685
ENSGMOG00000003575,20.72480282,14.41161536,15.79566881
ENSGMOG00000003576,12.75372481,12.84556637,12.99626518
ENSGMOG00000003577,36.17297653,44.32513335,38.13680313
ENSGMOG00000003578,34.57876093,33.42226066,34.90464145
ENSGMOG00000003579,20.18591304,19.74411128,18.91964099
ENSGMOG00000003580,6.174778738,3.488919262,8.668684683
ENSGMOG00000003581,3.345607389,2.636512852,4.543959522
ENSGMOG00000003582,0,0.03964681,0.256950092
ENSGMOG00000003583,1.639123083,1.962517085,2.28550345
ENSGMOG00000003584,11.96784388,11.95351315,11.10294871
ENSGMOG00000003585,0.718519708,0.753289386,0.906087167
ENSGMOG00000003586,41.31488319,47.53652495,41.07144366
ENSGMOG00000003587,24.02550273,23.41144119,23.7205506
ENSGMOG00000003588,27.46092508,27.35629876,25.55977231
ENSGMOG00000003589,1.234955748,2.06163411,1.758079577
ENSGMOG00000003590,12.37201122,10.24870033,11.31932774
ENSGMOG00000003591,216.4765157,185.1307784,209.3196592
ENSGMOG00000003592,2.110651641,1.863400061,2.271979761
ENSGMOG00000003593,0.628704744,0.416291503,0.500376495
ENSGMOG00000003594,3.233338684,3.251038403,3.13749586
ENSGMOG00000003595,23.55397417,26.92018385,22.63865548
ENSGMOG00000003596,0.134722445,0.118940429,0.175807958
ENSGMOG00000003597,8.756958937,7.374306623,8.344116146
ENSGMOG00000003598,13.20279963,12.56803871,13.45607061
ENSGMOG00000003599,1.526854379,1.070463865,1.095418813
ENSGMOG00000003600,10.03682217,9.535057757,9.074395355
ENSGMOG00000003601,137.4618016,148.3781857,135.1557484
ENSGMOG00000003602,4.894915508,5.590200182,5.504141445
ENSGMOG00000003603,111.1235635,111.6850632,113.6125117
ENSGMOG00000003604,1.796299269,1.506578772,1.839221711
ENSGMOG00000003605,66.75497159,69.04491926,71.89193101
ENSGMOG00000003606,69.00034568,70.72990868,73.27134729
ENSGMOG00000003607,136.3166608,144.2152706,126.6763954
ENSGMOG00000003608,1.616669342,1.05064046,1.812174333
ENSGMOG00000003609,1.504400638,1.546225582,1.649890065
ENSGMOG00000003610,2.469911495,1.288521318,1.839221711
ENSGMOG00000003611,0,0,0
ENSGMOG00000003612,27.75282371,31.30115634,27.96698896
ENSGMOG00000003613,13.33752207,11.25969398,13.02331256
ENSGMOG00000003614,1.931021714,1.784106441,1.825698022
ENSGMOG00000003615,1.257409488,1.209227699,0.919610856
ENSGMOG00000003616,20.52271915,15.14508134,21.73256831
ENSGMOG00000003617,6.466677369,7.632010886,7.329839467
ENSGMOG00000003618,26.56277544,25.53254551,26.54700161
ENSGMOG00000003619,11.58613029,9.772938615,11.33285143
ENSGMOG00000003620,5.568527734,6.264195948,7.356886845
ENSGMOG00000003621,8.779412678,10.90287269,9.277250691
ENSGMOG00000003622,13.33752207,15.93801754,13.29378634
ENSGMOG00000003623,21.10651641,22.63832839,21.93542364
ENSGMOG00000003624,35.8810779,32.39144361,33.79569894
ENSGMOG00000003625,22.40883338,20.53704748,21.23219181
ENSGMOG00000003626,637.3494344,584.6516807,628.7433515
ENSGMOG00000003627,1196.110776,994.3419897,1162.929069
ENSGMOG00000003628,2.425004013,2.814923496,2.731785189
ENSGMOG00000003629,11.63103777,11.20022377,9.926387765
ENSGMOG00000003630,44.14405454,39.21069489,43.41104186
ENSGMOG00000003631,57.86329021,61.94814031,59.32842388
ENSGMOG00000003632,296.9956304,361.2815543,278.6285656
ENSGMOG00000003633,59.54732077,60.44156154,64.9813259
ENSGMOG00000003634,0,0.03964681,0.027047378
ENSGMOG00000003635,0.179629927,0,0
ENSGMOG00000003636,13.0231697,11.99315996,11.46808832
ENSGMOG00000003637,28.31416723,24.08543695,25.64091445
ENSGMOG00000003638,32.67019296,28.03029453,32.06466675
ENSGMOG00000003639,87.41241319,97.17433082,88.29616583
ENSGMOG00000003640,0.381713595,0.436114908,0.446281739
ENSGMOG00000003641,1.616669342,1.665166012,1.487605796
ENSGMOG00000003642,2.020836678,1.764283036,2.082648114
ENSGMOG00000003643,23.66624287,27.9113541,23.30131624
ENSGMOG00000003644,4.086580837,4.579206532,3.881298758
ENSGMOG00000003645,8.352791602,11.27951739,8.952682153
ENSGMOG00000003646,15.51553494,14.59002601,15.13300805
ENSGMOG00000003647,25.08082855,26.44442214,24.22092709
ENSGMOG00000003648,3.862043429,3.944857575,3.489111776
ENSGMOG00000003649,61.34362004,66.68593408,57.78672332
ENSGMOG00000003650,3.772228465,2.418455398,3.908346136
ENSGMOG00000003651,24.02550273,24.38278803,23.4771242
ENSGMOG00000003652,4.198849542,5.074791654,4.016535649
ENSGMOG00000003653,12.57409488,12.27068763,10.02105359
ENSGMOG00000003654,1.863660492,2.220221349,2.069124425
ENSGMOG00000003655,1.369678193,1.665166012,1.528176863
ENSGMOG00000003656,3.570144797,4.341325673,5.869281049
ENSGMOG00000003657,1.751391787,2.418455398,2.204361316
ENSGMOG00000003658,9.520386127,9.495410947,8.330592457
ENSGMOG00000003659,641.9075438,551.8835924,612.5690194
ENSGMOG00000003660,51.12716795,54.89100817,51.01135511
ENSGMOG00000003661,0.404167336,0.297351073,0.229902714
ENSGMOG00000003662,0.538889781,0.396468098,0.500376495
ENSGMOG00000003663,0.291898631,0.218057454,0.202855336
ENSGMOG00000003664,48.02855171,51.22367826,48.34718837
ENSGMOG00000003665,40.551456,42.67979075,40.3952592
ENSGMOG00000003666,71.69479458,64.08906804,74.0016265
ENSGMOG00000003667,0.426621076,0.594702147,0.689708142
ENSGMOG00000003668,10.41853576,11.41828122,11.00828289
ENSGMOG00000003669,38.53061932,37.46623526,35.39149425
ENSGMOG00000003670,16.39123083,14.41161536,16.309569
ENSGMOG00000003671,2.469911495,2.656336256,2.7182615
ENSGMOG00000003672,1.706484306,1.229051104,1.271226771
ENSGMOG00000003673,0.898149635,0.475761718,1.14951357
ENSGMOG00000003674,0.112268704,0.138763834,0.121713201
ENSGMOG00000003675,0.898149635,0.574878742,1.095418813
ENSGMOG00000003676,0.291898631,0.396468098,0.311044848
ENSGMOG00000003677,9.87964598,11.22004717,9.764103497
ENSGMOG00000003678,16.45859205,15.54154944,15.11948436
ENSGMOG00000003679,71.69479458,67.9942788,74.38028979
ENSGMOG00000003680,4.109034578,4.182738434,4.692720102
ENSGMOG00000003681,3.951858392,3.310508618,3.029306348
ENSGMOG00000003682,26.83222033,20.49740067,25.95195929
ENSGMOG00000003683,21.06160893,21.8453922,19.52820699
ENSGMOG00000003684,57.36930791,61.76972967,60.11279784
ENSGMOG00000003685,0.179629927,0.277527669,0.162284269
ENSGMOG00000003686,1.055325821,1.129934079,1.027800368
ENSGMOG00000003687,0.134722445,0.158587239,0.216379025
ENSGMOG00000003688,2.133105382,1.427285153,2.096171803
ENSGMOG00000003689,13.56205948,12.07245358,13.87530497
ENSGMOG00000003690,28.44888968,29.16022861,24.65368514
ENSGMOG00000003691,59.18806092,58.12222316,60.95126656
ENSGMOG00000003692,13.67432819,10.74428546,11.14351978
ENSGMOG00000003693,0,0,0
ENSGMOG00000003694,0.089814963,0.099117024,0.054094756
ENSGMOG00000003695,1.055325821,1.070463865,0.784373965
ENSGMOG00000003696,61.72533364,80.16584941,67.74015847
ENSGMOG00000003697,0.24699115,0.198234049,0.297521159
ENSGMOG00000003698,0.763427189,1.506578772,1.176560948
ENSGMOG00000003699,17.85072399,18.93135168,18.73030934
ENSGMOG00000003700,0,0,0
ENSGMOG00000003701,144.6694524,183.644023,179.3917353
ENSGMOG00000003702,29.25722435,38.35828848,29.25173942
ENSGMOG00000003703,9.250941236,8.563710916,8.722779439
ENSGMOG00000003704,3.682413502,4.777440581,4.395198942
ENSGMOG00000003705,44.34613821,41.09391836,46.03463754
ENSGMOG00000003706,0.112268704,0.019823405,0.067618445
ENSGMOG00000003707,0,0,0
ENSGMOG00000003708,56.5385195,65.61547022,52.16086868
ENSGMOG00000003709,50.65563939,46.50570789,53.48619021
ENSGMOG00000003710,2.06574416,2.398631993,1.987982291
ENSGMOG00000003711,27.75282371,26.56336256,30.04963708
ENSGMOG00000003712,14.70720027,9.574704566,16.35014007
ENSGMOG00000003713,13.38242956,15.87854732,15.59281348
ENSGMOG00000003714,6.24213996,5.649670396,6.667178703
ENSGMOG00000003715,150.7544162,162.5122734,141.5930244
ENSGMOG00000003716,264.4826136,294.8136777,249.295684
ENSGMOG00000003717,0.673612226,0.614525552,0.554471251
ENSGMOG00000003718,37.18339487,17.94018143,47.83328818
ENSGMOG00000003719,0.022453741,0.03964681,0.094665823
ENSGMOG00000003720,0.808334671,0.812759601,0.865516099
ENSGMOG00000003721,5.231721621,5.114438464,4.070630405
ENSGMOG00000003722,4.580563136,4.143091624,4.976717572
ENSGMOG00000003723,9.969460944,14.1539111,9.209632245
ENSGMOG00000003724,0.291898631,0.138763834,0.121713201
ENSGMOG00000003725,102.2767896,97.65009253,100.251107
ENSGMOG00000003726,29.18986312,27.29682855,27.791181
ENSGMOG00000003727,92.21751373,98.89896704,100.5215807
ENSGMOG00000003728,0.673612226,0.832583006,0.446281739
ENSGMOG00000003729,1.571761861,1.288521318,1.622842686
ENSGMOG00000003730,60.89454522,63.27630844,64.72437581
ENSGMOG00000003731,47.71419934,48.98363351,50.53802599
ENSGMOG00000003732,62.21931594,58.02310614,57.23225207
ENSGMOG00000003733,58.20009632,64.00977442,59.43661339
ENSGMOG00000003734,0.740973449,0.336997883,1.027800368
ENSGMOG00000003735,8.756958937,10.18923012,8.506400415
ENSGMOG00000003736,31.95167325,29.65581373,29.95497125
ENSGMOG00000003737,0.381713595,0.218057454,0.256950092
ENSGMOG00000003738,0.808334671,0.872229816,0.879039788
ENSGMOG00000003739,26.78731285,25.19554763,27.96698896
ENSGMOG00000003740,0.044907482,0.059470215,0.216379025
ENSGMOG00000003741,0,0,0.067618445
ENSGMOG00000003742,0.179629927,0.198234049,0.216379025
ENSGMOG00000003743,124.8427992,108.4340248,127.7447668
ENSGMOG00000003744,0,0,0
ENSGMOG00000003745,27.39356385,22.42027094,24.92415893
ENSGMOG00000003746,0.651158485,0.277527669,0.486852806
ENSGMOG00000003747,0.404167336,0.356821288,0.784373965
ENSGMOG00000003748,4.490748173,5.154085274,5.098430773
ENSGMOG00000003749,0.089814963,0.07929362,0.027047378
ENSGMOG00000003750,4.872461768,8.246536438,7.938405474
ENSGMOG00000003751,1.886114233,2.596866042,2.177313938
ENSGMOG00000003752,24.51948502,23.0744433,24.12626127
ENSGMOG00000003753,91.67862395,90.19649229,96.39685557
ENSGMOG00000003754,0,0,0.027047378
ENSGMOG00000003755,5.995148811,6.422783187,5.666425713
ENSGMOG00000003756,15.04400638,19.0304687,16.05261891
ENSGMOG00000003757,0,0.019823405,0.081142134
ENSGMOG00000003758,45.33410281,49.73692289,47.99557245
ENSGMOG00000003759,3.278246166,1.823753251,2.177313938
ENSGMOG00000003760,84.69551054,41.2525056,98.12788777
ENSGMOG00000003761,7.028020891,6.303842758,6.396704922
ENSGMOG00000003762,5.97269507,5.213555489,6.234420654
ENSGMOG00000003763,13.71923567,12.23104082,14.67320262
ENSGMOG00000003764,1.81875301,1.645342607,1.812174333
ENSGMOG00000003765,0.067361223,0.198234049,0.108189512
ENSGMOG00000003766,108.0698548,113.2709356,99.35854347
ENSGMOG00000003767,0,0,0
ENSGMOG00000003768,18.56924369,20.14057938,20.136773
ENSGMOG00000003769,38.77761047,44.12689931,40.16535649
ENSGMOG00000003770,0.898149635,0.792936196,0.811421343
ENSGMOG00000003771,0,0.019823405,0.040571067
ENSGMOG00000003772,0.022453741,0,0.027047378
ENSGMOG00000003773,2.33518905,2.339161778,2.069124425
ENSGMOG00000003774,18.34470629,18.09876867,19.32535166
ENSGMOG00000003775,34.93802079,37.34729483,33.36294089
ENSGMOG00000003776,0.134722445,0.07929362,0.162284269
ENSGMOG00000003777,136.2268458,153.2150965,132.2075842
ENSGMOG00000003778,1.504400638,1.030817055,1.8527454
ENSGMOG00000003779,0.157176186,0,0.081142134
ENSGMOG00000003780,1.257409488,1.367814938,1.8527454
ENSGMOG00000003781,1.841206751,1.387638343,0.919610856
ENSGMOG00000003782,0.449074817,0.317174478,0.608566007
ENSGMOG00000003783,75.13021693,90.59296039,79.35700737
ENSGMOG00000003784,70.1679402,71.6219619,76.88217227
ENSGMOG00000003785,1.010418339,0.455938313,0.730279209
ENSGMOG00000003786,20.14100556,20.85422195,20.65067318
ENSGMOG00000003787,52.856106,48.66645903,50.01060212
ENSGMOG00000003788,0,0,0
ENSGMOG00000003789,9.947007203,10.34781736,9.764103497
ENSGMOG00000003790,288.5530239,325.4606616,282.2664379
ENSGMOG00000003791,9.947007203,8.068125794,7.735550139
ENSGMOG00000003792,0.651158485,0.654172362,0.581518629
ENSGMOG00000003793,0.987964598,0.654172362,0.757326587
ENSGMOG00000003794,5.748157661,5.768610826,5.652902024
ENSGMOG00000003795,0.426621076,1.268697914,0.635613386
ENSGMOG00000003796,0.51643604,0.455938313,0.784373965
ENSGMOG00000003797,0.898149635,0.634348957,1.108942502
ENSGMOG00000003798,0.493982299,0.535231932,0.473329117
ENSGMOG00000003799,10.80024936,9.138589659,11.12999609
ENSGMOG00000003800,0.740973449,0.713642576,0.797897654
ENSGMOG00000003801,3.098616239,2.497749017,2.150266559
ENSGMOG00000003802,16.03197098,14.19355791,14.76786845
ENSGMOG00000003803,5.70325018,7.275189598,5.679949402
ENSGMOG00000003804,5.433805289,4.836910795,5.950423183
ENSGMOG00000003805,0.78588093,1.110110674,1.095418813
ENSGMOG00000003806,26.96694278,23.17356033,25.05939582
ENSGMOG00000003807,4.580563136,5.273025703,4.151772539
ENSGMOG00000003808,0.067361223,0.059470215,0.108189512
ENSGMOG00000003809,14.23567171,14.9666707,13.99701817
ENSGMOG00000003810,0,0.178410644,0.14876058
ENSGMOG00000003811,0.022453741,0.019823405,0.054094756
ENSGMOG00000003812,17.71600154,15.44243242,16.90461132
ENSGMOG00000003813,3.143523721,2.894217115,3.380922263
ENSGMOG00000003814,0.089814963,0.178410644,0.175807958
ENSGMOG00000003815,141.930096,129.3080702,137.9281047
ENSGMOG00000003816,33.20908274,29.02146477,33.89036477
ENSGMOG00000003817,15.71761861,23.23303054,20.136773
ENSGMOG00000003818,5.343990326,5.887551255,5.950423183
ENSGMOG00000003819,85.54875269,94.6765818,83.37354301
ENSGMOG00000003820,0.471528558,0.218057454,0.446281739
ENSGMOG00000003821,114.289541,113.1123484,110.0422578
ENSGMOG00000003822,147.5435312,132.9754001,146.9484053
ENSGMOG00000003823,23.30698302,20.55687088,22.1112316
ENSGMOG00000003824,7.881263043,7.750951316,6.991747241
ENSGMOG00000003825,10.3287208,7.096778954,8.492876726
ENSGMOG00000003826,0.404167336,0.436114908,0.703231831
