	sample_13	sample_14	sample_15
ENSGMOG00000005157	44.75006544	45.86290471	55.19785513
ENSGMOG00000005158	785.0924359	807.9360694	749.6889839
ENSGMOG00000005159	2012.837602	2323.948679	2164.449507
ENSGMOG00000005160	0.305114083	0.221462665	0.346792807
ENSGMOG00000005161	7.475295022	8.7377088	7.879903229
ENSGMOG00000005162	21.91736159	20.57589492	22.27180472
ENSGMOG00000005163	20.00192319	17.75727917	19.94058641
ENSGMOG00000005164	212.4780569	190.4981582	188.8864823
ENSGMOG00000005165	21.15457639	24.09916459	21.36629017
ENSGMOG00000005166	421.5490066	484.3388493	426.0927624
ENSGMOG00000005167	44.90262248	41.21218874	46.62436629
ENSGMOG00000005168	76.12596359	68.93528786	69.03103489
ENSGMOG00000005169	58.49714993	50.91628008	48.62805807
ENSGMOG00000005170	8.848308393	8.7377088	8.554222576
ENSGMOG00000005171	22.76490071	22.3073303	21.88647938
ENSGMOG00000005172	34.13887568	39.40022148	39.55364628
ENSGMOG00000005173	28.64682219	32.57514479	35.41139886
ENSGMOG00000005174	0.101704694	0	0.288994006
ENSGMOG00000005175	89.44927852	90.75942689	89.66520691
ENSGMOG00000005176	6.085330868	6.845209659	8.361559905
ENSGMOG00000005177	4.01733542	5.013109426	5.163359573
ENSGMOG00000005178	3.457959602	3.86553016	3.178934065
ENSGMOG00000005179	0.186458606	0.161063757	0.404591608
ENSGMOG00000005180	40.27505889	33.3603306	34.75634578
ENSGMOG00000005181	12.86564381	11.25433	11.2900325
ENSGMOG00000005182	7.339688763	9.70409134	7.995500831
ENSGMOG00000005183	6.085330868	5.476167727	5.394554778
ENSGMOG00000005184	78.14310669	70.94858481	72.49896296
ENSGMOG00000005185	2.712125178	2.496488228	2.157821911
ENSGMOG00000005186	7.187131721	7.710927351	7.822104427
ENSGMOG00000005187	0.152557041	0.322127513	0.211928938
ENSGMOG00000005188	0.372917212	0.322127513	0.385325341
ENSGMOG00000005189	5.898872262	6.120422754	5.490886113
ENSGMOG00000005190	13.98439545	18.6632628	17.87909583
ENSGMOG00000005191	4.152941679	4.85204567	6.223004261
ENSGMOG00000005192	59.34468905	66.76092714	69.76315303
ENSGMOG00000005193	0	0	0
ENSGMOG00000005194	1.728979801	1.147579266	1.213774825
ENSGMOG00000005195	0.067803129	0.241595635	0.211928938
ENSGMOG00000005196	2.271404837	1.852233202	1.945892973
ENSGMOG00000005197	1682.076986	1858.675752	1743.327441
ENSGMOG00000005198	21.61224751	22.75025563	20.28737922
ENSGMOG00000005199	8.373686487	8.637043952	9.24780819
ENSGMOG00000005200	54.80187938	48.37952591	45.58398787
ENSGMOG00000005201	29.6977707	32.45434697	32.13613346
ENSGMOG00000005202	9.170373258	7.549863594	9.209275656
ENSGMOG00000005203	0.372917212	0.281861574	0.211928938
ENSGMOG00000005204	1.373013371	1.671036475	1.618366433
ENSGMOG00000005205	34.8847101	37.87011579	35.21873619
ENSGMOG00000005206	0.610228165	0.885850662	1.021112154
ENSGMOG00000005207	108.6036626	100.1212577	101.2634997
ENSGMOG00000005208	0.5763266	0.765052844	0.577988012
ENSGMOG00000005209	6.187035562	7.328400929	5.702815051
ENSGMOG00000005210	0.016950782	0	0
ENSGMOG00000005211	4.94962845	5.737896332	4.142247418
ENSGMOG00000005212	50.69979004	50.65455147	54.71619846
ENSGMOG00000005213	15.67947368	14.83799858	16.47265834
ENSGMOG00000005214	21.76480455	18.78406062	18.41855131
ENSGMOG00000005215	24.34132347	23.09251611	23.00392287
ENSGMOG00000005216	8.085523187	10.08661776	11.54049397
ENSGMOG00000005217	8.627948222	8.838373647	8.631287644
ENSGMOG00000005218	2.220552489	2.41595635	2.022958042
ENSGMOG00000005219	0.101704694	0.201329696	0.096331335
ENSGMOG00000005220	0.169507824	0.382526422	0.346792807
ENSGMOG00000005221	2.932485349	2.91928059	2.889940059
ENSGMOG00000005222	17.45930583	16.00571082	19.61305987
ENSGMOG00000005223	5.678512091	6.583481054	5.259690908
ENSGMOG00000005224	0.406818777	0.281861574	0.269727739
ENSGMOG00000005225	180.8309462	196.2964534	189.1947426
ENSGMOG00000005226	2.661272831	1.832100232	2.119289377
ENSGMOG00000005227	0.033901565	0.02013297	0
ENSGMOG00000005228	10.37387881	13.12669617	13.65978335
ENSGMOG00000005229	126.1816239	116.509495	115.9443952
ENSGMOG00000005230	1.067899289	0.96638254	0.751384415
ENSGMOG00000005231	45.78406316	45.05758593	42.13532607
ENSGMOG00000005232	11.56043357	14.21387653	15.18181845
ENSGMOG00000005233	2.339207966	1.832100232	2.735809923
ENSGMOG00000005234	0.016950782	0	0.019266267
ENSGMOG00000005235	23.76499687	24.86421744	32.09760093
ENSGMOG00000005236	61.20927511	45.98370253	64.07960425
ENSGMOG00000005237	30.96907938	27.3405727	27.85902217
ENSGMOG00000005238	4.983530014	5.435901788	6.415666932
ENSGMOG00000005239	19.88326771	17.59621542	19.13140319
ENSGMOG00000005240	8.119424751	7.227736081	7.841370695
ENSGMOG00000005241	21.06982248	19.18672001	20.44150935
ENSGMOG00000005242	3.915630726	3.301807012	4.835833033
ENSGMOG00000005243	0.101704694	0	0.019266267
ENSGMOG00000005244	23.10391636	21.70334121	19.3047996
ENSGMOG00000005245	6.322641821	6.684145902	6.107406659
ENSGMOG00000005246	0.118655477	0.100664848	0
ENSGMOG00000005247	4.610612802	3.684333434	3.352330469
ENSGMOG00000005248	0.203409388	0.040265939	0.173396404
ENSGMOG00000005249	37.78329388	37.44732343	37.29949303
ENSGMOG00000005250	54.64932234	56.7951072	62.98142703
ENSGMOG00000005251	11.93335078	11.69725533	12.38820972
ENSGMOG00000005252	0.423769559	0.221462665	0.192662671
ENSGMOG00000005253	26.32456501	26.57551985	26.81864375
ENSGMOG00000005254	2.779928307	3.301807012	2.196354445
ENSGMOG00000005255	19.20523642	18.1398056	18.91947426
ENSGMOG00000005256	0.084753912	0.322127513	0.192662671
ENSGMOG00000005257	0.118655477	0.120797818	0.173396404
ENSGMOG00000005258	0.339015647	0.342260483	0.385325341
ENSGMOG00000005259	7.051525463	6.382151358	7.552376689
ENSGMOG00000005260	2.186650925	2.637419016	2.523880985
ENSGMOG00000005261	887.6277184	690.8024524	809.7034058
ENSGMOG00000005262	31.93527397	28.68948166	32.19393226
ENSGMOG00000005263	2.779928307	3.442737799	3.390863003
ENSGMOG00000005264	1.813733713	3.040078407	2.870673792
ENSGMOG00000005265	5.831069133	4.570184096	5.876211454
ENSGMOG00000005266	4.271597155	3.181009194	3.198200332
ENSGMOG00000005267	24.95155164	26.71645064	29.3039922
ENSGMOG00000005268	0.016950782	0.02013297	0.057798801
ENSGMOG00000005269	31.22334111	34.9508352	32.84898534
ENSGMOG00000005270	14.47596814	15.94531191	15.70200766
ENSGMOG00000005271	0.491572688	0.704653935	0.616520546
ENSGMOG00000005272	5.068283926	5.375502879	5.760613852
ENSGMOG00000005273	0.084753912	0.02013297	0.077065068
ENSGMOG00000005274	57.41229986	55.14420369	57.58687225
ENSGMOG00000005275	25.86689388	27.88416287	26.0865256
ENSGMOG00000005276	42.66511921	41.87657674	36.70223875
ENSGMOG00000005277	6.678608251	7.569996564	7.648708024
ENSGMOG00000005278	12.84869303	15.1601261	14.6808955
ENSGMOG00000005279	8.865259175	9.925554005	12.04141691
ENSGMOG00000005280	0	0.120797818	0.019266267
ENSGMOG00000005281	153.201171	156.4130407	147.0016177
ENSGMOG00000005282	67.32850754	62.85513104	59.74469416
ENSGMOG00000005283	1.86458606	2.516621198	2.254153246
ENSGMOG00000005284	0	0.060398909	0.077065068
ENSGMOG00000005285	3.01723926	3.523269677	3.371596736
ENSGMOG00000005286	206.5961354	225.1067329	231.4649325
ENSGMOG00000005287	3061.802867	3598.94951	3465.635386
ENSGMOG00000005288	11.11971323	7.429065777	9.209275656
ENSGMOG00000005289	0.372917212	0.422792361	0.616520546
ENSGMOG00000005290	4.390252632	4.811779731	4.045916083
ENSGMOG00000005291	28.59596984	26.59565282	26.54891601
ENSGMOG00000005292	95.51765861	93.71897341	93.78818806
ENSGMOG00000005293	1.525570413	1.630770536	2.215620712
ENSGMOG00000005294	25.07020711	24.96488228	25.37367372
ENSGMOG00000005295	0.966194595	0.785185814	1.040378421
ENSGMOG00000005296	0.220360171	0.140930787	0.404591608
ENSGMOG00000005297	26.8161377	28.89081135	27.18470283
ENSGMOG00000005298	46.37734054	42.88322521	40.94081751
ENSGMOG00000005299	4.746219061	5.435901788	5.83767892
ENSGMOG00000005300	19.5103505	19.58937941	20.9424323
ENSGMOG00000005301	0.101704694	0.080531878	0.038532534
ENSGMOG00000005302	28.00269246	30.32025219	33.04164801
ENSGMOG00000005303	0.457671124	0.785185814	1.733964036
ENSGMOG00000005304	5.305594879	4.731247852	5.356022243
ENSGMOG00000005305	12.35712034	12.22071254	14.54603163
ENSGMOG00000005306	0.474621906	0.281861574	0.423857875
ENSGMOG00000005307	5.271693315	5.476167727	7.687240558
ENSGMOG00000005308	7.017623898	7.429065777	6.338601864
ENSGMOG00000005309	2.762977525	3.261541073	2.889940059
ENSGMOG00000005310	28.03659403	27.48150348	25.27734239
ENSGMOG00000005311	0	0.060398909	0.019266267
ENSGMOG00000005312	21.66309986	20.79735758	19.84425507
ENSGMOG00000005313	2.322257184	2.637419016	1.96515924
ENSGMOG00000005314	168.2704165	162.0704052	171.1229841
ENSGMOG00000005315	0.779735989	0.704653935	0.78991695
ENSGMOG00000005316	2.034093883	2.315291502	2.446815917
ENSGMOG00000005317	139.9287084	126.7370435	122.205932
ENSGMOG00000005318	15.12009787	9.059836313	9.363405793
ENSGMOG00000005319	0.169507824	0.161063757	0.115597602
ENSGMOG00000005320	19.54425206	19.62964534	22.11767459
ENSGMOG00000005321	2.474814225	1.771701323	2.581679786
ENSGMOG00000005322	149.2177371	163.7615746	155.2283137
ENSGMOG00000005323	27.81623386	31.34703364	27.14617029
ENSGMOG00000005324	135.0807846	147.9974594	147.0016177
ENSGMOG00000005325	2.525666572	2.717950894	2.369750849
ENSGMOG00000005326	61.1245212	64.26443891	61.99884741
ENSGMOG00000005327	2.644322048	3.221275133	3.54499314
ENSGMOG00000005328	0.203409388	0.140930787	0.231195205
ENSGMOG00000005329	68.76932404	66.88172496	62.13371128
ENSGMOG00000005330	25.47702589	23.37437769	25.50853759
ENSGMOG00000005331	1.322161024	0.885850662	1.425703763
ENSGMOG00000005332	77.39727226	84.63900413	84.4633148
ENSGMOG00000005333	0.457671124	0.98651551	0.944047086
ENSGMOG00000005334	4.780120626	4.972843487	3.73765581
ENSGMOG00000005335	0.762785206	0.523457209	0.366059074
ENSGMOG00000005336	430.8210845	472.0174719	449.4820106
ENSGMOG00000005337	10.50948506	9.724224309	11.94508558
ENSGMOG00000005338	0.372917212	0.624122057	0.269727739
ENSGMOG00000005339	258.109563	239.3004765	235.8383751
ENSGMOG00000005340	68.70152091	71.51230796	67.70166246
ENSGMOG00000005341	54.15774965	51.68133292	47.97300499
ENSGMOG00000005342	18.81536842	18.6028639	20.26811295
ENSGMOG00000005343	43.30924893	42.72216146	43.77295877
ENSGMOG00000005344	0	0.080531878	0.038532534
ENSGMOG00000005345	250.7529235	258.0442712	254.7385831
ENSGMOG00000005346	4.763169844	4.509785187	4.508306493
ENSGMOG00000005347	16.03544011	14.01254683	14.58456417
ENSGMOG00000005348	56.81902248	60.31837687	62.80803062
ENSGMOG00000005349	6.865066857	6.523082145	6.261536795
ENSGMOG00000005350	15.32350726	15.4218547	12.69646999
ENSGMOG00000005351	34.74910384	36.96413216	34.2746891
ENSGMOG00000005352	0.372917212	0.201329696	0.385325341
ENSGMOG00000005353	0	0	0
ENSGMOG00000005354	12.7808899	13.50922259	12.33041092
ENSGMOG00000005355	780.9903465	709.4455822	696.167294
ENSGMOG00000005356	13.11990555	13.91188198	13.67904961
ENSGMOG00000005357	2.644322048	1.93276508	1.522035098
ENSGMOG00000005358	52.81863784	50.67468444	47.10602297
ENSGMOG00000005359	28.29085576	26.79698252	26.41405214
ENSGMOG00000005360	4.203794026	3.623934525	4.72023543
ENSGMOG00000005361	0.796686771	0.563723148	0.404591608
ENSGMOG00000005362	15.9506862	13.50922259	13.71758215
ENSGMOG00000005363	8.882209958	9.241033039	10.42305048
ENSGMOG00000005364	0.067803129	0.040265939	0.038532534
ENSGMOG00000005365	114.9093536	103.1412032	97.79557161
ENSGMOG00000005366	59.63285235	56.57364453	60.22635084
ENSGMOG00000005367	49.83530014	42.33963504	41.15274645
ENSGMOG00000005368	21.08677326	19.93163989	24.52595797
ENSGMOG00000005369	7.865163016	7.167337172	7.128518813
ENSGMOG00000005370	0.2881633	0.120797818	0.057798801
ENSGMOG00000005371	28.34170811	24.11929756	27.87828844
ENSGMOG00000005372	0.440720341	0.644255027	0.46239041
ENSGMOG00000005373	4.678415932	3.644067495	3.660590742
ENSGMOG00000005374	13.67928137	12.32137739	13.31299054
ENSGMOG00000005375	1.830684495	1.268377084	1.888094172
ENSGMOG00000005376	1.406914936	1.046914418	1.348638694
ENSGMOG00000005377	35.66444609	35.99774962	34.37102044
ENSGMOG00000005378	0.440720341	0.322127513	0.385325341
ENSGMOG00000005379	22.52758976	25.99166373	24.87275078
ENSGMOG00000005380	3.203697866	2.456222289	2.311952048
ENSGMOG00000005381	3.390156472	4.3688544	5.221158374
ENSGMOG00000005382	0.016950782	0.120797818	0.154130137
ENSGMOG00000005383	7.254934851	7.952522986	8.053299632
ENSGMOG00000005384	15.69642447	15.50238658	15.60567632
ENSGMOG00000005385	56.17489275	56.00992138	57.10521557
ENSGMOG00000005386	16.3405542	13.63002041	14.37263523
ENSGMOG00000005387	0.016950782	0	0.096331335
ENSGMOG00000005388	0.016950782	0	0
ENSGMOG00000005389	168.1178595	152.0441863	152.0879122
ENSGMOG00000005390	4.102089332	5.214439122	4.662436629
ENSGMOG00000005391	26.07030327	23.0321172	21.94427818
ENSGMOG00000005392	32.79976387	34.00458563	34.31322164
ENSGMOG00000005393	117.0282014	105.5370266	109.6635921
ENSGMOG00000005394	10.54338663	9.70409134	10.86617462
ENSGMOG00000005395	1.610324324	2.013296958	1.618366433
ENSGMOG00000005396	3.898679943	2.516621198	3.87251968
ENSGMOG00000005397	13.62842902	15.56278549	16.12586553
ENSGMOG00000005398	4.830972973	3.744732343	3.968851015
ENSGMOG00000005399	21.61224751	19.16658704	18.74607785
ENSGMOG00000005400	18.12038634	22.38786218	20.57637322
ENSGMOG00000005401	41.512466	37.44732343	34.94900845
ENSGMOG00000005402	14.59462361	17.59621542	18.78461039
ENSGMOG00000005403	1.57642276	1.107313327	1.406437496
ENSGMOG00000005404	0.983145377	2.033429928	1.078910956
ENSGMOG00000005405	38.68168535	36.36014307	38.12794252
ENSGMOG00000005406	2.373109531	1.892499141	2.446815917
ENSGMOG00000005407	175.9152194	170.3450557	182.7598094
ENSGMOG00000005408	0.372917212	0.523457209	0.423857875
ENSGMOG00000005409	92.65297639	109.0804292	105.2130844
ENSGMOG00000005410	0.169507824	0.040265939	0.077065068
ENSGMOG00000005411	1.118751636	1.107313327	1.021112154
ENSGMOG00000005412	9.153422475	10.83153764	9.286340724
ENSGMOG00000005413	31.00298094	31.89062382	33.88936376
ENSGMOG00000005414	2.084946231	2.798482772	4.122981151
ENSGMOG00000005415	36.05431408	29.39413559	29.82418141
ENSGMOG00000005416	3.034190043	3.603801556	3.487194338
ENSGMOG00000005417	14.23865718	19.42831565	17.97542717
ENSGMOG00000005418	13.61147824	14.79773264	16.376327
ENSGMOG00000005419	0.084753912	0	0.038532534
ENSGMOG00000005420	110.5021502	120.3548922	109.2782668
ENSGMOG00000005421	11.66213827	11.55632454	12.00288438
ENSGMOG00000005422	0.254261735	0.161063757	0.231195205
ENSGMOG00000005423	22.23942646	19.5289805	20.19104788
ENSGMOG00000005424	50.27602049	49.74856784	46.47023616
ENSGMOG00000005425	0	0	0
ENSGMOG00000005426	0	0	0
ENSGMOG00000005427	1.000096159	1.026781449	1.194508558
ENSGMOG00000005428	17.25589644	15.66345034	14.70016177
ENSGMOG00000005429	25.2736165	18.05927372	19.5359948
ENSGMOG00000005430	0.220360171	0.261728605	0.443124142
ENSGMOG00000005431	32.63025605	29.05187511	28.99573193
ENSGMOG00000005432	64.31126828	62.11021117	62.96216076
ENSGMOG00000005433	8.526243528	8.25451753	7.398246552
ENSGMOG00000005434	2.034093883	1.95289805	2.581679786
ENSGMOG00000005435	2.474814225	3.241408103	2.75507619
ENSGMOG00000005436	16.32360341	15.56278549	15.62494259
ENSGMOG00000005437	0.084753912	0	0.057798801
ENSGMOG00000005438	15.4760643	16.87142851	17.08917888
ENSGMOG00000005439	431.9567869	357.1186145	345.2900383
ENSGMOG00000005440	0.694982077	0.744919875	0.98257962
ENSGMOG00000005441	0.5763266	0.704653935	0.597254279
ENSGMOG00000005442	4.59366202	3.704466403	4.20004622
ENSGMOG00000005443	46.30953741	45.58104314	42.1738586
ENSGMOG00000005444	0.050852347	0.080531878	0.115597602
ENSGMOG00000005445	84.22843756	88.18240678	93.86525313
ENSGMOG00000005446	0.559375818	0.644255027	0.404591608
ENSGMOG00000005447	8.831357611	8.012921895	8.881749116
ENSGMOG00000005448	0.016950782	0.02013297	0.019266267
ENSGMOG00000005449	19.83241536	17.9384759	17.85982957
ENSGMOG00000005450	75.75304638	84.88059977	89.1450177
ENSGMOG00000005451	0	0.241595635	0.077065068
ENSGMOG00000005452	11.00105775	11.53619157	12.15701452
ENSGMOG00000005453	29.13839488	30.64237971	32.81045281
ENSGMOG00000005454	0.084753912	0.02013297	0.038532534
ENSGMOG00000005455	0.508523471	0.442925331	0.346792807
ENSGMOG00000005456	88.60173941	78.25685277	77.16139959
ENSGMOG00000005457	25.30751807	27.26004082	21.94427818
ENSGMOG00000005458	7.03457468	6.966007476	8.342293638
ENSGMOG00000005459	0.033901565	0	0.038532534
ENSGMOG00000005460	2.678223613	4.107125795	3.776188344
ENSGMOG00000005461	1.017046942	1.087180358	1.078910956
ENSGMOG00000005462	0.050852347	0	0
ENSGMOG00000005463	3314.030509	3767.96579	3461.146345
ENSGMOG00000005464	10.03486316	9.381963826	11.03957103
ENSGMOG00000005465	0.118655477	0.100664848	0.211928938
ENSGMOG00000005466	3.237599431	3.644067495	3.448661804
ENSGMOG00000005467	0.2881633	0.744919875	0.944047086
ENSGMOG00000005468	0.745834424	0.684520966	0.828449484
ENSGMOG00000005469	0.152557041	0	0
ENSGMOG00000005470	6.695559033	7.006273415	7.032187478
ENSGMOG00000005471	2.746026743	2.637419016	2.620212321
ENSGMOG00000005472	51.44562447	43.58787915	41.42247418
ENSGMOG00000005473	41.69892461	43.56774618	46.52803496
ENSGMOG00000005474	12.27236643	13.81121713	12.90839893
ENSGMOG00000005475	0	0	0
ENSGMOG00000005476	57.32754595	48.60098858	53.82995017
ENSGMOG00000005477	23.15476871	21.15975103	20.17178161
ENSGMOG00000005478	52.92034253	52.52691765	55.17858887
ENSGMOG00000005479	0	0	0
ENSGMOG00000005480	22.01906629	25.22661089	21.32775764
ENSGMOG00000005481	0	0	0
ENSGMOG00000005482	110.5530026	104.2485165	108.9122077
ENSGMOG00000005483	0.457671124	0.422792361	0.539455478
ENSGMOG00000005484	8.695751352	9.301431948	8.515690042
ENSGMOG00000005485	19.17133485	18.52233202	16.85798368
ENSGMOG00000005486	1.915438407	1.650903506	1.733964036
ENSGMOG00000005487	33.68120455	39.76261493	39.26465227
ENSGMOG00000005488	1.22045633	1.811967263	1.945892973
ENSGMOG00000005489	10.35692802	8.25451753	9.112944321
ENSGMOG00000005490	0.35596643	0.201329696	0.423857875
ENSGMOG00000005491	0.5763266	0.905983631	0.674319347
ENSGMOG00000005492	0.949243812	1.550238658	0.944047086
ENSGMOG00000005493	30.79957155	29.63573123	30.42143569
ENSGMOG00000005494	1.254357895	0.96638254	0.886248285
ENSGMOG00000005495	13.42501963	15.13999313	14.58456417
ENSGMOG00000005496	16.93383158	18.28073638	16.66532101
ENSGMOG00000005497	113.163423	99.91992805	94.42397487
ENSGMOG00000005498	38.49522674	30.68264565	37.18389543
ENSGMOG00000005499	7.136279374	7.610262503	6.646862137
ENSGMOG00000005500	132.0465946	105.6779573	108.9700065
ENSGMOG00000005501	16.49311124	17.29422087	15.43227992
ENSGMOG00000005502	0.033901565	0.02013297	0.096331335
ENSGMOG00000005503	1.101800854	0.865717692	0.866982018
ENSGMOG00000005504	12.61138208	12.05964878	10.28818661
ENSGMOG00000005505	5.627659744	5.133907244	4.951430635
ENSGMOG00000005506	4.797071408	3.986327978	3.930318481
ENSGMOG00000005507	0.847539118	1.369041932	1.136709757
ENSGMOG00000005508	68.66761935	65.51268303	65.92916589
ENSGMOG00000005509	0.152557041	0.442925331	0.404591608
ENSGMOG00000005510	0	0	0
ENSGMOG00000005511	11.44177809	9.422229765	11.94508558
ENSGMOG00000005512	1.22045633	0.382526422	0.98257962
ENSGMOG00000005513	20.22228336	17.2740879	20.63417202
ENSGMOG00000005514	54.59846999	53.3523694	52.15378494
ENSGMOG00000005515	19.56120285	19.81084207	20.15251535
ENSGMOG00000005516	0.2881633	0.543590179	0.46239041
ENSGMOG00000005517	0.135606259	0.221462665	0.231195205
ENSGMOG00000005518	3.94953229	4.086992826	3.024803929
ENSGMOG00000005519	27.20600569	25.36754168	23.50484582
ENSGMOG00000005520	0.796686771	1.006648479	0.905514552
ENSGMOG00000005521	2137.900475	2426.204032	2193.291109
ENSGMOG00000005522	10.72984524	11.23419703	10.84690836
ENSGMOG00000005523	13.50977354	11.81805315	11.50196144
ENSGMOG00000005524	17.03553627	17.45528463	18.24515491
ENSGMOG00000005525	23.2564734	24.13943053	25.7397328
ENSGMOG00000005526	2.491765007	2.355557441	3.371596736
ENSGMOG00000005527	0.237310953	0.100664848	0.231195205
ENSGMOG00000005528	6.509100427	7.690794381	8.862482849
ENSGMOG00000005529	2.373109531	2.818615742	2.832141258
ENSGMOG00000005530	8.560145093	8.637043952	8.419358706
ENSGMOG00000005531	10.01791238	9.70409134	8.534956309
ENSGMOG00000005532	2.915534566	2.818615742	2.947738861
ENSGMOG00000005533	0.678031294	0.563723148	1.11744349
ENSGMOG00000005534	8.577095875	8.898772556	9.440470861
ENSGMOG00000005535	0.084753912	0	0.038532534
ENSGMOG00000005536	20.12057866	19.26725189	21.40482271
ENSGMOG00000005537	33.79986003	39.80288087	37.16462916
ENSGMOG00000005538	3.525762731	4.3688544	3.255999134
ENSGMOG00000005539	18.6458606	18.84445953	20.61490576
ENSGMOG00000005540	6.797263727	6.402284328	6.82025854
ENSGMOG00000005541	380.4433593	358.9507147	353.998391
ENSGMOG00000005542	2.661272831	2.778349803	3.352330469
ENSGMOG00000005543	23.10391636	21.03895322	19.78645627
ENSGMOG00000005544	3.678319773	4.308455491	3.814720878
ENSGMOG00000005545	26.95174396	27.23990785	25.33514119
ENSGMOG00000005546	78.36346686	94.64509002	89.27988157
ENSGMOG00000005547	0.271212518	1.026781449	0.46239041
ENSGMOG00000005548	0.050852347	0.060398909	0.057798801
ENSGMOG00000005549	7.746507539	8.898772556	8.111098433
ENSGMOG00000005550	0.118655477	0.040265939	0.038532534
ENSGMOG00000005551	0.271212518	0.362393453	0.366059074
ENSGMOG00000005552	89.87304808	92.2693996	96.10014011
ENSGMOG00000005553	36.74929616	39.72234899	42.84817795
ENSGMOG00000005554	1.203505548	1.107313327	0.886248285
ENSGMOG00000005555	0.016950782	0.100664848	0.057798801
ENSGMOG00000005556	0	0	0.038532534
ENSGMOG00000005557	104.5354748	98.20862563	95.59921717
ENSGMOG00000005558	2.813829872	2.355557441	2.504614718
ENSGMOG00000005559	19.17133485	21.54227746	21.44335524
ENSGMOG00000005560	6.915919204	6.724411841	7.224850149
ENSGMOG00000005561	87.53384012	77.87432635	80.12840471
ENSGMOG00000005562	2.356158748	1.993163989	1.96515924
ENSGMOG00000005563	6.17008478	5.697630392	5.799146386
ENSGMOG00000005564	4.475006544	7.348533898	6.068874125
ENSGMOG00000005565	22.78185149	20.59602788	20.57637322
ENSGMOG00000005566	0	0.744919875	1.021112154
ENSGMOG00000005567	0.728883642	1.107313327	0.866982018
ENSGMOG00000005568	122.4185502	122.3077902	120.7031631
ENSGMOG00000005569	0	0	0
ENSGMOG00000005570	0.169507824	0.362393453	0.211928938
ENSGMOG00000005571	69.10833969	64.98922582	70.39893985
ENSGMOG00000005572	22.69709758	15.1601261	21.32775764
ENSGMOG00000005573	5.271693315	5.113774274	5.645016249
ENSGMOG00000005574	19.10353172	16.95196039	18.84240919
ENSGMOG00000005575	48.44533599	44.93678811	44.83260346
ENSGMOG00000005576	32.08783101	30.30011922	30.17097422
ENSGMOG00000005577	16.89993001	16.83116257	15.70200766
ENSGMOG00000005578	18.84926999	19.77057613	19.63232614
ENSGMOG00000005579	0.5763266	0.865717692	0.616520546
ENSGMOG00000005580	2.237503272	2.577020107	3.448661804
ENSGMOG00000005581	12.91649616	11.5160586	13.52491948
ENSGMOG00000005582	10.06876472	5.778162271	9.363405793
ENSGMOG00000005583	0.5763266	0.684520966	0.847715751
ENSGMOG00000005584	16.22189872	17.03249227	17.49377049
ENSGMOG00000005585	2.915534566	2.41595635	2.543147252
ENSGMOG00000005586	13.98439545	13.65015338	13.75611468
ENSGMOG00000005587	11.81469531	10.71073982	9.729464867
ENSGMOG00000005588	3.424058037	3.583668586	3.833987145
ENSGMOG00000005589	33.40999204	33.34019763	33.96642883
ENSGMOG00000005590	13.95049388	14.87826452	14.54603163
ENSGMOG00000005591	2.15274936	2.214626654	2.812874991
ENSGMOG00000005592	12.83174225	11.87845205	10.55791435
ENSGMOG00000005593	0.220360171	0.322127513	0.269727739
ENSGMOG00000005594	88.27967454	99.25554005	86.48627284
ENSGMOG00000005595	0.050852347	0	0
ENSGMOG00000005596	3.339304125	3.040078407	2.080756843
ENSGMOG00000005597	9.407684211	8.173985651	7.456045353
ENSGMOG00000005598	0.525474253	0.664387996	0.751384415
ENSGMOG00000005599	24.47692973	25.26687683	23.71677475
ENSGMOG00000005600	0.440720341	0.785185814	0.674319347
ENSGMOG00000005601	3.407107255	3.543402647	4.989963169
ENSGMOG00000005602	876.7961685	855.9330689	840.9340248
ENSGMOG00000005603	0.033901565	0.02013297	0.134863869
ENSGMOG00000005604	21.00201935	21.88453794	20.30664548
ENSGMOG00000005605	1.881536842	2.214626654	2.119289377
ENSGMOG00000005606	1.745930583	1.550238658	1.31010616
ENSGMOG00000005607	45.00432717	43.44694836	47.10602297
ENSGMOG00000005608	0.237310953	0.221462665	0.520189211
ENSGMOG00000005609	39.29191352	39.68208305	39.36098361
ENSGMOG00000005610	18.86622077	19.58937941	19.11213693
ENSGMOG00000005611	63.92140029	72.55922238	62.51903662
ENSGMOG00000005612	32.20648649	32.85700636	33.54257096
ENSGMOG00000005613	0.8644899	0.94624957	1.31010616
ENSGMOG00000005614	0.084753912	0	0.038532534
ENSGMOG00000005615	3.525762731	3.442737799	4.161513686
ENSGMOG00000005616	0.118655477	0.040265939	0.115597602
ENSGMOG00000005617	2.169700142	2.275025563	2.119289377
ENSGMOG00000005618	89.11026288	91.24261816	90.85971547
ENSGMOG00000005619	3.37320569	4.409120339	4.623904095
ENSGMOG00000005620	13.0690532	11.61672345	10.57718062
ENSGMOG00000005621	3.000288478	2.778349803	2.581679786
ENSGMOG00000005622	3.813926031	3.442737799	4.180779953
ENSGMOG00000005623	70.21014054	65.75427866	70.51453745
ENSGMOG00000005624	0	0	0.038532534
ENSGMOG00000005625	23.90060313	26.07219561	26.68377988
ENSGMOG00000005626	57.70046316	54.25835303	49.03264967
ENSGMOG00000005627	8.763554481	8.657176921	10.80837582
ENSGMOG00000005628	88.36442845	89.30985308	90.8404492
ENSGMOG00000005629	14.52682048	14.2340095	13.39005561
ENSGMOG00000005630	74.02406657	71.57270687	74.521921
